Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P
1292e13b-d7c6-447b-a227-9a8113215580	0	153	392	104	169	169	48	0	1	0	173	151	47	27	14	30
129459c1-38be-45da-bb87-18848c97c544	180	107	146	98	11	116	177	1	21	0	0	0	34	0	26	9
1295947c-c623-11e3-bf01-24c6515278c0	382	29	2	0	5	32	13	1	5	0	0	0	30	7	0	0
129d2c6c-6688-4b29-bfa7-8df3fe77b25a	425	0	3	0	0	0	0	0	0	0	0	0	33	0	0	0
129de5b2-d9b0-4762-9ef8-72d98231fb50	34	308	12	207	11	134	156	22	23	19	18	18	31	8	28	19
12ae2ba1-9484-47fe-8a3f-bba94a6abe0c	430	0	0	9	0	3	0	0	0	1	18	0	5	1	2	4
12d7121a-0345-4808-a819-09d6e3227bd5	403	0	0	0	33	35	0	0	0	0	23	0	0	1	0	6
12f038e1-00af-4c64-a2e0-9e63323492ef	128	46	83	157	245	182	93	78	126	91	22	50	18	19	155	0
12f1ae2f-2666-45be-9742-f502d212373d	222	126	0	26	0	106	37	0	23	21	7	16	36	2	0	0
131332b2-ff51-4bd7-a626-aff2ecea6135	318	115	28	16	0	16	95	0	0	0	0	0	18	2	0	5
1327bbd4-a466-4e26-905f-cf91315f1cc8	212	126	52	114	85	109	0	6	0	0	136	21	0	3	0	2
132f7f2a-b902-4343-aa08-cf6a7af10b9a	412	2	0	0	3	29	17	5	0	0	0	0	25	2	0	0
13446fc4-9fa6-4bb3-a00a-b9265b41eb12	428	0	0	0	0	0	0	1	0	0	0	0	26	0	0	5
134c9a92-e91e-4347-a9c4-727279edebb1	73	271	100	82	1	113	120	28	39	0	24	75	44	16	6	0
1358ff92-4db9-4e42-b63a-984a7bea425a	424	2	6	1	0	0	1	0	0	0	0	0	35	0	0	0
13642cf8-9840-4a7d-a26a-95f65b2c70c3	428	9	0	13	2	0	3	0	5	0	0	0	33	0	0	0
13bd2b30-c623-11e3-bf01-24c6515278c0	258	88	0	102	64	76	79	39	34	34	3	0	30	13	11	12
13c312ec-0add-4758-ab8d-c193e2e08c6d	316	10	0	3	10	114	0	1	0	0	57	0	0	5	0	3
13c62975-9f5e-4d40-a461-dceab08a31ec	205	104	29	54	22	133	69	0	0	0	7	4	17	2	40	0
13c7065e-6780-4571-978e-a7c13078ff50	377	0	0	0	0	67	19	1	0	0	0	0	20	1	0	8
13d05f7a-e16a-40ef-9a15-21257da2cf89	353	4	0	0	0	34	36	0	51	49	0	0	9	5	0	70
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	276	79	11	0	25	103	48	0	19	0	11	0	23	0	0	6
140d6ef7-0217-4d16-9add-215d0d14ba06	357	0	9	11	0	72	10	5	5	0	0	0	28	0	0	0
141918cd-3e23-45bc-96e1-b208c80f69e7	406	12	0	43	1	22	14	5	0	0	0	8	37	0	0	0
142b6dbf-c943-4a7d-8ab6-13a975f48d7a	177	115	17	28	34	178	90	3	14	26	0	0	17	7	5	15
14334aea-2dae-428c-9d4a-1a37878dfc3f	211	97	5	137	8	123	34	11	36	20	41	6	25	36	0	0
1447c8cb-25d4-4092-8919-4df08f898d2d	374	18	1	21	0	58	32	1	0	0	0	0	20	5	0	4
145f2b89-8878-4390-b0f6-f09b02fb138a	167	100	53	80	17	181	82	0	33	0	25	0	22	16	7	12
145f6dbb-9744-44f7-8485-e440689de3fd	304	82	0	28	2	77	93	0	6	0	0	10	11	2	3	0
14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0	68	234	116	114	332	170	40	58	0	0	51	195	0	0	0	0
147e3496-514e-4da7-be42-7cd9be78ed04	428	2	0	0	0	0	0	45	3	0	0	3	35	24	0	0
148536ce-ee2a-4952-a19d-10d6f44146b9	384	24	0	0	2	27	12	0	8	0	45	7	4	1	0	0
1494bb16-f1f0-42a4-b10e-c383574cbc8b	398	0	0	10	3	30	14	4	2	0	0	0	28	2	0	0
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	80	168	96	155	0	171	40	0	10	26	125	2	10	6	0	39
14bf9bfb-14d6-4cac-a556-828f680e8a15	115	66	266	178	101	166	50	0	0	0	125	45	33	42	39	6
14c5b81d-da49-4db1-9834-77711c2b1d38	35	408	39	170	0	29	85	0	21	0	25	164	112	0	0	0
14cbcbb1-028b-471a-bb4f-8b29cfa5e4eb	418	26	0	0	0	0	14	1	0	0	0	0	27	0	0	0
14dd86c1-dfb3-4124-a453-4d64223bc048	419	12	0	0	0	15	11	4	0	0	0	0	21	0	0	0
14ed7388-41ed-43d4-afb2-04cd6410d5d2	25	248	185	469	208	119	47	157	0	0	75	89	32	25	13	32
14f41457-25c3-4979-8515-4f33322039a5	431	0	0	0	3	0	11	2	11	0	4	0	15	0	0	0
153a64ee-6322-4f2e-b3df-77ef7d3a4cf0	0	217	125	67	228	198	24	105	64	95	94	108	38	6	0	15
154f80bd-984c-4792-bb89-20c4da0c08e0	407	21	0	1	0	0	5	2	0	0	0	0	31	0	0	0
15563a10-47a8-401d-a507-2c7101f7ae60	352	20	22	11	0	48	3	0	0	0	0	0	44	0	0	0
1558629a-770a-4dcb-b0bf-9a8bcea9d80b	252	80	45	0	0	118	131	0	6	1	0	27	31	0	0	0
155873b2-e5de-405f-87f6-6de0d238b160	391	27	11	0	0	27	25	0	0	0	0	10	28	0	0	0
15678c3d-ce61-454d-849e-1d4ca358909b	305	32	6	31	18	101	28	1	29	7	4	0	27	0	0	0
15895218-c623-11e3-bf01-24c6515278c0	208	87	0	58	30	155	12	0	23	6	74	17	4	10	0	1
15a93657-0521-430a-a816-bf0842374b75	403	1	0	0	0	26	6	1	0	0	0	0	29	2	0	0
15abb2a3-10a2-4e04-8eb9-6eadbd976af0	426	0	0	0	0	0	2	1	0	0	0	0	32	0	0	0
15d597de-d26c-4ce1-b0cb-077e39b55f30	0	197	83	145	298	204	0	5	220	9	115	16	8	25	9	19
15daadb0-6b24-4248-9225-470dc08f1552	311	21	0	14	0	122	35	0	5	3	7	0	21	7	4	2
15dd024e-c0da-461a-84db-d01e60a22210	424	0	1	0	0	5	0	1	0	0	0	0	31	0	0	0
15e097e3-e468-466c-8e57-b59fba90bbf2	414	0	4	12	3	10	23	0	0	0	0	0	32	0	0	0
15e7d981-8c27-4b2b-b4f8-626e22021895	10	250	146	1386	243	0	250	64	153	58	208	119	122	83	0	98
15f90ef0-831b-40a3-98bd-ec226a9e8b26	123	139	97	109	17	158	129	0	50	0	8	29	31	21	32	0
15fd8dc8-c622-11e3-bf01-24c6515278c0	347	20	0	27	9	79	56	8	10	0	0	0	15	3	0	10
1659bae5-3140-4d05-891c-81b48277b2fc	29	167	100	652	491	138	52	59	65	48	84	0	0	21	246	65
16c6f975-48fd-4cda-946a-777cb922949d	321	90	36	39	0	19	136	0	5	0	0	28	27	0	3	0
16d33e09-2e21-4da2-8e57-e78ce28c4408	50	66	289	354	336	189	140	0	69	137	95	0	30	42	0	23
16d5519e-ecb9-4fc8-81f1-e0e4adf722a8	68	181	100	101	93	173	37	44	19	0	111	0	0	12	68	33
16df7888-2480-4394-8856-d57a6ef371d2	42	266	0	343	215	173	0	196	0	0	101	46	0	11	0	18
170ad241-9e24-469b-b7ca-3fd783a89b21	7	328	143	286	254	96	49	6	36	47	93	0	24	19	0	29
1727e88b-df0a-4af2-9191-8c6061d98ad0	172	43	50	0	76	224	20	16	13	1	75	18	2	3	0	12
172c9864-c26d-4e9b-947a-e8ce761e996d	241	76	0	61	29	119	4	89	53	41	94	33	0	2	0	9
1776f326-b12f-4355-8107-80fa6fcd2159	300	58	32	5	7	93	87	3	12	0	0	10	10	0	0	4
178d0486-cb0d-4979-8bdf-bb3fe99149bd	425	0	0	0	3	0	0	1	3	0	0	0	32	0	0	0
17a66d24-de77-4f2a-a8ad-d2c6a69e7671	425	1	0	0	0	0	1	1	0	0	0	0	33	0	0	0
17de5b12-c623-11e3-bf01-24c6515278c0	214	137	73	146	8	42	134	29	75	37	71	0	15	17	67	0
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	93	141	301	336	175	89	77	158	30	20	115	7	35	80	0	12
183b04f5-107f-496c-8e9a-8263dd00cffa	102	180	72	132	50	160	77	0	13	24	73	24	26	7	0	12
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	314	93	33	1	0	38	85	0	0	0	0	10	26	0	0	0
18ec066e-8510-4921-9e35-45d85fb01e38	346	13	0	97	64	15	13	531	89	0	6	147	84	0	46	0
18f5e75e-c623-11e3-bf01-24c6515278c0	349	18	0	24	48	75	47	6	23	0	5	0	10	11	0	18
18f9240e-7acd-41eb-a154-c2a67a1cbe9b	368	8	0	0	3	68	10	5	2	0	0	0	28	0	0	0
19085f7d-e6a6-406f-bd09-520a27e0283d	322	68	0	0	0	68	31	0	5	0	0	9	25	2	0	9
190eb791-383d-4e27-870d-e470630843e7	29	224	0	87	250	226	83	237	0	36	41	114	3	13	51	45
19233fd1-5229-466e-acf3-5882165758e0	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
1924d200-6929-4eef-8a7f-317f8fbab915	438	0	0	0	0	0	3	3	0	0	0	0	27	0	0	0
199bbb0f-996c-40c1-b06d-2066f04be778	384	20	0	6	0	24	6	0	18	0	6	0	23	12	2	0
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c	359	42	0	0	0	48	19	1	0	0	0	0	28	2	0	2
19b6b9d6-6912-4b85-a4bf-52014bcb170b	318	75	2	56	0	62	8	14	0	1	23	0	24	2	7	5
19c1c97f-a3ec-44a8-8a20-6f97caed1a4f	83	290	0	385	0	81	19	14	36	3	48	0	107	7	14	18
19cd4360-8392-4bc2-ae88-fdc1335d886b	401	10	0	0	0	18	9	1	0	0	0	0	31	0	0	0
19d6cf34-1cd7-4242-a4d1-5d3e11f428aa	445	0	0	0	0	0	0	4	0	0	11	0	10	1	0	5
19def402-fb8d-4b27-90dd-ce9135a3c0a2	424	0	0	0	0	0	0	2	0	0	0	0	28	2	0	0
19fe27d8-c623-11e3-bf01-24c6515278c0	253	82	0	45	9	112	52	3	19	0	0	0	30	9	1	8
1a0ef226-41a5-4b56-9078-4b7834f0c976	237	0	81	14	88	170	14	51	46	46	69	0	0	2	1	12
1a134c18-ced3-4bae-9f15-5f0f09526639	409	10	4	0	0	9	0	2	0	0	0	0	31	0	0	0
1a319682-f55e-4e0b-8476-48a0bea6c265	280	117	13	34	0	57	105	1	15	2	0	6	29	4	5	0
1a391468-fbf3-451a-b88e-a257a26d047f	0	101	237	455	1533	0	0	581	298	302	0	253	0	91	196	160
1a4633c4-72a0-4e30-8c4c-345e04337627	267	68	4	51	0	113	41	0	37	11	15	0	25	0	11	6
1a5bf97e-3d49-4d3f-b385-ffa7a295be9c	408	31	0	0	0	8	19	2	0	0	0	0	25	0	1	0
1a841850-fca0-48ab-8c78-db0bd5a64435	155	102	45	162	63	191	60	0	13	43	53	0	17	10	0	6
1ac15380-04a2-42dd-8ade-28556a570e80	85	106	0	316	0	47	352	1205	176	0	334	787	179	5	196	0
1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6	316	2	118	88	81	51	88	24	64	0	7	0	24	2	81	0
1aff91a6-1b0f-4575-8f4b-4e064a50b886	77	232	168	233	119	105	24	38	0	0	135	21	0	18	0	31
1b06afe2-c623-11e3-bf01-24c6515278c0	313	0	42	58	59	99	40	0	28	4	18	0	25	4	9	10
1b0fe1d5-b286-4f49-ae92-94d9c6db9657	296	125	15	15	0	29	59	0	0	0	0	0	28	0	0	0
1b1780d5-06da-40ee-9e15-02631a68027b	176	172	31	3	0	111	124	0	0	0	0	24	22	0	4	0
1b7838c9-c685-41c3-b184-a2e40c7c4dc7	406	0	0	0	0	33	28	2	5	9	1	0	0	2	5	0
1b8fe07d-859c-4d91-ade1-6b2bcb5774ce	375	24	26	46	36	15	11	0	11	25	1	0	41	7	13	4
1bb2bdb7-8a89-4e7d-903d-03a6f8018efb	175	187	2	88	130	72	14	30	139	6	89	59	12	61	0	3
1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa	32	150	381	260	142	75	245	53	199	27	107	20	105	40	25	20
1bbb522d-e224-4b3f-9e10-3a47d06b2b05	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
1bbfe6f2-ad19-4d29-895b-973f5a91c707	157	161	203	2	0	62	328	0	64	0	0	108	37	0	0	7
1bd47e40-d708-4ca2-b4b3-eb8d996c916b	423	9	6	0	0	4	9	1	0	0	0	0	28	0	0	0
1bd74f92-47f6-427e-af6f-299c3a7fe023	436	0	0	0	0	0	0	2	0	0	0	0	28	0	0	5
1bdfaa8a-1b7e-4251-b135-ce5e4568371b	395	16	0	0	0	33	13	5	0	0	0	0	27	0	4	2
1be81ade-7ad6-4e7e-90d0-f986b3fb0a25	370	40	22	8	0	27	41	0	0	0	0	0	30	0	0	0
1be8fa2c-8fea-4e8c-90db-c04d9fcdbf49	0	125	160	194	167	285	50	88	0	0	56	35	37	31	0	11
1bea3a72-3b73-4072-a6bb-96a90119d3ac	245	5	0	0	10	130	0	7	15	1	19	0	15	1	0	5
1c00925b-7328-4db0-b930-04aab2d80719	141	112	71	140	185	189	14	3	0	0	50	27	0	26	21	0
1c0e384f-7254-4afe-93c0-b3fc6c6a7894	70	119	337	155	355	161	27	10	0	0	173	184	0	15	0	0
1c10ab52-01a3-11e4-8395-af1f6b7ba88c	315	30	7	7	0	91	15	0	6	0	1	1	36	0	2	0
1c188bf5-2c99-4eb4-a774-59c75d53e643	30	0	0	1875	1260	41	295	756	147	260	319	966	244	85	377	0
1c1c6494-c623-11e3-bf01-24c6515278c0	378	12	16	0	1	41	34	1	8	0	0	0	19	4	0	3
1c28e44a-6e6c-44ed-b58a-e3262c0e6759	154	246	16	161	2	79	243	0	8	0	0	79	26	0	0	1
1c300960-e51c-4477-8fdd-026c7e545dc4	426	0	0	0	0	0	0	2	0	0	0	0	28	0	0	0
1c3df485-8e75-4378-87f6-c6463a520624	68	201	105	17	0	208	136	0	6	1	22	41	19	0	0	6
1c9fbe26-1447-4335-aaab-06d6bb3e2741	184	61	68	44	118	183	33	20	55	13	45	16	19	5	0	39
1cb25b72-3726-4f12-9e22-f5c7e4b05681	343	53	0	25	0	46	4	0	23	17	22	0	17	7	0	0
1cd0acf2-3116-4dfa-a063-0a435b9f6da3	0	321	218	423	705	0	53	500	0	0	0	210	0	58	357	15
1d0617e8-2725-4411-b50f-e46ea1d43242	340	117	0	35	0	0	38	0	0	0	0	7	25	9	3	0
1d1eeba2-4d7b-4380-b0b6-26d246bc4158	382	52	0	4	0	0	17	0	0	0	0	0	30	0	0	0
1d2d355a-8409-4c8a-9f07-ac62885e228d	0	239	254	165	1007	30	0	312	77	249	25	268	0	31	96	37
1d325d84-a3a0-4802-9842-76cb21cecb1c	411	9	4	52	0	16	15	0	0	0	41	15	7	0	0	0
1d4a091d-fe65-49c0-8810-5a95243b108a	190	96	78	106	52	137	31	0	0	9	91	7	0	10	0	19
1d6c9181-a02f-4c35-85b3-65dc5808f50e	268	39	19	0	0	132	62	0	0	0	0	0	22	1	0	0
1d91f9c7-67ba-4606-9f0a-01ec6fc08262	187	154	25	2	0	105	95	2	154	0	0	23	36	16	2	0
1d97ba51-d981-4986-9f71-c2b6cb9961c3	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
1daefc49-5248-4948-87ce-0ec19a248ef9	154	106	0	20	151	184	13	29	153	0	110	18	0	19	0	1
1db83e80-bdf7-4d8d-8008-bd8406d641fc	202	154	25	40	0	111	48	68	24	0	18	10	24	9	6	3
1dbdbb2c-c623-11e3-bf01-24c6515278c0	197	165	4	15	103	88	1	8	28	47	85	26	0	8	65	0
1dc9e7fd-fc62-4b32-9619-4e02a266a385	0	274	478	245	684	34	46	12	0	0	0	250	0	43	63	0
1dd96495-5f83-4d36-96cf-b77cd0cbbfda	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
1de83d45-8492-4b83-9055-a9f43b823f91	404	29	0	6	1	12	15	4	0	0	0	0	28	0	0	0
1df8939c-c622-11e3-bf01-24c6515278c0	186	64	71	43	110	157	19	21	3	49	0	0	42	43	0	72
1e046ab9-fa4c-4c15-8d78-ed0048c80ebf	389	14	0	17	0	40	0	0	0	6	53	0	0	4	0	3
1e181878-c640-4e91-a620-3fc4b08a4de1	75	180	97	1	0	199	148	0	0	0	0	56	39	4	9	1
1e27cc8a-5394-4958-9af6-5ece1fe24516	197	228	0	107	0	30	182	3	32	23	3	166	60	1	0	7
1e2dcbcc-771c-43c5-8c8d-e0eb77cb3494	110	62	0	449	824	160	94	22	0	0	0	250	0	0	404	0
1e8ae8dd-74c1-44d5-a74e-bfdce801c736	367	13	0	10	0	47	0	1	0	0	71	0	0	4	0	0
1ea7e01c-c623-11e3-bf01-24c6515278c0	213	127	0	40	7	112	44	0	49	9	25	0	30	28	6	0
1eb1bc62-18f6-4bcb-a16d-aa6a91914031	408	29	0	0	0	20	58	1	0	5	0	0	0	1	10	0
1eb37b28-fac2-477a-88b3-e04291a07926	276	46	17	0	41	101	6	0	0	0	99	22	0	9	0	0
1eb62abc-7928-405b-84cc-f091ca5347b2	42	85	135	32	258	266	33	74	15	4	87	121	66	20	0	50
1f04210a-0c2e-4bb8-ac8e-86198e5f1d34	308	107	45	27	0	24	119	0	4	0	0	0	23	3	0	0
1f2a8889-4374-4037-bb56-0f20733380e3	0	286	30	1068	542	0	0	12	162	37	384	32	0	32	163	84
1f5e70c1-c5de-49e7-941a-46e11a4f4416	255	43	12	0	47	138	1	0	17	0	75	0	0	12	0	1
1f81a1b0-8089-44ef-87b5-b3359a407ad2	146	93	147	210	101	162	28	135	23	0	136	0	17	9	0	34
1f8d8720-30ca-4057-90f7-a34b8383eafe	405	9	2	1	0	12	2	0	0	0	0	0	34	2	0	0
1f967003-82d6-4932-a445-24fc25723594	0	274	0	225	441	130	0	0	134	141	58	0	0	9	64	11
1fd69adc-c623-11e3-bf01-24c6515278c0	345	52	3	0	0	46	48	0	0	11	2	1	16	9	2	0
1fdab6a6-7346-4229-aa8d-5dbd258f0c60	55	183	31	123	273	213	30	60	82	68	95	62	0	8	0	22
1ff155dd-deb4-44e0-b3a2-e4875b618435	248	105	5	8	0	116	56	5	3	0	0	12	14	3	7	0
1fff8b62-534b-4d71-a65f-e5f93b8b50ed	88	246	83	151	54	117	55	29	0	0	120	63	2	19	42	8
2009e5e7-1796-445b-8677-46b3804fe0bf	362	16	0	0	0	69	24	0	0	0	0	0	21	2	4	6
2045c788-9ea8-4ea5-a5e3-65fc16a62adb	46	83	432	254	261	134	110	51	25	73	86	103	104	13	78	32
207f8a42-5b05-4876-b0ae-ebfaeea27844	0	153	674	122	688	0	73	0	125	128	230	297	66	57	27	0
209a9b10-7129-48fe-a899-d14ba17efe6f	361	0	12	6	0	79	6	6	0	0	28	11	12	3	0	4
20d1b88b-3ff6-4201-a748-6a993500c652	332	64	0	0	0	51	0	0	67	4	16	0	29	0	0	0
20e02396-e676-412d-9724-44a428919cdb	82	199	161	257	483	26	32	269	286	11	36	25	52	15	133	49
2102558b-87b0-447b-bb9a-e4ae9df8b75e	223	171	111	85	0	48	204	0	3	0	0	0	10	3	0	0
2109e1d4-c623-11e3-bf01-24c6515278c0	310	40	54	48	39	65	113	40	28	0	0	4	31	10	14	0
21205681-a0c7-48d0-81d4-0b7ef31158cf	41	197	136	153	125	183	49	92	49	0	84	89	49	4	26	17
2182ce2c-5941-4b65-9419-fc7966d5e6d5	362	89	0	20	0	3	47	4	16	0	0	32	26	0	0	0
21b1a37f-e91e-4ce1-83cf-bb89b8d0fb35	184	233	0	2	162	58	19	4	97	12	69	19	0	14	0	10
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68	397	18	0	0	0	18	16	1	0	0	0	0	27	0	0	0
221d0290-c623-11e3-bf01-24c6515278c0	229	102	1	16	71	140	0	0	0	0	45	18	0	3	14	4
22578b9f-78dc-464c-9bb9-382f033283d0	399	23	3	4	2	21	26	2	1	0	0	0	25	0	0	0
228fb827-c05e-494c-8a21-e1d925e100cb	373	0	58	27	61	32	45	0	9	11	0	0	16	28	0	24
2290b078-6a5b-4c83-9dfb-b525bbf14e4e	29	152	117	430	262	174	82	93	27	38	9	73	83	78	91	19
22cd3875-a123-4f0d-8cd1-371958208ad6	407	0	4	4	2	17	13	7	0	0	0	0	30	0	0	3
22d67778-61fc-4f15-95b8-7e7c6cc7112b	305	72	0	6	18	83	42	2	2	0	5	6	18	2	7	4
22edd867-dcd6-42b5-92bb-025ceb84b106	159	110	0	278	281	97	35	0	145	130	47	72	32	9	125	0
230f53ef-be3f-495e-9b95-b0f670bd6908	410	9	0	17	15	10	0	5	0	0	1	0	35	0	0	2
2316ee90-c623-11e3-bf01-24c6515278c0	355	40	0	0	9	39	8	0	1	5	0	0	34	1	0	0
2321c412-7730-4694-bc8f-199d7e51a7f8	417	4	0	0	4	5	0	3	7	0	0	0	34	0	0	0
232b7754-b3c3-4530-9d24-3af40d9b2816	342	35	4	5	2	60	34	0	4	0	0	9	30	4	0	0
2399ab13-abfa-480e-9fda-7947edc420be	196	129	18	0	10	138	132	0	1	12	0	50	25	0	0	2
23cc70c4-b744-4fa0-a0de-b25c0fdf212f	400	27	0	22	0	1	0	0	0	0	4	0	26	12	0	0
23d77176-dfed-4bee-ac96-9934377d8d81	0	78	695	0	800	157	14	114	0	0	0	200	0	45	32	0
23d86395-9e20-4cf9-bf7e-f76544a1f772	385	0	93	1	54	0	44	7	5	7	0	0	27	60	0	0
23eb72d8-c622-11e3-bf01-24c6515278c0	344	70	0	20	0	38	9	0	0	0	0	0	34	4	0	0
23fa90d5-b273-4e2c-9c88-68aa57b60e97	426	0	0	0	0	0	0	2	0	0	0	0	28	0	0	0
241abdfd-e6de-4830-a233-4bbc5f622725	225	102	22	54	9	125	126	4	4	38	3	34	11	0	0	20
2425a532-f562-423a-88f5-228642f53875	396	3	1	11	0	47	12	5	0	2	10	0	17	0	0	4
2439ec74-1713-4d47-a5d9-886f69dddcb6	192	180	5	42	22	90	91	17	31	0	0	0	37	0	19	0
2468e58c-c623-11e3-bf01-24c6515278c0	55	231	48	42	268	167	42	39	0	0	8	121	0	21	62	34
248fd0ed-f14c-40b8-9f14-e9c7adf16e22	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
24badf07-8615-48a3-8d6e-45c3d783f18d	362	40	71	22	36	14	54	123	16	0	16	31	30	0	0	9
24f887e1-ce82-40f3-9674-11102bd076c0	436	0	0	0	0	2	12	3	0	0	0	0	10	0	0	2
25103371-28ac-4f43-b0e2-2d376d0dcb84	165	165	0	64	79	117	1	152	87	0	95	0	22	3	11	9
25224aa0-cfdd-48ec-92e5-8f3992a3e574	18	212	468	422	943	0	60	647	0	79	0	265	43	260	0	0
252a1c43-f954-44d7-8e31-6bcd0157a05c	404	3	0	0	0	31	7	6	0	0	0	0	26	0	0	0
2564a262-03e8-467b-9ea2-f3ab38d75ae1	345	40	85	133	232	16	9	0	0	20	34	0	18	0	0	40
2572b0bc-c622-11e3-bf01-24c6515278c0	290	25	18	14	10	114	12	0	0	6	0	3	35	15	0	0
2584b428-c623-11e3-bf01-24c6515278c0	145	78	172	46	426	121	35	178	230	19	84	0	9	48	0	0
25bee010-cc99-4af0-ba2f-fe4dd308be33	412	0	14	7	0	27	0	1	0	0	37	0	0	3	3	5
25c002f7-e972-421a-b32d-7dd675d81931	426	0	0	0	0	0	0	2	0	0	0	0	28	0	0	0
25c32aca-6738-43ef-a103-243f2f9a3b43	178	44	163	209	220	123	38	40	85	57	196	19	5	3	0	7
25c76a8f-77c0-4650-bddf-45ed0c10a2e6	13	142	124	47	27	287	104	7	0	3	11	12	40	25	25	4
25c99312-bf63-4654-a73a-03c3c1cd50b6	382	45	0	38	13	11	16	23	10	1	9	0	28	39	0	0
25cf7449-8c5b-403e-aa75-e2af158598e8	154	202	92	62	0	109	209	4	15	0	0	0	0	5	0	4
25e20393-752b-4796-9001-0e22ee04c586	328	85	0	23	0	49	33	0	3	3	5	0	18	5	0	2
25e4cad7-2403-4992-9cbc-433574673549	275	34	0	0	17	111	47	0	89	0	16	0	17	4	18	3
25e68b09-7d62-4449-a14a-8d09edd96db6	416	0	1	0	3	9	0	1	0	0	0	0	34	0	0	0
25f07374-313a-4100-9a60-3d21d2988fca	8	307	207	250	50	60	191	108	122	0	35	114	106	31	8	27
25f73b03-4ba8-47ba-ad80-6ccb82105c98	81	181	174	173	396	127	25	26	0	0	0	95	0	6	139	0
2660825c-68f0-4631-948e-6da158edbe9e	319	80	0	0	20	40	12	0	48	0	63	14	0	4	0	10
267a9862-17bd-4056-ba4a-1f373736ffbb	372	0	0	0	0	57	9	4	0	0	0	0	29	2	0	0
26c301a6-a597-4c24-9f6c-2293e5ae41c7	382	45	0	4	1	12	10	0	6	5	0	0	29	0	0	0
26de406e-c623-11e3-bf01-24c6515278c0	370	5	11	11	7	61	21	10	0	14	4	0	26	0	0	12
274723ac-2bc1-4e2c-b31a-1907217b9f84	426	0	2	7	0	16	0	3	0	0	15	0	16	0	0	1
27847313-3b1e-47f2-84f1-acadaf265cf3	247	47	8	13	15	162	5	3	10	0	50	8	9	5	0	7
278b2498-1d64-493b-ac43-3489ec86f313	358	42	3	0	0	28	53	0	0	7	0	21	28	0	5	0
2790b964-63e3-49aa-bf8c-9a00d3448c25	238	106	8	43	0	123	66	0	0	4	1	0	14	1	13	0
27b56bf2-7a9d-4061-98d4-61fe2761578c	64	204	0	278	122	180	72	175	132	21	53	85	29	29	0	11
27f87d1e-2c32-4beb-9677-62f7a286673d	79	9	438	621	606	88	93	763	74	0	181	180	0	161	67	38
27fcccdc-c622-11e3-bf01-24c6515278c0	294	126	0	55	0	34	3	0	37	0	31	0	31	8	6	0
280a069c-38e5-4300-a15c-2612301b70e3	244	66	27	0	0	144	84	0	1	2	0	0	27	3	0	3
2828e5e6-c623-11e3-bf01-24c6515278c0	316	40	3	19	0	96	12	0	0	1	4	5	29	2	0	2
282b45ee-4af2-4c61-9acc-286eaf8d661a	80	156	99	98	50	181	30	0	51	0	132	51	30	13	0	3
28839c75-90a8-493f-b658-8c63e0ebd324	52	188	57	308	0	192	200	0	31	0	0	66	65	16	1	21
289790a5-77bd-49a9-a1ec-478a8ecacd7f	290	81	27	0	2	77	65	4	15	6	0	0	27	4	2	10
28e81540-4744-4865-b627-c7c9d8a3c2b8	0	136	268	115	112	198	178	57	62	66	26	42	74	3	0	79
28f41a20-b6d6-4ecc-888f-72f779ad9af7	329	16	5	50	23	66	62	24	21	42	0	0	15	6	78	0
28f8d45f-4763-472e-9c4d-6787ba00164b	435	3	0	0	0	0	10	3	0	0	0	0	26	0	0	0
29127cde-548f-4c42-96cf-6f0020c3db9a	393	4	35	0	0	22	51	0	0	0	0	0	25	0	11	5
293a2f0a-4846-4c7c-b8b1-bb741c8d3275	248	58	63	260	101	91	5	5	43	37	88	56	59	17	6	16
29548b5f-c88a-4908-8c46-e86483e75067	290	16	1	7	22	140	8	0	0	13	42	0	0	9	0	1
29578759-9ccb-4a24-b5b8-c45ebd4339d9	422	5	1	1	0	0	1	1	0	0	0	0	33	0	0	0
295aac88-c623-11e3-bf01-24c6515278c0	0	372	152	463	0	19	176	0	39	24	49	33	92	16	79	10
29a00d78-b9bb-4c6b-b142-d5b8bfa63455	332	0	13	83	30	84	93	160	32	63	21	18	38	10	20	6
29b92b51-7ba3-42a9-97d3-6a9b5e43f928	76	316	47	320	114	71	86	0	0	35	62	0	29	15	20	5
29fc38aa-f367-46a3-a14d-a5f657ad0caa	303	42	9	0	0	106	43	0	0	0	0	0	32	0	0	0
