Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P
a6957d15-453c-4f3b-ab8c-c38054dfe548	265	44	13	0	21	130	95	109	3	0	17	77	46	0	0	0
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	286	8	0	285	228	0	239	329	85	141	0	74	3	24	170	218
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	0	409	14	0	0	15	120	0	499	0	2	116	86	11	0	19
a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c	295	83	0	132	129	78	108	71	0	0	50	82	0	2	0	13
a6ebe0c0-8aab-4b9f-8328-4b795895a77d	176	101	69	56	99	155	12	49	21	5	127	28	0	14	0	9
a7314730-c622-11e3-bf01-24c6515278c0	201	83	57	71	136	146	26	78	0	0	18	43	0	56	50	0
a742a46d-2594-4efe-a701-4a2737ffae81	431	0	0	3	0	0	0	2	0	0	20	0	3	4	3	1
a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	50	186	247	66	403	158	23	55	12	15	0	76	43	16	40	84
a78544d7-65c6-4778-af62-ceec24c14056	211	68	41	64	0	165	87	14	6	9	5	4	44	0	1	5
a7a56d67-1bd7-4d69-9237-34c2d261261b	43	243	0	11	23	177	81	13	117	36	43	0	35	6	0	12
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	428	13	0	0	0	0	10	2	0	0	0	0	27	0	0	0
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	424	0	0	0	2	0	0	0	3	0	0	0	32	0	0	0
a8041e86-071e-46cd-8fb5-7ecdc1ab0553	117	263	33	224	102	81	53	76	0	0	83	132	33	28	0	9
a83e247a-8f65-4be4-9c6e-a72c4abffae8	433	9	0	4	0	3	12	3	0	0	1	0	20	0	0	1
a846f5e8-c622-11e3-bf01-24c6515278c0	136	133	14	56	7	213	94	7	21	4	10	6	24	2	6	8
a84915de-6562-4836-86f9-f2a05598296e	82	265	0	0	212	126	0	38	88	77	68	49	0	12	25	0
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	0	0	728	557	1455	0	18	293	256	525	195	425	186	107	68	93
a876398c-5b1d-444f-a360-5fe2db697480	0	188	327	202	40	138	258	29	112	0	44	81	71	40	28	8
a89a2341-263d-4e7f-87fa-18d9692d6b2b	416	6	0	4	0	5	2	0	0	0	0	0	34	0	0	0
a8f86b64-914c-4d89-897b-33bcdd1759f7	363	45	28	8	0	42	49	58	0	0	19	1	32	0	0	0
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	0	138	24	2064	286	0	107	158	151	58	168	378	394	67	104	167
a94d63fa-c622-11e3-bf01-24c6515278c0	198	144	39	0	0	99	87	0	45	34	4	15	29	5	0	0
a96eddfc-3afb-4bf8-a440-c91778113fbd	149	99	178	45	139	145	29	105	31	2	33	0	50	10	40	9
a971ac23-0664-405d-9f5c-9ca892af003e	381	25	3	0	0	37	21	0	0	2	0	0	29	0	0	0
a9a240f3-d237-4bb8-b968-e4a3cc7c2633	412	11	0	0	0	6	5	0	0	0	0	0	33	0	0	0
a9c29edd-2ef1-46ef-93c6-796cf0332a2b	436	0	3	0	0	0	9	2	0	0	0	0	27	0	0	0
a9d055c6-6c53-4e85-8270-34883a1342a9	420	0	6	0	2	1	0	3	11	0	0	0	34	0	0	0
a9dbd55c-5dcc-48db-8785-6baef3fdd7db	380	28	1	21	0	40	1	0	0	0	4	0	28	0	0	7
a9ec7d9e-b179-4782-a589-43c7d1642be9	418	19	3	0	0	5	22	0	0	0	0	5	28	0	0	0
aa018d90-5250-4313-9f7c-a3f196765e07	365	69	0	36	0	14	7	0	0	0	8	10	31	3	0	8
aa06ae46-2336-4666-a3af-fc790daf8da4	161	64	34	610	37	146	59	38	3	62	101	28	142	1	11	0
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	438	1	0	3	0	4	5	3	0	0	0	0	24	0	0	1
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	384	4	0	0	23	41	0	0	0	0	47	3	0	9	0	1
aa2654f4-94f9-487a-b415-85df69261161	416	1	2	0	0	20	5	3	0	0	0	0	30	0	0	0
aa4a868a-df23-4eef-a618-e945aa2ce98a	182	133	98	111	18	109	149	16	41	45	0	4	16	2	0	34
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	429	0	0	0	0	0	0	3	0	0	56	0	0	1	0	3
aa58c09a-7799-4675-8310-d270224b163e	322	24	7	54	15	73	20	0	0	26	0	0	30	26	0	0
aa5907cb-3be3-4e23-982d-719417baeb37	402	0	5	11	0	28	5	1	0	2	2	0	24	0	0	0
aa847c3d-d3a7-46aa-a81b-db5099a458fb	386	31	0	0	0	35	14	2	16	0	0	0	24	0	0	0
aabddb20-c622-11e3-bf01-24c6515278c0	61	0	345	161	84	208	539	191	132	85	18	192	74	10	13	2
aacaba97-ecde-440b-aae0-0e9c608c4b24	95	24	0	151	534	205	0	446	349	0	0	193	16	85	0	284
aad8c8d6-d828-4aac-9cfb-cee893e36850	332	0	24	1	11	93	17	4	20	0	12	0	33	2	0	5
ab318624-db9d-41d8-b7b8-34712434f28f	399	20	14	0	0	17	26	0	0	0	0	0	28	0	0	2
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	178	86	0	38	11	101	30	2	304	92	0	33	102	0	0	0
ab923db7-54e8-4a50-b7fd-c2b4b300041e	237	101	20	33	57	97	5	11	0	45	80	31	2	15	1	6
abbbe65c-c622-11e3-bf01-24c6515278c0	156	135	49	91	82	168	81	40	7	3	14	0	19	12	10	0
abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	189	96	75	107	35	149	70	41	7	0	19	17	35	25	0	6
abd2d959-d5ed-4eb3-9759-67eb1aa23325	219	149	52	158	7	61	171	5	36	0	0	15	28	28	1	0
abe290ed-67c8-42bb-84f7-0d32a5f8f3db	42	150	237	48	290	172	30	142	52	38	58	94	15	14	104	26
abedd46c-47b8-4242-adb6-12835400cb3f	405	7	0	0	0	29	14	4	0	0	0	0	27	0	0	0
ac02c38e-5fca-4995-b0cc-39b6189976a3	285	0	110	242	42	84	214	3	34	49	0	25	48	44	0	0
ac1bd179-8285-468c-ab9f-7f91151ca0f2	432	0	2	0	0	0	4	18	0	0	0	0	29	0	0	0
ac23a8d2-ac42-4031-9dd4-9b56baeb246e	408	31	0	12	0	6	31	1	0	0	0	0	24	0	0	0
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	332	53	5	0	0	61	28	0	3	0	0	5	28	0	0	0
aca4d810-9540-4ce3-8ceb-72d396c9b704	397	0	2	10	0	48	0	0	0	2	31	0	2	0	4	7
acb5e263-111b-43d8-9bd1-adb9a54e0fc0	426	0	0	0	0	1	2	2	0	0	0	0	28	0	0	0
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	133	235	7	0	9	85	81	0	183	0	4	23	52	8	7	8
acc629cb-ad03-4cec-9b21-922e4932ef3e	245	145	24	14	0	79	89	0	0	0	0	3	20	1	0	2
accfc45b-eae0-4991-a488-e217cdb46655	243	115	0	49	0	92	11	0	0	3	0	1	48	1	0	0
acd510de-b732-4a1a-8b72-6d22e763540b	0	286	472	441	745	0	71	0	0	0	49	260	0	23	110	0
ad007b59-46f6-48b9-958a-2b9d28cca3b7	191	56	38	3	0	188	51	0	43	8	0	0	41	6	0	0
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	393	16	0	1	11	38	7	5	9	0	0	0	29	0	0	0
ad41f1f3-e38e-4418-9c16-52bca5719f39	202	123	87	65	119	113	38	55	8	31	60	51	3	19	0	8
ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f	79	288	37	146	6	99	237	4	63	0	0	126	35	12	0	16
ad874249-9964-4e48-aa3f-7e828ea28f3f	410	0	6	0	0	14	4	1	0	0	0	0	32	0	0	0
ad92f17f-11e6-49bd-9835-6b2f47053485	401	1	8	0	0	20	9	0	0	0	0	0	31	0	0	4
ad9455e9-7147-489e-9b1f-3540c457c260	161	126	13	22	9	175	31	0	0	0	76	40	3	3	0	3
add0b0f6-b4a8-4b73-b634-c3600dc567d5	437	0	2	0	0	2	2	3	0	0	0	0	28	0	0	0
adfbba82-c622-11e3-bf01-24c6515278c0	310	97	0	108	6	38	87	5	5	0	0	15	30	5	0	3
ae464652-2f8c-4d94-8b08-cd8f1d29256e	438	0	0	0	0	0	0	2	1	0	0	0	26	0	0	5
ae82fead-2671-4335-a342-67bb69935ad9	118	185	255	124	92	50	40	85	18	4	149	78	53	33	0	46
aed4363b-19b8-4cb5-aa34-a442410d0796	136	226	0	112	75	111	2	0	0	0	101	51	0	18	0	16
aeeb01b4-790e-4929-bd59-6aad837603b1	440	1	0	0	0	0	5	3	0	0	0	0	26	0	0	0
af2cbdb6-c622-11e3-bf01-24c6515278c0	365	32	0	0	0	48	11	0	13	0	2	4	35	0	0	2
af96db5a-684f-41d1-a910-5a5193393d9c	185	147	16	46	22	113	14	0	64	0	59	0	21	4	0	0
af9cfac8-7fbe-49cb-aeca-8d68aea57994	0	192	207	287	569	65	4	481	178	104	98	216	0	21	47	284
afd1f2e0-343c-416d-8e8f-2177f312c2f0	413	5	6	1	0	6	0	1	0	0	0	0	32	0	0	0
afee5b10-3dff-4e50-9575-bc9fe20c5dea	123	146	205	179	0	70	402	14	103	49	75	272	65	0	0	9
aff5793b-3197-4d1d-bf0a-9b0ded5f2937	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0
affa4ef4-02ec-40f1-b6a2-739f8bf2afa9	270	98	23	168	52	42	89	0	0	30	0	34	27	82	26	0
b02b4bba-6e66-44fb-a48f-38c309aaaac5	200	239	71	141	5	0	290	0	30	0	0	51	0	0	0	0
b04624d2-d8f8-4b51-be1b-72c73d8055f9	360	0	198	137	26	0	306	18	49	13	0	0	6	0	0	4
b061cb06-e927-4f24-82bb-9e651f7ae0e3	416	0	0	0	16	21	0	3	0	0	36	0	0	1	0	2
b070af2a-c622-11e3-bf01-24c6515278c0	69	67	80	31	379	253	21	105	23	94	0	52	33	66	45	20
b07bad52-d44c-4b27-900a-960985bfadec	303	66	25	0	5	75	52	0	10	9	0	0	21	2	0	26
b0a83df8-dd2c-4c1b-b238-9081d2c22258	427	0	1	0	0	0	1	0	0	0	0	0	32	0	0	0
b0c61486-b061-4b6b-ac02-130a3ea0b080	392	0	9	0	0	31	13	1	0	0	0	0	28	0	0	0
b0d1fde4-928f-4f4c-bff6-33b885582bb5	439	0	0	0	0	1	2	4	1	0	0	0	25	0	0	0
b0f3087b-6f9c-47e9-b487-6726af1cb90b	408	15	0	0	0	20	7	2	5	0	0	0	31	0	0	0
b16780b0-75ba-4304-87e0-33f1e321b622	185	16	52	28	81	221	3	0	0	0	44	7	0	35	0	15
b1753e9c-29d0-4955-89d2-949cdabd1211	437	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	440	0	2	0	0	0	3	2	0	0	1	0	23	2	0	4
b1d2457d-3267-46ba-9fdf-663985e60538	415	2	4	0	1	6	0	0	4	0	0	0	35	0	0	0
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	244	169	0	92	0	51	9	21	0	0	19	0	40	0	0	0
b1f19de6-c622-11e3-bf01-24c6515278c0	248	117	19	39	0	96	137	0	16	0	0	11	4	16	4	0
b1f2442f-a973-47b4-9891-f028f0d44adc	294	19	6	0	0	127	46	0	4	6	0	0	20	0	0	0
b2190e26-1809-4aba-9f45-07c2edb3b4a4	353	1	1	15	0	83	0	0	0	3	46	0	0	2	0	1
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	43	0	849	1413	294	0	221	0	20	0	171	0	279	84	11	16
b24feafa-f2e9-4498-8471-a9e42c80cc9f	452	0	0	0	0	0	20	4	0	2	0	0	0	2	1	0
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	349	63	0	55	0	30	61	0	0	0	0	1	23	29	0	0
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	10	90	610	455	0	0	315	0	64	323	170	278	234	63	0	18
b28f7607-f162-425f-b44d-64e9633c8824	430	1	0	3	0	0	0	1	0	0	0	0	28	0	0	0
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	384	43	0	35	0	21	10	4	8	0	4	17	29	1	0	2
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	270	15	0	97	80	170	82	71	0	79	0	0	17	0	0	0
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	188	75	47	8	23	177	110	6	4	0	0	4	20	10	12	1
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	247	116	0	0	0	87	27	0	108	0	0	3	44	4	0	0
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	386	0	0	0	0	42	10	8	0	0	0	0	25	0	0	0
b32449c0-c622-11e3-bf01-24c6515278c0	11	30	163	106	133	339	47	39	23	10	125	33	48	45	0	16
b330c50b-c45f-413d-918f-33275d0d8f91	418	8	0	0	0	15	13	2	0	0	0	0	27	0	0	0
b33978c6-a855-4f9d-a0b0-d79453b9de41	293	125	0	0	0	41	30	0	35	2	0	0	33	0	0	0
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	217	129	0	0	0	109	46	0	104	0	0	0	45	0	0	0
b35d9a68-29f4-49ab-b83e-b5151679e3af	18	0	684	595	1312	0	264	325	168	1	4	954	276	90	187	141
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	292	28	13	0	8	121	54	4	7	26	0	0	17	0	10	0
b38d0777-4901-48b8-9cdc-33b7f13a424f	0	240	317	135	0	111	177	0	21	0	79	98	85	24	0	0
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	277	85	0	60	10	76	0	0	0	19	47	5	10	7	10	6
b3befa40-8f44-4eb6-ada0-ec395f460656	94	143	78	144	341	149	1	64	68	113	16	60	31	57	43	26
b3f1d232-4392-4258-9256-d38ff4b59f94	284	17	103	14	1	117	121	5	16	0	0	0	29	8	0	0
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	183	208	0	0	0	77	78	0	65	0	0	34	33	0	2	0
b421b9ca-c622-11e3-bf01-24c6515278c0	18	107	29	33	244	304	43	162	24	120	52	137	0	10	159	67
b42d183c-bc9c-4652-9e56-10c54c5ee96e	207	127	8	56	55	128	12	0	0	0	51	21	0	22	10	0
b47aa163-eec9-4225-940b-4373e78152e2	271	66	12	30	0	117	70	4	3	0	0	6	14	2	0	3
b4860b5f-0a80-4fb2-81e1-4bafeb525b1c	422	15	0	0	3	6	6	1	4	0	0	0	27	0	0	0
b499032c-6cb8-4646-a95b-10af2a21a289	434	0	0	1	0	0	0	4	0	0	9	0	13	1	0	1
b49d5310-3cc5-4386-9444-cf0d61b52376	118	113	159	106	0	126	142	0	116	65	68	24	25	63	0	0
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	276	103	25	0	0	72	70	0	0	1	0	0	26	0	0	0
b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d	415	17	0	0	0	22	32	0	0	7	0	0	0	1	5	0
b4f515ce-5bee-4e40-a66a-01f41e92181e	84	186	20	73	11	182	32	7	87	16	85	0	10	3	37	11
b51fa117-2c0a-4e1d-8ec4-9f039073a486	395	0	22	7	0	41	10	0	0	0	0	0	31	0	2	0
b537bc07-9998-49f4-bbbe-5b617152bfd9	270	138	0	2	1	68	68	0	15	2	6	16	9	1	1	5
b53dcb4d-f894-47b8-8a4e-17c7998d8120	25	152	100	378	101	160	193	134	134	113	215	127	0	16	48	12
b54b9433-ec10-4cb5-a860-4555da64917b	51	142	151	283	71	150	77	36	234	34	214	0	11	15	0	40
b55751c4-c622-11e3-bf01-24c6515278c0	298	78	10	26	0	75	49	19	11	8	0	0	27	0	15	7
b5cabba2-30a4-458e-897c-00ec3fefa6d2	382	25	32	19	22	13	12	0	20	4	9	0	29	0	1	4
b5cc4a6d-93a9-497c-a7bb-a5db82edc176	444	0	0	0	0	0	2	4	0	0	4	0	16	0	1	2
b5dd0bc9-6c1c-4272-b920-744de37d0aee	212	174	48	46	0	63	161	0	3	0	0	98	38	3	0	0
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	316	58	0	141	8	49	188	14	23	0	0	13	17	0	0	7
b60392fb-43d9-4c9c-b91b-ded40492e61c	313	38	0	47	62	65	0	4	98	0	121	19	0	11	0	0
b61f7f76-f365-4071-a28d-bf354d5a670d	417	0	3	0	2	15	0	1	0	0	2	0	27	0	0	0
b6365bdb-e6d5-4615-95b3-db12a0c2f3d9	416	0	0	0	0	11	4	3	0	0	0	0	27	1	0	0
b64173fc-abac-4695-902b-f0acf9444e9f	360	7	0	11	3	66	10	3	1	4	15	0	9	3	10	9
b67208c4-c622-11e3-bf01-24c6515278c0	305	55	15	0	4	77	52	7	10	6	2	0	15	17	0	4
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	437	1	0	0	2	0	0	1	4	0	0	0	29	0	0	0
b68f18e1-0117-420c-9405-e8d3a1e8caff	342	32	0	8	0	75	15	1	2	0	4	0	30	0	2	3
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	101	223	108	82	31	126	103	4	20	6	29	57	43	16	0	7
b7008a98-5aa0-4cc9-9bee-af2a422266db	78	198	74	113	62	168	169	9	21	0	43	104	45	6	0	48
b710b214-5666-4054-97ef-3b9ac2bd90ac	0	341	215	702	0	0	62	0	25	0	108	0	153	23	60	0
b73523d7-f5a5-4140-8537-4df4d1ecf465	0	233	135	198	268	178	22	151	28	44	93	58	3	52	49	18
b752b444-f033-4be4-9d24-e5e80b4181af	39	0	844	39	778	0	22	0	160	336	159	235	129	84	45	0
b757a040-3c9e-45e7-a045-9cd08db11d62	0	130	354	854	450	0	143	195	236	242	154	147	169	42	86	105
b75b2663-dcc6-411c-bfcc-574aa33cf388	48	143	83	10	0	253	113	0	23	4	24	34	36	22	0	0
b77084ab-8148-49e0-b3f9-90f7d9ea1862	0	320	139	865	66	0	51	99	28	22	98	0	159	29	13	178
b7722577-f200-4dec-97f6-4fab3a9ba52d	362	41	0	8	0	33	17	0	0	0	0	0	31	0	0	0
b77543e4-c622-11e3-bf01-24c6515278c0	48	175	52	67	37	227	46	18	89	1	45	0	72	5	3	14
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	244	105	93	0	39	83	98	21	43	3	21	26	10	24	6	0
b7f11036-7ac4-41bc-a9a4-64162725fdfc	145	73	148	298	67	140	66	338	54	0	111	96	78	7	0	7
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	421	0	0	6	0	8	0	0	0	6	26	0	3	3	6	5
b7fbd99c-dea0-4448-a430-7f94c611e702	284	17	21	9	17	134	20	0	9	1	34	7	12	0	0	3
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	440	0	0	0	0	0	0	4	0	0	0	0	25	0	0	0
b80ca528-2c5f-400c-8df3-9c47869a64c2	334	33	22	8	0	64	43	0	0	0	0	0	26	0	0	6
b8151614-b08f-49a3-ab6f-2e780f765a17	307	129	13	97	0	4	148	31	25	1	0	0	7	0	65	0
b8270565-9e02-4d46-9534-08206bfd027a	365	0	32	19	1	57	66	20	54	17	19	0	11	0	0	5
b86655a4-c622-11e3-bf01-24c6515278c0	290	0	0	8	61	143	12	17	25	6	65	0	0	12	5	0
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	137	173	14	461	271	102	23	154	0	18	188	95	0	0	0	44
b86e88e7-0d5f-4b32-a35f-dc97251ab990	274	112	0	38	0	77	45	11	9	6	13	0	24	3	0	6
b88f014e-bc0f-4775-8228-39e0b471c3b0	124	189	111	141	323	128	43	168	0	35	42	58	27	10	0	10
b8cd6882-be27-4742-bc63-3227d31bf704	399	20	0	1	0	12	1	0	5	0	0	0	35	0	0	0
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	101	72	134	110	115	245	83	52	11	59	10	28	52	15	0	27
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	263	105	10	33	0	95	59	0	0	2	4	15	18	9	0	0
b97941dd-9844-4db2-9e25-42c725f47d70	92	250	0	266	0	123	79	0	1	0	14	0	56	9	0	18
b994762c-c622-11e3-bf01-24c6515278c0	78	177	16	71	49	199	61	3	9	49	46	17	20	9	24	15
b9bcba3a-c9be-4305-b5f4-c861282921e0	18	315	18	223	175	101	0	0	129	119	101	38	10	5	19	0
b9d1a64e-d445-4174-a5b4-76dd6ea69419	290	30	0	18	12	104	0	4	45	0	102	0	0	12	10	0
b9d2e29e-8546-4310-aeea-e029f17c0516	399	14	0	0	0	32	9	4	0	0	0	0	25	0	0	1
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	258	104	16	45	0	81	90	0	13	0	0	22	29	0	5	0
b9f03936-1de5-4330-8b0f-6d0ab533876e	368	36	5	0	0	40	28	2	0	6	11	0	14	0	10	2
ba096d4f-5a6c-4c31-ae03-e7483cf58c38	194	120	0	75	0	157	50	0	26	0	42	21	19	3	0	4
ba5667da-7688-4931-bdb7-d65f391caf60	419	0	0	0	0	7	0	4	0	0	0	0	29	0	0	0
ba67c02a-180b-43f3-b53c-2b77d84fbe3c	427	3	0	0	2	16	4	1	4	0	0	0	25	0	0	0
ba686386-8113-4885-b20f-6ad09a295604	438	0	0	0	0	0	11	3	0	0	0	0	9	0	0	1
ba940092-c622-11e3-bf01-24c6515278c0	0	56	10	139	975	55	0	0	1022	0	516	570	0	40	113	110
ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8	362	0	10	0	2	76	21	0	10	0	0	0	29	0	6	0
baa02e74-9cae-4996-858e-17d9f52d924b	368	29	0	4	0	51	5	3	11	4	4	0	31	0	0	0
bb02202f-d140-4bec-95ce-5c2b117a2167	212	126	51	82	3	90	228	3	8	0	0	37	36	21	0	0
bb45c6f5-49cb-418d-85bb-3ded165e2d07	433	0	14	0	0	0	9	0	0	0	0	0	28	0	0	0
bb567851-d4ff-4a93-8576-04a37aea68af	403	0	0	0	0	23	6	4	0	0	0	0	27	2	0	0
bb5bedd3-d8fc-4739-8e6b-9e37223f8be2	219	60	57	23	39	138	122	16	90	24	10	0	1	8	7	11
bb6150f7-23e4-40f2-b466-6b6edd19c502	247	55	22	68	42	126	15	0	52	40	48	5	0	20	0	5
bb659e7c-0b97-41b5-ac10-a66bb1f6f283	261	119	17	32	0	62	53	0	0	0	0	13	35	6	0	0
bb65d670-0411-4fc5-a6cb-019caec1ab36	66	171	110	281	188	152	95	90	112	82	90	0	40	19	0	8
bb66787e-e0b2-45b6-b452-98a6c32132e7	425	0	3	0	0	0	0	0	0	0	0	0	33	0	0	0
bb8176a7-ea7c-42d7-a85a-cec1ca386f2e	377	4	20	13	0	47	59	8	11	0	0	0	13	0	0	19
bb91765e-4c55-4e7d-93e8-77face8c91f4	420	12	3	2	2	5	4	0	4	0	0	0	32	0	0	2
bba106ce-c622-11e3-bf01-24c6515278c0	217	27	22	9	41	175	58	24	36	31	0	0	27	24	0	14
bbb2cf2f-8f32-43d4-846c-d1020e6329ec	75	184	69	228	231	146	8	153	0	23	54	69	35	5	22	102
bbbc531a-dd41-40b7-ae59-e35508aea0c7	414	0	28	3	42	20	47	52	0	13	0	0	16	3	0	5
bbdd7393-024b-4073-b5bc-ef7a68c15b8a	0	122	215	57	33	293	238	0	0	8	3	57	30	14	0	45
bbe59385-5f83-43f6-a485-517c860bef6f	3	312	68	300	221	142	7	35	0	0	189	53	0	16	0	18
bbff7954-95ec-455c-b0bc-92f67a09ee77	240	23	0	115	235	157	14	144	80	0	12	24	47	2	27	15
bc0dee07-de20-44d6-be65-05af7e63ac96	0	0	656	1911	729	0	214	0	183	125	159	11	244	248	0	23
bc1d5327-2e76-4e0e-b749-72a559469d0d	0	95	248	27	283	265	45	107	23	46	56	67	30	32	91	20
bc395326-1656-4ef2-bb19-0cb29194b91c	427	0	0	0	0	0	0	2	0	0	0	0	26	2	0	0
bc5160ae-d629-46c4-b068-7075876b9103	424	0	1	0	0	6	0	2	1	0	11	0	18	1	3	1
bc69c97c-65c1-4e1c-a241-d17d3130e024	409	18	3	0	0	14	2	2	0	0	0	0	32	0	0	0
bc9b66f5-fcb8-4545-ab2d-438bb810edc0	0	290	230	201	0	85	226	0	31	40	32	72	76	37	0	0
bc9f105f-6d99-44ac-9871-67defd5e85cd	101	297	71	0	6	36	148	0	235	9	0	77	71	17	0	0
bcc74a5e-c622-11e3-bf01-24c6515278c0	176	164	0	50	0	117	18	0	16	23	14	0	48	6	0	0
bcc819eb-f4d8-4ddc-9fdc-a6307fb6741b	373	28	0	1	1	26	0	3	21	0	0	0	35	2	0	0
bcd52bcb-6e35-4220-9775-96dabff926b4	439	0	0	0	0	0	0	4	0	0	0	0	26	0	0	0
bce88385-4a1b-4a8c-920c-060f6a2675d4	75	126	41	143	113	244	21	95	52	5	74	6	43	14	9	13
bcef0b6c-6584-4090-9d28-ef784a7e5fbb	162	53	71	106	82	211	28	10	6	5	44	10	35	44	0	0
bcefbf6a-80ff-4825-9d3a-492e2dceb35d	102	256	106	25	164	52	15	0	77	7	197	103	0	21	5	0
bcf54c96-2b62-4e24-926f-d77576250dd1	395	5	7	0	0	28	19	0	0	0	0	0	30	0	0	0
bcf76f1a-7109-422d-94c9-5e8364895fa0	0	0	908	1883	2771	0	159	798	0	0	0	731	0	171	222	0
bcf858fd-cc3b-4fde-ab10-eb96216f4366	428	0	0	2	0	0	0	1	0	0	0	0	30	0	0	0
bd1ce02b-bfaf-4cde-aaac-06097a12e248	401	0	0	0	0	37	8	5	0	0	0	0	26	0	0	3
bd2cc59d-f5ce-46ed-beb0-4c80b24cbe71	440	0	7	4	0	0	0	2	0	0	3	0	21	0	0	4
bd2ec47b-a120-4b3b-b10d-aee09805ab33	433	0	0	0	0	14	29	1	0	7	0	0	0	0	5	1
bd2f8133-3e71-4c5e-998f-0c1a9fdfb75f	62	214	22	77	311	140	35	68	52	116	5	0	70	4	49	27
bd3028c7-1fde-401d-a6b2-5f8e61eb4aa1	292	84	29	10	0	60	114	0	2	0	0	13	25	0	11	8
bd3e88b3-b37c-4641-85fa-d8125ba324ca	0	347	168	323	47	73	278	0	55	0	3	77	64	10	12	28
bd403458-5154-488b-931a-a7e737a6bf8c	394	18	3	3	0	19	9	0	0	0	0	0	30	0	0	0
bd6bd940-ef06-433a-80d9-dca5683e9cd2	300	108	14	30	0	31	111	0	13	0	0	24	25	0	0	0
bdbcffb0-c7da-4e7d-8002-9feffe48533c	351	89	0	29	0	22	60	1	0	0	0	0	22	0	0	0
bdc039d6-4817-4e6f-b8c6-a40b1e8e1a06	381	57	0	0	0	0	18	0	0	0	0	2	28	0	0	1
bdeeb1a6-c622-11e3-bf01-24c6515278c0	360	0	3	0	2	79	18	1	10	0	0	0	26	7	1	0
bea0e802-96d3-46e2-8030-17019a71e0bb	414	16	1	0	0	11	6	2	0	0	0	0	30	0	0	0
beafb7c6-ef39-478e-aa47-0f1ad39f95a3	114	280	6	0	3	67	82	0	217	0	12	54	59	3	11	1
bef21282-c622-11e3-bf01-24c6515278c0	0	312	96	446	0	128	113	0	0	0	35	0	100	4	0	23
bef23192-57cd-4301-b7a7-5e82ca62482d	412	4	13	4	0	25	0	0	0	0	25	0	13	0	0	4
bf24366f-fd91-4d84-8b3d-eed80064250d	416	3	0	0	0	21	9	2	0	0	0	0	29	0	0	0
bf7462a2-394f-4838-bcb6-4d0126fa48b1	54	2	72	164	553	319	0	42	0	89	0	124	0	0	158	0
bf91afc4-aa2b-4365-80c5-b98c9d118e10	420	0	3	3	0	14	0	0	0	0	28	0	0	3	0	5
bff518fb-6da7-4dfc-ae4c-bd3f641028e2	0	82	844	483	581	0	84	0	0	100	408	517	100	48	0	0
