MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N
BoChr[10]	2.438449852635749e-05	0.014590698928805068	0.008451481168740428	0.002243113821603835	0.0007667666211680243	0.0022716330162074884	0.0062938098524391965	0.00012508678366430104	0.0	0.0055207216611597686	0.005500061917072969	0.01144695727241924	1.401298464324817e-47	0.018744409499790348
BoChr[11]	9.57247567010544e-07	0.00569634260843372	0.002783766533462071	0.0016630797668765267	0.0008247879486201626	0.0053179952996608645	0.0006499560567800344	0.03191364016245046	0.007654404983475928	0.00597419942473465	0.005721433948489221	0.02275846260756566	0.10761476663855493	0.03474116866430904
BoChr[12]	4.773039790517686e-08	0.006178011319697134	0.00012472629268401648	0.0009658939020875579	0.0035855674267120463	0.009401721996789262	0.0018019254800024952	0.022560325836002447	0.04821705556474626	0.01055056955320083	0.00012937690364196895	0.01624457929414348	0.005880702885608571	0.007187675349414348
BoChr[13]	1.1811321553707454e-05	0.0024875104786042357	0.004752694112264493	0.0010140246305309119	0.004197068919800984	0.004108502666640561	0.006544780536496546	0.00035869266157646963	1.5592240197292993e-05	0.001571650367022812	0.006522572168905754	0.012951118829660118	6.820346461609006e-05	0.0005995379074010998
BoChr[14]	0.00027930480914747593	0.00671887153876014	0.007527434600087872	0.001997135729397996	0.0037894307551323437	0.005215204275737051	0.0010935030871769412	0.0010498814881430008	0.0020755509784794414	0.0035482611946645193	0.004790828671102645	0.002636677114351187	0.004863373733343179	7.137625289033167e-05
BoChr[15]	3.5420546697362276e-08	0.004585437763016671	0.00568427468650043	0.0014919592838811013	0.0028070852061147277	0.0038613544087274933	0.0009571221089587123	0.0010896658201208708	0.0008427253529953305	0.0021789261285234712	0.009430446766200475	0.002847694589289347	0.0054191202390938996	6.545406766235829e-05
BoChr[16]	1.8706544195712383e-06	0.005089261707034894	0.004969234008858097	0.0043617774119775275	0.0052577872789697725	0.0055869350502325684	9.572739616387188e-05	0.0004359154645535224	0.0008489877972897375	0.005977915754774585	0.0040353724182932635	0.006209831748856231	0.010161698038573377	0.0003505376998538961
BoChr[17]	6.743771293047373e-06	0.00025233810602845355	8.47830911516212e-05	3.3276399016029186e-05	0.0012171290061174832	0.0014277711002654314	3.5892632584220155e-05	0.0002890091552307261	0.002134981397164111	0.0028023487411096503	0.005846483182888207	0.006988183434541408	0.1643939413475593	0.033663324252303325
BoChr[18]	6.396931325841626e-07	0.0009622044581598743	0.010720477472876553	0.002738794758915901	0.0052953548248672174	0.00532574451011584	0.004401932519284166	0.0032301585545997115	0.0009534453489542471	0.0024070572923885593	0.003829555488836149	0.013117802774255267	0.0013959368807263672	0.0009815730289847125
BoChr[19]	4.577568033514723e-08	0.00032865105954272167	0.011793787138740299	0.000369996176449412	0.003552297946358678	0.005941187584717147	8.053662620430835e-05	0.004629739585764803	0.00160344259425373	0.0003814445416793433	0.001856251998683902	0.016793895217945762	0.045014691593411274	0.0019663241871728586
BoChr[20]	1.5101641244186225e-08	0.004496530943836774	0.007172905110637657	0.001242304774488474	0.002149184024941064	0.006276694546628008	5.718954003608889e-05	0.0003843384232568781	0.002881295077415622	0.00010283162049582968	0.0016494885699648875	0.010339029027521747	0.03716119481334587	0.00137064949904925
BoChr[21]	8.327248229321071e-05	0.0016217679841793143	0.00435490344025311	9.045667015016079e-05	0.0036548078659325257	0.0005724997147263008	0.0037940385041292757	0.0050753187428927045	0.0017096259866957553	0.0003943592571651727	0.003033562656783033	0.006507012900983682	0.0003530823247274384	0.0006574794463813305
BoChr[22]	0.00019268658906980817	0.00046768279040406926	0.004630671237246134	0.0012376379758643453	0.0030124811074347295	0.00348013459402652	0.0019922588476294846	0.0005531312030507252	0.00011647862200334203	0.001385434962267027	0.0015957333522237604	0.006120767600805266	0.014776981180912117	0.0001824395841686055
BoChr[23]	0.001219608266699197	0.0075133704452309755	0.0022729747226549082	0.00010228851693682373	7.321484350541141e-05	0.0014237507493817247	0.007026019606273621	0.011750621917890385	0.003374354635088821	0.0002715629890735727	0.01921415647491813	0.009710019355843542	0.0	0.0011269083747195167
