Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E
4729fe4b-c1ac-489b-a67e-91e5c5e3ff8c	455	0	0	16	9
47312f61-5ef4-4f25-9320-8fbb4758790e	0	1916	0	2358	656
473fe833-fcc6-485e-93d2-95e662c3ef53	444	0	0	1	10
475bca00-9089-4f50-8638-4e5e8aca6dcd	392	0	78	112	0
47874ff4-0b1c-4a31-9192-2a10e93ce9a1	149	607	271	642	490
47b5d831-5287-4f62-b17a-6e5eff2e4184	315	147	173	181	129
47d77750-c622-11e3-bf01-24c6515278c0	201	79	424	382	0
47e5ff56-9534-4fcf-a593-33027e877f93	428	0	50	49	0
4808f9e1-452d-45eb-9b87-2f87c67d3452	392	0	84	106	0
4838b5a9-968c-4178-bffb-3fafe1f6dc09	314	301	153	52	30
483bb781-0179-42e1-bf9c-487b240769b8	448	16	0	0	5
484a41c8-fcaf-488d-97dc-bfe6a4b88a95	0	2398	0	2562	124
4853fd17-7214-4f0c-984b-1be0346ca4ab	446	0	0	24	4
48624a82-c623-11e3-bf01-24c6515278c0	382	0	120	43	1
48a0da38-8147-40fe-b683-3f070413a792	74	558	678	0	166
48b15122-b1e9-4c30-8fc5-70a07686779a	430	65	0	8	0
48c33a30-557b-4ecf-8066-5b4b068b5e3a	392	0	98	116	0
48f68f73-3ac0-44ac-ba12-b8889fcb7f38	279	338	210	82	9
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	445	0	0	26	10
4904d56f-0fe7-4482-8f6d-9e54d261f399	374	0	131	135	0
492694a7-bb41-4128-a909-c424e7fc0c9e	457	10	0	0	15
492b4e58-12e2-47b2-bd47-28f8607072fa	393	0	70	56	0
493e7008-551c-4c0e-b567-a0f31868629e	99	922	354	354	260
494701ce-05d4-440b-a65e-d925902b9d42	444	0	0	28	6
49795e42-c623-11e3-bf01-24c6515278c0	376	45	134	59	8
498ecf81-921d-4df9-a6a4-a625f484e823	456	0	0	8	10
49900a43-d42e-4052-a8cb-1563b82ad0a0	456	0	1	16	7
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	456	0	0	20	8
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	444	0	0	17	6
49ce0836-adec-4f62-ac01-dbdfbb96d9fc	439	0	25	26	2
49dec0c2-8e75-4f44-a253-82b2ea605890	329	335	116	15	0
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	410	147	0	103	31
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	415	70	23	49	109
4a35b01f-5e19-4673-abea-d87fd1d605d0	448	11	0	0	8
4a4309b0-2aca-4d6a-ac50-039b28406bba	417	0	70	123	0
4a4e0397-8702-46ef-aaa8-3980f03a40bf	444	0	0	1	10
4a698352-25e6-4137-bef8-b6520d5b1b95	450	72	0	0	42
4a703d3e-c623-11e3-bf01-24c6515278c0	349	55	180	57	16
4a88981e-e409-440f-9bf0-71ca1bab8b4e	413	0	56	74	0
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	112	1338	57	884	0
4adc846a-42cb-4ebd-a954-e31eb29d7572	328	0	219	93	0
4b44b313-6f74-4233-bec4-7e41c91c77f1	326	0	173	207	0
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	462	6	10	59	0
4b7a704b-e516-4275-be11-45cc935237e2	459	0	0	17	13
4b8943be-c623-11e3-bf01-24c6515278c0	246	468	216	130	441
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	447	0	15	29	11
4b91ece6-c9b2-4889-b18c-c63eb58eb061	443	0	0	21	6
4bae2f08-da75-4991-acb8-5ba9912f9131	445	0	0	9	7
4c027164-12de-456f-b933-6bc91f70b46f	406	1	65	234	9
4c183106-c622-11e3-bf01-24c6515278c0	452	11	18	22	2
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	146	44	524	558	72
4c3840df-9824-40db-879e-6d24adc8c155	313	315	147	5	0
4c3eda94-56f4-46d3-8c88-50d476e773f6	452	0	5	19	6
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	457	0	0	1	14
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	415	18	48	92	9
4c5228b5-bf31-4abd-a47c-d088e16dba13	300	45	293	128	48
4c59fb2d-21b6-4b09-8174-6102de736e4d	151	1017	0	1472	2839
4c755527-3b5d-4d36-822d-990aa1003d6a	416	0	52	63	0
4c8afa82-c623-11e3-bf01-24c6515278c0	316	0	207	340	12
4cbe411b-b05e-46bd-bea8-126289a0866c	266	0	264	427	0
4ceeb025-2f16-4f80-b9b4-0151346349c6	444	0	19	19	4
4cfb0aee-6661-478a-8694-9d8ba15e46b7	400	159	55	0	0
4cff8590-559e-4204-8635-96e11bfeda68	405	125	85	84	10
4d11d7da-1204-437e-87b1-e8337a67c9a8	402	0	116	21	23
4d121008-0987-4142-a2b8-7dac58f3110a	444	0	22	33	0
4d1a4587-adb4-4a65-943e-f19efe8de142	446	7	13	45	2
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	410	0	96	92	0
4d409156-3a36-4c63-9ad6-b6af34f27b06	162	1498	0	641	96
4d4eff82-ede0-47f1-b49a-ada025952114	333	0	183	201	0
4d690424-b015-46ae-885d-aa6d9031f66f	455	0	0	1	12
4d6bb438-86f0-4414-962f-2b1cebee4524	457	0	0	11	55
4d72d06d-b6af-4294-9eef-6e61e067761f	407	0	78	54	0
4d7f2c74-862b-4aad-98e1-fa831f14a905	375	55	140	110	46
4daa2708-d0db-40fe-a07a-763f003adcae	431	0	28	26	1
4dac9498-c623-11e3-bf01-24c6515278c0	380	3	126	84	0
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	375	0	125	101	0
4dc9b032-7f7b-486d-a12b-8461af89501d	210	373	380	34	0
4de7441f-a609-4a75-9fe7-17a647079ac1	458	6	4	34	19
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	445	53	0	0	0
4e596add-a7c5-4617-9649-b4ac6612e39c	455	0	0	1	12
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	282	759	61	66	365
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	409	0	53	42	0
4e8396f7-9506-4401-96b6-bb2e89557d59	215	882	133	215	0
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	240	744	139	43	366
4e913899-eeb8-4630-ba9d-41a81ced8069	142	694	363	14	165
4eac784b-084a-4106-9a76-2d9fbec57033	406	0	64	88	0
4ecbfd89-393f-4126-aa1c-951a2c23ef89	455	0	0	1	12
4ed52e0c-c623-11e3-bf01-24c6515278c0	244	400	259	0	49
4ef20a13-f107-4654-adca-fc60b8f5be47	254	0	291	295	0
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	302	633	53	95	238
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	420	95	28	14	0
4f6f48bc-c622-11e3-bf01-24c6515278c0	376	331	18	0	74
4fdc8980-c623-11e3-bf01-24c6515278c0	337	127	178	99	55
50203cff-83f8-4884-8346-b91ef717d00e	444	0	0	8	9
5042b417-d14e-42bb-b6f3-de303346a252	411	114	45	0	0
5046f1b4-9d95-4841-ba30-691fa44719a2	252	421	294	0	68
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	273	242	217	86	0
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	213	439	319	11	234
50515723-b495-42a9-8750-e3da288bf6a3	448	0	14	45	0
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	345	356	43	250	128
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	454	0	17	22	9
50b61288-1412-4104-92e6-8b1a359ef399	239	677	124	312	0
50e3a421-9741-4cd8-911b-0f47ca518b6a	317	152	130	394	176
50eb58ba-c623-11e3-bf01-24c6515278c0	322	9	197	133	0
50ee360c-e3df-4888-9999-ebb88e271d08	358	472	0	15	15
50f4d836-79a9-4bc7-a63a-7aa29e41d418	414	0	44	51	0
51206157-94cc-4702-8247-c98283b487aa	459	0	0	15	8
513bafce-375c-49b0-ae75-6c607abd05d8	451	0	9	34	2
51458c86-0fdd-470e-b059-1ffbffc92a7f	369	56	121	112	45
5174f450-0bf7-4237-a53e-844064f0e701	379	225	61	0	0
51800588-c622-11e3-bf01-24c6515278c0	373	0	128	83	0
5187e77d-f412-4303-8049-11d1aa1a0235	267	0	301	189	0
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	266	1065	0	393	1068
518d6c1b-8234-40be-9560-6d383d5866fa	410	212	0	0	0
5193a482-6ed9-4504-bd7c-c8b9e4103577	315	0	219	216	0
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	260	380	321	0	182
51b25b37-f75c-4380-a0f6-5273e0b7ee33	157	112	457	428	0
51dd1a39-7349-442c-b7e1-7850fb800569	446	0	0	17	9
51e5a835-eb48-4640-87d0-f40f5e2bff18	458	0	0	16	7
520b8ab2-c623-11e3-bf01-24c6515278c0	316	314	145	0	58
522dc834-8367-4f49-b93b-fcba91a2de7e	330	56	129	115	0
524bbd14-1e1f-479b-9a71-d27fce32d8bc	181	1036	204	211	376
5255d645-d3d2-422e-8449-046cd21f4935	207	78	347	610	188
526b3796-2cbd-4eec-8273-064b41456279	406	0	78	111	106
52910a60-bb15-4ba5-9d09-50d8ee6a445b	118	619	439	183	199
52d8ccfc-c623-11e3-bf01-24c6515278c0	331	239	155	153	122
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	445	0	0	9	7
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	374	21	112	99	0
5310f698-d31a-4628-84b4-dc9ac29722a5	389	73	114	54	5
532259b8-c622-11e3-bf01-24c6515278c0	227	357	293	125	0
532bec86-b8d3-41a1-ba17-913a7d378f66	199	350	315	490	212
534d941c-ec2d-47eb-b2dc-d3f856d0b151	454	0	1	11	17
53534b3c-cd15-4d68-a9b1-6902bb234c45	221	316	294	400	75
536dedba-46c4-4a21-b112-13c030b13069	323	0	185	141	0
537cccf2-fb25-448b-813e-ca5d5642b910	444	0	0	1	10
53ac794d-1067-43e0-8dc0-43b131f43ec5	456	0	0	9	9
53bb7112-3e38-45fe-a9c4-1b0871babf4a	279	490	138	94	213
53bcbb68-addd-47fc-9910-cd1d3f38197d	129	1118	152	423	94
53d32d8b-5649-42b0-8c52-2c39af2a961b	350	466	21	23	83
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	296	49	200	279	0
53df19a8-c623-11e3-bf01-24c6515278c0	321	469	116	81	24
53e6a756-bdcc-4217-afe7-27d776159544	408	0	81	44	0
54195db3-94a9-4538-8bb8-9953d936acd4	82	78	552	893	0
541f91bd-7e9d-4348-9e78-45b948d8967e	400	59	80	44	0
54319e3d-c28f-4ba1-9c87-299d303e4de3	383	0	96	70	0
54354d24-c622-11e3-bf01-24c6515278c0	415	6	54	39	0
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	445	0	0	9	7
546b97b0-ab82-42a1-bbd2-241523278ec3	446	0	0	3	12
546b982f-60d9-43df-9761-09369afbee2d	401	0	40	203	358
54842328-9432-4820-8976-7964bf9bf147	444	0	0	8	9
54a77010-2f16-4da9-8ca0-746a51801a00	147	1013	269	255	162
54cfd4b0-c623-11e3-bf01-24c6515278c0	370	31	121	58	0
54e78de0-d357-4125-a904-ab35e461572b	60	671	606	0	295
551d5082-ab6a-4674-af0d-ce408f589949	354	0	158	192	0
5533240d-8fed-440d-b781-6092785a77ce	300	362	165	0	121
55345803-83d4-4fdb-b0ee-328753801da1	385	0	108	209	35
554b9439-7e11-43ec-8bc3-448c59100b9e	181	992	225	53	117
558239c7-a160-4228-8fdf-a0a1d2f62133	337	268	123	0	45
559c30f2-8ae7-43c8-819c-800261065e06	430	69	0	1	0
55ada396-0878-4724-8ebe-00da367eed3d	163	146	417	565	18
55c75a2a-f3d2-4469-9d23-604cf539d548	443	66	0	0	0
55c82198-5be6-4cc5-b5b3-b707af234107	455	0	0	12	10
55e520f4-0e4b-41a2-9951-c4e9f323100b	446	0	0	11	10
55e5497a-c623-11e3-bf01-24c6515278c0	395	1	93	75	0
561fd34c-7c7d-4df0-bbfc-3d31147ca562	353	0	139	130	0
56425c2e-6bbf-4b20-ba07-79a526dd4603	447	0	0	8	8
5650dc4e-8bce-4716-9199-cd5750d7a888	396	226	14	0	99
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	447	0	0	11	9
56681386-d407-4f53-ae4f-6c04437652f7	410	0	72	53	0
569393c8-e2fe-4580-a45b-81f1b1e01135	58	1880	0	1062	611
569ff1b4-de87-4309-8484-80549aaf9485	397	26	64	46	0
56c846d6-c622-11e3-bf01-24c6515278c0	436	7	31	49	10
56cc8740-b132-4cbc-b513-f0b5b2305ca6	208	666	207	332	402
56d4ea48-c623-11e3-bf01-24c6515278c0	376	0	122	70	0
56ddcb96-e90b-4fce-aa4c-c677bbfee488	307	383	0	779	1774
56e57223-264e-489d-bc9a-a07789065c40	424	0	43	32	4
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	319	318	76	79	0
5702affd-eafe-42a4-8f56-c1f22f8f184d	451	0	0	0	11
5714b52d-7048-41b5-8141-bf42d960abe4	456	0	0	9	9
571ce258-b453-4cac-b05e-05755791be84	456	0	0	18	9
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	445	0	6	35	2
5769ae11-5f1b-483f-b228-7584591c66e6	351	42	156	70	33
576a1741-8c65-40da-9f0f-b2ca805d70f3	332	0	197	180	0
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	439	3	16	32	4
578ba169-1d2f-4187-b174-082bbc6a5bd2	447	0	17	28	0
57947014-053e-4c34-b6a7-9e6f36f48010	456	0	0	9	9
5808f774-c623-11e3-bf01-24c6515278c0	261	30	323	201	0
581be6cf-9778-49c3-9c77-1316eaa78929	455	0	0	1	12
589daa3f-0b76-4c9c-b494-048955e36052	452	0	0	20	82
589e0aea-9057-4b8c-8af1-74c74fe46a38	430	0	53	81	0
58c7e9c3-1345-48c0-a758-0887358b8696	453	0	0	0	11
58d3e932-b4a3-4cac-a6ac-73160e354a15	279	257	125	301	879
58e2453c-bb58-43a3-9642-705ec0e0bdbd	457	0	0	16	7
58f4ff52-c623-11e3-bf01-24c6515278c0	367	54	155	11	10
58faf969-bf37-4180-8807-2f44f2cc8eda	188	0	409	375	0
5912d4b3-2d5d-4b98-b967-1b4ff177097a	377	94	121	55	48
5935dd9d-d411-48f8-8512-aa73a63878b0	458	26	0	0	2
59632e7e-c622-11e3-bf01-24c6515278c0	261	505	179	160	0
5975deb5-00d2-4d18-b5c0-34ac9947fe11	359	41	142	41	0
597e4011-ea99-4356-b1d9-8cfe35db7c3b	351	0	157	109	0
59938f45-3e57-43d6-af3b-bb4968249e5a	320	0	249	112	0
59bfcb53-91c1-4dce-856a-f4afc8fa6224	446	0	0	0	10
59c18694-8a43-41dd-a6f6-52a20bc8dd54	267	0	381	72	41
59e2d6d1-debd-4796-ab0c-6a5673a990fc	453	39	0	0	0
5a51a6fc-c623-11e3-bf01-24c6515278c0	432	5	16	13	14
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	442	0	6	21	7
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	370	274	43	0	74
5a7f3c88-ef02-4e97-8009-5622245b6a09	408	204	0	0	0
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	405	47	58	5	0
5b178f44-c622-11e3-bf01-24c6515278c0	388	0	106	79	0
5b180356-cf58-4fad-a3d4-00fc12b43fcc	332	320	112	53	35
5b41e033-6df8-411e-a13b-59eeb8afbf9b	340	241	156	0	117
5b4b2312-acb5-4329-8d46-7f93213e3daf	449	0	7	40	3
5b560f4c-d2a3-43fa-b394-abef78bdefc1	261	46	290	267	31
5b7d5767-2037-4175-aec9-886776343181	296	658	0	236	589
5bb37ffc-c623-11e3-bf01-24c6515278c0	407	173	37	0	10
5bcf473f-417d-47a5-9745-ac7faf830b1f	374	250	44	34	0
5bdca282-c671-48ff-b32b-2380996016c0	444	0	0	12	8
5beafbbb-4613-4bab-977a-11c865e13a84	425	0	28	86	71
5bebc389-de0d-45b8-9d2f-6476988c358a	464	0	0	0	12
5c02d399-07af-4573-a568-bc1b256bc8f8	455	0	0	1	12
5c156f63-6537-4d93-a6c2-4155618cf638	456	0	0	8	10
5c3def3a-b515-41f6-8157-681b963534e7	274	639	167	577	637
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	351	0	155	127	0
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	455	11	2	28	2
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	290	0	250	256	0
5c9b8a2c-c623-11e3-bf01-24c6515278c0	354	0	133	95	0
5cbd429f-ffab-41ad-8016-422f1c922e99	426	123	0	0	0
5cc7c966-499e-49e3-b509-4eeb00ee03d4	69	779	524	0	92
5cf21488-c622-11e3-bf01-24c6515278c0	415	49	48	23	0
5d58b984-e0b8-4237-a576-0e9d4079599e	285	302	199	0	7
5d6ad982-bb01-4233-b8fa-d129460eec79	334	12	140	154	0
5d922e48-aa70-454d-9417-c9af686feebc	292	30	232	307	0
5d9ff58c-5702-48fc-a66a-d1276327fd49	95	907	455	0	268
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	0	2659	0	1035	117
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	341	0	191	219	4
5dce221a-c623-11e3-bf01-24c6515278c0	315	0	217	194	0
5deeaa45-4c1b-4ab2-a487-93c548838f68	444	0	0	1	10
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	456	0	8	6	14
5df489bc-6178-49e4-8a42-506f70300dff	326	294	165	0	92
5e9c69d2-c622-11e3-bf01-24c6515278c0	434	197	17	16	6
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	130	699	427	0	48
5ecc88f7-8391-4168-af11-07a6bf9b3652	460	0	0	6	11
5eddfb26-c623-11e3-bf01-24c6515278c0	193	103	482	183	105
5ee1dda9-2e84-4617-af09-2ae02873b44d	376	0	117	72	0
5ee28a35-7aa0-48e3-9c14-daca7b0241fe	457	0	0	0	12
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	371	279	72	0	147
5f096d7b-a1ea-4cc2-af73-10108089ae84	417	17	40	44	0
5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e	458	18	5	16	0
5f18b334-6616-406f-8f33-0592b56c14e6	429	0	23	41	0
5f53bcda-2fd3-4574-9cc2-5efe353372b2	458	0	0	16	7
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	339	45	198	134	0
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	447	0	21	21	0
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf	255	196	325	114	37
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	360	0	153	136	6
5fe83740-0688-46fe-97b4-4c7c8cfa206e	445	0	0	17	5
5fe8a231-bbac-4f91-a47a-0de4fee752d3	445	0	0	7	13
6012cb02-c623-11e3-bf01-24c6515278c0	353	66	147	78	18
603594e3-e427-494c-b9ee-e872d6629563	451	0	11	117	0
60413de1-6cd2-4f74-8180-3bdd394d6d16	285	712	0	350	730
6051f40a-99e5-4461-9255-0e70d757b4d5	299	325	101	304	0
60525b38-c34b-479b-86d3-013c7e567b8f	17	1242	314	783	244
606111e3-6b7d-42a6-b7d0-9d6c3e33acd6	455	0	0	1	12
606d7f5e-ff98-4245-a9ac-281f5074f97a	459	8	17	24	0
60aff7a0-4960-4ed1-922b-3233ccbfdba1	347	115	124	204	146
60c33e32-7e19-4e71-b075-a63fcf27e660	376	226	12	291	0
60e78c80-41a5-456a-9a81-9007d18fd72c	167	431	420	147	0
60f81dba-c623-11e3-bf01-24c6515278c0	367	93	135	81	13
616ff577-c5c3-432e-a857-f29901de119c	456	0	8	25	13
6172ca02-c622-11e3-bf01-24c6515278c0	371	3	170	114	13
61973578-4c0d-4a3f-b9c4-f96ceab24629	201	0	518	330	14
61a48c69-4f7d-4dc6-aff7-88a6c33137df	409	0	85	42	7
61cad26a-cbc6-4977-83b9-dc61e49f2861	286	44	266	366	27
61d941f1-87df-43af-8a29-b6809c809275	379	0	141	183	4
6218f366-d5d2-4289-a95e-eeedfae7523a	185	37	550	244	237
622eaa04-b8f9-471b-98b0-7befd119f14c	141	737	429	222	0
6239e340-d50c-45b1-a7ca-e1135671ae0f	456	0	0	13	8
626c9788-d70c-449b-b9dc-5e3f6fc00991	402	27	100	53	26
627823ec-c623-11e3-bf01-24c6515278c0	172	681	317	0	178
6297aa77-37a0-4f46-987b-32bd8653c0c2	405	21	67	46	0
62ac7c91-da99-4144-b927-e90528dcd8d4	445	0	0	17	6
62ea1264-47b6-4a6b-9fa6-779837f8e905	444	0	8	99	22
62fceb56-8c6e-4d20-9d2f-5b7042854d23	446	0	0	17	4
631ab9d0-5400-400c-b0bc-c3e576bcfe06	347	21	164	207	0
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	455	0	0	1	12
632f3eb0-c623-11e3-bf01-24c6515278c0	409	27	82	40	0
637208b2-d8b6-45a3-a389-6f34db18fea4	445	6	0	22	7
63762458-902a-4329-a823-703b54cb5f9d	376	0	113	100	0
638e80c7-9a6e-4a32-a621-fc4168e72343	444	0	0	4	10
63a907ff-1042-4f9c-a385-55a32b3e103b	454	58	0	12	0
63adc09c-e1b1-40dd-9c35-2f8276b656fc	351	105	147	115	0
63bc376e-5a3d-44fd-8d77-686dfc41e458	440	2	0	24	8
63d0c49d-918d-41fb-808a-1f8001981917	457	0	0	3	13
63db50d6-5ef2-44d0-9906-26eae74ecf44	276	111	135	648	2661
63ea274b-d42b-4787-9c54-8ee95ea376ec	444	0	0	1	10
63f5bb12-1b20-49d4-9e98-570e368f947d	456	0	0	20	8
63faa59e-6649-412e-823a-338d0662ec72	429	0	37	50	0
63fef3fe-c622-11e3-bf01-24c6515278c0	359	0	140	140	0
6400c324-2c94-477d-acb9-669d4ea46f1e	455	19	0	0	8
642e1379-1061-40bc-9a4c-f7c191e84d9d	213	666	232	299	107
64446aec-c125-4c81-b9cc-62482cb1aaed	442	0	27	60	4
644c669b-937b-4adc-81b9-6a1811cba9da	417	23	71	72	0
64623aaa-a274-4baa-8b71-958d9c8df733	8	1217	348	844	333
6495e68e-1434-45d3-a03d-f286447dda79	216	419	290	227	57
649f2c20-5b50-40a8-a6fd-9a51f3d5b9df	193	488	291	427	288
64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff	442	0	0	13	9
64b80154-c623-11e3-bf01-24c6515278c0	391	21	105	66	0
64c2e6a0-2341-49c4-a6dd-656e7bb505dd	444	0	0	1	10
64dd81e1-35fa-4579-8a4c-f7486adbb949	345	513	0	104	146
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	455	0	0	1	12
64f696a6-58b2-40a8-b848-fd775cd52529	465	0	0	5	11
6507e084-c038-4ba6-a431-fb9a53190d5f	407	0	84	49	38
650fe009-da01-4717-89df-9c95fafe3d7e	340	14	177	116	0
6527aa5a-c622-11e3-bf01-24c6515278c0	413	50	67	39	2
654dba9f-cfe5-4121-97c7-868613cdef53	341	151	144	33	0
6551ec26-4166-4d4f-bee2-444ea2466978	415	0	77	23	3
65723119-bdfe-46f0-b629-c171023abd71	399	229	0	712	658
65be412d-46c3-4cbf-9b46-b35351e53065	198	813	173	324	5
65d2dbc3-a163-4696-b246-47a430e66572	361	0	134	129	0
65f702b8-c623-11e3-bf01-24c6515278c0	358	46	149	20	0
65f9a820-f026-4a10-8bb7-1fbc3b38321e	219	201	292	455	0
6622f932-c622-11e3-bf01-24c6515278c0	441	3	29	35	9
66290cc6-1f1f-4a0b-83d1-423952da4840	398	118	52	0	74
66701395-5a53-41bb-866b-3bbf08bc33ab	447	17	0	0	6
669f0e01-28f6-4ed8-bdb5-73f84ea28f78	133	0	507	801	0
66b4a1f3-480f-4050-96ac-920c1c080864	457	0	0	20	6
66d312fc-809d-428b-98e3-a29d211db35c	373	86	106	111	108
66eb4833-1b87-4fd9-a53d-26dc7ad6de29	459	0	0	0	12
670f971f-a525-4ef8-91ba-610cfbaeb914	325	0	174	155	0
67189cd8-c623-11e3-bf01-24c6515278c0	389	42	90	29	14
6726c157-f688-491d-8b56-35628645df89	347	109	131	209	0
674819dc-c622-11e3-bf01-24c6515278c0	385	0	92	156	0
675a5a32-b405-4f03-bfcd-756343d1dfaf	407	223	0	0	19
6763f295-f2bf-4975-bea5-c1a490d9a1fa	441	0	24	34	0
6764e0a2-7a78-45c1-9189-6001c6518ce4	0	933	442	1179	100
6797443c-eb4a-4654-b957-c0056e5a4206	179	166	373	433	0
67a2e34f-454e-4253-8f22-262fc74d312c	445	0	0	9	7
67bb70b2-b6f8-4aa9-80ce-48829f9fec56	387	0	0	388	2184
67f88cd9-ab77-4227-a8d7-5512246f9772	457	0	0	7	10
68054218-c623-11e3-bf01-24c6515278c0	105	105	548	764	0
681e2301-2057-40e4-ab63-934775d63faa	404	23	66	52	8
6821446e-8e76-46fe-b0b9-47feb46d2585	214	476	184	482	0
6847e993-1414-4e6f-a2af-39ebe218dd7c	457	0	0	7	10
68509ede-3dcf-4a6e-9af0-4a9bb4dfa567	149	586	317	374	172
6867811f-ac89-47da-b5dc-1270033c36e7	369	219	21	320	0
687baf0b-aed9-4ab2-adb6-556a1d177a24	414	14	54	31	0
68956108-2606-4696-b038-462b6c432398	459	0	0	0	14
68b7fdb1-22b5-4152-9e69-a41151640cd8	366	0	112	104	0
68ba1105-569a-4209-9b45-0e2d64931806	410	23	87	116	0
68c2a355-862c-4657-b296-5776ed8447b0	404	84	69	64	0
690e481c-c623-11e3-bf01-24c6515278c0	181	600	285	0	186
692dfa4f-45e5-4183-b5da-6650a1fbcabd	343	147	153	175	22
6947cd78-0a51-4949-8383-343f9122d953	403	0	56	53	0
6962bc97-fbb8-4220-a600-e3c251e245cb	247	717	99	201	133
69c3c88c-d51e-4e03-b96b-ec4f1a0faa2d	323	89	184	427	73
69d6142c-3a16-46c9-8bed-1f4edc267c4d	456	1	1	10	12
69dbe6ef-f5de-4c1f-b2f2-963dcb6ccd3e	393	0	107	79	0
69f37546-c622-11e3-bf01-24c6515278c0	405	0	81	54	0
69fe982d-6ab8-49b7-9efa-8349d60eb076	447	0	0	0	11
6a0d0c42-1884-4c6a-936a-678a822c0936	295	161	227	186	66
6a129b50-c623-11e3-bf01-24c6515278c0	271	421	177	21	0
6a7cdaf6-211e-4eb8-a70e-1153d69c45e4	137	921	281	279	246
6aa00162-6294-4ce7-b6b7-0c3452e24cd6	371	0	102	80	0
6aba73ff-81e0-4f8d-ad12-e3136196e814	445	0	0	9	7
6ad44218-d34e-4126-bf56-1be2140cd3fb	411	71	57	53	7
6b20f942-7b89-497c-8a2e-ccce74d20ca9	367	166	76	161	22
6b25a78f-20dc-4ccc-b4c0-f9885d16725d	274	503	150	114	30
6b50391f-d890-4ca0-b942-beab0f8bf1c9	310	0	209	124	0
6ba5f81a-b7a0-4c18-a112-2e11094eec85	429	69	0	28	0
6baee028-c622-11e3-bf01-24c6515278c0	264	0	337	247	0
6bbd66dd-efee-4d6e-b02f-f88e98526b82	413	0	80	70	0
6bd4bca3-e568-4d1b-8b42-401fdf13d751	439	0	11	59	0
6bdf00f6-670f-466e-87fb-e853e41f000e	334	119	162	3	0
6c306cbe-c623-11e3-bf01-24c6515278c0	352	335	100	34	0
6c31d730-1734-44ac-92b3-760981528723	264	621	106	251	213
6c642c0b-4dd0-406c-ac68-ea376802d61b	445	0	0	29	3
6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	90	1777	0	1069	1196
6c884037-49f9-41c3-b0e5-9cbcd545aeb7	366	209	125	45	0
6c8e9197-fd16-4fed-bfda-e349cab26314	212	675	256	90	85
6c8f3dc9-21bf-4859-9599-231ac040eb7d	458	0	0	4	10
6ca5c1bb-275b-4d05-948a-3c6c7d03fab9	376	24	137	0	19
