Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E
950486ad-14f8-480a-b079-9cc3cd842090	445	0	0	8	8
9536f736-63bc-4099-bd54-740f5910f4a8	266	37	300	297	89
955763f0-0735-418f-9ea4-3c980a966002	444	0	0	13	8
9563a264-c622-11e3-bf01-24c6515278c0	405	62	53	82	10
95730d8b-327a-402c-a8bf-d71370f777a7	310	0	227	206	0
958d4d1d-25e2-43f2-a18b-59b2c66f0c05	399	0	81	83	0
959efb81-1d56-4659-9b7a-09f2b62483f2	457	0	0	33	5
95cc9620-7686-4805-a96c-cf8e659847c3	440	100	0	0	0
95e8d38a-122e-494c-a304-bef4275fed7e	174	943	254	0	136
95fc38ac-2b36-4c46-abbf-8d2d52ff9626	303	91	192	317	80
9623d295-c23d-4f2f-827c-69f767a26f1f	146	120	495	522	0
9650640f-154d-4696-aa96-3611c6fcee7b	328	0	207	251	0
96517058-18d2-4847-8085-768ca8aa1565	357	375	39	92	0
968929b0-6bfb-4a2c-bd4d-570bfcdb8a6a	373	0	87	139	1574
9689cb33-8ac9-4ee5-800d-3900769988af	445	0	0	1	10
96a2896c-1e32-4827-a526-6b7104832f9a	234	291	293	149	75
96abdbc8-c622-11e3-bf01-24c6515278c0	284	741	0	494	447
96b67289-9c42-402b-8e30-9efb4d512bef	434	0	32	62	0
96ba50eb-3c12-41ad-ac7b-d23b2001fe44	143	689	326	337	0
96cca60e-17dc-44c3-90f7-1b57b0e08e5f	412	8	67	74	43
96dc785c-8417-4813-8d15-c32b22d78b74	295	451	134	97	213
96e3db14-2bb1-4f68-aed6-5e794750c96e	296	0	215	220	0
96e62134-b8cc-4931-9c99-1193448c7c93	431	0	22	26	0
96e99cf0-707e-49f3-9ec6-cb4f90ecf7e4	456	0	0	9	10
96ef40c3-8d4c-4fe1-a33a-99f5b205a0bb	418	0	46	185	16
96f337d2-cec4-4484-87cd-ab2109d2bf50	55	1836	57	432	557
97064332-1d4f-4571-93ff-354ffe6d7df9	213	61	396	228	0
973d0577-8ca4-44a1-817f-1d3c1bada151	169	943	80	494	670
9749a9a5-cb7f-4038-a5f9-5e2d6b97c689	284	117	241	311	191
978ae91e-6ebe-4efa-97ff-cfad511ae7b3	428	153	0	0	0
97a6f44a-c622-11e3-bf01-24c6515278c0	455	0	0	1	12
97c1a300-978d-4df1-9e97-ce2f92b9eff1	444	0	0	1	10
97c46ede-b280-4344-8dbb-e860c6472239	266	332	249	36	0
97f451e5-a1cc-4f29-8318-0e6ae74efe2f	423	66	13	44	50
982b58c4-02b3-4e7d-8af0-4b133d0c7e50	270	0	289	373	0
983c14b8-f35b-497b-9fd4-5e5f5f0a7aa7	375	38	115	166	32
987528ac-437a-4eb8-a335-4f2076d5c006	0	1932	223	715	442
987d41ee-6bab-490c-b0f2-bf28c0089de9	279	453	37	301	1306
9880c3c9-5685-42a7-8fe9-7585ea1a1d37	431	3	46	201	0
98bb3025-0637-4106-8621-12df7b5d662f	416	35	49	46	28
98d27916-c622-11e3-bf01-24c6515278c0	302	87	206	157	0
98e8f23c-5970-4fce-9551-4b11a772fe1b	150	1341	77	260	458
98f54445-b151-4aeb-b8cf-91d743ba066e	394	0	87	171	0
992d9566-b1da-421a-bf36-d23382b115fa	311	48	226	199	42
995a1ad2-faca-4a37-a59d-e62455985afb	399	15	71	79	0
99696731-c88f-427b-975b-1d90013e63ff	189	577	127	907	67
9988eb07-01f6-4f83-8699-bb63e0525f08	165	708	261	0	913
99bdc3da-c622-11e3-bf01-24c6515278c0	219	0	360	457	0
99e7016a-c3c1-431c-8838-beb78a3cc017	438	0	26	37	0
9a015939-8810-4808-9dfa-fb60a1173bc7	447	0	0	32	3
9a5bb831-8cb8-4de0-b94b-088cb38def1a	0	2482	0	939	186
9a90f951-ad96-4883-b97f-ac43395dae5d	454	0	0	14	6
9aac83e4-c622-11e3-bf01-24c6515278c0	434	36	9	53	33
9ae0744a-9bc1-4cd7-b7cf-c6569ed9e4aa	280	0	154	3791	88
9ae33a63-6b1a-43bf-9205-463c867bcbc4	297	240	200	169	38
9aecfc8f-62ea-4acf-aa00-d1f0fe6c6556	418	62	65	64	7
9b3e7a03-cf8c-4da8-bc36-20129d7783ba	348	15	155	88	0
9b75735b-705d-4ebf-92a0-fbb190b95285	456	0	0	8	10
9ba2c970-c622-11e3-bf01-24c6515278c0	414	21	64	56	0
9ba6be6d-2032-444b-ab3c-dbee8023759d	340	0	168	138	0
9bb9164e-ea1b-49ab-bbcc-f59cf8c32345	258	266	247	0	152
9be1246b-3dc1-4928-8b89-2d5ed0c866e8	457	0	2	16	5
9beb4126-0112-4c06-80a3-e5dd1c2b88d5	371	117	109	0	7
9c00828e-e9ae-4b9c-959e-34837ee2b230	143	104	434	854	481
9c181313-5b4c-41c5-9ad5-a5a86fe609aa	459	0	0	24	5
9c27fedd-b1b3-4af0-9e9b-20271854db08	295	27	241	162	0
9c399826-087f-44b9-98c0-bd881646b0f4	360	163	98	88	60
9c681cd9-25fb-42ac-aa6b-bb962882fa22	261	587	170	86	20
9c70688d-6e43-4520-9262-eaae4e4d597d	285	232	118	499	611
9c730cfb-3fd6-428a-a0a4-c061ca5db06c	457	0	0	8	10
9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	456	0	0	5	14
9c857452-c81d-4b9e-87a8-5b41f4394f7c	293	320	189	0	70
9c949c63-aa63-4a84-ac5a-b5260775cee6	444	0	0	9	8
9cb80280-c622-11e3-bf01-24c6515278c0	306	114	211	313	0
9cdb1905-8b0f-48bd-ba37-11e7ac9646a0	362	0	137	120	0
9cfa4e8f-ea4d-433b-8c2c-54f66ecb7e43	474	4	0	17	4
9d2671b9-bd30-4e3c-aa74-01e31dd2531e	447	0	0	0	13
9d29543e-8601-4fd0-8e76-3df3de465cab	466	0	0	5	11
9d3b0b87-5fc5-4d09-9c63-4d5fc4bc46d0	455	0	0	1	12
9d691fa3-5c32-4b98-85c4-f6e0fd4c37e0	332	0	126	683	1857
9db994a0-c622-11e3-bf01-24c6515278c0	306	502	97	0	17
9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	41	142	636	977	0
9de495d1-55b2-4535-9b0a-a999df35977c	185	13	427	559	0
9df57388-7de1-4c90-910e-ef63a246dff1	385	12	82	175	82
9dfcbabf-2bc0-43a2-bdde-d0b2aaca3f6b	462	0	0	2	14
9e0009d1-c993-4247-9706-88ee84591dec	191	839	0	647	1647
9e272bea-9193-4c10-a802-f7e18b2937a3	258	0	322	695	13
9e5f0a23-e184-4611-b42b-e882dcf23acd	276	0	283	435	19
9e6806c4-d331-4025-abee-2f576e3bf182	71	823	544	0	35
9e7b51fb-2249-451a-bf23-bb2a3d935928	211	1259	0	613	172
9e842227-2bc6-4185-bedb-abeb03836b51	440	5	34	3	12
9e99b8d9-6f0d-4fe0-9c1e-d286c0714909	415	3	60	16	9
9ebac79d-8b38-4469-837e-b834725fe6d5	217	510	288	18	86
9ec31146-c622-11e3-bf01-24c6515278c0	389	240	35	0	28
9ed8f0b9-d615-44c4-9ec9-e07ecd744922	220	0	442	471	101
9f298806-77b6-4c76-bd38-3343e1a3c6f0	358	27	172	0	32
9f5e6063-d19e-4f56-b3f9-5c2260d3bfc9	455	0	0	1	12
9fb6b7be-0084-48f7-a256-6d170e72e97f	317	107	187	0	0
9fb73d89-f7c4-47b2-810b-3ce37cd8a3c9	463	0	0	0	12
9fba5db6-c622-11e3-bf01-24c6515278c0	384	56	118	44	0
9fc0e0e8-1b0f-400c-b4cf-126193283695	451	0	0	0	11
9fc5b5c7-3973-42b4-8710-454de0cb5b50	342	306	89	0	0
9ff21093-58d7-4b69-aade-c242a383ea56	336	106	164	101	78
9ffcb7fa-424c-4f93-87a7-ce5e9053c613	314	248	159	87	21
9ffe694e-b488-489e-bdbe-0800e505eec4	356	8	135	117	0
a0583407-712d-46f3-8c4e-4eeaa0149087	205	596	236	138	410
a08c196e-4f96-4b16-94b4-aa6a0153ac50	93	475	508	564	126
a08ec059-7592-4698-bb45-25a9c3680c23	270	0	301	539	0
a0bbb3b1-e774-4c75-9301-ba43fb803f20	208	698	125	397	0
a0e317b1-3f3b-4d25-b2d9-fcc2211dfda3	445	23	0	9	3
a0eb2611-1ca6-44b7-897e-ce18399eb7bc	444	0	0	8	9
a0f94565-9169-49ee-8e6a-21bdc43d9de6	438	0	14	43	0
a0fe80e0-e3ac-485b-8a1a-4c80c101b874	249	25	375	265	57
a13ee768-1423-4fcc-b663-caaf6694acb3	445	0	0	9	7
a1724132-f95c-4622-8987-fe3183b9dce3	456	0	6	19	3
a1a75f66-c622-11e3-bf01-24c6515278c0	247	371	195	135	0
a1af7c42-47af-435c-bb51-b932a3cd7b91	255	0	263	264	0
a1e3dc5b-b81f-4890-870c-ed3b8ac36dec	215	546	285	113	342
a1fc7064-abf5-477d-983e-576a784e1d40	236	385	315	0	65
a2034620-e4b5-4d4f-ac05-7fc1c098eb40	449	0	0	27	4
a2238b5f-0513-487a-9b1b-7bef85ebf336	325	358	125	110	37
a284fe9d-9afd-4472-8d70-243ca9be5c2c	243	203	307	263	106
a29278af-7ecf-403e-b6a9-623ea7879d05	424	0	43	93	0
a2a4021e-1273-4c18-907c-d20454ab898c	458	0	0	1	13
a2a67c8a-c622-11e3-bf01-24c6515278c0	363	4	135	76	27
a2e67393-50d7-4bcc-9bbd-c695086a936a	55	622	626	78	276
a2ee5dde-4342-4e78-88c5-3c9a8e10cbf5	420	0	51	77	0
a2f02ff7-8433-4cb5-9324-34f13edeaca1	229	444	284	343	1175
a2f143d6-ba07-4ff0-960d-b29c3c716665	350	262	133	15	25
a3135834-3af0-4e98-bc6f-ad8ddf33db80	58	1267	265	480	0
a315b798-f037-48d5-91ed-e733e3bbd6ee	307	49	248	202	46
a319188c-6b80-4228-8f2b-8f423c0fcf97	433	0	17	25	1
a31b6123-c1b7-4cd0-86d8-b2e640cce9da	391	0	95	55	15
a3210fd0-344c-468e-8ff2-2d0869a2fb75	379	30	121	106	21
a330a96e-9897-4605-b5f1-5b5ef45cd365	265	219	249	194	0
a335b03d-41ac-4d41-a2a9-3134b5b0a0a7	446	0	0	32	6
a37a825c-d74e-46cc-92ef-b65016857b4a	330	468	57	34	239
a3914a6c-c622-11e3-bf01-24c6515278c0	274	256	239	119	642
a3deafcb-b54f-4b7e-89ac-c92c16fb919f	410	162	21	2	0
a3edc9cc-f54a-4459-a5d0-097879c811e5	409	68	48	104	57
a441697c-4ca0-4eab-9b01-b9cb50223ce2	460	8	0	2	10
a46f1e20-9e97-4dcc-a5ed-532aad9f3236	441	0	8	4	18
a47c2012-c13d-48ac-88b6-e09bfd50122b	357	0	150	115	0
a492a32b-bf2f-4f8c-b06e-794a4baa2fe7	377	147	91	0	11
a4beedc3-0e96-4e1c-90b4-3674dfc01786	434	67	0	0	0
a4c838df-6ac4-455a-8096-8ec680064374	360	0	157	344	14
a4ca18dc-c622-11e3-bf01-24c6515278c0	436	3	33	50	0
a4f8305f-4409-4776-b34d-4878d18c8693	452	0	9	30	3
a5346247-3f30-470a-b4ab-732180786291	395	131	62	0	85
a54aac0e-4108-49cf-bf50-687031c7cda6	457	0	0	16	8
a56cd282-f6c5-4373-b3d8-676562894598	447	0	0	34	9
a592e80a-3b1a-46aa-be30-bcd87d6bca6f	458	22	0	0	5
a5d5c238-0447-47fa-9a81-3b823cbdcea6	376	218	115	39	0
a6045753-60bb-4e65-bc89-1ef0b47aab35	288	77	315	108	9
a612b654-c622-11e3-bf01-24c6515278c0	155	250	457	296	88
a64000df-16e5-4b88-865f-5c680adf60eb	315	130	143	389	42
a65bcd07-c47d-4bda-a2bf-21f68cef2f3b	442	0	8	18	26
a67f4531-99ef-43df-82f5-f6abc4b11826	254	408	199	32	0
a68389d4-431f-4582-b4df-e8ad200aa3be	414	0	79	22	16
a6957d15-453c-4f3b-ab8c-c38054dfe548	378	0	106	178	158
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	311	272	87	596	824
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	22	41	956	150	122
a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c	406	220	1	264	152
a6ebe0c0-8aab-4b9f-8328-4b795895a77d	335	449	82	21	34
a7314730-c622-11e3-bf01-24c6515278c0	370	363	8	99	125
a742a46d-2594-4efe-a701-4a2737ffae81	449	10	0	0	8
a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	200	760	222	81	211
a78544d7-65c6-4778-af62-ceec24c14056	349	5	170	200	0
a7a56d67-1bd7-4d69-9237-34c2d261261b	211	100	450	59	20
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	456	0	0	17	7
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	447	0	0	3	11
a8041e86-071e-46cd-8fb5-7ecdc1ab0553	299	319	141	362	113
a83e247a-8f65-4be4-9c6e-a72c4abffae8	458	0	0	19	9
a846f5e8-c622-11e3-bf01-24c6515278c0	314	27	234	166	0
a84915de-6562-4836-86f9-f2a05598296e	256	289	304	0	193
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	0	2984	0	585	1337
a876398c-5b1d-444f-a360-5fe2db697480	93	290	512	654	17
a89a2341-263d-4e7f-87fa-18d9692d6b2b	444	0	0	17	6
a8f86b64-914c-4d89-897b-33bcdd1759f7	432	0	61	90	62
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	58	1094	0	2550	562
a94d63fa-c622-11e3-bf01-24c6515278c0	300	0	279	120	0
a96eddfc-3afb-4bf8-a440-c91778113fbd	264	366	205	81	148
a971ac23-0664-405d-9f5c-9ca892af003e	435	0	32	31	0
a9a240f3-d237-4bb8-b968-e4a3cc7c2633	446	0	0	16	5
a9c29edd-2ef1-46ef-93c6-796cf0332a2b	456	0	0	12	9
a9d055c6-6c53-4e85-8270-34883a1342a9	448	0	0	11	18
a9dbd55c-5dcc-48db-8785-6baef3fdd7db	448	15	11	36	0
a9ec7d9e-b179-4782-a589-43c7d1642be9	456	0	4	39	1
aa018d90-5250-4313-9f7c-a3f196765e07	434	12	31	72	2
aa06ae46-2336-4666-a3af-fc790daf8da4	308	316	36	762	75
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	456	0	0	12	11
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	431	81	0	0	0
aa2654f4-94f9-487a-b415-85df69261161	455	0	0	13	9
aa4a868a-df23-4eef-a618-e945aa2ce98a	285	88	263	302	20
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	451	36	0	0	5
aa58c09a-7799-4675-8310-d270224b163e	417	58	26	94	2
aa5907cb-3be3-4e23-982d-719417baeb37	445	8	0	24	3
aa847c3d-d3a7-46aa-a81b-db5099a458fb	441	0	38	21	8
aabddb20-c622-11e3-bf01-24c6515278c0	90	13	594	1037	381
aacaba97-ecde-440b-aae0-0e9c608c4b24	224	877	175	74	1032
aad8c8d6-d828-4aac-9cfb-cee893e36850	414	67	44	29	0
ab318624-db9d-41d8-b7b8-34712434f28f	442	0	21	43	0
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	180	50	559	59	129
ab923db7-54e8-4a50-b7fd-c2b4b300041e	369	272	78	9	13
abbbe65c-c622-11e3-bf01-24c6515278c0	316	178	166	164	43
abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	333	152	136	220	30
abd2d959-d5ed-4eb3-9759-67eb1aa23325	312	8	214	394	2
abe290ed-67c8-42bb-84f7-0d32a5f8f3db	190	706	241	90	285
abedd46c-47b8-4242-adb6-12835400cb3f	456	0	0	24	6
ac02c38e-5fca-4995-b0cc-39b6189976a3	331	95	148	558	48
ac1bd179-8285-468c-ab9f-7f91151ca0f2	449	0	0	8	28
ac23a8d2-ac42-4031-9dd4-9b56baeb246e	451	0	6	56	0
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	405	0	64	46	0
aca4d810-9540-4ce3-8ceb-72d396c9b704	450	53	0	0	0
acb5e263-111b-43d8-9bd1-adb9a54e0fc0	445	0	0	4	10
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	222	25	474	85	29
acc629cb-ad03-4cec-9b21-922e4932ef3e	345	0	155	122	0
accfc45b-eae0-4991-a488-e217cdb46655	353	0	128	82	0
acd510de-b732-4a1a-8b72-6d22e763540b	109	1586	0	567	195
ad007b59-46f6-48b9-958a-2b9d28cca3b7	322	3	219	81	0
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	444	14	21	13	17
ad41f1f3-e38e-4418-9c16-52bca5719f39	334	347	112	101	88
ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f	231	0	388	527	2
ad874249-9964-4e48-aa3f-7e828ea28f3f	445	0	0	16	6
ad92f17f-11e6-49bd-9835-6b2f47053485	445	0	0	25	4
ad9455e9-7147-489e-9b1f-3540c457c260	336	134	126	66	0
add0b0f6-b4a8-4b73-b634-c3600dc567d5	456	0	0	7	11
adfbba82-c622-11e3-bf01-24c6515278c0	393	0	73	235	8
ae464652-2f8c-4d94-8b08-cd8f1d29256e	458	0	0	0	14
ae82fead-2671-4335-a342-67bb69935ad9	226	532	206	267	99
aed4363b-19b8-4cb5-aa34-a442410d0796	339	339	71	99	0
aeeb01b4-790e-4929-bd59-6aad837603b1	457	0	0	8	10
af2cbdb6-c622-11e3-bf01-24c6515278c0	427	0	56	24	5
af96db5a-684f-41d1-a910-5a5193393d9c	306	162	198	25	0
af9cfac8-7fbe-49cb-aeca-8d68aea57994	111	1204	175	251	1012
afd1f2e0-343c-416d-8e8f-2177f312c2f0	443	0	0	13	8
afee5b10-3dff-4e50-9575-bc9fe20c5dea	160	0	499	956	97
aff5793b-3197-4d1d-bf0a-9b0ded5f2937	444	0	0	1	10
affa4ef4-02ec-40f1-b6a2-739f8bf2afa9	366	142	76	317	40
b02b4bba-6e66-44fb-a48f-38c309aaaac5	274	0	250	503	0
b04624d2-d8f8-4b51-be1b-72c73d8055f9	338	16	168	555	40
b061cb06-e927-4f24-82bb-9e651f7ae0e3	444	41	0	0	10
b070af2a-c622-11e3-bf01-24c6515278c0	244	570	181	0	343
b07bad52-d44c-4b27-900a-960985bfadec	391	21	110	72	0
b0a83df8-dd2c-4c1b-b238-9081d2c22258	445	0	0	9	7
b0c61486-b061-4b6b-ac02-130a3ea0b080	442	0	2	25	5
b0d1fde4-928f-4f4c-bff6-33b885582bb5	458	0	0	1	13
b0f3087b-6f9c-47e9-b487-6726af1cb90b	449	0	16	14	9
b16780b0-75ba-4304-87e0-33f1e321b622	360	307	20	0	0
b1753e9c-29d0-4955-89d2-949cdabd1211	455	0	0	1	12
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	459	0	0	6	12
b1d2457d-3267-46ba-9fdf-663985e60538	448	0	0	11	8
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	368	23	124	126	4
b1f19de6-c622-11e3-bf01-24c6515278c0	351	0	158	198	0
b1f2442f-a973-47b4-9891-f028f0d44adc	391	0	83	48	0
b2190e26-1809-4aba-9f45-07c2edb3b4a4	430	75	0	0	0
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	17	1442	24	1918	0
b24feafa-f2e9-4498-8471-a9e42c80cc9f	469	0	0	0	12
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	422	0	46	143	0
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	0	602	581	1447	0
b28f7607-f162-425f-b44d-64e9633c8824	446	0	0	8	9
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	442	2	25	74	15
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	400	101	76	159	145
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	328	23	185	149	0
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	326	0	270	23	17
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	445	0	0	15	11
b32449c0-c622-11e3-bf01-24c6515278c0	232	568	195	151	22
b330c50b-c45f-413d-918f-33275d0d8f91	457	0	0	20	6
b33978c6-a855-4f9d-a0b0-d79453b9de41	366	0	158	35	0
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	314	0	287	47	2
b35d9a68-29f4-49ab-b83e-b5151679e3af	0	2078	14	1561	1366
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	392	19	111	54	4
b38d0777-4901-48b8-9cdc-33b7f13a424f	88	146	528	525	0
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	393	134	41	44	0
b3befa40-8f44-4eb6-ada0-ec395f460656	223	657	222	57	269
b3f1d232-4392-4258-9256-d38ff4b59f94	359	1	155	200	0
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	292	0	286	102	0
b421b9ca-c622-11e3-bf01-24c6515278c0	260	574	230	68	377
b42d183c-bc9c-4652-9e56-10c54c5ee96e	369	223	57	48	0
b47aa163-eec9-4225-940b-4373e78152e2	381	0	97	120	0
b4860b5f-0a80-4fb2-81e1-4bafeb525b1c	459	0	0	14	11
b499032c-6cb8-4646-a95b-10af2a21a289	450	0	0	0	13
b49d5310-3cc5-4386-9444-cf0d61b52376	202	251	378	294	0
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	358	0	126	89	0
b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d	465	1	7	22	4
b4f515ce-5bee-4e40-a66a-01f41e92181e	259	241	287	57	0
b51fa117-2c0a-4e1d-8ec4-9f039073a486	451	14	2	41	0
b537bc07-9998-49f4-bbbe-5b617152bfd9	371	0	146	85	0
b53dcb4d-f894-47b8-8a4e-17c7998d8120	161	635	299	594	219
b54b9433-ec10-4cb5-a860-4555da64917b	155	729	355	256	14
b55751c4-c622-11e3-bf01-24c6515278c0	390	0	111	97	25
b5cabba2-30a4-458e-897c-00ec3fefa6d2	416	76	32	38	10
b5cc4a6d-93a9-497c-a7bb-a5db82edc176	460	0	0	0	13
b5dd0bc9-6c1c-4272-b920-744de37d0aee	314	0	208	324	0
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	383	0	67	367	17
b60392fb-43d9-4c9c-b91b-ded40492e61c	398	331	31	0	18
b61f7f76-f365-4071-a28d-bf354d5a670d	447	4	0	6	10
b6365bdb-e6d5-4615-95b3-db12a0c2f3d9	445	0	0	8	9
b64173fc-abac-4695-902b-f0acf9444e9f	436	63	0	12	0
b67208c4-c622-11e3-bf01-24c6515278c0	392	16	97	59	5
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	458	0	0	3	13
b68f18e1-0117-420c-9405-e8d3a1e8caff	426	7	45	36	0
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	255	123	307	271	0
b7008a98-5aa0-4cc9-9bee-af2a422266db	256	148	299	408	27
b710b214-5666-4054-97ef-3b9ac2bd90ac	98	371	356	864	0
b73523d7-f5a5-4140-8537-4df4d1ecf465	207	712	198	162	251
b752b444-f033-4be4-9d24-e5e80b4181af	0	2061	279	179	351
b757a040-3c9e-45e7-a045-9cd08db11d62	0	1309	338	1066	594
b75b2663-dcc6-411c-bfcc-574aa33cf388	242	23	333	195	0
b77084ab-8148-49e0-b3f9-90f7d9ea1862	147	571	178	1017	154
b7722577-f200-4dec-97f6-4fab3a9ba52d	422	0	31	39	0
b77543e4-c622-11e3-bf01-24c6515278c0	228	183	374	111	3
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	332	131	195	133	25
b7f11036-7ac4-41bc-a9a4-64162725fdfc	283	303	98	491	453
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	445	34	0	0	5
b7fbd99c-dea0-4448-a430-7f94c611e702	392	106	48	22	0
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	457	0	0	0	12
b80ca528-2c5f-400c-8df3-9c47869a64c2	405	0	55	76	0
b8151614-b08f-49a3-ab6f-2e780f765a17	370	0	138	280	39
b8270565-9e02-4d46-9534-08206bfd027a	407	52	85	85	37
b86655a4-c622-11e3-bf01-24c6515278c0	416	205	0	0	23
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	292	716	0	401	271
b86e88e7-0d5f-4b32-a35f-dc97251ab990	382	11	124	96	5
b88f014e-bc0f-4775-8228-39e0b471c3b0	282	548	128	140	311
b8cd6882-be27-4742-bc63-3227d31bf704	440	0	13	15	5
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	272	289	231	230	92
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	374	0	118	121	0
b97941dd-9844-4db2-9e25-42c725f47d70	275	41	217	375	0
b994762c-c622-11e3-bf01-24c6515278c0	274	194	252	123	0
b9bcba3a-c9be-4305-b5f4-c861282921e0	177	592	366	95	41
b9d1a64e-d445-4174-a5b4-76dd6ea69419	401	202	24	0	0
b9d2e29e-8546-4310-aeea-e029f17c0516	455	0	4	18	7
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	349	0	140	174	0
b9f03936-1de5-4330-8b0f-6d0ab533876e	439	20	29	34	0
ba096d4f-5a6c-4c31-ae03-e7483cf58c38	347	71	158	135	0
ba5667da-7688-4931-bdb7-d65f391caf60	443	0	0	5	11
ba67c02a-180b-43f3-b53c-2b77d84fbe3c	463	1	0	8	10
ba686386-8113-4885-b20f-6ad09a295604	451	0	0	0	11
ba940092-c622-11e3-bf01-24c6515278c0	0	2600	330	0	676
ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8	433	12	39	32	0
baa02e74-9cae-4996-858e-17d9f52d924b	433	11	43	17	6
bb02202f-d140-4bec-95ce-5c2b117a2167	311	0	196	390	0
bb45c6f5-49cb-418d-85bb-3ded165e2d07	456	0	0	21	7
bb567851-d4ff-4a93-8576-04a37aea68af	443	0	0	12	10
bb5bedd3-d8fc-4739-8e6b-9e37223f8be2	308	135	239	119	24
bb6150f7-23e4-40f2-b466-6b6edd19c502	358	255	102	30	0
bb659e7c-0b97-41b5-ac10-a66bb1f6f283	355	0	120	123	0
bb65d670-0411-4fc5-a6cb-019caec1ab36	198	539	303	294	170
bb66787e-e0b2-45b6-b452-98a6c32132e7	445	0	0	9	7
bb8176a7-ea7c-42d7-a85a-cec1ca386f2e	431	7	27	92	14
bb91765e-4c55-4e7d-93e8-77face8c91f4	457	0	1	19	9
bba106ce-c622-11e3-bf01-24c6515278c0	340	95	162	58	50
bbb2cf2f-8f32-43d4-846c-d1020e6329ec	271	533	73	236	291
bbbc531a-dd41-40b7-ae59-e35508aea0c7	446	37	5	56	99
bbdd7393-024b-4073-b5bc-ef7a68c15b8a	188	94	401	432	0
bbe59385-5f83-43f6-a485-517c860bef6f	248	788	99	218	11
bbff7954-95ec-455c-b0bc-92f67a09ee77	342	366	70	61	296
bc0dee07-de20-44d6-be65-05af7e63ac96	0	2151	0	2088	264
bc1d5327-2e76-4e0e-b749-72a559469d0d	156	686	312	62	219
bc395326-1656-4ef2-bb19-0cb29194b91c	446	0	0	0	11
bc5160ae-d629-46c4-b068-7075876b9103	448	9	0	0	11
bc69c97c-65c1-4e1c-a241-d17d3130e024	452	0	5	16	7
bc9b66f5-fcb8-4545-ab2d-438bb810edc0	89	54	575	602	0
bc9f105f-6d99-44ac-9871-67defd5e85cd	148	0	648	211	61
bcc74a5e-c622-11e3-bf01-24c6515278c0	315	17	218	82	0
bcc819eb-f4d8-4ddc-9fdc-a6307fb6741b	422	0	41	12	15
bcd52bcb-6e35-4220-9775-96dabff926b4	456	0	0	0	13
bce88385-4a1b-4a8c-920c-060f6a2675d4	280	366	188	120	120
bcef0b6c-6584-4090-9d28-ef784a7e5fbb	330	307	100	130	0
bcefbf6a-80ff-4825-9d3a-492e2dceb35d	228	650	245	7	0
bcf54c96-2b62-4e24-926f-d77576250dd1	442	0	7	34	1
bcf76f1a-7109-422d-94c9-5e8364895fa0	0	3630	0	1760	2253
bcf858fd-cc3b-4fde-ab10-eb96216f4366	444	0	0	8	9
