Samples	SBS80A	SBS80B	SBS80C	SBS80D
72a27124-24b9-41f7-a065-774fdf5f7d19	447	0	35	0
72a5e569-99d4-47bc-be1b-6296a5025080	422	0	69	48
72b62805-76f9-476a-b876-a781e69a2c90	448	7	0	0
72c22a8c-c622-11e3-bf01-24c6515278c0	342	0	311	122
72f0a49a-aec8-47e5-846a-956c4da1507c	137	5207	619	0
72f82fbd-9838-4082-b605-bc3d80226f16	271	309	0	304
7303f9fe-88bb-48ba-b9b4-ebf9e4770c1c	349	30	87	187
73058c80-607e-4b55-b112-8f8f6775d014	358	0	160	116
734a8251-9ecc-47f5-835f-846b67693ca6	333	22	80	258
7364a112-61b9-41c6-b85f-18c97c54cefd	447	3	25	0
73936e8b-c893-4afd-bd1f-be90c06a4869	271	262	40	304
73afad06-c623-11e3-bf01-24c6515278c0	246	239	220	352
73f7718b-f9b1-4a63-a561-0c9cc2abeb9f	425	0	49	37
74039acd-5aca-4c65-818c-3b577d295be0	372	748	87	44
7410c00d-ed0b-48dc-a4bf-eb76ac613980	188	119	617	356
741c4656-0fd0-416e-86c8-f6533b6c96f4	360	11	22	204
7456abd5-303e-4e6f-bf4e-47efefc7310f	163	1165	415	345
745b8756-0eab-423f-8cde-e0ff1aaa6596	309	192	209	192
748d3ff3-8699-4519-8e0f-26b6a0581bff	363	199	283	76
74b57d2c-a83f-4798-b86b-a533975e4cc0	14	2573	1971	0
74db46a8-a499-4951-af33-1d53b7d1c9b4	460	8	0	0
74e5905f-6350-498a-9454-9ea0593d2f56	246	1989	420	165
74ec279a-c622-11e3-bf01-24c6515278c0	317	10	93	233
7512b38c-c623-11e3-bf01-24c6515278c0	331	93	361	156
754d26af-f184-497c-856a-cd1ea7a5115c	396	117	0	102
759d30b2-ddb8-49e2-a604-57ff9222d3a0	448	7	6	0
759e20be-6a2b-4c54-aca0-6d358598d6f5	447	8	6	0
75ad15b9-8f9c-40c1-9ca6-1e8454fbd310	276	343	219	230
75ba6722-1148-4a52-a9ed-68d890238205	212	271	164	396
75cd90ef-e884-4812-bbf3-5a524d95147e	234	0	415	269
75e1bdbc-474e-4367-9b4a-963b31f3b297	439	78	0	11
75fac59c-3346-4c5a-bb9f-fb67fec8d13b	304	16	256	218
760881cc-c623-11e3-bf01-24c6515278c0	358	0	835	49
7625877a-7a2b-466f-944b-9e56689ad47b	290	0	192	237
764ded9e-c622-11e3-bf01-24c6515278c0	421	0	79	63
767517f2-f94c-44bb-9af6-36b662b166ef	459	2	22	0
76788f17-257d-47c7-ad85-ac5f959216b5	460	8	16	0
769e2ac9-a121-4b2a-a0fd-5f755b579811	445	0	32	0
76a0d9c9-5e69-44e8-9ed2-6d2e387803fc	337	0	197	158
7731ef7f-25bd-42f5-9a20-be249306a711	266	752	500	85
7789ef18-c623-11e3-bf01-24c6515278c0	223	0	296	315
77bf9514-88da-473b-9a91-f669ef3cd343	199	51	859	297
77c022d3-2f29-49d3-a1df-cc2e9407fd7f	76	131	1781	344
77ebe6d2-6537-49d3-849d-fe93e2cf52af	461	7	6	0
78100212-65aa-4365-8b64-4b33f77732d5	338	33	155	193
78103d9b-0b8a-431e-bb58-5c99fbea12e4	109	406	110	626
7815397b-aa39-4b79-bcaa-6859a3f115f8	460	13	0	0
783579bd-e29d-457c-8236-1a80b557600c	305	0	289	252
7866dfb2-46b3-42b4-905b-12f80593d6bd	141	674	106	406
786fc3e4-e2bf-4914-9251-41c800ebb2fa	331	0	142	150
78bc2608-c623-11e3-bf01-24c6515278c0	354	0	121	117
78bc4dfa-c622-11e3-bf01-24c6515278c0	427	0	40	43
78bd2aa8-e5f6-4b4b-96f0-d406fbdbcee8	425	0	72	40
79133e29-ba0b-4e2f-a6d9-bf294c5144f0	448	7	0	0
79169c46-7049-4576-9885-63973db76ab9	461	7	6	0
79353875-9d86-4063-a8ea-1d998acb1e81	429	0	50	19
79524d64-8f4a-4889-b345-33198808b9de	448	0	52	11
796a8782-6d7e-47c8-b322-fcfe1dd240c8	406	25	78	73
7981bbf3-dceb-4d89-900c-555967e97921	349	31	67	170
79914ce9-04d8-4b0d-9f16-2e528044966e	132	0	219	705
79b23f34-c623-11e3-bf01-24c6515278c0	396	0	105	90
79e81ab3-5466-4324-9387-2de00d62315c	441	0	35	26
79eb7bba-f0d8-462c-add7-20a2fb7843e1	263	185	429	269
79fa8423-2014-4536-a1f9-cb48aed3c45f	445	2	35	0
7a4f6014-f7a2-459b-bc43-df164e73cbba	196	1067	443	291
7a5d3b6b-be5a-4e55-9255-32a069b8af3d	367	71	162	130
7a6cb147-a576-446d-a605-fa846ea3d1ad	330	0	163	197
7a86abdc-d554-43bd-ad47-22d439c930ef	458	8	8	0
7a921087-8e62-4a93-a757-fd8cdbe1eb8f	157	0	765	365
7a95af21-ca7c-4596-9c83-66d11ca0c417	143	0	128	693
7ac0b303-d685-4fa5-bfec-34d2ba1dbc8e	141	1156	202	458
7ac3e543-3bc2-4a59-84fc-b5aa0def592c	425	49	23	50
7adcea71-1aed-450c-b0ff-b9d9820c6153	255	0	475	276
7ae3671f-bf98-4693-8f35-3b762c9121d4	468	10	12	0
7ae510f8-c622-11e3-bf01-24c6515278c0	383	0	116	102
7ae872a6-c623-11e3-bf01-24c6515278c0	320	102	180	188
7ae9b843-488f-459c-8c0d-c81dcae57f99	308	0	267	191
7b08e810-f3c9-4155-ac11-f45a3a4f8b41	203	186	314	372
7b0b60c7-5fa0-440e-937f-8d82119330d6	426	228	0	7
7b296706-b535-45a0-9a8e-4a34a8c33bb5	460	3	17	0
7b318282-5df4-42bc-b1e0-0e4a66ba9204	424	88	42	75
7b482f46-adcc-48ae-a4d6-17f4edd998dc	358	436	221	99
7ba70717-d65e-4a45-af79-60a976770526	337	16	136	217
7bc3209f-b349-49bf-9b3d-44ef870b586f	377	172	140	103
7bd3d112-d411-4ea8-a9a9-bd965f0fc943	443	2	144	14
7bd4d5e2-69ee-4264-93e4-2ba01418c460	326	53	62	138
7bdcb78a-c623-11e3-bf01-24c6515278c0	451	20	0	26
7c405ca0-c622-11e3-bf01-24c6515278c0	416	0	88	47
7c43c006-d917-4915-b304-65995b6c0d46	354	86	66	159
7c477f01-8000-49dc-a692-e47fc15e0b4f	459	5	34	0
7c5c2293-3f40-4ae3-8346-6a327b2abf4d	0	1047	575	686
7cae6c0b-36fe-411b-bbba-093a4c846d84	321	0	172	144
7cb71498-6ada-43c6-912b-bad4f93cf580	290	0	209	227
7ccb9a4d-6f48-41c2-a630-27fde8c67d60	376	5	184	96
7ccee959-1e87-4a39-b6b3-840ddcb94995	306	0	156	214
7cd7fe38-c623-11e3-bf01-24c6515278c0	327	40	127	228
7cdbe0e8-f614-4f54-b864-fd6b39e8ef1c	396	586	193	0
7d04f401-3505-410c-8def-0348ecd8aae2	259	311	230	292
7d2a22eb-7344-4cba-ad7d-94c3f9ef3d7c	456	0	59	0
7d2da7ba-f57c-4083-9572-6fa98008083b	237	0	713	284
7d332cb1-ba25-47e4-8bf8-d25e14f40d59	78	6784	1075	0
7d38018a-c622-11e3-bf01-24c6515278c0	419	21	34	70
7d52a9e7-b5a9-4519-96fd-e8be42a7890c	460	8	0	0
7d59205a-65ec-4341-9748-28639d82ed29	421	0	42	39
7d6fb1a7-7742-4b8c-9903-abff706240b5	362	0	134	111
7d734d06-f2b1-4924-a201-620ac8084c49	452	1386	28	0
7d7fff91-3f69-4123-b514-140ed3d9cd66	431	13	19	37
7dc3e035-c7ae-4164-a62b-9c2460812b05	393	0	101	100
7dc5f8ba-0080-43d3-8426-bd527a970761	120	983	207	530
7dd2dc62-0eb4-4d45-86f1-e9e9377181ca	274	0	545	273
7dddd413-d2c6-4f75-bbf6-3b202877546e	460	10	0	0
7df3a542-c623-11e3-bf01-24c6515278c0	271	87	227	265
7dfcfe29-3900-4d7b-8067-60c51584b0b1	447	11	0	0
7e036d40-b669-4929-a1e2-c4736e01a473	78	493	848	557
7e10e325-16d2-42df-b957-df4d3a9477d0	346	0	96	130
7e22401d-f4cd-44c5-8a01-b08a439e5a31	331	116	261	160
7e305f31-fbb0-4bce-894b-1dd85e303421	433	0	105	16
7e4d570e-f26b-41fb-84c5-2a6f7d668bb5	402	0	324	9
7e584ff6-0b81-4f85-81da-b8117afee326	247	538	333	242
7eac4710-c622-11e3-bf01-24c6515278c0	305	0	219	203
7eb0ee38-fbe2-49ea-ba63-aa13825eca6e	351	89	0	188
7eb0f792-858f-45d1-a908-125b02ea1506	234	258	447	311
7edc42d3-d08e-4360-a3e1-aeb57cfc6640	225	1242	879	84
7ef9fd9b-d349-4ec3-ab4d-1a1d11c0204b	417	1	92	72
7f031d71-3cb7-4744-86bd-a3beecfe166e	186	278	133	429
7f03cb4b-60b1-460c-b761-402e7ca09b0d	449	10	0	0
7f22b0f7-4040-4c84-939e-894c3050ef5d	447	0	43	2
7f42e118-aab6-438a-9e84-e7451fe12d7e	354	63	118	172
7f5fd36f-6e30-45ca-92a5-d8a8a8ee1bc2	267	0	283	276
7f795952-c623-11e3-bf01-24c6515278c0	424	41	24	58
7f7e007e-4b06-4328-b116-6dcdb2ad8181	447	14	8	0
7f9382a5-f6da-4fe8-93ad-6adc91f508fa	460	8	6	0
7f94d650-41b9-4664-bcde-dc8533e4602d	182	599	471	372
7fba5aac-c622-11e3-bf01-24c6515278c0	380	259	3	89
7fc7b316-f3d3-4e71-9417-423fe334e6bc	271	371	682	300
7fcd8af9-4d73-4c97-95cc-b30b09f21bb2	378	0	153	78
7fdd07a4-4a27-40c3-af92-a0074e6391f5	320	245	79	222
7fe96e71-436d-49d4-9e47-e104e1203568	334	0	179	185
801e67c8-c506-410a-bdf0-856a66e974f4	159	870	121	445
8044a282-bc2c-47c6-8a85-53c3b5eeb08f	439	1	33	42
804ffa2e-158b-447d-945c-707684134c87	431	0	61	37
8093649a-74d6-4832-9154-8cc0182fa381	189	1017	556	237
80ab6c08-c622-11e3-bf01-24c6515278c0	449	7	0	0
80ebcecc-4a7a-40dd-914c-f0648a58095f	373	222	275	101
80f02aec-c07a-4bcb-b547-e60f8c33a7b1	218	0	456	340
81598359-24d5-4a8b-a6e6-7a6f94289119	317	144	171	202
819b4304-c622-11e3-bf01-24c6515278c0	401	1376	107	0
81a8b064-e735-455f-b2db-af7ae11daac4	0	2020	271	732
81b1e78c-6032-4ff4-b52a-83456b9450ea	373	114	0	118
81b4dd02-34ec-4ddc-8818-ed888a60ad88	456	4	67	0
81bb13fc-f082-4c0b-8066-1729f11ef617	454	43	0	0
81bc7f0c-865d-4801-a935-2ab04170df53	248	0	245	305
81c7a8c1-8a6a-4e78-a72c-f7c021c67ff7	388	5	131	104
81cc0f39-6677-4f2e-9a75-d30152b188f3	405	0	71	85
81d0d6bb-7319-4b67-bcf7-36df24e76b43	459	10	8	0
8282283d-247a-431d-9421-0fcc52f0a897	286	0	407	269
8294a969-59a1-4d3b-895b-f07e96bf9f7a	380	0	107	85
82aefe8e-c622-11e3-bf01-24c6515278c0	417	0	43	55
82b8cda8-fbff-455e-b0db-7ff6528bd6c8	314	282	156	169
82be6087-a491-42d4-9b48-6a10d1bace18	148	1550	151	335
82d2ea5f-ebdc-4907-a287-fe837fd6b59c	62	1554	0	635
82d7fa2d-19cd-41b7-8ed1-ea9fb9a544c6	427	0	215	0
836ec5a5-e385-4236-83e7-2641ee35db7f	328	0	319	128
83a1b304-2ec1-44ae-a9c5-8ad3a2a46a1f	432	28	39	52
83d57c5c-c622-11e3-bf01-24c6515278c0	403	3	92	78
83eca7b5-45bb-44c0-8afe-36f8988d0078	322	70	199	227
8404ef5b-7a64-47fe-98f9-3f63619d2d99	460	8	16	0
841eb82b-347d-4d7f-805f-3f3701a2983d	425	0	88	57
842df341-d34f-4ed6-928c-eaf15bf7f667	334	0	172	145
8454fe53-869d-41c8-b0c8-a7929d00eec3	217	273	476	319
84a0bc36-9f29-4b23-aee1-bf5ff71f697b	326	116	0	246
84a6ea88-eeb8-4060-a90c-e4abac013ad4	130	10	441	600
84aa2983-714b-49fd-af93-f18ed4d6a6cb	413	0	75	52
84ae4dd8-f661-46aa-9892-69742e2f3542	392	0	149	67
84c77098-03d0-4b22-afb1-797703e85c6c	166	1238	403	233
84ca6ab0-9edc-4636-9d27-55cdba334d7d	0	3965	1561	56
84e601b7-dfa5-4cd5-9fef-07f03967a0d4	244	586	96	307
84fe77b4-f6cc-49bf-a6b9-1621ec9394f8	140	2	1291	317
850389d4-c622-11e3-bf01-24c6515278c0	395	6	99	111
85422a8e-2599-4dab-a257-150e380ecba8	449	8	1	0
85448d11-9f84-44b7-8ae3-a115f24bdb76	444	0	48	0
857a8354-9589-424e-98f4-98b9bfd6dcb0	453	0	21	0
858631eb-4e91-4aad-809c-c3948519313d	250	302	0	398
85d915b8-0184-4ec7-93ad-e9ffa2f5743b	437	0	36	9
85e29049-a5e8-49fa-a576-e113c7b2c2e3	352	163	534	37
85ed2434-da94-4333-90ca-6ca4691cbdd3	460	7	7	0
86386b36-2950-4479-b79f-4b347053c8bc	450	8	17	0
8658f4f5-9a50-4195-8ea3-227951977647	172	0	621	415
8659a35e-c622-11e3-bf01-24c6515278c0	353	91	44	191
866ecfe7-caa6-4565-9418-6b9d6c8a3b43	447	0	38	20
86874a67-aa86-45f1-be32-3b2722ebedec	130	52	159	747
8689b53c-8883-479c-85f6-d13b86272b5d	328	0	522	70
868c95ad-45df-4f8e-9553-b7c2c5679deb	428	76	0	42
8691c87f-2468-44bb-a670-3dccd6da33c6	351	312	51	156
86ae34f9-e16a-4593-8e55-b1296782bc1f	437	0	36	10
86cbb7ad-b22b-414f-a122-77d38c77207d	456	5	22	0
86f23897-dba0-4e89-8381-d174eaa6fcc1	50	2252	1004	120
870e7aa5-a9c2-4c4e-afa8-36bb3bdc4eee	445	0	31	0
873ed251-fa44-465f-99e0-c90a42ea13d9	462	17	13	0
874f64e9-8a0d-4f88-92c4-7e831842b1d1	449	5	27	0
87671312-c622-11e3-bf01-24c6515278c0	356	88	379	106
878a7fe7-20ff-4651-9587-b4d6fd42e929	284	201	130	281
87e0b332-60f3-4d59-8c4e-691a820c9ee1	449	8	5	0
87e1ffee-a8cd-4d75-937e-ed415cf43546	328	0	283	140
880e6970-0131-4966-b13e-8614d33f0df7	453	7	22	8
88395c0e-4afe-434d-8b20-5a3eef8b7f00	449	20	3	1
8845fce6-e2b4-4929-942b-57096b0bbafc	440	4	46	0
8853cbee-7931-49a6-b063-a806943a10ad	392	5	89	124
8867bdef-3a8d-433e-b10f-d752e2cbb022	75	1418	571	402
887616c5-06a7-4e83-948c-3546202349fb	274	0	351	248
8888e808-594b-4c76-b2e4-62aa56736f7c	0	1156	387	721
889fb525-5055-4408-a12e-17f1225c9d29	413	0	46	45
88bc38ba-ad1d-431e-a67e-0a5a23678386	357	0	173	145
88d5a8b2-daba-45ce-90bf-480fac85bf1d	374	0	205	127
88d82a42-c622-11e3-bf01-24c6515278c0	376	0	151	109
88e35d25-d98d-4576-8ebe-1cd74010ecd8	384	168	104	77
88f2c496-3eb4-4c03-b3a5-8d5a55803aaf	321	0	492	108
890e840c-1d1d-4874-a8eb-f9d9a2b50a1c	202	0	484	338
89195d56-1ef2-41df-b200-9f18e38f574a	89	540	0	682
8930735a-4eb4-4489-8513-d4b600c316ab	446	0	40	12
897a4500-6fb8-4e81-aa07-021a26d632fb	300	193	526	151
897ba508-d74b-46bf-8554-1210a66a36d1	311	246	280	202
89c48e53-c8a9-4518-b3b8-509cdcaff52b	326	223	59	195
89dad92e-5b3f-479a-a6da-a94ee7df7f8a	42	922	2447	0
89f34810-19c6-47bc-981d-98498b013686	461	11	4	0
8a2580c3-9c89-4cb0-b94d-3eca15dac1c3	291	139	69	317
8a69f3ca-4e17-4daa-8722-a36316e345ba	81	0	807	568
8a6d6b2e-c622-11e3-bf01-24c6515278c0	422	0	62	22
8a8dd718-c46e-462a-9793-83d88f5caa7f	364	0	36	155
8a929c55-35a6-4645-bb70-4b85d281b139	302	189	197	201
8a9359de-b0ad-4a2d-a543-e3b982697db9	449	6	7	0
8b0c4c91-2d07-4a9b-97a1-d2bda003437e	373	72	201	96
8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	74	1035	2064	27
8bbe4006-be0a-4cd5-91f6-529100d4f06e	370	0	100	114
8bda75a6-86b9-458e-948b-05049b4c52ce	365	177	74	94
8be2b0f5-7bad-4720-b13c-e95b32bdb933	276	70	468	247
8be6b14d-286a-471b-a282-ab98bc6050c3	402	0	149	58
8c0a7dfa-6ec3-4262-b718-c3605722df37	268	0	206	301
8c233a11-3b2e-4273-bbe1-b5a5f5a351d5	405	2	115	91
8c4038b6-c02a-46db-9514-c13b88d9bf48	447	3	17	0
8c443bd0-7987-44de-b312-5b859e6d13a9	363	0	669	0
8c46a1df-1c10-4188-992a-a55b782494c9	373	0	92	81
8c4ebff2-8318-4046-98f5-da8f6b1a9e3b	461	26	16	0
8c5f9574-c622-11e3-bf01-24c6515278c0	416	52	12	60
8c619cbc-9e91-4716-9711-5236e55d8f46	337	0	307	170
8c850df7-d48e-4386-b3a5-cac5da865ea5	414	0	187	30
8ca665f8-fe78-48bf-8c0f-c606d92885d4	221	228	33	432
8cbd1752-7eea-46d3-8623-09e96dfb1fdf	430	33	33	18
8cce153d-953d-40c5-976b-60f6a143608c	441	0	32	10
8ce95cae-6adb-4bac-b072-94e2d9b70017	449	12	0	0
8cf713ff-256b-4411-a1b4-5bf6f445b747	427	0	94	26
8cf9b32d-3d6f-4898-8c7a-89511b754021	464	14	0	0
8d4cb709-c95c-4bdc-844b-c0bfa2a3028e	113	840	378	457
8d5ffe62-6dd9-4764-b0b7-5e3010eefe6d	286	182	444	233
8d67c121-37d0-4fc0-a349-2c9452589d65	385	40	149	118
8d7592e2-c622-11e3-bf01-24c6515278c0	373	0	123	99
8da641e4-9b12-4163-bd1e-9d5af91e5186	317	146	280	225
8dd14f0e-8601-4aa1-864c-3c49e768cdd1	118	199	880	433
8ddcf0d9-312f-4055-8984-55d463face34	427	0	97	7
8e03e773-5557-4e78-889b-4710c515378f	135	978	296	450
8e48aa43-6cd1-4aef-83ce-2451b1b86e8e	174	383	735	390
8e7fe8bb-6b3d-428f-a232-97e6042a0f39	393	0	166	75
8ea666b7-2b6e-4df8-9a9d-b8265b9749b4	234	630	0	396
8eb90ea4-c622-11e3-bf01-24c6515278c0	444	23	49	2
8efb116f-4ecf-4191-8ebf-90a94c1880cf	460	17	3	0
8f558713-f32b-403b-aedf-c79efeb41c67	135	1476	155	559
8fa0484b-5f95-4ec8-b3de-cea2e8f3c5ca	456	0	46	0
8fa7549d-d0a6-4216-9763-74b0f21c0fd7	460	14	3	0
8fa9575b-b2c9-4bd7-8da1-3c2cdf0e39f6	457	0	34	3
8fb7fcac-6c1d-40c2-9309-b53821cbef30	459	15	0	0
8fc11cb6-9d79-41c3-bb45-0dadda890e8d	249	0	530	219
8fc7a4cc-c25d-4372-bf17-2dae795e5596	445	4	55	0
8fd5e62c-c622-11e3-bf01-24c6515278c0	434	1246	74	0
8ff9b1b6-a498-47fe-a970-ab7cfb64e653	249	377	163	330
9011cf17-0783-4f9d-b355-4f0fc1a2e78b	356	0	250	124
9020b6a5-8325-4b0d-84d9-04371c857910	276	929	456	51
9032b7fe-e38a-4641-a45e-67041668adc4	38	55	1353	550
90611290-e44c-438e-91aa-f3b83dae3b71	121	0	1220	286
906f6f1e-569d-4ce2-9273-1f305782f77f	435	93	3	7
9078333d-73d3-496a-9fc3-a94353b7e107	266	0	360	261
90883300-d4b6-45d7-af9a-4e4ce4104500	448	7	0	0
909f3c5d-89fc-419b-a654-75ac1dbb149f	461	11	0	0
90ab64be-2229-4a8e-b864-4260b6cb39e9	416	0	18	57
90b3c237-29a4-48b3-90b3-9f2c0ccb5928	412	232	289	34
90de4296-0223-4b9f-8abb-6db278bfc932	447	0	23	0
90fd404b-f734-41ed-a601-0f30e43625fc	248	59	256	345
91397d9c-3120-407f-8847-74b356943469	452	1	32	10
914421d2-898e-433e-bb66-b1710eaae2c7	349	16	308	164
915cbb43-9e00-433d-818f-531011bea57e	438	0	65	0
917564e4-c622-11e3-bf01-24c6515278c0	440	1	95	7
91b6fd6b-547a-47e4-8ecb-a6f1826ccfd3	214	0	549	272
91f458e6-64b7-454d-a542-b0aa23638fd8	152	2383	647	83
92126163-00c3-41f2-9ce6-7aad5f621407	445	10	15	0
924613ef-8732-4703-a387-136d37b2ba6b	445	8	11	0
924bcc4a-c982-43bf-8bbb-641dc983d65e	434	17	33	45
9258860c-a336-4075-996d-2ee0c18b281c	305	243	8	289
926a04de-ef57-4271-91db-e90de8aa8a1a	132	324	884	416
929f2216-6ab3-414f-a814-49b69d4b49d9	181	370	0	535
92dc0e0c-842f-40de-9c39-486b491ea80a	178	368	131	518
931b24da-5d6d-4c2d-8de9-ef32d6eb8565	0	1838	1491	272
9321341c-c622-11e3-bf01-24c6515278c0	408	129	207	19
935b113e-f5ed-4a07-8e1d-1603daba7f40	106	690	640	484
93a49462-4bd3-4efa-87a5-69006abba5a0	341	329	0	185
93b51c61-6eea-4228-a102-840a2e118522	454	8	0	0
93be2990-bceb-45fd-aca5-3358d96e9d5a	422	0	45	27
93ff786e-0165-4b02-8d27-806d422e93fc	453	0	43	12
94108975-b7a0-40ba-ad39-e44cc62e8cc0	161	846	239	382
941fcb56-e059-403d-aab1-0692a3ecc45e	101	1301	0	583
94244f28-4ba2-4aa6-a0fb-0cd9b94bf9cc	469	14	0	0
94431626-c622-11e3-bf01-24c6515278c0	0	617	716	701
94434272-4cbd-4b4d-bd98-44f18526dd69	457	5	13	0
945e6808-2887-4f32-ac32-8f9e00353bf6	405	99	41	85
94652d14-2e4d-4f4a-a4f7-8df77df788c0	413	157	252	6
94b5dc5a-701a-45e3-8f63-8231031a055a	461	17	1	0
94cf1801-a720-4b2f-aab5-0b76c8ccb242	461	13	0	0
950486ad-14f8-480a-b079-9cc3cd842090	448	9	4	0
9536f736-63bc-4099-bd54-740f5910f4a8	283	84	359	263
955763f0-0735-418f-9ea4-3c980a966002	447	6	12	0
9563a264-c622-11e3-bf01-24c6515278c0	407	43	107	55
95730d8b-327a-402c-a8bf-d71370f777a7	322	0	248	173
958d4d1d-25e2-43f2-a18b-59b2c66f0c05	405	0	103	55
959efb81-1d56-4659-9b7a-09f2b62483f2	457	3	35	0
95cc9620-7686-4805-a96c-cf8e659847c3	442	81	0	17
95e8d38a-122e-494c-a304-bef4275fed7e	135	779	69	524
95fc38ac-2b36-4c46-abbf-8d2d52ff9626	318	124	388	153
9623d295-c23d-4f2f-827c-69f767a26f1f	167	0	679	437
9650640f-154d-4696-aa96-3611c6fcee7b	339	0	296	151
96517058-18d2-4847-8085-768ca8aa1565	339	230	165	129
968929b0-6bfb-4a2c-bd4d-570bfcdb8a6a	460	1713	0	0
9689cb33-8ac9-4ee5-800d-3900769988af	449	7	0	0
96a2896c-1e32-4827-a526-6b7104832f9a	231	243	216	352
96abdbc8-c622-11e3-bf01-24c6515278c0	293	1039	587	47
96b67289-9c42-402b-8e30-9efb4d512bef	439	0	77	12
96ba50eb-3c12-41ad-ac7b-d23b2001fe44	123	369	518	485
96cca60e-17dc-44c3-90f7-1b57b0e08e5f	424	47	87	46
96dc785c-8417-4813-8d15-c32b22d78b74	285	537	132	236
96e3db14-2bb1-4f68-aed6-5e794750c96e	303	0	258	170
96e62134-b8cc-4931-9c99-1193448c7c93	435	0	31	13
96e99cf0-707e-49f3-9ec6-cb4f90ecf7e4	460	9	6	0
96ef40c3-8d4c-4fe1-a33a-99f5b205a0bb	429	4	222	10
96f337d2-cec4-4484-87cd-ab2109d2bf50	19	1870	625	423
97064332-1d4f-4571-93ff-354ffe6d7df9	222	0	298	378
973d0577-8ca4-44a1-817f-1d3c1bada151	168	1408	580	200
9749a9a5-cb7f-4038-a5f9-5e2d6b97c689	302	270	361	211
978ae91e-6ebe-4efa-97ff-cfad511ae7b3	428	118	4	31
97a6f44a-c622-11e3-bf01-24c6515278c0	459	9	0	0
97c1a300-978d-4df1-9e97-ce2f92b9eff1	448	7	0	0
97c46ede-b280-4344-8dbb-e860c6472239	251	182	99	351
97f451e5-a1cc-4f29-8318-0e6ae74efe2f	426	103	51	16
982b58c4-02b3-4e7d-8af0-4b133d0c7e50	288	0	441	203
983c14b8-f35b-497b-9fd4-5e5f5f0a7aa7	384	43	204	95
987528ac-437a-4eb8-a335-4f2076d5c006	0	1779	1022	511
987d41ee-6bab-490c-b0f2-bf28c0089de9	308	1910	109	49
9880c3c9-5685-42a7-8fe9-7585ea1a1d37	435	0	238	8
98bb3025-0637-4106-8621-12df7b5d662f	423	50	56	45
98d27916-c622-11e3-bf01-24c6515278c0	310	0	225	217
98e8f23c-5970-4fce-9551-4b11a772fe1b	119	1442	364	361
98f54445-b151-4aeb-b8cf-91d743ba066e	405	0	203	44
992d9566-b1da-421a-bf36-d23382b115fa	322	52	245	207
995a1ad2-faca-4a37-a59d-e62455985afb	402	0	99	63
99696731-c88f-427b-975b-1d90013e63ff	192	399	1147	129
9988eb07-01f6-4f83-8699-bb63e0525f08	185	1519	0	343
99bdc3da-c622-11e3-bf01-24c6515278c0	236	0	534	266
99e7016a-c3c1-431c-8838-beb78a3cc017	443	0	45	13
9a015939-8810-4808-9dfa-fb60a1173bc7	448	0	34	0
9a5bb831-8cb8-4de0-b94b-088cb38def1a	0	1904	1470	233
9a90f951-ad96-4883-b97f-ac43395dae5d	456	4	14	0
9aac83e4-c622-11e3-bf01-24c6515278c0	439	63	60	3
9ae0744a-9bc1-4cd7-b7cf-c6569ed9e4aa	245	0	4068	0
9ae33a63-6b1a-43bf-9205-463c867bcbc4	294	166	239	245
9aecfc8f-62ea-4acf-aa00-d1f0fe6c6556	420	43	87	66
9b3e7a03-cf8c-4da8-bc36-20129d7783ba	350	0	111	145
9b75735b-705d-4ebf-92a0-fbb190b95285	459	8	7	0
9ba2c970-c622-11e3-bf01-24c6515278c0	417	0	74	64
9ba6be6d-2032-444b-ab3c-dbee8023759d	347	0	160	139
9bb9164e-ea1b-49ab-bbcc-f59cf8c32345	250	335	0	338
9be1246b-3dc1-4928-8b89-2d5ed0c866e8	462	0	18	0
9beb4126-0112-4c06-80a3-e5dd1c2b88d5	359	80	0	165
9c00828e-e9ae-4b9c-959e-34837ee2b230	185	559	977	295
9c181313-5b4c-41c5-9ad5-a5a86fe609aa	460	3	25	0
9c27fedd-b1b3-4af0-9e9b-20271854db08	302	0	204	219
9c399826-087f-44b9-98c0-bd881646b0f4	358	164	118	129
9c681cd9-25fb-42ac-aa6b-bb962882fa22	235	391	179	319
9c70688d-6e43-4520-9262-eaae4e4d597d	318	863	513	51
9c730cfb-3fd6-428a-a0a4-c061ca5db06c	461	9	5	0
9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	458	17	0	0
9c857452-c81d-4b9e-87a8-5b41f4394f7c	272	293	0	307
9c949c63-aa63-4a84-ac5a-b5260775cee6	447	7	7	0
9cb80280-c622-11e3-bf01-24c6515278c0	318	23	416	187
9cdb1905-8b0f-48bd-ba37-11e7ac9646a0	370	0	145	104
9cfa4e8f-ea4d-433b-8c2c-54f66ecb7e43	473	6	20	0
9d2671b9-bd30-4e3c-aa74-01e31dd2531e	448	12	0	0
9d29543e-8601-4fd0-8e76-3df3de465cab	468	13	1	0
9d3b0b87-5fc5-4d09-9c63-4d5fc4bc46d0	459	9	0	0
9d691fa3-5c32-4b98-85c4-f6e0fd4c37e0	388	2251	359	0
9db994a0-c622-11e3-bf01-24c6515278c0	264	372	0	286
9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	75	0	1222	499
9de495d1-55b2-4535-9b0a-a999df35977c	203	0	653	328
9df57388-7de1-4c90-910e-ef63a246dff1	401	88	200	47
