Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O
9880c3c9-5685-42a7-8fe9-7585ea1a1d37	355	56	0	92	0	55	75	0	6	9	4	23	0	0	6
98bb3025-0637-4106-8621-12df7b5d662f	357	43	17	0	17	40	35	12	2	14	16	0	7	13	1
98d27916-c622-11e3-bf01-24c6515278c0	137	200	14	90	40	149	67	0	0	0	22	0	0	18	15
98e8f23c-5970-4fce-9551-4b11a772fe1b	51	286	187	301	773	0	67	112	5	36	0	182	69	204	13
98f54445-b151-4aeb-b8cf-91d743ba066e	354	68	0	38	0	22	109	0	26	0	23	10	2	0	0
992d9566-b1da-421a-bf36-d23382b115fa	217	138	21	84	14	84	92	24	59	8	46	0	11	0	28
995a1ad2-faca-4a37-a59d-e62455985afb	332	75	0	43	2	41	22	0	11	2	35	0	0	0	1
99696731-c88f-427b-975b-1d90013e63ff	27	227	108	795	115	99	60	69	46	0	212	0	78	13	18
9988eb07-01f6-4f83-8699-bb63e0525f08	30	120	318	5	483	182	19	588	115	89	0	75	23	0	0
99bdc3da-c622-11e3-bf01-24c6515278c0	31	348	3	212	0	120	195	0	15	0	51	34	0	16	11
99e7016a-c3c1-431c-8838-beb78a3cc017	395	40	0	0	0	14	29	0	0	1	22	0	0	0	0
9a015939-8810-4808-9dfa-fb60a1173bc7	419	12	1	0	0	0	21	0	0	0	23	0	0	0	6
9a5bb831-8cb8-4de0-b94b-088cb38def1a	18	0	1095	606	1028	0	157	0	0	200	0	419	0	43	41
9a90f951-ad96-4883-b97f-ac43395dae5d	432	14	0	0	0	0	20	0	0	5	1	0	1	1	0
9aac83e4-c622-11e3-bf01-24c6515278c0	379	7	0	23	18	44	25	12	2	13	29	0	12	0	1
9ae0744a-9bc1-4cd7-b7cf-c6569ed9e4aa	294	0	0	0	0	0	2117	0	0	139	0	1763	0	0	0
9ae33a63-6b1a-43bf-9205-463c867bcbc4	108	171	67	89	52	186	26	46	22	0	33	101	27	11	5
9aecfc8f-62ea-4acf-aa00-d1f0fe6c6556	388	0	30	10	0	40	56	0	56	15	0	0	6	15	0
9b3e7a03-cf8c-4da8-bc36-20129d7783ba	219	81	4	24	3	155	56	4	24	0	31	0	1	0	4
9b75735b-705d-4ebf-92a0-fbb190b95285	423	6	0	0	0	14	5	2	0	0	24	0	0	0	0
9ba2c970-c622-11e3-bf01-24c6515278c0	330	61	0	31	0	65	17	0	13	0	22	0	0	6	10
9ba6be6d-2032-444b-ab3c-dbee8023759d	231	156	0	21	0	72	64	0	7	0	48	44	0	0	3
9bb9164e-ea1b-49ab-bbcc-f59cf8c32345	105	36	75	0	116	259	0	94	124	0	69	0	29	12	4
9be1246b-3dc1-4928-8b89-2d5ed0c866e8	415	9	0	0	0	19	9	0	0	0	28	0	0	0	0
9beb4126-0112-4c06-80a3-e5dd1c2b88d5	206	0	1	0	54	236	5	0	23	41	25	0	5	0	8
9c00828e-e9ae-4b9c-959e-34837ee2b230	21	284	152	293	58	69	310	286	112	47	36	256	8	0	84
9c181313-5b4c-41c5-9ad5-a5a86fe609aa	436	9	4	0	0	1	13	0	0	0	25	0	0	0	0
9c27fedd-b1b3-4af0-9e9b-20271854db08	113	97	31	30	6	242	106	19	26	0	43	4	2	0	6
9c399826-087f-44b9-98c0-bd881646b0f4	227	39	7	73	53	177	41	46	50	10	0	19	4	9	14
9c681cd9-25fb-42ac-aa6b-bb962882fa22	89	223	24	206	215	134	0	0	40	66	0	13	29	23	62
9c70688d-6e43-4520-9262-eaae4e4d597d	165	112	49	218	30	48	177	344	83	16	0	0	334	150	19
9c730cfb-3fd6-428a-a0a4-c061ca5db06c	444	1	0	0	0	0	5	1	0	0	24	0	0	0	0
9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	429	1	0	0	0	13	2	3	1	0	24	0	2	0	0
9c857452-c81d-4b9e-87a8-5b41f4394f7c	175	55	48	28	147	182	0	19	101	25	48	0	4	25	15
9c949c63-aa63-4a84-ac5a-b5260775cee6	427	0	0	0	0	0	2	0	0	0	32	0	0	0	0
9cb80280-c622-11e3-bf01-24c6515278c0	183	43	121	84	13	187	175	3	37	23	3	12	20	22	18
9cdb1905-8b0f-48bd-ba37-11e7ac9646a0	270	75	28	0	0	106	95	2	0	0	36	0	0	0	7
9cfa4e8f-ea4d-433b-8c2c-54f66ecb7e43	437	11	0	0	0	11	26	0	0	11	0	0	0	2	1
9d2671b9-bd30-4e3c-aa74-01e31dd2531e	433	0	0	0	0	0	0	0	0	0	25	0	0	0	2
9d29543e-8601-4fd0-8e76-3df3de465cab	454	1	0	0	0	0	15	1	0	6	0	0	2	1	2
9d3b0b87-5fc5-4d09-9c63-4d5fc4bc46d0	438	2	0	0	0	0	0	1	0	0	27	0	0	0	0
9d691fa3-5c32-4b98-85c4-f6e0fd4c37e0	316	0	0	0	368	0	176	883	40	149	254	807	0	0	5
9db994a0-c622-11e3-bf01-24c6515278c0	126	171	59	16	276	160	0	0	12	0	0	40	0	38	24
9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	0	356	346	249	0	0	399	0	67	25	24	263	17	9	41
9de495d1-55b2-4535-9b0a-a999df35977c	20	376	17	342	0	85	160	0	63	0	113	0	7	0	1
9df57388-7de1-4c90-910e-ef63a246dff1	292	70	8	52	22	81	94	56	3	13	6	20	7	9	3
9dfcbabf-2bc0-43a2-bdde-d0b2aaca3f6b	447	0	0	0	0	7	14	5	0	1	0	0	2	0	2
9e0009d1-c993-4247-9706-88ee84591dec	160	16	242	453	563	0	126	960	69	0	0	161	191	180	203
9e272bea-9193-4c10-a802-f7e18b2937a3	163	176	91	101	0	77	384	3	49	0	0	175	0	36	33
9e5f0a23-e184-4611-b42b-e882dcf23acd	143	240	4	102	14	76	214	5	29	0	20	118	5	0	43
9e6806c4-d331-4025-abee-2f576e3bf182	0	266	245	2	349	100	9	0	185	91	58	113	24	11	20
9e7b51fb-2249-451a-bf23-bb2a3d935928	141	0	306	686	604	176	149	78	19	0	14	0	77	0	5
9e842227-2bc6-4185-bedb-abeb03836b51	400	17	0	0	0	22	0	0	22	0	33	0	0	0	0
9e99b8d9-6f0d-4fe0-9c1e-d286c0714909	367	33	0	0	0	33	7	0	28	0	35	0	0	0	0
9ebac79d-8b38-4469-837e-b834725fe6d5	33	239	53	80	241	181	0	17	59	54	27	80	37	7	11
9ec31146-c622-11e3-bf01-24c6515278c0	267	71	16	4	139	122	0	0	0	20	0	15	3	22	13
9ed8f0b9-d615-44c4-9ec9-e07ecd744922	153	184	0	129	0	90	270	38	221	0	4	107	0	0	38
9f298806-77b6-4c76-bd38-3343e1a3c6f0	321	90	0	0	21	20	0	0	85	0	51	0	1	0	0
9f5e6063-d19e-4f56-b3f9-5c2260d3bfc9	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
9fb6b7be-0084-48f7-a256-6d170e72e97f	120	37	12	0	40	293	18	3	18	12	49	0	2	0	7
9fb73d89-f7c4-47b2-810b-3ce37cd8a3c9	457	0	0	0	0	0	13	4	0	0	0	0	1	0	0
9fba5db6-c622-11e3-bf01-24c6515278c0	267	78	0	13	17	117	21	0	21	0	32	15	3	16	2
9fc0e0e8-1b0f-400c-b4cf-126193283695	445	0	0	0	0	0	11	3	0	0	2	0	1	0	0
9fc5b5c7-3973-42b4-8710-454de0cb5b50	181	46	15	26	110	200	0	0	60	0	11	0	54	18	16
9ff21093-58d7-4b69-aade-c242a383ea56	232	92	0	76	29	108	16	31	54	26	57	17	47	0	0
9ffcb7fa-424c-4f93-87a7-ce5e9053c613	151	113	49	66	71	184	30	31	30	0	16	30	11	42	5
9ffe694e-b488-489e-bdbe-0800e505eec4	241	75	40	20	0	130	59	0	0	1	36	8	0	0	6
a0583407-712d-46f3-8c4e-4eeaa0149087	11	254	0	172	369	161	21	190	118	0	12	146	0	0	131
a08c196e-4f96-4b16-94b4-aa6a0153ac50	0	324	233	187	198	48	232	11	39	143	55	193	29	47	27
a08ec059-7592-4698-bb45-25a9c3680c23	182	269	0	50	0	9	335	4	38	0	24	198	0	0	1
a0bbb3b1-e774-4c75-9301-ba43fb803f20	0	238	228	219	275	151	97	0	0	0	0	138	0	23	59
a0e317b1-3f3b-4d25-b2d9-fcc2211dfda3	412	4	0	11	0	21	0	0	0	1	20	0	0	8	3
a0eb2611-1ca6-44b7-897e-ce18399eb7bc	424	0	0	0	0	5	0	0	0	0	32	0	0	0	0
a0f94565-9169-49ee-8e6a-21bdc43d9de6	401	32	11	4	0	0	19	0	0	0	27	0	0	0	1
a0fe80e0-e3ac-485b-8a1a-4c80c101b874	111	247	65	47	8	108	123	33	46	23	56	71	15	6	12
a13ee768-1423-4fcc-b663-caaf6694acb3	426	0	0	0	0	1	0	0	0	0	34	0	0	0	0
a1724132-f95c-4622-8987-fe3183b9dce3	410	5	0	0	0	29	12	0	0	0	28	0	0	0	0
a1a75f66-c622-11e3-bf01-24c6515278c0	29	234	96	104	132	192	23	0	0	5	0	67	4	49	13
a1af7c42-47af-435c-bb51-b932a3cd7b91	141	211	75	13	0	101	221	0	0	0	16	0	0	0	4
a1e3dc5b-b81f-4890-870c-ed3b8ac36dec	168	16	119	167	174	144	2	198	243	0	110	0	28	128	4
a1fc7064-abf5-477d-983e-576a784e1d40	136	192	25	35	174	107	0	0	187	31	1	49	14	43	7
a2034620-e4b5-4d4f-ac05-7fc1c098eb40	416	5	0	2	0	16	17	0	0	0	23	1	0	0	0
a2238b5f-0513-487a-9b1b-7bef85ebf336	183	42	31	162	85	187	0	11	55	69	35	0	80	0	15
a284fe9d-9afd-4472-8d70-243ca9be5c2c	93	154	76	98	55	168	112	53	80	24	38	59	101	0	11
a29278af-7ecf-403e-b6a9-623ea7879d05	374	70	0	34	0	13	44	0	0	0	24	0	0	0	1
a2a4021e-1273-4c18-907c-d20454ab898c	444	0	0	0	0	0	1	2	1	0	24	0	0	0	0
a2a67c8a-c622-11e3-bf01-24c6515278c0	242	74	0	15	3	130	45	22	14	5	38	0	5	8	4
a2e67393-50d7-4bcc-9bbd-c695086a936a	0	230	115	96	240	127	11	108	377	0	126	150	59	12	6
a2ee5dde-4342-4e78-88c5-3c9a8e10cbf5	370	64	8	24	0	14	32	0	0	9	27	0	0	0	0
a2f02ff7-8433-4cb5-9324-34f13edeaca1	253	0	14	164	155	0	53	632	425	0	180	184	91	290	34
a2f143d6-ba07-4ff0-960d-b29c3c716665	261	45	76	30	76	123	16	10	43	41	16	0	11	15	22
a3135834-3af0-4e98-bc6f-ad8ddf33db80	46	148	747	230	386	13	79	0	0	101	61	158	0	36	65
a315b798-f037-48d5-91ed-e733e3bbd6ee	183	164	27	62	6	102	102	30	29	38	20	16	2	58	13
a319188c-6b80-4228-8f2b-8f423c0fcf97	376	14	5	1	0	38	4	0	0	0	38	0	0	0	0
a31b6123-c1b7-4cd0-86d8-b2e640cce9da	310	78	0	0	0	60	33	12	5	0	40	9	0	0	9
a3210fd0-344c-468e-8ff2-2d0869a2fb75	321	45	45	17	3	66	56	8	23	23	34	10	5	0	1
a330a96e-9897-4605-b5f1-5b5ef45cd365	40	275	24	89	80	173	64	10	0	0	10	84	23	26	29
a335b03d-41ac-4d41-a2a9-3134b5b0a0a7	428	0	5	12	0	3	8	0	0	0	28	0	0	0	0
a37a825c-d74e-46cc-92ef-b65016857b4a	124	120	49	100	204	201	0	164	0	61	0	26	21	28	30
a3914a6c-c622-11e3-bf01-24c6515278c0	99	51	92	0	164	240	70	401	33	113	75	88	0	37	67
a3deafcb-b54f-4b7e-89ac-c92c16fb919f	318	17	37	12	46	111	1	0	5	0	9	16	0	14	9
a3edc9cc-f54a-4459-a5d0-097879c811e5	337	0	57	9	21	83	64	32	5	7	27	0	35	0	9
a441697c-4ca0-4eab-9b01-b9cb50223ce2	450	0	1	6	0	1	0	0	0	3	12	0	6	0	1
a46f1e20-9e97-4dcc-a5ed-532aad9f3236	408	18	0	0	3	5	0	1	0	4	32	0	0	0	0
a47c2012-c13d-48ac-88b6-e09bfd50122b	261	103	21	0	0	103	100	0	9	0	10	7	0	0	8
a492a32b-bf2f-4f8c-b06e-794a4baa2fe7	226	23	3	0	86	214	0	3	45	10	1	0	0	4	11
a4beedc3-0e96-4e1c-90b4-3674dfc01786	371	0	10	6	17	70	0	0	0	3	0	5	5	3	11
a4c838df-6ac4-455a-8096-8ec680064374	262	198	0	70	0	17	174	15	8	0	0	113	8	0	10
a4ca18dc-c622-11e3-bf01-24c6515278c0	361	5	15	0	0	83	34	0	0	0	21	2	1	0	0
a4f8305f-4409-4776-b34d-4878d18c8693	411	19	0	0	0	21	22	0	0	0	21	0	0	0	0
a5346247-3f30-470a-b4ab-732180786291	254	28	5	0	92	177	5	40	4	45	1	0	17	0	5
a54aac0e-4108-49cf-bf50-687031c7cda6	425	9	0	0	0	10	11	0	0	0	23	0	0	0	3
a56cd282-f6c5-4373-b3d8-676562894598	426	6	0	6	1	3	21	0	4	0	23	0	0	0	0
a592e80a-3b1a-46aa-be30-bcd87d6bca6f	442	0	1	7	0	10	0	1	0	5	0	0	6	9	4
a5d5c238-0447-47fa-9a81-3b823cbdcea6	302	0	21	52	32	121	30	0	122	28	0	16	19	0	5
a6045753-60bb-4e65-bc89-1ef0b47aab35	203	188	24	70	0	75	36	3	116	16	35	13	0	5	13
a612b654-c622-11e3-bf01-24c6515278c0	6	158	145	144	47	227	127	70	146	21	93	0	29	0	33
a64000df-16e5-4b88-865f-5c680adf60eb	261	39	98	151	71	78	199	17	32	12	17	0	0	0	44
a65bcd07-c47d-4bda-a2bf-21f68cef2f3b	399	17	0	0	0	20	5	15	0	0	38	0	0	0	0
a67f4531-99ef-43df-82f5-f6abc4b11826	56	58	133	76	109	304	0	0	42	31	16	12	7	42	7
a68389d4-431f-4582-b4df-e8ad200aa3be	368	89	0	6	6	0	1	0	13	5	43	0	0	0	0
a6957d15-453c-4f3b-ab8c-c38054dfe548	266	48	5	0	17	127	102	107	1	0	50	97	0	0	0
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	285	0	0	264	168	0	259	366	92	156	0	49	276	154	21
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	0	414	0	0	0	32	126	0	507	0	53	137	15	0	7
a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c	300	61	0	148	135	93	106	73	0	17	0	78	28	0	4
a6ebe0c0-8aab-4b9f-8328-4b795895a77d	172	83	72	76	150	187	0	34	19	17	1	27	37	27	19
a7314730-c622-11e3-bf01-24c6515278c0	206	68	61	85	136	152	25	87	0	0	0	22	0	63	60
a742a46d-2594-4efe-a701-4a2737ffae81	440	0	0	4	0	1	0	1	0	1	0	0	5	10	5
a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	77	176	275	83	370	126	28	88	27	32	29	46	93	9	15
a78544d7-65c6-4778-af62-ceec24c14056	216	71	40	51	0	163	98	15	6	4	47	13	0	0	0
a7a56d67-1bd7-4d69-9237-34c2d261261b	42	230	0	8	31	200	79	10	124	37	42	2	22	6	7
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	432	13	0	0	0	0	10	0	0	0	25	0	0	0	0
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	425	0	0	0	0	0	0	0	3	0	33	0	0	0	0
a8041e86-071e-46cd-8fb5-7ecdc1ab0553	123	247	28	257	125	101	48	71	0	6	42	124	21	8	33
a83e247a-8f65-4be4-9c6e-a72c4abffae8	437	10	0	4	0	3	12	2	0	1	17	0	0	0	0
a846f5e8-c622-11e3-bf01-24c6515278c0	138	128	15	49	7	214	102	8	22	3	28	6	12	6	3
a84915de-6562-4836-86f9-f2a05598296e	80	231	0	0	235	165	0	44	86	81	0	59	0	48	13
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	0	0	736	673	1364	0	0	390	316	596	247	314	137	20	113
a876398c-5b1d-444f-a360-5fe2db697480	0	201	327	194	44	134	283	26	117	0	74	82	17	24	43
a89a2341-263d-4e7f-87fa-18d9692d6b2b	416	9	0	1	0	3	4	0	0	0	34	0	0	0	0
a8f86b64-914c-4d89-897b-33bcdd1759f7	366	44	28	0	0	49	52	57	0	0	32	17	0	0	0
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	0	170	0	2136	251	0	122	183	160	79	477	344	194	87	61
a94d63fa-c622-11e3-bf01-24c6515278c0	201	143	32	0	0	103	96	0	49	35	22	9	0	4	5
a96eddfc-3afb-4bf8-a440-c91778113fbd	160	93	197	43	131	137	25	114	39	1	63	0	10	40	11
a971ac23-0664-405d-9f5c-9ca892af003e	384	28	0	0	0	35	23	0	0	0	28	0	0	0	0
a9a240f3-d237-4bb8-b968-e4a3cc7c2633	414	13	0	0	0	3	5	0	0	0	32	0	0	0	0
a9c29edd-2ef1-46ef-93c6-796cf0332a2b	443	0	0	0	0	0	9	0	0	0	25	0	0	0	0
a9d055c6-6c53-4e85-8270-34883a1342a9	424	2	3	0	0	0	0	2	11	0	35	0	0	0	0
a9dbd55c-5dcc-48db-8785-6baef3fdd7db	385	29	0	23	0	41	1	0	0	0	27	0	4	0	0
a9ec7d9e-b179-4782-a589-43c7d1642be9	420	22	0	0	0	4	25	0	0	0	26	3	0	0	0
aa018d90-5250-4313-9f7c-a3f196765e07	369	66	0	37	0	19	7	0	0	0	32	12	7	0	2
aa06ae46-2336-4666-a3af-fc790daf8da4	156	73	24	611	69	164	65	35	4	49	175	69	0	1	2
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	441	3	0	3	0	3	5	2	0	0	22	0	0	0	0
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	380	0	0	0	41	56	0	0	0	0	0	5	9	10	11
aa2654f4-94f9-487a-b415-85df69261161	420	4	0	0	0	18	5	1	0	0	29	0	0	0	0
aa4a868a-df23-4eef-a618-e945aa2ce98a	191	130	103	97	11	103	162	20	46	43	7	0	42	0	3
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	429	0	0	0	20	12	0	0	0	0	0	0	12	15	4
aa58c09a-7799-4675-8310-d270224b163e	326	27	4	52	13	69	25	0	0	26	27	0	0	0	28
aa5907cb-3be3-4e23-982d-719417baeb37	405	0	5	11	0	29	5	0	0	2	23	0	0	0	0
aa847c3d-d3a7-46aa-a81b-db5099a458fb	391	31	0	0	0	35	14	1	16	0	20	0	0	0	0
aabddb20-c622-11e3-bf01-24c6515278c0	68	0	345	126	64	196	591	194	134	95	91	201	0	0	10
aacaba97-ecde-440b-aae0-0e9c608c4b24	100	0	0	166	469	204	0	489	363	21	0	177	307	0	86
aad8c8d6-d828-4aac-9cfb-cee893e36850	334	0	24	1	10	95	17	2	22	0	40	0	7	0	2
ab318624-db9d-41d8-b7b8-34712434f28f	402	23	10	0	0	16	29	0	0	0	26	0	0	0	0
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	181	101	0	32	0	93	35	3	313	86	99	34	0	0	0
ab923db7-54e8-4a50-b7fd-c2b4b300041e	241	82	22	45	85	122	0	3	0	54	0	30	13	25	19
abbbe65c-c622-11e3-bf01-24c6515278c0	162	129	55	85	86	167	89	47	11	0	14	0	1	8	13
abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	193	88	71	118	37	156	74	42	10	6	39	7	3	0	27
abd2d959-d5ed-4eb3-9759-67eb1aa23325	227	148	43	151	6	63	190	7	40	0	18	7	0	0	30
abe290ed-67c8-42bb-84f7-0d32a5f8f3db	63	134	265	65	287	158	28	161	60	50	0	88	21	115	17
abedd46c-47b8-4242-adb6-12835400cb3f	408	9	0	0	0	26	15	2	0	0	26	0	0	0	0
ac02c38e-5fca-4995-b0cc-39b6189976a3	291	0	99	238	29	80	236	9	41	53	54	2	0	0	48
ac1bd179-8285-468c-ab9f-7f91151ca0f2	435	0	0	0	0	0	5	16	0	0	29	0	0	0	0
ac23a8d2-ac42-4031-9dd4-9b56baeb246e	413	32	0	8	0	5	35	0	0	0	20	0	0	0	0
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	333	54	0	0	0	62	31	0	2	0	29	4	0	0	0
aca4d810-9540-4ce3-8ceb-72d396c9b704	398	0	3	10	4	56	0	0	0	5	0	0	12	13	2
acb5e263-111b-43d8-9bd1-adb9a54e0fc0	431	0	0	0	0	0	1	0	0	0	27	0	0	0	0
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	138	232	0	0	2	92	85	0	191	0	44	23	6	14	8
acc629cb-ad03-4cec-9b21-922e4932ef3e	252	142	21	8	0	83	99	0	0	0	15	1	0	0	1
accfc45b-eae0-4991-a488-e217cdb46655	245	113	0	45	0	92	15	0	0	0	53	0	0	0	0
acd510de-b732-4a1a-8b72-6d22e763540b	14	265	507	500	744	0	69	44	0	0	0	216	0	73	25
ad007b59-46f6-48b9-958a-2b9d28cca3b7	192	60	33	0	0	186	59	0	45	5	40	0	0	0	5
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	397	16	0	0	6	37	8	6	11	0	28	0	0	0	0
ad41f1f3-e38e-4418-9c16-52bca5719f39	209	103	91	86	136	128	30	54	10	46	0	45	17	4	23
ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f	88	284	27	138	0	99	266	4	63	0	24	124	18	0	13
ad874249-9964-4e48-aa3f-7e828ea28f3f	412	0	3	0	0	15	5	0	0	0	32	0	0	0	0
ad92f17f-11e6-49bd-9835-6b2f47053485	406	4	4	0	0	19	10	0	0	0	31	0	0	0	0
ad9455e9-7147-489e-9b1f-3540c457c260	153	114	13	35	40	207	25	0	0	0	4	48	11	6	6
add0b0f6-b4a8-4b73-b634-c3600dc567d5	441	0	1	0	0	2	2	1	0	0	27	0	0	0	0
adfbba82-c622-11e3-bf01-24c6515278c0	317	94	0	103	0	39	99	7	9	0	21	11	4	0	5
ae464652-2f8c-4d94-8b08-cd8f1d29256e	443	0	0	0	0	0	0	1	1	0	24	0	3	0	0
ae82fead-2671-4335-a342-67bb69935ad9	119	165	263	146	139	78	23	64	15	21	82	91	70	15	39
aed4363b-19b8-4cb5-aa34-a442410d0796	125	200	0	124	118	161	0	0	0	0	0	56	37	5	22
aeeb01b4-790e-4929-bd59-6aad837603b1	443	2	0	0	0	0	5	1	0	0	24	0	0	0	0
af2cbdb6-c622-11e3-bf01-24c6515278c0	368	34	0	0	0	47	11	0	12	0	36	4	0	0	0
af96db5a-684f-41d1-a910-5a5193393d9c	184	136	13	59	43	141	3	0	69	0	25	0	2	10	6
af9cfac8-7fbe-49cb-aeca-8d68aea57994	0	163	250	286	542	79	0	511	179	125	0	208	371	22	17
afd1f2e0-343c-416d-8e8f-2177f312c2f0	414	9	3	1	0	4	0	0	0	0	33	0	0	0	0
afee5b10-3dff-4e50-9575-bc9fe20c5dea	130	153	199	160	0	67	442	4	103	70	46	325	13	0	0
aff5793b-3197-4d1d-bf0a-9b0ded5f2937	425	0	0	0	0	0	0	0	0	0	30	0	0	0	0
affa4ef4-02ec-40f1-b6a2-739f8bf2afa9	283	93	21	175	44	38	102	1	1	41	15	21	0	18	88
b02b4bba-6e66-44fb-a48f-38c309aaaac5	208	229	56	129	10	8	316	0	26	0	0	45	0	0	0
b04624d2-d8f8-4b51-be1b-72c73d8055f9	362	0	196	109	17	0	333	23	57	10	0	0	10	0	0
b061cb06-e927-4f24-82bb-9e651f7ae0e3	411	0	0	0	31	33	0	0	0	0	0	0	6	11	3
b070af2a-c622-11e3-bf01-24c6515278c0	88	56	92	43	337	228	30	142	43	103	18	15	10	61	72
b07bad52-d44c-4b27-900a-960985bfadec	308	64	23	0	0	75	55	0	12	10	17	0	28	0	2
b0a83df8-dd2c-4c1b-b238-9081d2c22258	425	2	0	0	0	0	1	0	0	0	33	0	0	0	0
b0c61486-b061-4b6b-ac02-130a3ea0b080	396	0	6	0	0	31	14	0	0	0	27	0	0	0	0
b0d1fde4-928f-4f4c-bff6-33b885582bb5	443	0	0	0	0	1	1	2	1	0	24	0	0	0	0
b0f3087b-6f9c-47e9-b487-6726af1cb90b	413	17	0	0	0	16	7	0	5	0	30	0	0	0	0
b16780b0-75ba-4304-87e0-33f1e321b622	185	7	62	35	99	231	0	0	0	0	0	4	24	0	40
b1753e9c-29d0-4955-89d2-949cdabd1211	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	448	0	1	0	0	0	2	1	0	0	21	0	2	0	2
b1d2457d-3267-46ba-9fdf-663985e60538	418	6	0	0	0	4	0	0	3	0	36	0	0	0	0
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	249	161	0	96	0	64	8	21	0	0	46	0	0	0	0
b1f19de6-c622-11e3-bf01-24c6515278c0	253	110	17	30	1	103	149	0	15	0	0	9	0	2	18
b1f2442f-a973-47b4-9891-f028f0d44adc	299	20	3	0	0	125	50	0	5	4	16	0	0	0	0
b2190e26-1809-4aba-9f45-07c2edb3b4a4	351	0	0	16	6	96	0	0	0	7	0	0	9	16	4
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	50	8	830	1438	336	0	238	0	37	0	355	0	7	13	89
b24feafa-f2e9-4498-8471-a9e42c80cc9f	459	0	0	0	0	0	15	3	0	2	0	0	0	1	1
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	354	61	0	48	0	31	67	0	0	0	19	0	0	0	31
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	6	116	575	531	0	0	342	0	87	383	290	221	7	0	72
b28f7607-f162-425f-b44d-64e9633c8824	431	2	0	2	0	0	0	0	0	0	28	0	0	0	0
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	388	43	0	36	0	23	11	2	8	0	26	21	0	0	0
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	272	15	0	91	76	168	92	82	0	78	7	0	0	0	0
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	194	73	49	0	17	173	122	10	7	1	17	0	3	9	10
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	249	115	0	0	0	89	28	0	112	0	35	6	0	0	2
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	390	0	0	0	0	40	11	6	0	0	24	0	0	0	0
b32449c0-c622-11e3-bf01-24c6515278c0	7	15	172	124	164	355	36	30	24	19	83	21	31	35	52
b330c50b-c45f-413d-918f-33275d0d8f91	423	9	0	0	0	12	14	0	0	0	25	0	0	0	0
b33978c6-a855-4f9d-a0b0-d79453b9de41	297	122	0	0	0	44	31	0	37	0	28	0	0	0	0
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	221	128	0	0	0	109	49	0	108	0	35	0	0	0	0
b35d9a68-29f4-49ab-b83e-b5151679e3af	15	0	663	713	1104	0	315	438	193	97	299	861	78	151	92
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	297	28	13	0	5	120	58	5	10	25	12	0	0	7	0
b38d0777-4901-48b8-9cdc-33b7f13a424f	0	252	315	149	0	111	193	0	31	5	92	90	0	22	27
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	277	74	0	63	27	97	0	0	0	22	4	9	10	21	8
b3befa40-8f44-4eb6-ada0-ec395f460656	111	124	96	157	313	143	0	94	86	121	18	49	27	31	58
b3f1d232-4392-4258-9256-d38ff4b59f94	287	23	102	2	0	109	137	5	19	0	22	0	0	0	9
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	191	206	0	0	0	78	84	0	66	0	22	33	0	0	0
b421b9ca-c622-11e3-bf01-24c6515278c0	30	83	38	60	224	297	44	180	20	148	0	94	66	212	13
b42d183c-bc9c-4652-9e56-10c54c5ee96e	209	111	8	72	77	151	5	0	0	0	0	13	0	26	25
b47aa163-eec9-4225-940b-4373e78152e2	276	63	11	25	0	119	78	4	3	0	10	5	3	0	1
