Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O
131332b2-ff51-4bd7-a626-aff2ecea6135	324	112	23	8	0	20	107	0	1	0	11	0	5	0	2
1327bbd4-a466-4e26-905f-cf91315f1cc8	201	104	49	127	145	156	0	0	0	0	0	22	28	26	8
132f7f2a-b902-4343-aa08-cf6a7af10b9a	417	3	0	0	0	27	17	4	1	0	24	0	0	0	2
13446fc4-9fa6-4bb3-a00a-b9265b41eb12	433	0	0	0	0	0	0	0	0	0	24	0	3	0	0
134c9a92-e91e-4347-a9c4-727279edebb1	80	263	99	83	4	120	131	23	40	1	46	80	0	5	17
1358ff92-4db9-4e42-b63a-984a7bea425a	422	6	2	0	0	0	3	0	0	0	36	0	0	0	0
13642cf8-9840-4a7d-a26a-95f65b2c70c3	430	11	0	11	0	0	4	0	4	0	33	0	0	0	0
13bd2b30-c623-11e3-bf01-24c6515278c0	264	86	0	92	53	77	86	48	41	28	30	0	19	6	13
13c312ec-0add-4758-ab8d-c193e2e08c6d	312	0	0	4	31	136	0	0	0	0	0	0	10	19	7
13c62975-9f5e-4d40-a461-dceab08a31ec	215	101	33	51	23	130	78	0	0	0	9	1	0	43	2
13c7065e-6780-4571-978e-a7c13078ff50	380	0	0	0	0	67	20	1	0	0	18	0	6	0	1
13d05f7a-e16a-40ef-9a15-21257da2cf89	356	5	0	0	0	36	34	0	53	48	0	0	75	0	4
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	279	73	9	0	25	110	49	0	20	0	28	0	8	0	0
140d6ef7-0217-4d16-9add-215d0d14ba06	357	0	8	10	0	72	13	3	5	0	29	0	0	0	0
141918cd-3e23-45bc-96e1-b208c80f69e7	409	12	0	40	0	19	16	3	0	0	40	9	0	0	0
142b6dbf-c943-4a7d-8ab6-13a975f48d7a	179	107	22	17	25	181	98	9	20	25	16	0	18	2	7
14334aea-2dae-428c-9d4a-1a37878dfc3f	214	86	2	149	21	142	28	6	39	25	31	6	2	0	39
1447c8cb-25d4-4092-8919-4df08f898d2d	377	18	0	19	0	58	35	1	0	0	18	0	3	0	5
145f2b89-8878-4390-b0f6-f09b02fb138a	169	92	57	79	24	188	85	0	36	0	25	0	10	11	19
145f6dbb-9744-44f7-8485-e440689de3fd	309	77	0	22	2	82	103	1	8	1	2	9	0	0	2
14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0	81	208	126	151	343	180	36	71	0	0	0	182	0	0	0
147e3496-514e-4da7-be42-7cd9be78ed04	433	4	0	0	0	0	1	42	2	0	34	0	0	0	24
148536ce-ee2a-4952-a19d-10d6f44146b9	382	18	0	0	19	44	8	0	6	0	3	13	6	12	3
1494bb16-f1f0-42a4-b10e-c383574cbc8b	401	0	0	7	0	29	16	4	3	0	29	0	0	0	2
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	67	151	96	175	36	212	27	0	14	34	19	0	66	22	9
14bf9bfb-14d6-4cac-a556-828f680e8a15	113	61	279	206	142	178	43	0	0	0	46	27	14	74	49
14c5b81d-da49-4db1-9834-77711c2b1d38	41	408	17	180	0	37	102	0	16	0	121	166	0	0	0
14cbcbb1-028b-471a-bb4f-8b29cfa5e4eb	421	26	0	0	0	0	14	0	0	0	25	0	0	0	0
14dd86c1-dfb3-4124-a453-4d64223bc048	423	13	0	0	0	14	11	3	0	0	18	0	0	0	0
14ed7388-41ed-43d4-afb2-04cd6410d5d2	41	226	189	507	236	126	46	163	0	0	30	71	33	27	29
14f41457-25c3-4979-8515-4f33322039a5	439	0	0	0	3	1	10	1	12	0	11	0	0	0	0
153a64ee-6322-4f2e-b3df-77ef7d3a4cf0	5	197	132	101	242	213	14	107	71	118	48	87	31	10	8
154f80bd-984c-4792-bb89-20c4da0c08e0	410	21	0	0	0	0	6	0	0	0	30	0	0	0	0
15563a10-47a8-401d-a507-2c7101f7ae60	353	25	17	9	0	44	6	0	0	0	46	0	0	0	0
1558629a-770a-4dcb-b0bf-9a8bcea9d80b	255	82	34	0	0	117	146	0	7	4	25	21	0	0	0
155873b2-e5de-405f-87f6-6de0d238b160	394	28	7	0	0	27	28	0	0	0	25	10	0	0	0
15678c3d-ce61-454d-849e-1d4ca358909b	307	31	7	30	13	103	29	3	33	7	26	0	0	0	0
15895218-c623-11e3-bf01-24c6515278c0	204	73	0	73	60	186	1	0	22	10	6	20	14	3	13
15a93657-0521-430a-a816-bf0842374b75	405	3	0	0	0	23	7	0	0	0	29	0	0	0	1
15abb2a3-10a2-4e04-8eb9-6eadbd976af0	425	2	0	0	0	0	2	0	0	0	32	0	0	0	0
15d597de-d26c-4ce1-b0cb-077e39b55f30	0	163	91	154	335	240	0	12	228	17	0	15	36	33	29
15daadb0-6b24-4248-9225-470dc08f1552	312	18	0	13	0	126	37	0	6	4	21	0	1	6	8
15dd024e-c0da-461a-84db-d01e60a22210	425	0	0	0	0	5	1	0	0	0	31	0	0	0	0
15e097e3-e468-466c-8e57-b59fba90bbf2	418	2	0	9	0	9	27	0	0	0	33	0	0	0	0
15e7d981-8c27-4b2b-b4f8-626e22021895	21	235	113	1465	294	19	244	59	164	86	157	70	161	12	90
15f90ef0-831b-40a3-98bd-ec226a9e8b26	129	134	98	108	11	159	140	3	54	3	31	21	6	26	20
15fd8dc8-c622-11e3-bf01-24c6515278c0	352	19	0	21	5	79	61	9	11	0	11	0	14	0	2
1659bae5-3140-4d05-891c-81b48277b2fc	55	129	127	648	478	131	43	110	72	36	0	0	69	294	25
16c6f975-48fd-4cda-946a-777cb922949d	326	92	28	31	0	21	154	0	5	0	22	25	0	0	0
16d33e09-2e21-4da2-8e57-e78ce28c4408	59	44	313	355	354	196	137	11	86	135	44	0	40	0	46
16d5519e-ecb9-4fc8-81f1-e0e4adf722a8	67	159	109	107	131	200	29	39	17	0	0	0	45	119	18
16df7888-2480-4394-8856-d57a6ef371d2	37	230	0	364	260	216	0	198	0	0	0	27	46	18	15
170ad241-9e24-469b-b7ca-3fd783a89b21	16	305	154	297	283	114	41	13	47	48	20	0	52	6	21
1727e88b-df0a-4af2-9191-8c6061d98ad0	169	28	60	4	105	243	14	9	10	7	9	18	24	19	6
172c9864-c26d-4e9b-947a-e8ce761e996d	236	56	0	68	67	154	0	76	49	50	0	45	28	17	5
1776f326-b12f-4355-8107-80fa6fcd2159	305	56	32	0	5	94	95	3	14	0	3	8	6	0	0
178d0486-cb0d-4979-8bdf-bb3fe99149bd	427	0	0	0	0	0	0	0	4	0	33	0	0	0	0
17a66d24-de77-4f2a-a8ad-d2c6a69e7671	426	2	0	0	0	0	1	0	0	0	32	0	0	0	0
17de5b12-c623-11e3-bf01-24c6515278c0	217	118	77	148	27	69	128	22	76	42	38	0	18	67	18
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	99	118	311	355	215	107	67	154	36	27	51	0	23	15	91
183b04f5-107f-496c-8e9a-8263dd00cffa	99	165	70	147	76	187	74	0	15	30	35	21	16	7	10
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	322	94	26	0	0	39	95	0	0	0	20	4	0	0	0
18ec066e-8510-4921-9e35-45d85fb01e38	349	19	0	91	49	15	18	530	83	0	99	183	0	15	0
18f5e75e-c623-11e3-bf01-24c6515278c0	351	16	0	19	46	76	50	9	24	0	5	0	26	0	12
18f9240e-7acd-41eb-a154-c2a67a1cbe9b	371	9	0	0	0	66	10	4	3	0	29	0	0	0	0
19085f7d-e6a6-406f-bd09-520a27e0283d	326	66	0	0	0	69	33	0	5	0	23	9	7	0	1
190eb791-383d-4e27-870d-e470630843e7	40	196	1	108	238	232	87	255	0	56	0	92	45	73	16
19233fd1-5229-466e-acf3-5882165758e0	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
1924d200-6929-4eef-8a7f-317f8fbab915	442	0	0	0	0	0	3	1	0	0	25	0	0	0	0
199bbb0f-996c-40c1-b06d-2066f04be778	387	19	0	8	0	28	4	0	19	0	22	0	0	2	12
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c	364	42	0	0	0	47	20	0	0	0	27	0	0	0	1
19b6b9d6-6912-4b85-a4bf-52014bcb170b	323	67	2	63	0	72	4	13	0	6	27	0	6	12	2
19c1c97f-a3ec-44a8-8a20-6f97caed1a4f	91	279	0	390	0	95	17	13	44	3	129	0	19	21	4
19cd4360-8392-4bc2-ae88-fdc1335d886b	404	12	0	0	0	15	9	0	0	0	30	0	0	0	0
19d6cf34-1cd7-4242-a4d1-5d3e11f428aa	456	0	2	0	0	0	0	3	0	1	3	0	8	2	1
19def402-fb8d-4b27-90dd-ce9135a3c0a2	429	0	0	0	0	0	0	0	0	0	26	0	0	0	1
19fe27d8-c623-11e3-bf01-24c6515278c0	256	78	0	40	3	113	57	5	22	0	29	0	8	2	10
1a0ef226-41a5-4b56-9078-4b7834f0c976	238	0	93	20	112	177	0	46	47	48	7	0	34	6	3
1a134c18-ced3-4bae-9f15-5f0f09526639	412	12	1	0	0	8	1	0	0	0	31	0	0	0	0
1a319682-f55e-4e0b-8476-48a0bea6c265	285	115	7	28	0	61	117	1	16	3	28	2	0	0	5
1a391468-fbf3-451a-b88e-a257a26d047f	0	61	274	498	1393	10	0	726	333	342	0	157	186	133	94
1a4633c4-72a0-4e30-8c4c-345e04337627	267	64	3	51	2	120	42	0	39	11	28	0	9	13	0
1a5bf97e-3d49-4d3f-b385-ffa7a295be9c	413	32	0	0	0	7	20	0	0	0	22	0	0	0	0
1a841850-fca0-48ab-8c78-db0bd5a64435	156	88	48	170	83	211	56	0	15	44	26	0	9	2	12
1ac15380-04a2-42dd-8ade-28556a570e80	66	143	0	265	68	84	385	1174	129	0	193	1090	34	145	12
1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6	329	4	134	82	71	38	96	35	72	0	12	0	0	73	0
1aff91a6-1b0f-4575-8f4b-4e064a50b886	77	209	176	274	177	138	6	24	0	16	1	3	64	11	25
1b06afe2-c623-11e3-bf01-24c6515278c0	318	0	46	54	60	98	42	0	30	2	26	0	15	14	4
1b0fe1d5-b286-4f49-ae92-94d9c6db9657	300	122	10	10	0	34	67	0	0	0	24	0	0	0	0
1b1780d5-06da-40ee-9e15-02631a68027b	182	170	26	0	0	114	138	0	0	0	16	21	0	0	0
1b7838c9-c685-41c3-b184-a2e40c7c4dc7	409	0	0	0	0	36	25	2	3	10	0	0	0	4	2
1b8fe07d-859c-4d91-ade1-6b2bcb5774ce	378	24	27	43	25	13	10	4	14	25	51	0	8	7	6
1bb2bdb7-8a89-4e7d-903d-03a6f8018efb	174	163	0	111	157	109	0	24	146	22	7	63	23	0	68
1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa	35	149	388	246	159	81	255	49	212	26	127	35	42	34	43
1bbb522d-e224-4b3f-9e10-3a47d06b2b05	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
1bbfe6f2-ad19-4d29-895b-973f5a91c707	164	172	186	0	0	55	366	0	70	0	13	103	0	0	0
1bd47e40-d708-4ca2-b4b3-eb8d996c916b	426	12	3	0	0	3	9	0	0	0	27	0	0	0	0
1bd74f92-47f6-427e-af6f-299c3a7fe023	441	0	0	0	0	0	0	1	0	0	27	0	2	0	0
1bdfaa8a-1b7e-4251-b135-ce5e4568371b	399	17	0	0	0	31	14	4	0	0	26	0	0	4	0
1be81ade-7ad6-4e7e-90d0-f986b3fb0a25	372	42	18	4	0	27	47	0	0	0	28	0	0	0	0
1be8fa2c-8fea-4e8c-90db-c04d9fcdbf49	0	117	169	208	183	291	50	92	0	0	52	23	20	0	34
1bea3a72-3b73-4072-a6bb-96a90119d3ac	246	2	0	0	16	139	0	6	16	0	16	0	6	4	2
1c00925b-7328-4db0-b930-04aab2d80719	146	90	76	161	204	205	10	10	0	6	0	8	0	35	28
1c0e384f-7254-4afe-93c0-b3fc6c6a7894	78	86	355	217	422	183	9	0	0	36	0	175	7	14	24
1c10ab52-01a3-11e4-8395-af1f6b7ba88c	317	32	4	6	0	91	17	0	5	0	38	1	0	0	0
1c188bf5-2c99-4eb4-a774-59c75d53e643	71	0	0	2032	1197	0	304	840	154	371	291	934	66	315	80
1c1c6494-c623-11e3-bf01-24c6515278c0	383	12	14	0	0	41	36	0	8	0	17	0	2	0	4
1c28e44a-6e6c-44ed-b58a-e3262c0e6759	161	242	2	154	0	85	274	0	9	2	13	70	2	0	1
1c300960-e51c-4477-8fdd-026c7e545dc4	428	1	0	0	0	0	0	0	0	0	27	0	0	0	0
1c3df485-8e75-4378-87f6-c6463a520624	73	191	107	14	0	211	149	0	9	7	13	41	7	7	1
1c9fbe26-1447-4335-aaab-06d6bb3e2741	185	49	75	50	126	197	27	21	59	18	24	13	54	0	5
1cb25b72-3726-4f12-9e22-f5c7e4b05681	347	46	0	30	6	60	0	0	25	19	15	0	0	2	7
1cd0acf2-3116-4dfa-a063-0a435b9f6da3	0	306	203	511	633	1	63	587	0	26	0	66	0	397	67
1d0617e8-2725-4411-b50f-e46ea1d43242	346	113	0	31	0	2	42	0	0	0	20	7	0	4	9
1d1eeba2-4d7b-4380-b0b6-26d246bc4158	386	52	0	0	0	0	20	0	0	0	27	0	0	0	0
1d2d355a-8409-4c8a-9f07-ac62885e228d	0	203	288	201	935	48	0	393	91	279	0	215	58	50	29
1d325d84-a3a0-4802-9842-76cb21cecb1c	417	1	6	59	10	31	8	0	0	0	5	24	3	5	1
1d4a091d-fe65-49c0-8810-5a95243b108a	185	83	81	123	90	166	21	0	0	16	0	6	41	0	14
1d6c9181-a02f-4c35-85b3-65dc5808f50e	272	41	14	0	0	129	67	0	0	0	19	0	0	0	1
1d91f9c7-67ba-4606-9f0a-01ec6fc08262	190	158	14	0	0	108	107	1	162	0	17	24	0	3	17
1d97ba51-d981-4986-9f71-c2b6cb9961c3	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
1daefc49-5248-4948-87ce-0ec19a248ef9	142	83	0	29	192	231	0	23	155	0	0	24	25	31	23
1db83e80-bdf7-4d8d-8008-bd8406d641fc	205	142	25	42	0	123	48	68	26	0	29	12	3	9	10
1dbdbb2c-c623-11e3-bf01-24c6515278c0	199	138	9	17	132	120	0	6	24	53	0	31	6	95	10
1dc9e7fd-fc62-4b32-9619-4e02a266a385	0	274	507	308	667	32	46	64	0	0	0	187	0	0	44
1dd96495-5f83-4d36-96cf-b77cd0cbbfda	441	0	0	0	0	0	0	1	0	0	26	0	0	0	0
1de83d45-8492-4b83-9055-a9f43b823f91	409	30	0	4	0	10	17	2	0	0	27	0	0	0	0
1df8939c-c622-11e3-bf01-24c6515278c0	193	60	80	32	90	147	24	33	11	48	42	0	76	0	44
1e046ab9-fa4c-4c15-8d78-ed0048c80ebf	386	0	0	17	7	65	0	0	0	13	0	5	11	16	6
1e181878-c640-4e91-a620-3fc4b08a4de1	80	182	93	0	0	194	165	0	0	0	38	53	0	1	3
1e27cc8a-5394-4958-9af6-5ece1fe24516	208	227	0	98	0	24	207	0	23	31	54	165	2	0	0
1e2dcbcc-771c-43c5-8c8d-e0eb77cb3494	131	54	0	524	790	145	109	122	0	0	0	219	0	281	0
1e8ae8dd-74c1-44d5-a74e-bfdce801c736	362	0	0	10	27	76	0	0	0	0	0	2	12	17	7
1ea7e01c-c623-11e3-bf01-24c6515278c0	214	118	0	41	10	126	42	0	52	11	36	0	0	10	30
1eb1bc62-18f6-4bcb-a16d-aa6a91914031	413	18	0	0	0	28	57	0	0	6	0	0	0	9	1
1eb37b28-fac2-477a-88b3-e04291a07926	267	32	12	9	80	138	0	0	0	0	0	26	13	26	14
1eb62abc-7928-405b-84cc-f091ca5347b2	49	78	149	36	265	262	32	80	16	15	77	145	58	0	26
1f04210a-0c2e-4bb8-ac8e-86198e5f1d34	311	104	39	16	0	29	133	0	5	0	20	0	0	0	3
1f2a8889-4374-4037-bb56-0f20733380e3	0	310	29	1107	695	0	0	13	141	40	0	20	159	271	47
1f5e70c1-c5de-49e7-941a-46e11a4f4416	249	30	12	0	78	165	0	0	14	0	0	6	12	19	16
1f81a1b0-8089-44ef-87b5-b3359a407ad2	141	78	155	226	158	190	11	120	20	0	38	0	66	23	15
1f8d8720-30ca-4057-90f7-a34b8383eafe	407	13	0	0	0	9	3	0	0	0	34	0	0	0	1
1f967003-82d6-4932-a445-24fc25723594	0	236	19	216	436	167	0	27	150	142	0	0	42	47	5
1fd69adc-c623-11e3-bf01-24c6515278c0	350	50	0	0	0	48	51	0	0	12	12	0	0	3	9
1fdab6a6-7346-4229-aa8d-5dbd258f0c60	56	151	36	142	292	241	20	68	86	80	0	50	43	28	12
1ff155dd-deb4-44e0-b3a2-e4875b618435	253	100	5	4	0	118	62	5	3	0	7	13	0	9	3
1fff8b62-534b-4d71-a65f-e5f93b8b50ed	89	219	90	177	95	154	41	17	0	5	12	62	18	74	24
2009e5e7-1796-445b-8677-46b3804fe0bf	367	17	0	0	0	68	26	0	0	0	18	0	3	3	2
2045c788-9ea8-4ea5-a5e3-65fc16a62adb	68	81	447	281	256	108	114	60	34	95	131	77	33	85	15
207f8a42-5b05-4876-b0ae-ebfaeea27844	0	162	691	198	747	0	62	0	135	173	64	268	15	59	66
209a9b10-7129-48fe-a899-d14ba17efe6f	364	0	13	13	9	84	2	1	0	4	9	12	7	6	4
20d1b88b-3ff6-4201-a748-6a993500c652	336	59	0	0	1	62	0	0	71	4	23	7	0	0	0
20e02396-e676-412d-9724-44a428919cdb	105	172	171	270	437	21	23	313	313	20	45	0	68	144	14
2102558b-87b0-447b-bb9a-e4ae9df8b75e	231	164	107	68	0	51	226	0	6	0	0	0	0	0	5
2109e1d4-c623-11e3-bf01-24c6515278c0	316	39	55	41	32	65	121	44	30	0	40	0	0	0	13
21205681-a0c7-48d0-81d4-0b7ef31158cf	48	185	142	178	143	194	43	91	51	2	62	83	17	49	6
2182ce2c-5941-4b65-9419-fc7966d5e6d5	369	88	0	17	0	2	54	3	16	0	18	32	0	0	0
21b1a37f-e91e-4ce1-83cf-bb89b8d0fb35	184	203	0	11	185	95	5	4	100	20	0	23	28	9	16
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68	399	19	0	0	0	16	17	0	0	0	26	0	0	0	0
221d0290-c623-11e3-bf01-24c6515278c0	230	83	4	19	87	161	0	0	0	1	0	18	4	31	5
22578b9f-78dc-464c-9bb9-382f033283d0	404	23	1	2	0	22	28	1	1	0	24	0	0	0	0
228fb827-c05e-494c-8a21-e1d925e100cb	382	0	61	20	51	25	49	5	13	11	9	0	29	0	29
2290b078-6a5b-4c83-9dfb-b525bbf14e4e	51	147	121	452	222	148	97	124	42	55	77	32	23	86	80
22cd3875-a123-4f0d-8cd1-371958208ad6	413	0	2	2	0	17	15	6	0	0	30	0	2	0	0
22d67778-61fc-4f15-95b8-7e7c6cc7112b	307	67	0	4	16	88	45	3	3	0	17	5	6	9	2
22edd867-dcd6-42b5-92bb-025ceb84b106	180	97	0	316	291	97	35	0	161	150	3	63	0	122	5
230f53ef-be3f-495e-9b95-b0f670bd6908	414	11	0	15	8	9	0	5	0	0	40	0	2	0	0
2316ee90-c623-11e3-bf01-24c6515278c0	360	39	0	0	2	38	9	0	3	5	35	0	0	0	1
2321c412-7730-4694-bc8f-199d7e51a7f8	421	7	0	0	0	2	0	2	8	0	34	0	0	0	0
232b7754-b3c3-4530-9d24-3af40d9b2816	344	36	1	2	0	60	38	0	4	0	30	10	0	0	4
2399ab13-abfa-480e-9fda-7947edc420be	200	125	10	0	3	139	147	0	2	19	22	43	3	0	0
23cc70c4-b744-4fa0-a0de-b25c0fdf212f	406	27	0	22	0	2	0	0	0	0	23	0	0	0	12
23d77176-dfed-4bee-ac96-9934377d8d81	0	85	750	0	767	130	29	170	0	0	0	155	0	0	49
23d86395-9e20-4cf9-bf7e-f76544a1f772	390	0	91	0	40	0	46	11	12	9	22	0	0	0	62
23eb72d8-c622-11e3-bf01-24c6515278c0	345	69	0	18	0	39	11	0	0	0	34	0	0	0	3
23fa90d5-b273-4e2c-9c88-68aa57b60e97	428	1	0	0	0	0	0	0	0	0	27	0	0	0	0
241abdfd-e6de-4830-a233-4bbc5f622725	228	97	22	45	8	125	140	5	4	42	2	35	23	0	1
2425a532-f562-423a-88f5-228642f53875	402	0	1	13	0	51	10	4	0	5	16	0	4	2	0
2439ec74-1713-4d47-a5d9-886f69dddcb6	200	173	2	33	14	96	100	22	36	0	39	0	0	11	0
2468e58c-c623-11e3-bf01-24c6515278c0	71	209	58	56	251	160	45	61	0	0	0	98	27	79	23
248fd0ed-f14c-40b8-9f14-e9c7adf16e22	426	0	0	0	0	0	0	0	0	0	29	0	0	0	0
24badf07-8615-48a3-8d6e-45c3d783f18d	370	28	71	27	36	21	54	122	18	1	38	34	3	0	1
24f887e1-ce82-40f3-9674-11102bd076c0	443	0	0	0	0	3	12	2	0	1	2	0	2	0	0
25103371-28ac-4f43-b0e2-2d376d0dcb84	159	143	0	66	115	156	0	145	87	3	30	0	29	32	5
25224aa0-cfdd-48ec-92e5-8f3992a3e574	55	139	453	504	856	0	80	713	36	144	0	163	0	0	274
252a1c43-f954-44d7-8e31-6bcd0157a05c	408	5	0	0	0	28	7	4	0	0	25	0	0	0	0
2564a262-03e8-467b-9ea2-f3ab38d75ae1	355	31	93	131	237	13	7	4	0	21	18	0	62	0	0
2572b0bc-c622-11e3-bf01-24c6515278c0	294	26	17	14	5	111	15	0	0	8	37	0	0	0	15
2584b428-c623-11e3-bf01-24c6515278c0	148	54	178	54	437	140	20	196	250	25	0	0	21	15	53
25bee010-cc99-4af0-ba2f-fe4dd308be33	410	0	14	6	9	39	0	0	0	1	0	0	11	15	4
25c002f7-e972-421a-b32d-7dd675d81931	428	1	0	0	0	0	0	0	0	0	27	0	0	0	0
25c32aca-6738-43ef-a103-243f2f9a3b43	172	9	175	252	295	173	4	25	90	72	34	12	36	28	10
25c76a8f-77c0-4650-bddf-45ed0c10a2e6	20	140	134	40	22	278	116	9	0	5	47	7	4	23	26
25c99312-bf63-4654-a73a-03c3c1cd50b6	386	40	0	37	15	16	15	21	10	4	29	0	0	0	42
25cf7449-8c5b-403e-aa75-e2af158598e8	160	187	92	42	0	118	227	4	15	0	0	0	5	0	6
25e20393-752b-4796-9001-0e22ee04c586	333	78	0	22	0	55	34	0	4	5	16	0	2	0	5
25e4cad7-2403-4992-9cbc-433574673549	276	33	0	0	17	118	46	0	95	0	11	0	8	24	3
25e68b09-7d62-4449-a14a-8d09edd96db6	420	0	0	0	0	8	0	0	0	0	36	0	0	0	0
25f07374-313a-4100-9a60-3d21d2988fca	17	311	200	258	44	62	209	109	129	0	116	109	18	8	34
25f73b03-4ba8-47ba-ad80-6ccb82105c98	103	165	197	208	385	114	27	63	0	0	0	49	0	108	4
2660825c-68f0-4631-948e-6da158edbe9e	313	70	0	0	46	71	3	0	46	0	0	29	26	0	6
267a9862-17bd-4056-ba4a-1f373736ffbb	376	0	0	0	0	54	10	2	0	0	30	0	0	0	1
26c301a6-a597-4c24-9f6c-2293e5ae41c7	384	45	0	2	0	13	12	0	6	4	28	0	0	0	0
26de406e-c623-11e3-bf01-24c6515278c0	374	6	12	7	4	59	23	10	0	14	28	0	15	0	0
274723ac-2bc1-4e2c-b31a-1907217b9f84	430	0	2	8	3	20	0	1	0	0	14	0	5	2	1
27847313-3b1e-47f2-84f1-acadaf265cf3	248	37	12	17	35	180	0	0	8	0	12	14	12	6	8
278b2498-1d64-493b-ac43-3489ec86f313	362	44	0	0	0	27	60	0	0	10	26	16	0	0	0
2790b964-63e3-49aa-bf8c-9a00d3448c25	243	100	8	38	0	127	74	0	0	5	8	0	0	14	0
27b56bf2-7a9d-4061-98d4-61fe2761578c	68	185	0	297	130	197	64	178	135	28	40	78	27	0	28
27f87d1e-2c32-4beb-9677-62f7a286673d	90	0	453	684	650	79	81	793	78	0	0	132	73	101	184
27fcccdc-c622-11e3-bf01-24c6515278c0	299	118	0	61	2	49	0	0	44	0	27	0	0	17	8
280a069c-38e5-4300-a15c-2612301b70e3	249	66	20	0	0	143	91	0	3	0	26	0	0	0	3
2828e5e6-c623-11e3-bf01-24c6515278c0	318	39	2	20	0	98	14	0	0	1	30	5	0	0	2
282b45ee-4af2-4c61-9acc-286eaf8d661a	66	145	99	114	98	220	18	0	50	0	40	70	15	21	18
28839c75-90a8-493f-b658-8c63e0ebd324	56	191	42	317	0	192	227	0	33	0	64	48	9	0	18
289790a5-77bd-49a9-a1ec-478a8ecacd7f	294	79	22	0	0	79	69	5	17	6	27	0	8	0	4
28e81540-4744-4865-b627-c7c9d8a3c2b8	0	148	275	104	92	184	194	66	72	71	84	28	94	0	4
28f41a20-b6d6-4ecc-888f-72f779ad9af7	340	13	16	44	11	62	68	34	26	44	6	0	0	69	4
28f8d45f-4763-472e-9c4d-6787ba00164b	439	3	0	0	0	0	10	1	0	0	24	0	0	0	0
29127cde-548f-4c42-96cf-6f0020c3db9a	398	9	31	0	0	18	57	0	0	0	20	0	0	13	0
293a2f0a-4846-4c7c-b8b1-bb741c8d3275	249	41	60	288	124	115	0	1	43	47	87	44	14	18	22
29548b5f-c88a-4908-8c46-e86483e75067	289	8	3	13	38	156	2	0	0	15	0	0	8	6	11
29578759-9ccb-4a24-b5b8-c45ebd4339d9	422	7	0	0	0	0	2	0	0	0	33	0	0	0	0
295aac88-c623-11e3-bf01-24c6515278c0	0	373	141	476	0	36	193	0	48	32	97	21	10	82	15
29a00d78-b9bb-4c6b-b142-d5b8bfa63455	334	0	12	82	28	89	90	160	30	67	70	13	19	0	9
29b92b51-7ba3-42a9-97d3-6a9b5e43f928	85	298	46	326	140	90	88	0	0	38	29	0	16	24	16
29fc38aa-f367-46a3-a14d-a5f657ad0caa	304	44	3	0	0	104	47	0	0	0	33	0	0	0	0
2a5a5840-a834-47a1-b1f4-dc8fed620f5c	436	0	7	0	0	12	0	1	3	0	17	0	2	4	0
2a7f6aac-8f94-4815-8b94-0ea7db71135c	411	28	0	0	0	10	18	1	5	0	24	0	0	0	0
2a8d63eb-0174-4213-9214-413f391f512c	0	301	266	801	418	0	130	67	25	34	58	14	69	152	32
2abe2e53-ad9b-4fbc-b9a7-93444f1bea87	388	38	0	0	0	9	8	0	3	0	33	0	0	0	0
2aeaab9f-4459-4be8-91e7-e0746cbd671c	311	51	0	31	22	93	60	8	3	0	34	0	0	0	0
2b000af3-2c9d-4eaa-af3f-8101b7425c37	196	0	110	26	170	102	197	136	166	216	90	120	103	15	55
2b02e3ad-4423-491e-993a-561e80dc7bcf	394	22	3	36	0	27	19	0	11	3	39	0	0	4	0
2b142863-b963-4cc9-8f8f-c72503c93390	123	41	233	193	136	182	52	198	0	0	23	31	108	52	34
2b36ac4b-eed3-4591-8b4f-b44049dfc5ed	400	22	0	0	0	25	10	2	9	0	27	0	0	0	0
2b3837b3-ee29-4a08-848e-1206404da986	302	0	33	111	64	120	25	0	107	35	0	0	39	13	6
2b40a733-7a63-4bb8-a953-95a4ee28f962	0	243	205	66	0	165	192	0	0	37	53	81	0	0	22
2b41746a-95c0-4875-afb5-c6d3d3ad30d9	150	97	0	122	102	127	79	78	0	121	0	81	316	0	30
2b4feb84-89e4-4c38-8561-5ffab02c8132	0	355	201	160	16	67	162	0	10	13	67	194	0	0	58
2b54d668-7585-4bf4-9fdd-aea3c5cd4fa4	252	120	31	36	0	79	108	0	11	0	23	0	0	0	3
2b569b88-c622-11e3-bf01-24c6515278c0	213	132	14	32	0	120	63	17	12	24	38	4	12	2	0
2b6d4d66-7f0b-4bc0-b3d6-171956a937c5	216	156	67	80	0	68	264	12	31	0	0	27	7	0	0
2b78de4e-4c8b-4adf-a058-3dae797e7881	25	234	422	473	515	0	0	118	51	83	83	14	65	39	114
