Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z	SBS80AA	SBS80AB	SBS80AC
0bfd1068-3fd5-a95b-e050-11ac0c4860c3	49	72	153	386	102	43	89	56	59	168	59	25	49	66	55	35	0	10	17	36	192	6	10	0	0	7	0	0	3
0bfd1068-3fd8-a95b-e050-11ac0c4860c3	110	12	90	426	90	67	114	114	60	284	281	70	54	64	13	83	25	21	115	6	71	29	32	0	16	6	0	26	0
0bfd1068-3fdd-a95b-e050-11ac0c4860c3	78	91	47	447	123	105	95	91	11	214	163	100	55	104	41	53	35	19	89	9	72	16	31	0	10	2	18	19	0
0bfd1068-3fdf-a95b-e050-11ac0c4860c3	0	0	112	622	745	54	0	0	105	160	489	0	215	415	0	35	117	55	38	25	91	63	29	0	38	45	20	23	11
0bfd1068-3fe1-a95b-e050-11ac0c4860c3	0	0	121	561	755	51	0	0	90	182	450	0	200	375	0	27	130	54	40	36	66	55	20	0	36	44	39	24	14
0bfd1068-3fe4-a95b-e050-11ac0c4860c3	62	176	66	104	152	114	85	0	46	41	42	0	53	81	31	0	46	18	25	4	2	1	33	0	18	9	0	9	10
0bfd1068-3fe6-a95b-e050-11ac0c4860c3	0	0	151	1132	582	49	0	0	69	61	0	0	223	380	0	19	27	34	50	40	55	43	33	4	29	16	17	60	8
0bfe2ac9-0aec-c248-e050-11ac0d487e1c	149	157	53	0	35	206	63	0	17	22	37	0	41	58	35	0	62	6	1	13	36	0	11	0	1	1	3	8	5
0bfe2ac9-0aee-c248-e050-11ac0d487e1c	146	167	37	0	26	164	79	15	19	13	25	1	34	39	26	0	21	6	1	5	25	0	8	3	2	1	5	9	6
0bfe2ac9-0af3-c248-e050-11ac0d487e1c	59	13	189	230	164	7	162	0	7	185	115	0	64	50	27	21	52	17	63	1	23	7	5	1	3	11	0	14	3
0bfe2ac9-0af5-c248-e050-11ac0d487e1c	115	0	114	457	103	132	91	162	2	324	282	91	64	86	25	0	58	27	120	35	76	26	36	0	12	0	15	16	0
0bfe2ac9-0af8-c248-e050-11ac0d487e1c	106	32	115	401	124	97	86	115	2	264	213	77	56	80	26	7	21	20	92	29	66	24	28	0	9	1	14	16	0
0bfe2ac9-0afa-c248-e050-11ac0d487e1c	138	111	72	92	112	110	82	0	35	39	42	0	35	86	32	0	34	17	8	3	9	0	36	0	20	6	0	17	11
0bfe2ac9-0afd-c248-e050-11ac0d487e1c	43	158	78	141	185	55	104	8	35	51	41	7	59	107	45	4	49	15	28	2	0	3	33	0	17	11	0	13	11
0bfe2ac9-0aff-c248-e050-11ac0d487e1c	76	158	68	110	138	111	81	5	61	37	49	0	34	82	30	0	17	19	32	4	8	0	38	0	21	9	0	5	9
0bfebf9f-c779-e57d-e050-11ac0d487827	123	25	111	368	140	103	67	173	52	275	234	42	40	36	33	10	2	23	132	6	49	29	32	0	17	8	6	21	0
0bfebf9f-c77d-e57d-e050-11ac0d487827	0	0	126	642	722	65	0	0	89	161	429	0	206	410	0	33	161	56	38	31	76	41	29	7	28	53	22	25	14
0bfebf9f-c77f-e57d-e050-11ac0d487827	72	20	69	206	45	364	133	205	101	142	191	218	42	108	100	81	79	29	150	9	52	42	38	0	7	11	2	31	0
0bfebf9f-c781-e57d-e050-11ac0d487827	63	180	102	63	165	110	36	25	41	40	34	0	52	81	46	4	39	16	23	4	1	3	34	0	20	9	0	7	8
0bfebf9f-c783-e57d-e050-11ac0d487827	52	150	104	93	146	133	93	0	38	43	58	0	56	91	51	1	45	19	25	4	0	3	33	0	20	9	0	8	10
0c0038ff-6cc4-b0b0-e050-11ac0d483d73	120	0	86	426	100	125	127	140	0	286	233	86	58	75	15	28	3	21	103	19	71	31	31	0	12	2	13	21	0
0c0038ff-6cc6-b0b0-e050-11ac0d483d73	136	7	107	397	154	101	80	109	6	272	219	62	52	81	18	8	14	23	90	25	71	25	28	0	9	0	22	12	0
0c0038ff-6cc8-b0b0-e050-11ac0d483d73	50	99	122	108	201	102	115	0	56	34	46	0	39	113	28	0	43	17	22	1	0	18	41	0	16	8	8	17	9
0c18a8b7-bad1-4aa4-a6df-472f89d9761c	386	30	0	0	0	0	0	0	0	0	0	0	24	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c39c03a-ec84-42c6-be69-8e98bc7a9f5a	11	0	262	173	47	269	77	251	279	0	14	78	25	40	24	53	0	14	22	27	55	44	54	8	18	6	16	21	24
0c7aca3f-e006-4de3-afc2-20b4f727d4fd	44	53	168	143	143	160	109	101	167	26	64	149	21	90	124	14	27	44	18	23	14	23	19	0	34	16	57	0	7
0c8f7e63-7a3e-42e8-9408-c5cbd2f52f9d	368	52	0	0	4	0	8	0	0	4	0	0	24	2	16	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0c9a5dbc-f7f3-43e7-83d1-77b9fb4b8b54	296	102	18	3	1	7	19	0	0	10	0	0	26	0	16	11	0	0	1	2	1	0	0	0	0	0	0	0	0
0cb4356c-b5d6-4541-b048-ff6d4b3a5d26	71	107	202	23	30	99	25	17	0	63	93	8	76	0	7	200	0	5	2	6	5	3	32	0	11	7	0	10	0
0cd60b96-eb2d-4687-9709-d1455ec45de7	78	168	75	41	53	53	100	3	42	11	0	45	22	44	22	1	10	21	23	7	2	14	6	0	11	6	0	0	7
0cdbabf2-c623-11e3-bf01-24c6515278c0	143	185	44	22	25	54	43	54	45	11	8	1	20	14	7	0	0	2	8	11	0	1	0	29	4	10	0	13	1
0ce6f3ed-bdbc-4b70-9db4-2e48f4bf644d	339	75	0	0	0	0	7	0	0	1	0	5	24	0	15	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0cf9bbc2-cbd5-4b64-8d90-cfa416307b39	148	143	0	50	57	41	91	0	74	2	8	25	2	24	36	0	5	2	1	0	3	5	12	91	5	1	0	0	3
0d0793c1-df1b-4db1-ba36-adcb960cc0f5	0	0	252	111	364	198	38	108	242	33	136	58	37	132	68	3	89	23	64	65	74	25	26	0	35	13	5	5	3
0d259ac2-03d1-4814-9b0b-d05e3a6029b7	232	112	36	21	15	2	62	0	7	22	5	0	23	9	13	0	0	11	4	1	0	0	1	0	0	0	5	1	0
0d31a44f-1fc5-43a2-9633-36c4e650d3d2	260	133	14	18	2	10	8	11	3	19	1	1	20	9	19	7	4	1	1	4	0	4	0	0	0	0	9	1	0
0d569bd5-418d-4d72-87ca-8e14668c2119	240	148	15	10	21	0	11	0	0	10	15	0	31	14	12	1	0	2	2	2	0	1	1	0	0	0	0	0	1
0db9309e-7b95-4ae3-b0ed-dfd4f38d11b0	231	135	0	29	55	2	42	0	0	49	6	0	27	2	8	1	6	1	4	0	2	1	0	0	3	0	0	0	11
0dd0718d-5ddf-4c59-8c47-0f51303daeb5	88	239	42	27	33	57	53	0	15	4	4	49	13	38	0	0	3	2	1	2	10	6	17	9	19	3	0	0	9
0dd39eca-c623-11e3-bf01-24c6515278c0	118	221	24	9	14	0	67	1	0	33	12	0	23	5	10	5	0	2	4	3	0	2	1	0	1	0	0	1	4
0e1e628b-823a-4861-aa95-bed2fada7349	381	50	0	0	0	0	0	0	0	5	0	0	22	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e54cea2-d568-4a33-b9db-b698844e6ad9	135	149	5	6	65	82	115	16	6	58	1	16	20	28	35	28	10	5	0	1	0	6	0	6	0	31	0	6	10
0e6654c9-cd5e-4f94-a6d4-54f2bb16de1f	47	165	65	32	85	57	120	58	87	5	1	159	28	48	75	21	7	4	10	15	42	7	39	6	5	25	3	0	2
0e6ca8dc-0f31-4675-95b1-5920576daeff	233	144	0	27	23	11	44	0	10	21	4	0	20	14	28	1	4	6	6	1	0	3	0	8	1	2	1	0	0
0e7ac212-0469-4f17-9432-205ab1831257	185	177	21	3	12	18	51	0	15	2	2	0	10	21	10	0	0	3	4	1	7	1	1	0	4	1	8	3	3
0e7f46ca-6f5c-4538-b6d6-00af65d57fcf	203	160	22	11	0	0	47	0	0	22	13	0	27	2	15	1	0	0	1	1	6	1	1	0	0	0	0	0	0
0e872e0d-4711-4364-a5d0-6beeb6fd3ff2	89	89	126	26	51	68	151	0	159	8	72	72	0	3	4	0	0	10	15	24	15	12	3	0	0	1	26	1	44
0ead45d8-d785-4404-8319-2ef951e02e03	0	0	201	6	298	487	28	217	320	44	207	18	68	116	117	61	80	46	19	92	84	39	16	51	46	33	2	16	17
0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169	0	79	175	10	64	218	0	0	0	30	165	15	150	0	0	592	0	13	17	10	0	10	16	0	9	16	0	14	1
0ed63d84-d3fe-4289-9255-35f4a03b703b	369	63	0	4	0	0	0	0	0	2	0	0	22	4	15	0	0	1	0	0	0	1	0	0	0	0	0	0	1
0eeafcd6-c623-11e3-bf01-24c6515278c0	152	166	64	0	24	9	62	0	2	23	21	0	26	19	17	3	0	1	8	0	0	5	6	0	2	0	1	1	1
0ef92ff8-829f-425a-91d8-c594b6e22a2b	30	151	119	53	0	123	149	44	69	24	66	43	40	35	55	14	0	6	7	24	0	66	5	0	0	4	11	0	8
0efb6e20-236d-4640-9373-6fc03e67d090	376	40	0	0	0	0	0	0	0	1	0	0	23	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0efee3f3-313b-44eb-b3b0-af975a1ded82	215	148	2	52	9	19	45	45	4	49	5	9	20	15	24	10	8	39	3	1	0	0	1	0	4	1	0	0	1
0f53e757-1823-409f-a0ea-249270728e15	363	20	0	209	0	11	0	0	99	1	21	19	16	9	42	0	0	0	0	0	0	162	0	0	0	0	0	0	0
0f6b355e-3898-4be6-be97-da0c3840a4ed	84	182	91	6	0	47	78	35	54	7	13	15	11	28	5	32	9	3	1	20	2	4	10	4	4	3	15	5	1
0f9e70b3-24cf-4d76-af7b-84ace66ec5a7	19	180	37	29	53	79	164	67	41	18	8	152	23	38	42	1	5	15	10	4	0	16	0	7	2	52	12	0	20
0fa9cfba-0f49-47d0-ab54-9dd2144e0a73	281	111	30	3	31	1	3	0	0	19	8	0	27	10	9	8	0	0	0	4	0	0	1	3	1	1	6	0	0
0fbd94b1-bb34-4620-841b-861a0b5e0c12	94	207	67	48	80	0	22	14	91	5	29	93	22	44	11	3	46	3	18	0	0	44	3	8	0	27	4	0	2
0fc63b79-7fff-441d-88fc-922d53c787ab	37	175	1	37	0	33	190	63	172	0	0	242	0	0	0	33	1	6	17	0	0	11	1	9	7	105	7	0	9
10136472-c623-11e3-bf01-24c6515278c0	381	44	0	0	0	0	2	0	0	7	0	0	21	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1021b60d-f7b2-43b0-b2cc-f282d619d533	0	0	236	632	421	100	0	1	74	296	332	0	115	175	64	85	13	59	43	46	25	48	44	0	6	15	43	15	36
105a51c4-cc7e-4d0f-9cf8-e4d64a31d14d	66	6	282	269	79	26	86	21	8	84	40	13	74	73	9	25	3	18	4	18	29	6	0	14	13	5	4	12	10
108749d2-5c62-4ef1-92df-aec6941ba53b	290	111	30	0	9	0	10	0	0	27	8	0	16	2	13	0	0	1	0	1	3	3	0	0	1	0	0	0	1
108b67d4-5d66-46da-8675-6acae643b76f	223	90	82	40	3	5	40	0	0	36	13	1	33	0	12	43	0	7	1	0	2	3	2	0	0	4	0	10	1
10ad692b-4c3d-42de-9b5e-4968441388b3	217	139	26	20	16	9	43	0	0	28	10	0	27	6	10	17	0	0	3	1	0	2	0	1	0	0	1	6	3
10bb1a92-901e-4a14-80f4-5e88f997754b	189	147	17	51	53	29	61	0	18	21	16	0	19	38	9	0	0	6	5	1	0	48	0	0	0	2	11	0	0
10cb8ac6-c622-11e3-bf01-24c6515278c0	66	211	58	12	15	41	104	32	38	6	22	1	21	30	5	8	0	4	8	1	4	5	5	6	1	4	10	13	1
10d15b7a-16d1-4953-aaef-f193ffa97f42	170	147	53	39	18	39	47	0	54	14	9	0	0	23	17	0	29	8	8	11	0	4	0	0	0	1	4	47	4
10db2142-c623-11e3-bf01-24c6515278c0	279	89	16	12	25	20	44	0	33	0	4	9	4	26	12	0	0	6	1	1	6	0	0	1	2	29	2	1	0
110b5f05-ded7-45ec-b0f6-a941c92d77dd	12	0	0	590	464	351	0	355	373	230	157	58	107	182	455	93	349	79	245	77	46	96	43	0	22	31	3	0	0
1127b561-ea40-4d5e-95df-daa0a5ebc1e4	290	124	15	5	4	2	0	0	0	8	9	0	28	5	14	1	0	1	1	0	1	2	0	0	0	0	0	0	1
11473a98-d953-45f9-abf5-709b68a4bae8	218	105	0	0	6	3	112	0	0	21	1	0	20	6	18	4	0	4	0	0	4	0	3	0	1	0	0	5	0
1157a548-6770-4c89-a84c-bcf6f0e96ea8	265	127	4	0	10	6	20	0	2	9	8	0	26	2	15	4	0	0	0	0	4	0	0	0	5	0	1	0	1
1168944c-5451-4a18-8758-88bf5723bdd9	56	154	69	20	40	0	187	0	0	48	12	0	30	20	8	11	8	2	1	0	12	5	6	0	0	2	6	2	2
1193a9c4-5aab-4cd7-a690-60c96bd1172d	331	76	0	0	1	5	12	0	0	7	0	0	22	5	14	2	4	0	4	0	0	0	0	0	1	0	0	0	0
11ae45fb-05f6-425a-9295-d50d13407006	386	30	0	0	0	0	0	0	0	0	0	0	24	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120f01d1-8884-4aca-a1cb-36b207b2aa3a	79	20	223	391	82	84	57	0	8	285	250	0	96	7	31	115	46	3	19	114	24	23	28	0	4	20	0	20	0
122bf0a9-8052-49da-a9d7-0e5de9ab7032	332	65	24	2	5	0	16	0	0	14	6	0	25	0	13	0	0	0	0	0	0	0	0	0	0	0	0	5	0
123c9d1c-72ba-4d82-8e57-d5caa52a40ba	54	172	133	5	57	52	79	12	53	11	22	19	29	37	6	0	15	4	6	13	4	1	1	8	6	1	13	13	10
124d5b04-4588-44c3-9c00-61e064cf1bdb	31	200	80	62	35	39	110	0	27	33	5	49	36	27	41	18	29	1	6	15	0	2	0	31	0	14	8	1	2
126ee433-d345-4cac-882a-c91831a24690	47	121	204	108	32	45	48	0	0	75	21	7	61	0	0	143	0	0	3	2	14	7	3	0	5	3	0	14	6
127b0f7d-d24e-48b7-ac25-d3f14a43952d	9	27	294	63	151	5	129	0	8	100	142	0	67	87	0	1	46	8	14	11	17	9	7	0	10	10	1	5	3
12874085-a596-41ae-b4cd-817cb1ebb278	3	111	227	439	29	134	36	7	257	10	41	29	15	66	45	0	19	46	9	46	5	17	13	110	19	13	0	34	18
1292e13b-d7c6-447b-a227-9a8113215580	27	0	190	44	281	80	173	0	126	23	113	0	42	127	33	0	36	19	19	28	7	7	37	13	8	18	9	2	16
129459c1-38be-45da-bb87-18848c97c544	135	100	89	114	121	11	86	0	4	95	13	0	41	23	20	12	2	0	0	0	0	2	19	3	5	17	12	0	2
1295947c-c623-11e3-bf01-24c6515278c0	319	82	9	0	4	5	21	0	0	10	1	0	25	2	17	0	3	0	4	3	0	0	1	0	0	0	0	0	0
129d2c6c-6688-4b29-bfa7-8df3fe77b25a	368	50	0	0	1	0	0	0	0	0	0	0	25	1	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
129de5b2-d9b0-4762-9ef8-72d98231fb50	66	65	227	169	10	11	104	23	5	87	48	3	40	43	18	19	0	11	4	12	10	5	14	35	7	7	0	0	5
12ae2ba1-9484-47fe-8a3f-bba94a6abe0c	369	50	0	0	0	0	0	0	0	1	0	0	11	19	15	0	0	1	0	0	0	3	1	1	1	0	0	0	1
12d7121a-0345-4808-a819-09d6e3227bd5	368	50	0	0	0	1	15	0	28	0	0	0	0	5	13	0	0	1	1	1	2	1	1	1	1	1	5	2	4
12f038e1-00af-4c64-a2e0-9e63323492ef	74	127	40	135	44	125	117	102	104	54	69	54	33	50	77	56	28	49	10	18	13	2	100	0	1	11	0	0	0
12f1ae2f-2666-45be-9742-f502d212373d	126	194	66	11	10	6	46	11	3	22	22	0	32	17	7	16	15	3	1	1	6	1	0	0	0	2	3	0	1
131332b2-ff51-4bd7-a626-aff2ecea6135	215	159	52	40	41	0	0	0	0	50	2	0	29	0	5	0	0	0	2	3	0	0	4	3	0	0	0	2	6
1327bbd4-a466-4e26-905f-cf91315f1cc8	150	141	86	82	50	45	49	0	68	1	17	14	0	34	7	0	0	11	3	6	8	4	3	36	5	1	26	16	3
132f7f2a-b902-4343-aa08-cf6a7af10b9a	349	70	0	3	0	0	13	0	0	11	2	0	21	2	18	0	0	0	1	0	4	0	0	0	1	0	0	0	0
13446fc4-9fa6-4bb3-a00a-b9265b41eb12	373	44	0	0	0	0	0	0	0	3	0	0	21	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	3
134c9a92-e91e-4347-a9c4-727279edebb1	0	203	189	53	101	14	38	0	10	68	75	26	46	45	10	28	0	12	10	10	0	8	6	0	1	2	27	10	0
1358ff92-4db9-4e42-b63a-984a7bea425a	365	51	0	0	3	0	0	0	0	2	3	0	26	1	15	0	0	0	0	0	0	3	0	0	0	0	0	0	0
13642cf8-9840-4a7d-a26a-95f65b2c70c3	358	72	0	9	0	3	0	0	0	3	2	0	26	3	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0
13bd2b30-c623-11e3-bf01-24c6515278c0	132	197	34	102	0	43	32	57	12	49	10	8	33	16	49	0	0	7	3	0	0	0	4	0	5	5	12	28	5
13c312ec-0add-4758-ab8d-c193e2e08c6d	261	108	0	0	0	11	62	0	14	0	0	0	4	21	13	0	0	3	2	3	3	1	1	2	1	1	3	3	2
13c62975-9f5e-4d40-a461-dceab08a31ec	175	108	64	55	31	4	91	0	16	36	10	0	23	13	11	0	4	24	2	1	2	3	0	0	0	4	7	2	0
13c7065e-6780-4571-978e-a7c13078ff50	330	60	0	0	0	0	46	0	0	15	0	0	18	1	16	0	0	0	1	1	0	0	0	1	0	0	0	0	4
13d05f7a-e16a-40ef-9a15-21257da2cf89	281	102	5	0	4	30	4	27	0	31	9	0	17	12	16	16	16	0	4	0	0	0	0	0	1	4	0	0	32
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	193	154	35	7	15	25	54	4	7	27	6	1	24	4	15	0	0	0	0	13	0	4	2	4	0	1	5	0	1
140d6ef7-0217-4d16-9add-215d0d14ba06	270	120	0	6	10	0	27	0	0	7	0	0	23	7	18	4	0	0	0	0	0	0	0	3	1	0	0	1	0
141918cd-3e23-45bc-96e1-b208c80f69e7	342	69	0	32	0	0	11	0	0	9	10	0	28	8	18	0	0	0	0	5	0	0	0	0	0	0	0	16	0
142b6dbf-c943-4a7d-8ab6-13a975f48d7a	119	157	58	54	3	14	110	45	5	51	0	0	22	12	17	10	0	0	4	8	3	5	7	0	0	6	11	0	5
14334aea-2dae-428c-9d4a-1a37878dfc3f	128	173	65	71	18	23	49	8	11	26	36	4	28	52	20	16	0	2	19	6	1	4	10	1	4	0	15	0	0
1447c8cb-25d4-4092-8919-4df08f898d2d	311	80	5	19	2	0	33	0	0	19	4	0	19	7	15	0	0	1	3	1	0	0	1	0	0	0	13	0	1
145f2b89-8878-4390-b0f6-f09b02fb138a	156	88	85	77	42	31	119	0	7	48	0	0	25	31	14	9	0	0	9	0	0	32	3	0	4	6	4	1	4
145f6dbb-9744-44f7-8485-e440689de3fd	214	153	27	52	2	0	44	6	0	51	12	0	21	0	7	6	0	3	1	0	1	12	3	0	0	0	2	1	0
14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0	53	147	144	97	102	65	72	0	174	21	104	86	12	49	17	23	14	4	3	37	52	63	2	11	2	2	19	1	2
147e3496-514e-4da7-be42-7cd9be78ed04	378	48	0	0	0	0	0	0	0	3	6	38	26	0	18	4	5	0	14	0	0	0	0	0	0	0	0	0	0
148536ce-ee2a-4952-a19d-10d6f44146b9	287	125	0	0	4	18	6	0	5	7	8	0	13	7	13	0	0	1	1	3	1	1	1	1	1	1	3	7	0
1494bb16-f1f0-42a4-b10e-c383574cbc8b	318	94	0	9	0	2	5	0	0	9	3	1	23	3	18	0	0	1	1	0	0	0	0	1	0	0	3	0	0
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	75	108	142	84	89	38	108	0	24	20	26	0	26	78	0	0	18	11	5	2	12	0	25	8	0	1	6	0	22
14bf9bfb-14d6-4cac-a556-828f680e8a15	57	124	74	118	213	52	118	0	76	22	48	1	36	95	36	0	4	21	22	0	0	14	16	2	0	19	28	31	5
14c5b81d-da49-4db1-9834-77711c2b1d38	23	133	307	77	62	6	0	0	0	54	165	0	85	80	0	22	0	4	1	21	10	6	6	0	3	7	6	8	2
14cbcbb1-028b-471a-bb4f-8b29cfa5e4eb	347	80	4	0	1	0	0	0	0	9	6	0	24	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14dd86c1-dfb3-4124-a453-4d64223bc048	357	63	0	0	0	0	11	0	0	9	0	0	19	1	18	0	0	0	0	2	0	0	0	0	0	0	0	2	0
14ed7388-41ed-43d4-afb2-04cd6410d5d2	19	106	168	298	164	49	55	0	123	22	101	141	45	104	38	0	0	19	17	114	0	29	0	78	0	18	10	0	6
14f41457-25c3-4979-8515-4f33322039a5	363	56	0	0	0	8	0	0	0	10	0	0	17	0	16	0	0	0	0	1	1	1	1	0	0	0	1	2	0
153a64ee-6322-4f2e-b3df-77ef7d3a4cf0	10	80	193	40	66	94	141	56	122	17	60	79	34	60	62	30	98	14	4	13	15	20	22	33	2	4	9	3	3
154f80bd-984c-4792-bb89-20c4da0c08e0	339	77	1	4	0	0	0	0	0	4	0	0	25	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0
15563a10-47a8-401d-a507-2c7101f7ae60	299	87	3	3	20	0	28	0	0	2	2	0	31	8	10	0	0	2	0	1	2	0	1	0	1	0	0	0	0
1558629a-770a-4dcb-b0bf-9a8bcea9d80b	197	115	37	32	51	0	83	0	0	69	17	0	31	0	5	6	18	0	2	14	0	1	1	0	10	0	0	1	1
155873b2-e5de-405f-87f6-6de0d238b160	322	84	6	0	11	0	14	0	0	16	13	0	24	5	13	0	0	1	0	7	2	0	0	0	0	0	0	1	0
15678c3d-ce61-454d-849e-1d4ca358909b	241	115	11	28	3	18	57	12	3	18	0	0	25	14	16	12	1	2	0	0	6	1	3	1	1	0	0	0	1
15895218-c623-11e3-bf01-24c6515278c0	92	233	31	18	21	39	65	0	28	8	27	2	17	37	5	0	3	1	6	5	11	5	4	11	0	0	11	2	3
15a93657-0521-430a-a816-bf0842374b75	350	54	0	0	0	0	17	0	0	5	1	0	22	0	16	0	0	1	1	1	0	0	0	0	0	0	0	0	0
15abb2a3-10a2-4e04-8eb9-6eadbd976af0	365	52	0	0	0	0	0	0	0	2	1	0	25	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15d597de-d26c-4ce1-b0cb-077e39b55f30	34	55	185	79	46	229	142	45	134	2	28	25	32	62	25	44	2	9	13	24	25	21	20	32	16	13	0	1	10
15daadb0-6b24-4248-9225-470dc08f1552	229	143	0	13	6	4	65	1	1	21	4	0	20	12	13	0	0	1	4	0	0	3	2	0	1	2	0	6	1
15dd024e-c0da-461a-84db-d01e60a22210	366	52	0	0	0	0	1	0	0	2	0	0	24	1	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0
15e097e3-e468-466c-8e57-b59fba90bbf2	347	67	0	17	5	0	2	0	0	12	0	0	27	0	14	0	5	1	0	0	0	0	0	0	1	0	0	0	0
15e7d981-8c27-4b2b-b4f8-626e22021895	24	8	221	922	120	184	1	100	102	152	284	3	137	279	112	37	21	30	40	80	51	0	54	178	10	13	0	0	27
15f90ef0-831b-40a3-98bd-ec226a9e8b26	35	193	94	83	92	21	83	0	10	72	50	0	39	42	20	33	0	13	12	2	2	0	26	7	1	5	5	1	2
15fd8dc8-c622-11e3-bf01-24c6515278c0	268	117	1	37	0	9	42	0	0	33	4	1	20	5	19	1	0	1	1	0	0	0	0	9	1	0	12	0	3
1659bae5-3140-4d05-891c-81b48277b2fc	0	115	155	490	94	214	50	93	221	35	62	36	27	130	112	0	11	28	14	9	5	16	12	86	35	121	32	6	8
16c6f975-48fd-4cda-946a-777cb922949d	247	117	35	64	47	2	14	0	0	71	34	0	36	0	3	0	0	7	0	10	5	0	10	0	1	1	0	0	0
16d33e09-2e21-4da2-8e57-e78ce28c4408	0	132	52	289	161	161	109	221	114	86	39	0	41	89	58	0	0	7	26	47	19	33	7	64	14	5	34	0	12
16d5519e-ecb9-4fc8-81f1-e0e4adf722a8	67	101	158	81	85	78	106	0	62	27	0	45	5	61	17	0	0	7	9	13	9	2	8	25	18	44	4	1	7
16df7888-2480-4394-8856-d57a6ef371d2	75	78	183	238	12	46	83	10	150	6	47	168	1	53	8	0	9	11	10	26	19	15	2	134	11	8	0	5	3
170ad241-9e24-469b-b7ca-3fd783a89b21	14	89	235	219	81	105	71	80	111	26	14	12	38	68	32	12	0	18	11	0	69	5	10	54	7	6	0	16	14
1727e88b-df0a-4af2-9191-8c6061d98ad0	110	161	19	0	42	47	141	0	47	10	4	16	10	26	20	0	16	3	2	0	0	22	10	0	3	4	6	0	6
172c9864-c26d-4e9b-947a-e8ce761e996d	158	149	69	24	0	46	38	0	32	13	27	61	4	43	32	20	29	9	1	17	0	8	2	0	10	1	57	0	1
1776f326-b12f-4355-8107-80fa6fcd2159	224	122	25	27	30	1	52	1	2	46	10	0	19	1	14	15	0	0	0	0	2	2	1	4	0	1	13	8	1
178d0486-cb0d-4979-8bdf-bb3fe99149bd	358	60	0	0	0	3	0	0	0	1	0	0	25	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0
17a66d24-de77-4f2a-a8ad-d2c6a69e7671	367	51	0	0	0	0	0	0	0	1	2	0	25	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17de5b12-c623-11e3-bf01-24c6515278c0	133	136	110	119	59	75	29	41	0	79	43	8	38	45	38	0	2	19	9	0	10	0	68	0	0	2	0	1	1
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	13	139	110	237	215	96	50	60	88	46	41	112	41	98	69	0	0	9	45	52	0	35	5	76	20	12	0	0	0
183b04f5-107f-496c-8e9a-8263dd00cffa	40	176	120	97	61	37	89	12	31	45	31	0	31	53	15	0	8	5	5	8	40	25	6	4	5	2	0	0	6
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	255	105	48	21	36	0	26	0	0	44	14	0	30	0	6	0	0	1	0	6	5	0	3	0	0	0	0	0	0
18ec066e-8510-4921-9e35-45d85fb01e38	224	119	0	91	0	59	0	42	61	12	87	393	55	0	63	18	0	41	0	0	0	1	13	29	47	0	0	96	0
18f5e75e-c623-11e3-bf01-24c6515278c0	245	134	0	27	10	32	27	0	18	27	6	4	18	0	21	0	2	1	6	0	0	0	0	50	1	0	0	1	4
18f9240e-7acd-41eb-a154-c2a67a1cbe9b	299	97	0	0	0	1	37	0	0	9	0	0	22	3	20	0	0	1	0	1	1	1	0	0	0	0	0	0	0
19085f7d-e6a6-406f-bd09-520a27e0283d	244	129	32	0	0	3	37	0	0	21	15	0	23	5	14	1	0	0	1	0	4	2	3	0	1	0	0	0	4
190eb791-383d-4e27-870d-e470630843e7	0	177	132	98	0	56	118	51	133	49	74	162	15	40	81	9	26	4	8	6	62	26	0	37	15	39	0	13	8
19233fd1-5229-466e-acf3-5882165758e0	386	30	0	0	0	0	0	0	0	0	0	0	24	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1924d200-6929-4eef-8a7f-317f8fbab915	385	41	0	0	0	0	1	0	0	5	0	0	21	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0
