Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z	SBS80AA	SBS80AB	SBS80AC
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	0	0	177	1331	20	162	0	165	132	97	580	36	271	449	192	72	0	107	33	91	37	21	39	81	53	38	21	0	59
a94d63fa-c622-11e3-bf01-24c6515278c0	98	192	86	5	48	22	47	14	2	49	17	0	34	7	7	19	28	3	4	2	2	0	4	1	0	4	0	3	1
a96eddfc-3afb-4bf8-a440-c91778113fbd	76	141	83	50	101	63	104	44	57	19	0	60	35	43	79	8	0	13	5	0	20	22	11	0	5	14	1	9	1
a971ac23-0664-405d-9f5c-9ca892af003e	313	95	0	0	9	0	22	1	0	13	3	0	25	0	12	0	0	0	0	2	1	0	0	0	0	0	0	1	1
a9a240f3-d237-4bb8-b968-e4a3cc7c2633	346	72	0	0	0	0	1	0	0	4	4	0	25	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0
a9c29edd-2ef1-46ef-93c6-796cf0332a2b	375	53	0	0	2	0	0	0	0	7	1	0	22	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a9d055c6-6c53-4e85-8270-34883a1342a9	356	58	0	0	1	3	0	0	0	0	1	0	26	1	19	7	0	0	0	0	5	0	0	0	0	0	0	0	0
a9dbd55c-5dcc-48db-8785-6baef3fdd7db	330	67	17	5	1	0	22	0	0	4	7	0	22	13	15	0	0	0	0	0	0	3	0	0	1	0	0	0	3
a9ec7d9e-b179-4782-a589-43c7d1642be9	353	68	3	0	7	0	4	0	0	14	10	0	25	0	14	0	1	0	0	0	0	0	1	0	0	0	0	0	0
aa018d90-5250-4313-9f7c-a3f196765e07	260	144	25	17	0	0	0	0	1	8	19	0	27	18	15	1	0	1	1	5	0	0	0	0	0	0	2	3	4
aa06ae46-2336-4666-a3af-fc790daf8da4	41	233	43	410	64	23	39	57	44	44	83	6	91	125	16	0	0	31	4	3	0	0	6	18	104	1	7	0	4
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	369	58	0	1	0	0	0	0	0	6	0	0	20	4	17	0	0	0	0	0	1	2	0	0	0	0	0	1	0
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	309	95	0	0	2	18	13	0	18	0	2	0	7	9	14	0	0	2	5	1	3	3	1	2	2	0	3	2	1
aa2654f4-94f9-487a-b415-85df69261161	366	49	0	0	0	0	14	0	0	5	1	0	23	0	16	0	0	0	0	1	0	2	0	0	0	0	0	0	0
aa4a868a-df23-4eef-a618-e945aa2ce98a	117	117	101	111	72	0	62	18	9	79	18	1	28	27	33	54	16	4	1	4	0	8	0	0	1	1	59	6	11
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	394	33	0	0	0	7	0	0	9	0	0	0	0	10	15	0	0	1	1	2	5	1	1	2	1	1	4	3	2
aa58c09a-7799-4675-8310-d270224b163e	265	103	9	39	19	0	37	2	21	10	4	0	28	9	9	0	13	0	16	0	0	0	1	7	1	2	2	0	0
aa5907cb-3be3-4e23-982d-719417baeb37	313	104	0	3	6	0	0	0	0	6	0	0	20	9	16	0	0	0	0	0	0	1	1	0	1	0	0	0	0
aa847c3d-d3a7-46aa-a81b-db5099a458fb	299	117	4	0	0	2	11	0	0	10	6	0	22	5	16	13	0	0	0	0	2	0	1	0	0	0	0	0	0
aabddb20-c622-11e3-bf01-24c6515278c0	14	96	26	284	252	73	157	86	40	298	127	101	74	40	68	46	65	7	5	26	16	21	71	0	80	0	10	28	4
aacaba97-ecde-440b-aae0-0e9c608c4b24	84	127	0	145	0	369	78	72	217	0	129	406	45	26	95	46	57	4	49	286	0	0	0	0	10	13	0	0	124
aad8c8d6-d828-4aac-9cfb-cee893e36850	236	143	0	0	20	23	41	0	0	11	4	0	26	9	24	0	0	1	1	11	0	0	1	0	1	0	0	1	1
ab318624-db9d-41d8-b7b8-34712434f28f	335	80	1	1	19	0	10	0	0	16	3	0	25	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	3
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	55	183	58	23	3	106	47	24	0	11	30	10	78	0	21	191	65	9	1	18	33	3	2	0	1	5	0	0	0
ab923db7-54e8-4a50-b7fd-c2b4b300041e	150	168	63	12	11	29	47	20	38	7	23	1	11	42	31	0	30	6	8	9	12	13	0	0	2	5	0	2	1
abbbe65c-c622-11e3-bf01-24c6515278c0	75	186	69	90	41	28	100	18	39	42	3	29	26	19	24	2	0	10	4	0	3	3	4	0	7	2	17	22	4
abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	102	174	46	80	58	10	80	2	18	40	27	31	32	39	27	10	0	1	14	3	50	16	4	4	0	0	0	0	3
abd2d959-d5ed-4eb3-9759-67eb1aa23325	152	123	80	163	49	9	50	0	0	88	25	0	40	13	16	32	8	10	14	5	20	0	5	0	6	0	9	12	1
abe290ed-67c8-42bb-84f7-0d32a5f8f3db	30	99	143	49	170	117	99	57	150	18	47	119	19	56	63	11	31	30	11	15	0	48	3	0	30	40	47	2	8
abedd46c-47b8-4242-adb6-12835400cb3f	337	78	0	3	0	0	15	0	0	10	1	0	22	0	17	0	0	0	0	0	2	0	0	0	1	0	0	0	0
ac02c38e-5fca-4995-b0cc-39b6189976a3	189	131	0	238	107	25	37	26	13	116	29	0	50	23	24	18	30	0	25	0	0	49	13	10	16	0	10	0	1
ac1bd179-8285-468c-ab9f-7f91151ca0f2	374	46	0	0	2	0	0	0	0	5	0	15	23	0	14	0	0	0	0	0	0	0	0	4	0	0	2	0	0
ac23a8d2-ac42-4031-9dd4-9b56baeb246e	328	92	7	20	0	0	2	0	0	18	2	0	24	0	14	0	0	0	0	0	5	0	0	0	0	0	0	1	0
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	243	135	14	2	11	0	29	0	0	15	9	0	25	2	12	5	0	0	0	1	1	0	1	0	1	0	9	0	0
aca4d810-9540-4ce3-8ceb-72d396c9b704	342	72	0	0	1	1	21	0	2	4	1	0	9	20	15	0	0	3	0	0	2	5	1	0	1	0	0	0	3
acb5e263-111b-43d8-9bd1-adb9a54e0fc0	368	48	0	0	0	0	0	0	0	3	0	0	22	0	16	0	0	0	0	1	0	0	0	0	0	1	0	0	0
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	76	151	168	0	25	97	48	5	0	44	36	3	55	0	7	76	0	4	5	5	0	11	5	1	1	8	0	0	4
acc629cb-ad03-4cec-9b21-922e4932ef3e	162	160	81	27	34	0	38	0	0	48	9	0	27	3	6	0	0	1	1	0	1	1	3	0	4	2	11	0	3
accfc45b-eae0-4991-a488-e217cdb46655	148	192	56	21	12	0	35	1	0	8	13	0	36	20	4	3	0	1	1	1	0	3	0	0	1	0	6	0	1
acd510de-b732-4a1a-8b72-6d22e763540b	15	0	281	398	351	88	0	37	430	39	148	5	13	95	103	0	23	65	22	49	34	79	26	81	39	23	0	7	6
ad007b59-46f6-48b9-958a-2b9d28cca3b7	95	203	5	8	37	3	111	10	0	25	9	0	34	9	9	48	0	0	5	5	2	2	1	1	1	2	0	0	0
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	323	88	0	4	0	5	20	2	2	4	0	1	24	2	19	10	0	1	0	0	4	0	0	0	0	0	0	0	0
ad41f1f3-e38e-4418-9c16-52bca5719f39	71	228	51	51	54	28	50	21	62	23	40	34	14	45	50	24	18	4	11	5	72	5	5	0	3	5	7	0	1
ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f	90	76	197	155	47	6	76	0	5	122	116	0	50	22	10	68	0	2	9	26	0	11	9	0	0	5	38	3	5
ad874249-9964-4e48-aa3f-7e828ea28f3f	351	62	0	0	4	0	6	0	0	3	0	0	24	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ad92f17f-11e6-49bd-9835-6b2f47053485	332	76	0	0	9	0	6	0	0	6	1	0	25	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ad9455e9-7147-489e-9b1f-3540c457c260	92	184	65	8	22	15	101	0	22	17	32	0	14	35	2	0	5	2	2	13	6	8	5	0	5	0	0	3	4
add0b0f6-b4a8-4b73-b634-c3600dc567d5	384	42	0	0	0	0	2	0	0	3	0	0	22	2	17	0	0	1	0	0	0	0	0	0	0	0	0	1	0
adfbba82-c622-11e3-bf01-24c6515278c0	173	205	32	103	0	1	6	2	1	49	32	0	35	12	19	6	0	1	4	1	14	1	0	4	2	1	1	0	4
ae464652-2f8c-4d94-8b08-cd8f1d29256e	389	38	0	0	0	0	0	0	0	2	0	0	21	1	17	1	0	0	0	0	0	0	0	0	0	0	0	0	3
ae82fead-2671-4335-a342-67bb69935ad9	68	109	172	68	192	73	32	5	74	27	77	55	43	102	55	0	6	15	20	35	3	5	35	0	34	6	0	0	19
aed4363b-19b8-4cb5-aa34-a442410d0796	55	218	152	74	18	27	27	0	74	9	44	0	2	48	0	0	0	7	11	7	0	5	7	0	7	2	23	16	15
aeeb01b4-790e-4929-bd59-6aad837603b1	385	46	0	0	0	0	0	0	0	5	0	0	21	1	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0
af2cbdb6-c622-11e3-bf01-24c6515278c0	300	94	12	0	0	8	29	0	0	8	7	0	27	2	15	2	0	1	0	0	0	0	0	0	0	0	0	6	1
af96db5a-684f-41d1-a910-5a5193393d9c	112	172	93	28	17	61	57	5	10	10	0	1	28	28	9	11	0	3	2	8	17	10	5	1	1	1	0	1	0
af9cfac8-7fbe-49cb-aeca-8d68aea57994	8	0	175	206	47	263	64	289	255	25	221	311	20	115	203	50	0	62	12	27	31	25	23	158	20	22	4	17	100
afd1f2e0-343c-416d-8e8f-2177f312c2f0	347	69	0	0	4	0	0	0	0	0	0	0	25	2	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0
afee5b10-3dff-4e50-9575-bc9fe20c5dea	49	126	154	210	188	43	17	0	0	229	177	0	63	73	29	43	99	8	1	23	32	2	0	0	102	2	42	0	0
aff5793b-3197-4d1d-bf0a-9b0ded5f2937	375	40	0	0	0	0	0	0	0	0	0	0	24	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
affa4ef4-02ec-40f1-b6a2-739f8bf2afa9	188	148	53	138	40	8	7	17	30	51	50	0	34	34	25	12	11	30	46	0	0	5	0	0	0	0	12	0	2
b02b4bba-6e66-44fb-a48f-38c309aaaac5	35	256	82	180	86	3	0	0	0	148	60	0	40	0	0	26	0	4	1	5	87	0	4	2	0	5	1	0	2
b04624d2-d8f8-4b51-be1b-72c73d8055f9	250	106	0	191	163	35	0	38	0	165	17	0	40	0	34	4	0	0	0	2	16	8	7	17	0	6	17	0	1
b061cb06-e927-4f24-82bb-9e651f7ae0e3	377	47	0	0	0	0	7	0	20	0	0	0	0	9	15	0	0	2	1	1	2	1	1	2	2	1	3	2	2
b070af2a-c622-11e3-bf01-24c6515278c0	31	143	13	79	0	117	199	177	159	8	34	61	26	11	90	4	26	7	36	7	4	4	3	1	10	40	10	32	6
b07bad52-d44c-4b27-900a-960985bfadec	232	125	40	8	27	10	40	0	1	31	5	0	23	8	18	0	7	3	1	0	0	3	0	0	0	1	1	0	10
b0a83df8-dd2c-4c1b-b238-9081d2c22258	367	51	0	0	0	0	0	0	0	2	0	0	25	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b0c61486-b061-4b6b-ac02-130a3ea0b080	325	78	0	0	10	0	12	0	0	9	0	0	23	0	15	0	0	0	0	0	0	0	1	0	0	0	0	1	0
b0d1fde4-928f-4f4c-bff6-33b885582bb5	388	40	0	0	0	0	0	0	0	4	0	0	20	0	17	0	0	0	0	0	0	0	0	0	0	0	3	0	0
b0f3087b-6f9c-47e9-b487-6726af1cb90b	361	50	3	0	0	0	18	0	0	7	1	0	24	0	15	5	1	0	0	0	0	0	0	0	0	0	0	3	0
b16780b0-75ba-4304-87e0-33f1e321b622	139	135	2	20	36	25	143	0	50	0	6	0	6	28	27	0	0	2	20	0	11	11	2	3	5	0	8	0	8
b1753e9c-29d0-4955-89d2-949cdabd1211	403	24	0	0	0	0	0	0	0	3	0	0	22	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	387	43	0	0	0	0	0	0	0	4	0	0	20	3	16	0	0	0	1	0	0	1	0	0	1	0	0	0	1
b1d2457d-3267-46ba-9fdf-663985e60538	351	67	0	0	3	3	0	0	0	0	0	0	26	1	14	0	0	0	0	0	0	1	0	0	0	1	0	0	0
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	96	246	85	62	8	0	0	2	0	10	0	31	34	30	1	0	0	1	0	1	0	12	0	14	10	1	0	0	1
b1f19de6-c622-11e3-bf01-24c6515278c0	179	143	60	66	33	8	52	0	0	73	14	0	22	0	3	7	0	5	9	0	2	7	3	1	2	1	13	3	1
b1f2442f-a973-47b4-9891-f028f0d44adc	232	116	0	2	14	0	77	2	0	27	3	0	20	0	11	6	1	0	0	3	0	0	0	2	0	1	4	0	1
b2190e26-1809-4aba-9f45-07c2edb3b4a4	281	111	0	0	2	3	34	0	2	2	3	0	8	25	14	0	0	1	1	1	5	1	2	4	1	1	3	0	0
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	4	0	98	993	677	122	0	8	151	117	98	28	207	315	58	9	0	36	54	39	119	35	37	68	41	37	0	36	14
b24feafa-f2e9-4498-8471-a9e42c80cc9f	410	19	0	0	0	0	0	0	0	26	0	0	1	0	16	0	0	1	1	1	2	0	0	2	0	1	1	0	0
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	263	129	21	58	9	0	11	0	0	33	9	0	27	5	12	1	4	1	17	1	0	9	0	0	0	0	0	0	1
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	0	0	230	316	559	70	0	0	42	194	168	0	170	226	24	1	363	37	41	55	1	38	18	0	16	14	13	16	18
b28f7607-f162-425f-b44d-64e9633c8824	366	52	0	0	0	0	0	0	0	2	1	0	22	2	15	0	0	0	0	1	0	0	1	0	0	0	0	1	0
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	290	125	14	14	0	0	0	0	0	11	25	0	25	18	20	10	0	1	0	1	0	2	0	1	1	0	0	0	0
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	201	133	0	86	0	0	62	81	33	50	8	43	18	19	22	0	0	0	1	0	104	0	0	0	15	5	0	0	0
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	131	145	40	38	42	12	116	0	7	59	5	0	24	2	20	0	4	13	6	0	0	0	0	10	2	0	5	3	1
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	150	175	64	0	0	48	43	0	0	18	15	3	40	0	4	56	0	1	4	1	3	1	0	0	3	1	0	4	2
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	318	80	0	0	0	0	21	0	0	9	0	2	20	0	18	0	0	1	0	1	0	0	1	0	0	0	0	0	0
b32449c0-c622-11e3-bf01-24c6515278c0	21	82	42	93	74	92	277	45	57	24	37	0	34	74	73	0	5	11	21	25	4	0	8	4	3	11	13	35	3
b330c50b-c45f-413d-918f-33275d0d8f91	350	72	0	2	0	0	8	0	0	10	1	0	23	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0
b33978c6-a855-4f9d-a0b0-d79453b9de41	200	157	66	4	0	14	17	4	0	17	8	0	31	0	7	21	4	0	0	1	1	3	0	0	2	1	1	0	0
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	121	182	65	13	0	28	62	0	0	21	8	4	41	0	3	82	0	1	1	1	0	3	0	0	1	5	4	4	0
b35d9a68-29f4-49ab-b83e-b5151679e3af	0	4	0	606	393	420	0	392	530	166	665	181	172	221	348	72	28	38	55	115	0	244	24	13	22	129	0	160	21
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	215	140	4	0	23	5	67	16	5	35	4	5	19	3	11	5	0	8	0	3	2	0	1	1	1	1	3	2	1
b38d0777-4901-48b8-9cdc-33b7f13a424f	0	0	255	110	215	30	178	0	10	98	85	0	69	87	0	5	21	18	17	17	20	16	10	0	6	7	2	6	5
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	169	196	40	26	6	7	20	9	20	0	19	0	18	37	8	0	0	9	4	1	0	1	5	0	4	2	0	6	5
b3befa40-8f44-4eb6-ada0-ec395f460656	69	126	84	113	28	116	79	168	150	7	62	62	29	46	44	42	0	23	33	24	0	16	21	0	18	17	18	17	16
b3f1d232-4392-4258-9256-d38ff4b59f94	210	124	0	48	84	2	82	0	2	64	2	0	31	4	16	15	4	1	6	1	2	0	0	0	10	5	2	0	0
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	134	126	136	14	2	12	52	0	0	41	33	0	35	0	7	57	2	0	1	5	1	8	4	1	3	6	0	0	0
b421b9ca-c622-11e3-bf01-24c6515278c0	71	76	140	0	68	67	134	2	167	32	87	172	3	76	32	26	107	17	9	0	0	0	2	0	0	88	120	0	13
b42d183c-bc9c-4652-9e56-10c54c5ee96e	188	107	87	40	13	14	73	0	48	10	17	0	5	29	5	0	0	3	13	4	1	4	14	0	1	6	2	10	3
b47aa163-eec9-4225-940b-4373e78152e2	162	184	19	31	20	0	56	0	0	39	12	0	20	8	16	5	2	2	1	1	1	0	1	7	3	0	7	0	1
b4860b5f-0a80-4fb2-81e1-4bafeb525b1c	347	81	0	1	0	3	0	0	0	6	0	0	23	3	17	0	0	0	0	2	0	0	1	0	0	0	0	0	0
b499032c-6cb8-4646-a95b-10af2a21a289	390	30	0	0	0	0	0	0	0	1	0	0	15	9	15	0	0	0	0	1	1	1	0	0	0	0	0	0	0
b49d5310-3cc5-4386-9444-cf0d61b52376	66	130	116	77	138	89	67	36	7	87	43	0	41	55	8	22	22	20	35	11	0	0	2	8	7	1	4	31	2
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	148	223	32	14	43	0	21	3	0	38	4	0	30	0	4	0	1	1	0	1	0	2	1	2	1	0	0	3	1
b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d	340	80	4	0	1	0	11	0	0	27	0	0	8	0	16	0	2	2	1	2	2	0	1	0	1	1	0	0	0
b4f515ce-5bee-4e40-a66a-01f41e92181e	56	139	157	30	18	69	107	4	13	25	16	0	23	59	23	22	6	6	1	10	0	9	25	2	3	13	1	5	2
b51fa117-2c0a-4e1d-8ec4-9f039073a486	349	49	0	2	15	0	29	0	0	8	2	0	24	9	14	0	0	3	0	3	0	1	0	0	0	0	0	0	0
b537bc07-9998-49f4-bbbe-5b617152bfd9	160	191	66	14	8	3	23	2	2	38	19	0	20	6	10	14	0	0	1	3	3	1	1	0	3	4	9	0	1
b53dcb4d-f894-47b8-8a4e-17c7998d8120	29	58	162	268	44	130	111	121	62	123	169	52	33	139	86	46	13	16	6	35	19	20	86	33	12	8	15	10	2
b54b9433-ec10-4cb5-a860-4555da64917b	26	85	202	169	125	213	84	0	49	55	26	18	43	116	45	27	46	13	6	0	22	17	13	28	23	13	17	13	15
b55751c4-c622-11e3-bf01-24c6515278c0	212	145	32	22	16	0	37	11	2	28	13	13	27	9	15	12	0	0	0	3	0	0	0	10	1	11	2	1	1
b5cabba2-30a4-458e-897c-00ec3fefa6d2	264	132	0	5	32	18	0	0	9	9	7	0	26	9	22	6	2	2	0	0	0	2	0	23	0	1	3	0	0
b5cc4a6d-93a9-497c-a7bb-a5db82edc176	405	22	0	0	0	0	0	0	0	4	0	0	16	4	16	0	0	0	0	0	0	2	0	1	0	1	1	1	0
b5dd0bc9-6c1c-4272-b920-744de37d0aee	134	167	98	58	65	0	32	0	0	90	86	0	43	18	0	5	6	4	3	10	4	0	2	0	5	4	0	10	2
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	174	200	3	174	0	15	22	0	0	101	33	5	37	0	14	5	0	1	1	0	2	0	0	27	4	0	10	0	6
b60392fb-43d9-4c9c-b91b-ded40492e61c	137	264	0	27	0	122	0	10	36	8	26	25	11	29	0	0	0	3	6	0	25	31	4	0	4	4	4	0	2
b61f7f76-f365-4071-a28d-bf354d5a670d	355	59	0	0	0	0	4	0	0	0	0	0	22	6	16	0	0	0	0	0	0	1	3	0	0	0	0	1	0
b6365bdb-e6d5-4615-95b3-db12a0c2f3d9	354	59	0	0	0	0	4	0	0	5	0	0	21	0	17	0	0	0	1	1	0	0	0	0	0	0	0	0	0
b64173fc-abac-4695-902b-f0acf9444e9f	294	94	0	7	0	4	34	0	3	10	0	0	12	16	19	0	0	8	1	0	1	3	0	0	0	0	0	1	4
b67208c4-c622-11e3-bf01-24c6515278c0	235	117	33	2	18	9	43	0	0	33	5	0	18	5	23	0	2	3	9	0	0	0	0	0	1	0	11	1	1
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	382	47	0	0	0	3	0	0	0	3	0	0	23	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b68f18e1-0117-420c-9405-e8d3a1e8caff	246	148	2	5	3	2	37	0	0	10	4	0	25	8	16	0	0	2	0	0	0	0	1	0	1	1	0	2	1
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	40	163	162	63	86	16	78	0	16	60	52	0	39	46	30	20	18	9	9	22	0	16	2	5	2	1	0	0	1
b7008a98-5aa0-4cc9-9bee-af2a422266db	39	148	146	118	72	44	107	0	31	94	83	0	45	42	31	0	23	7	4	13	2	21	12	6	13	1	18	0	18
b710b214-5666-4054-97ef-3b9ac2bd90ac	0	0	420	474	161	27	0	0	22	42	41	0	117	189	3	10	0	46	15	18	13	21	29	5	2	12	0	20	2
b73523d7-f5a5-4140-8537-4df4d1ecf465	19	65	203	146	70	102	137	69	138	15	51	106	18	76	77	8	24	24	28	3	0	36	25	3	8	14	53	5	7
b752b444-f033-4be4-9d24-e5e80b4181af	17	0	107	23	621	326	0	164	396	20	88	1	90	140	156	40	293	74	54	28	60	4	37	6	29	25	61	6	4
b757a040-3c9e-45e7-a045-9cd08db11d62	0	0	188	589	185	289	0	321	176	105	259	85	138	225	202	56	55	60	22	77	25	27	62	58	9	35	4	23	32
b75b2663-dcc6-411c-bfcc-574aa33cf388	17	169	98	20	80	22	162	0	1	62	27	0	35	29	0	4	18	2	14	3	5	8	8	1	3	1	2	0	2
b77084ab-8148-49e0-b3f9-90f7d9ea1862	14	0	370	568	115	62	0	5	56	38	100	73	121	208	71	1	2	24	15	13	11	21	13	13	14	34	8	28	69
b7722577-f200-4dec-97f6-4fab3a9ba52d	272	127	9	13	0	0	14	0	0	10	1	0	27	1	13	0	0	0	0	0	1	0	0	0	0	0	3	1	0
b77543e4-c622-11e3-bf01-24c6515278c0	101	28	169	58	12	78	187	12	6	29	2	0	51	36	38	17	11	14	1	8	2	5	3	0	1	0	2	24	4
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	128	194	44	17	79	37	38	3	17	53	26	23	24	15	18	15	4	6	14	12	39	0	2	0	0	8	0	0	0
b7f11036-7ac4-41bc-a9a4-64162725fdfc	41	179	44	249	97	48	58	57	55	39	51	225	54	74	67	28	0	22	6	0	0	24	2	4	45	1	0	154	4
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	349	74	0	0	0	2	0	0	3	1	0	0	10	18	15	0	0	1	1	1	0	1	0	0	1	4	2	0	1
b7fbd99c-dea0-4448-a430-7f94c611e702	189	162	0	1	21	17	64	0	11	14	8	0	15	21	15	0	0	2	0	13	0	6	1	0	1	1	0	5	1
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	404	24	0	0	0	0	0	0	0	3	0	0	21	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0
b80ca528-2c5f-400c-8df3-9c47869a64c2	250	128	5	13	26	0	30	0	0	24	4	0	25	3	10	0	0	1	0	0	0	0	1	0	1	0	9	2	4
b8151614-b08f-49a3-ab6f-2e780f765a17	233	114	72	103	37	8	0	0	0	81	17	30	29	13	8	9	7	0	0	0	2	2	28	0	9	25	0	0	0
b8270565-9e02-4d46-9534-08206bfd027a	300	84	6	32	23	25	24	13	1	42	0	0	16	11	22	22	1	0	0	2	0	0	0	4	29	0	8	0	1
b86655a4-c622-11e3-bf01-24c6515278c0	225	127	0	9	0	55	73	12	28	11	0	17	5	17	17	0	0	3	6	4	0	1	19	3	2	1	3	5	1
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	89	149	65	390	23	56	54	68	191	0	40	114	25	73	22	0	37	5	1	35	7	16	0	21	54	3	0	111	31
b86e88e7-0d5f-4b32-a35f-dc97251ab990	199	141	65	33	0	9	42	3	0	27	11	6	26	13	15	1	2	0	1	2	0	1	3	0	1	4	12	0	1
b88f014e-bc0f-4775-8228-39e0b471c3b0	50	185	76	130	59	72	57	73	134	21	36	130	26	35	67	15	9	9	8	122	0	6	14	0	3	7	65	0	0
b8cd6882-be27-4742-bc63-3227d31bf704	328	87	0	0	1	0	5	0	0	1	3	0	27	1	14	5	0	1	0	0	0	0	0	0	0	0	0	0	0
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	22	169	75	80	99	16	139	0	58	51	20	20	36	53	73	28	60	8	9	17	0	3	6	69	1	2	0	0	0
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	189	150	57	21	23	0	41	0	0	35	22	0	23	19	7	0	0	1	5	1	0	2	2	2	1	0	11	0	1
b97941dd-9844-4db2-9e25-42c725f47d70	60	143	178	202	12	1	66	0	3	46	14	0	51	55	1	5	0	9	5	8	3	2	8	20	3	2	0	1	10
b994762c-c622-11e3-bf01-24c6515278c0	71	115	141	55	13	28	131	16	33	37	17	0	24	39	20	0	26	10	5	3	0	3	28	0	2	4	0	14	8
b9bcba3a-c9be-4305-b5f4-c861282921e0	0	147	241	114	11	111	24	104	97	11	61	3	30	85	10	60	20	18	4	11	26	49	7	11	7	6	1	0	2
b9d1a64e-d445-4174-a5b4-76dd6ea69419	226	125	20	6	4	68	57	0	13	2	2	9	10	29	8	0	0	15	6	1	5	4	1	3	1	1	5	4	2
b9d2e29e-8546-4310-aeea-e029f17c0516	340	68	2	0	0	0	20	0	0	7	0	0	21	3	18	0	0	0	0	1	0	2	1	0	0	0	0	1	0
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	185	144	57	44	32	7	36	0	0	49	27	0	32	9	4	2	0	3	1	0	2	3	6	12	0	2	0	6	0
b9f03936-1de5-4330-8b0f-6d0ab533876e	282	122	10	4	10	0	16	0	1	18	1	0	18	6	18	0	2	5	0	0	0	0	7	0	1	0	0	0	1
ba096d4f-5a6c-4c31-ae03-e7483cf58c38	93	214	59	41	14	20	77	0	2	31	34	0	25	36	9	12	0	5	1	9	1	5	4	11	1	1	5	0	1
ba5667da-7688-4931-bdb7-d65f391caf60	363	52	0	0	0	0	1	0	0	1	0	0	22	1	17	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ba67c02a-180b-43f3-b53c-2b77d84fbe3c	364	62	0	0	0	1	4	0	0	5	0	0	20	2	16	3	0	0	0	3	1	1	0	0	0	0	0	0	0
ba686386-8113-4885-b20f-6ad09a295604	390	28	0	0	0	0	0	0	0	12	0	0	13	0	15	0	0	1	0	1	0	0	1	0	0	0	0	0	1
ba940092-c622-11e3-bf01-24c6515278c0	0	15	205	0	41	1072	0	200	458	0	488	46	78	165	45	123	30	85	28	81	45	47	38	44	54	83	68	18	49
ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8	307	79	0	2	10	6	46	0	0	13	0	0	24	4	14	3	0	3	0	0	0	2	0	0	0	2	1	0	0
