Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W
b64173fc-abac-4695-902b-f0acf9444e9f	341	11	53	0	1	9	9	11	3	36	0	0	11	0	0	1	10	2	9	4	0	0	0
b67208c4-c622-11e3-bf01-24c6515278c0	273	50	88	24	0	4	12	41	6	7	0	4	18	7	0	2	4	10	6	0	3	0	10
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	424	4	0	0	0	3	9	1	3	0	0	0	25	1	0	1	0	0	3	0	0	0	0
b68f18e1-0117-420c-9405-e8d3a1e8caff	301	20	104	3	6	2	7	12	1	15	0	1	26	2	0	3	3	0	4	0	3	1	0
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	80	187	137	92	63	30	9	77	23	85	0	55	40	8	24	5	10	10	5	16	0	0	0
b7008a98-5aa0-4cc9-9bee-af2a422266db	32	166	202	89	125	40	9	121	11	41	0	84	46	51	9	16	7	4	28	22	14	0	21
b710b214-5666-4054-97ef-3b9ac2bd90ac	0	307	0	181	530	16	0	54	19	258	0	0	126	41	19	30	55	16	0	24	0	13	0
b73523d7-f5a5-4140-8537-4df4d1ecf465	2	234	118	120	138	217	148	17	51	123	14	53	15	65	0	36	27	32	13	45	0	17	45
b752b444-f033-4be4-9d24-e5e80b4181af	35	0	0	656	0	596	12	0	217	206	222	271	104	193	30	54	83	61	17	0	31	23	59
b757a040-3c9e-45e7-a045-9cd08db11d62	0	103	0	276	684	299	188	108	218	239	248	181	147	193	86	88	68	25	67	30	3	43	13
b75b2663-dcc6-411c-bfcc-574aa33cf388	0	118	277	95	6	0	0	82	15	62	0	43	37	22	2	8	2	15	0	8	0	1	0
b77084ab-8148-49e0-b3f9-90f7d9ea1862	0	293	0	138	674	73	80	46	16	241	13	27	131	82	7	14	28	17	97	31	12	47	0
b7722577-f200-4dec-97f6-4fab3a9ba52d	332	29	62	0	13	2	6	12	0	0	0	0	28	0	0	1	0	0	2	1	0	0	4
b77543e4-c622-11e3-bf01-24c6515278c0	23	180	203	48	51	25	23	35	74	74	0	1	56	43	8	8	16	1	14	12	4	0	0
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	182	61	154	91	14	23	32	67	31	7	0	28	24	35	32	2	6	16	2	0	0	9	0
b7f11036-7ac4-41bc-a9a4-64162725fdfc	99	69	148	139	283	77	265	50	39	53	26	0	57	46	0	8	26	6	11	94	99	0	33
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	409	0	0	0	0	7	6	0	0	32	0	0	9	3	1	0	1	2	3	2	2	5	2
b7fbd99c-dea0-4448-a430-7f94c611e702	228	2	165	21	1	17	5	16	6	38	0	6	14	14	16	2	2	0	4	9	1	1	0
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	429	0	0	0	0	1	10	2	0	0	0	0	22	0	0	1	0	0	3	0	0	1	0
b80ca528-2c5f-400c-8df3-9c47869a64c2	297	21	91	30	12	0	2	30	0	3	0	1	25	0	0	2	1	0	7	1	2	0	11
b8151614-b08f-49a3-ab6f-2e780f765a17	287	96	33	38	105	0	26	103	20	0	0	8	26	0	0	38	0	0	0	0	11	36	0
b8270565-9e02-4d46-9534-08206bfd027a	339	15	38	31	16	12	10	52	44	23	6	0	14	0	0	0	0	0	3	0	46	0	17
b86655a4-c622-11e3-bf01-24c6515278c0	228	0	178	0	18	34	25	12	12	2	19	0	3	66	0	26	4	7	3	0	1	1	5
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	81	87	197	56	453	206	91	3	0	0	97	0	20	137	42	0	3	0	38	56	104	4	5
b86e88e7-0d5f-4b32-a35f-dc97251ab990	240	94	104	0	38	1	15	34	4	13	3	6	26	14	0	4	0	1	4	1	1	5	10
b88f014e-bc0f-4775-8228-39e0b471c3b0	104	98	144	89	127	198	163	22	33	30	35	39	26	39	167	20	8	8	5	0	0	7	47
b8cd6882-be27-4742-bc63-3227d31bf704	383	16	20	3	0	1	7	1	5	3	0	1	29	0	0	1	1	0	2	0	0	0	0
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	67	88	197	115	36	103	62	67	31	143	0	65	40	0	20	13	7	9	13	0	0	1	37
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	236	82	107	19	24	0	0	45	0	32	0	17	22	0	0	3	1	6	1	2	1	0	15
b97941dd-9844-4db2-9e25-42c725f47d70	78	212	132	17	214	2	0	60	3	80	0	0	54	4	9	9	11	6	11	0	0	3	3
b994762c-c622-11e3-bf01-24c6515278c0	38	166	207	21	46	52	3	47	14	75	13	33	25	20	0	41	12	5	12	6	3	4	0
b9bcba3a-c9be-4305-b5f4-c861282921e0	43	271	69	2	141	149	0	6	136	139	95	43	25	33	22	6	21	4	0	59	0	7	0
b9d1a64e-d445-4174-a5b4-76dd6ea69419	253	31	129	10	17	4	16	0	14	13	0	0	8	95	0	0	18	7	2	3	0	0	7
b9d2e29e-8546-4310-aeea-e029f17c0516	383	16	24	0	0	1	10	8	0	10	0	0	21	0	1	4	0	0	3	3	0	0	0
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	217	77	120	35	51	0	0	63	9	4	0	18	33	3	0	8	4	1	0	7	0	3	10
b9f03936-1de5-4330-8b0f-6d0ab533876e	342	28	56	10	0	3	8	22	0	9	0	1	17	4	0	11	5	0	5	0	1	0	0
ba096d4f-5a6c-4c31-ae03-e7483cf58c38	141	86	195	8	54	2	2	39	19	55	0	24	24	20	10	5	5	1	3	5	0	2	11
ba5667da-7688-4931-bdb7-d65f391caf60	409	4	1	0	0	1	10	0	0	3	0	0	24	0	0	3	0	0	3	0	0	0	1
ba67c02a-180b-43f3-b53c-2b77d84fbe3c	413	4	9	0	0	2	8	4	4	7	0	0	21	0	5	1	0	0	3	1	0	0	0
ba686386-8113-4885-b20f-6ad09a295604	418	0	0	0	0	1	8	12	0	0	0	0	13	0	1	3	1	0	5	0	0	0	0
ba940092-c622-11e3-bf01-24c6515278c0	0	79	39	35	208	695	6	0	861	61	36	407	29	566	73	28	98	31	42	45	90	109	68
ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8	331	0	85	15	0	3	8	16	9	13	0	0	25	0	0	1	4	0	2	1	0	3	0
baa02e74-9cae-4996-858e-17d9f52d924b	340	24	64	1	0	2	10	5	9	14	0	1	26	2	2	1	0	0	3	1	3	2	0
bb02202f-d140-4bec-95ce-5c2b117a2167	154	72	167	87	117	0	1	155	6	0	0	29	45	0	27	4	3	15	0	0	13	2	0
bb45c6f5-49cb-418d-85bb-3ded165e2d07	422	0	0	16	0	1	8	7	0	0	0	0	25	0	0	1	0	0	3	0	0	0	1
bb567851-d4ff-4a93-8576-04a37aea68af	388	0	24	3	0	1	10	5	0	3	0	0	23	0	1	2	0	2	3	0	0	0	0
bb5bedd3-d8fc-4739-8e6b-9e37223f8be2	174	38	140	43	33	15	23	87	83	44	25	0	14	0	53	11	3	5	5	0	0	3	26
bb6150f7-23e4-40f2-b466-6b6edd19c502	227	58	103	11	26	52	5	22	58	97	17	10	4	0	0	2	4	12	4	27	0	1	5
bb659e7c-0b97-41b5-ac10-a66bb1f6f283	231	86	104	29	30	0	0	38	0	15	0	15	34	0	2	0	2	4	3	2	2	1	0
bb65d670-0411-4fc5-a6cb-019caec1ab36	40	152	149	101	234	128	73	69	102	72	85	0	47	80	18	35	11	13	9	5	36	10	35
bb66787e-e0b2-45b6-b452-98a6c32132e7	413	0	0	4	0	1	7	0	0	3	0	0	27	0	0	1	0	0	3	2	0	0	0
bb8176a7-ea7c-42d7-a85a-cec1ca386f2e	346	6	47	25	19	2	8	44	8	6	0	0	16	0	0	2	0	0	12	0	16	0	14
bb91765e-4c55-4e7d-93e8-77face8c91f4	407	9	7	5	0	3	7	3	4	6	0	0	27	0	1	1	0	0	4	2	0	0	0
bba106ce-c622-11e3-bf01-24c6515278c0	158	24	195	27	14	30	28	44	41	29	25	0	24	1	0	2	2	15	11	1	3	0	31
bbb2cf2f-8f32-43d4-846c-d1020e6329ec	89	177	83	71	160	200	136	7	17	116	0	73	33	32	0	31	20	4	54	0	22	17	62
bbbc531a-dd41-40b7-ae59-e35508aea0c7	399	0	16	24	15	22	54	33	0	0	25	0	19	15	3	4	0	0	9	0	0	0	5
bbdd7393-024b-4073-b5bc-ef7a68c15b8a	0	131	221	200	76	20	0	167	0	81	0	59	35	11	49	16	6	10	25	0	0	5	3
bbe59385-5f83-43f6-a485-517c860bef6f	0	243	153	85	234	155	38	4	0	77	0	46	14	157	50	5	15	11	5	1	22	17	32
bbff7954-95ec-455c-b0bc-92f67a09ee77	195	11	171	44	94	149	158	5	76	0	0	19	43	80	0	1	33	0	15	15	0	0	26
bc0dee07-de20-44d6-be65-05af7e63ac96	0	0	0	665	1552	429	2	143	141	194	204	41	223	340	133	18	51	156	31	66	38	27	49
bc1d5327-2e76-4e0e-b749-72a559469d0d	0	187	128	179	1	227	125	38	61	174	0	62	19	38	23	24	59	19	24	16	0	15	16
bc395326-1656-4ef2-bb19-0cb29194b91c	413	0	0	0	0	1	9	0	0	3	0	0	23	0	0	1	0	2	3	2	0	0	0
bc5160ae-d629-46c4-b068-7075876b9103	409	0	0	0	0	3	7	0	1	18	0	0	17	0	0	3	0	0	2	6	1	1	0
bc69c97c-65c1-4e1c-a241-d17d3130e024	401	19	6	3	0	1	8	2	0	7	0	0	25	0	0	1	0	0	3	2	2	0	0
bc9b66f5-fcb8-4545-ab2d-438bb810edc0	0	340	22	198	158	2	0	170	27	141	0	85	70	17	10	0	15	26	2	6	11	5	15
bc9f105f-6d99-44ac-9871-67defd5e85cd	82	251	82	90	0	2	10	106	194	0	0	83	73	32	21	7	2	12	0	6	6	9	0
bcc74a5e-c622-11e3-bf01-24c6515278c0	121	123	184	0	46	0	0	15	11	24	31	0	42	16	1	0	7	4	1	3	0	1	2
bcc819eb-f4d8-4ddc-9fdc-a6307fb6741b	347	19	50	0	3	2	10	0	19	0	0	0	29	1	3	0	1	2	2	0	2	0	0
bcd52bcb-6e35-4220-9775-96dabff926b4	428	0	0	0	0	1	10	1	0	0	0	0	22	0	0	2	0	0	3	0	2	0	0
bce88385-4a1b-4a8c-920c-060f6a2675d4	17	112	265	58	103	89	92	18	41	68	1	4	37	68	0	8	4	9	8	43	17	12	0
bcef0b6c-6584-4090-9d28-ef784a7e5fbb	104	44	223	79	69	61	23	21	6	64	0	19	31	42	1	0	2	28	3	13	0	0	34
bcefbf6a-80ff-4825-9d3a-492e2dceb35d	51	197	153	103	34	122	0	1	34	13	8	90	25	186	9	50	23	15	0	0	16	0	0
bcf54c96-2b62-4e24-926f-d77576250dd1	373	2	38	14	0	1	7	14	0	0	0	1	26	0	0	1	0	0	2	0	0	1	4
bcf76f1a-7109-422d-94c9-5e8364895fa0	0	0	0	1003	1806	2198	710	75	40	0	0	343	26	131	184	331	106	126	15	236	108	135	70
bcf858fd-cc3b-4fde-ab10-eb96216f4366	415	0	0	0	2	2	8	0	0	2	0	0	25	0	0	1	3	0	3	0	0	0	0
bd1ce02b-bfaf-4cde-aaac-06097a12e248	384	0	38	3	0	1	10	7	0	7	0	0	22	0	0	2	0	0	6	0	0	0	0
bd2cc59d-f5ce-46ed-beb0-4c80b24cbe71	422	0	0	2	0	1	9	3	0	16	0	0	19	0	0	1	0	0	5	2	1	0	0
bd2ec47b-a120-4b3b-b10d-aee09805ab33	413	5	10	0	0	0	7	30	0	0	2	0	5	0	1	4	1	0	5	1	1	4	1
bd2f8133-3e71-4c5e-998f-0c1a9fdfb75f	31	149	182	19	98	165	82	19	65	0	185	0	58	91	0	11	15	2	15	8	0	37	20
bd3028c7-1fde-401d-a6b2-5f8e61eb4aa1	256	55	107	50	31	1	0	79	1	0	0	13	31	0	0	0	3	0	5	1	1	14	0
bd3e88b3-b37c-4641-85fa-d8125ba324ca	0	315	64	165	306	22	0	194	48	59	0	58	70	20	64	15	15	8	13	30	0	10	9
bd403458-5154-488b-931a-a7e737a6bf8c	378	12	30	8	3	1	7	6	0	2	0	0	26	0	0	1	0	0	2	0	0	0	0
bd6bd940-ef06-433a-80d9-dca5683e9cd2	260	65	84	37	41	0	0	74	11	0	0	23	33	0	0	3	0	0	0	0	0	0	25
bdbcffb0-c7da-4e7d-8002-9feffe48533c	343	76	31	6	35	2	5	42	0	0	0	4	26	0	1	1	0	0	2	0	0	0	0
bdc039d6-4817-4e6f-b8c6-a40b1e8e1a06	370	42	13	5	0	0	5	13	0	0	0	5	26	0	0	1	1	0	4	0	0	2	0
bdeeb1a6-c622-11e3-bf01-24c6515278c0	327	0	91	8	0	3	8	14	9	11	0	0	23	0	0	5	1	4	2	0	0	1	0
bea0e802-96d3-46e2-8030-17019a71e0bb	404	16	6	3	0	1	8	5	0	4	0	0	25	0	2	1	0	0	3	2	0	0	0
beafb7c6-ef39-478e-aa47-0f1ad39f95a3	94	237	104	22	14	0	4	54	179	0	0	47	61	32	3	12	8	2	0	14	5	8	9
bef21282-c622-11e3-bf01-24c6515278c0	0	294	95	103	336	2	0	86	0	146	0	11	84	11	17	7	10	4	11	14	3	11	12
bef23192-57cd-4301-b7a7-5e82ca62482d	406	9	1	2	0	2	7	0	2	35	0	0	14	4	11	1	0	0	4	2	0	0	0
bf24366f-fd91-4d84-8b3d-eed80064250d	403	6	19	2	0	2	9	8	0	2	0	0	25	0	0	1	0	0	3	0	0	0	0
bf7462a2-394f-4838-bcb6-4d0126fa48b1	0	19	305	122	147	480	57	0	16	31	66	95	0	0	0	17	132	4	0	27	0	0	59
bf91afc4-aa2b-4365-80c5-b98c9d118e10	409	0	0	0	0	0	7	0	0	34	0	0	6	5	0	1	0	2	5	3	0	0	4
bff518fb-6da7-4dfc-ae4c-bd3f641028e2	0	62	0	730	348	488	0	42	0	323	0	450	105	325	129	13	60	45	0	55	23	49	0
c00d925a-ca4d-4561-a8f2-d4542f218086	411	20	2	8	1	1	7	14	0	0	0	1	25	0	0	1	0	0	2	0	0	0	0
c00de7a0-0b09-4e07-988c-ef2a7f8e932a	326	0	0	20	577	0	0	7	0	151	0	75	40	168	0	1	0	0	0	106	48	0	0
c016d025-3c92-41c5-b846-493b1fcce79e	335	22	0	44	193	350	288	3	40	0	0	84	21	29	1	11	0	17	23	121	74	0	32
c021b61c-c622-11e3-bf01-24c6515278c0	0	87	294	86	35	1	11	84	50	14	20	0	39	51	16	4	4	7	7	3	0	8	7
c0523251-3ac2-4292-bb00-9ae9ea9009f6	182	0	201	56	0	62	35	11	21	13	18	0	14	35	0	6	0	7	34	2	0	3	17
c05adc19-2e01-4712-a35a-69eee4d40998	103	156	103	84	154	298	154	66	6	53	40	101	11	67	0	9	52	40	72	53	0	72	0
c065761d-f775-457f-bda0-4c7c257a701e	43	41	239	135	212	128	12	18	0	44	0	75	28	195	0	17	13	2	13	19	19	7	62
c0812962-a345-48b7-aec0-01336c2d1eed	363	5	36	14	3	12	9	3	0	10	0	0	28	0	9	0	0	0	10	0	0	1	0
c082dc34-457e-40ec-8258-e11e8ed362c2	402	0	7	10	5	0	8	0	0	15	0	0	28	0	0	1	1	0	2	0	0	0	0
c08f65a0-bf4c-462e-9d07-ad56b3adcac8	180	93	160	57	32	1	3	73	28	0	6	4	35	6	0	1	0	1	3	11	7	3	0
c121de15-78f7-4698-91bf-fd0485c466c2	414	0	1	1	0	3	9	1	0	1	0	0	25	0	0	1	0	0	3	0	0	0	2
c13d7ee5-2bf0-43e4-9cd3-9326ed9355cf	373	20	30	1	5	1	8	3	10	2	0	0	28	0	0	1	0	0	2	0	0	0	0
c13fb736-614c-4d5f-83bf-2d7586f4fb53	59	130	185	120	25	100	5	2	133	0	0	15	48	143	0	7	3	6	11	0	2	53	10
c14407ad-670e-4d1e-9417-2b76f4810fff	424	0	0	0	0	1	9	3	0	17	0	0	14	0	2	1	0	0	5	1	1	0	0
c14b2c74-447b-4526-a6e9-415d2728c7ca	304	29	91	23	0	2	6	32	10	0	0	8	29	0	3	1	0	1	6	0	1	1	0
c158ac2a-c622-11e3-bf01-24c6515278c0	375	16	24	6	0	5	8	1	0	5	0	0	27	0	0	3	0	0	2	4	0	2	0
c15a51cc-4fdc-4343-a410-13ddc238dac8	213	0	165	42	39	67	39	34	8	0	22	0	24	0	0	2	0	4	5	0	0	0	68
c19a1388-95e6-4708-a24c-3738f1908071	402	7	16	8	0	1	10	17	0	3	0	1	20	0	2	1	0	0	3	0	0	5	0
c1abb741-4fcd-4161-b057-c7efd619cc99	370	18	26	0	0	5	5	0	0	0	0	0	0	58	0	1	1	4	8	4	0	1	2
c1b44966-0f72-4c4f-8783-ab3ffe7f17b2	7	327	0	179	398	0	116	157	45	176	0	79	92	1	32	0	31	13	19	25	86	6	3
c1d9ed06-7498-4c6c-a0de-dbf28e868109	0	259	0	280	757	22	0	201	15	212	0	164	172	89	33	12	76	11	10	7	29	35	22
c20cb5c8-a6d0-4150-b72b-3f7e8909d72b	388	12	14	4	0	3	8	3	3	5	0	0	27	0	0	1	0	0	3	0	0	0	4
c2124bb2-30e1-4093-9a8a-3a188a6dc0a9	90	63	198	140	70	22	208	113	17	19	0	89	38	33	0	0	15	8	26	0	9	85	0
c21a5d55-9790-429f-a4e6-420293c07b53	341	47	24	0	3	32	6	15	9	59	4	19	7	4	3	14	20	2	3	0	0	0	0
c271b7d2-c622-11e3-bf01-24c6515278c0	172	33	210	8	13	0	7	30	10	32	0	4	24	2	0	3	1	3	7	0	5	3	3
c27290e4-6835-448a-abdc-df8ddd5f4630	244	44	82	54	72	104	88	42	0	0	0	45	29	0	0	8	2	0	5	165	0	3	0
c285c2fa-24b4-47a1-874d-86e74b002b05	242	47	130	18	15	0	3	22	5	8	0	6	32	7	0	4	5	0	1	1	2	1	0
c298ec82-8305-4c89-898f-268308f782b2	326	22	76	18	2	1	5	25	0	12	0	2	21	0	7	0	0	1	2	2	1	0	3
c29f6ed6-880d-4f03-977e-1087738e5e60	419	0	0	0	0	1	8	15	0	0	0	0	12	0	0	4	1	0	5	0	0	0	0
c2aafb9c-230a-43df-9a43-b34aa145a7bd	353	31	33	8	22	0	2	22	0	9	0	8	26	0	10	0	1	3	1	0	0	0	0
c2ec7f57-8510-4bbf-a2e9-dbd9ce8dcad1	0	214	156	153	10	18	0	132	42	107	0	70	42	8	10	5	8	19	4	10	0	13	0
c307688c-b1fa-47f6-a9e2-1ea41f7645b6	418	0	0	0	0	1	9	2	0	0	0	0	22	0	0	1	0	0	3	0	0	1	0
c36213e4-c057-46f5-ada5-f1f921855bb4	402	0	22	1	0	5	11	7	0	2	0	0	21	0	0	2	1	3	3	0	0	0	1
c3679262-63d7-463e-9501-6ab3f177aee8	284	35	70	61	79	13	6	68	28	0	2	0	30	5	0	13	2	15	2	0	0	0	17
c3cb64b3-842b-4b42-8c42-020a0206eb06	219	10	188	58	0	0	1	65	0	0	0	14	28	0	0	0	2	4	5	0	1	0	0
c437535b-2acc-4236-beae-94e2c1336830	0	68	207	342	0	543	153	1	79	33	3	10	3	0	0	13	40	22	9	70	9	48	38
c459dba5-b27c-46f0-b5b8-c62d597a0542	353	12	53	8	12	3	7	11	9	0	0	0	28	0	0	0	0	0	2	0	0	0	1
c488a170-c622-11e3-bf01-24c6515278c0	189	29	204	18	19	3	5	52	6	0	0	2	25	2	0	7	1	0	8	0	0	0	1
c48d7f4a-e98a-4077-a749-eb9f56f05b84	67	191	0	145	541	401	453	65	61	70	0	172	54	117	103	48	11	41	11	0	11	186	149
c4c776f8-ee3f-4cce-beb9-8dcf262cdcdf	399	0	17	2	0	3	8	14	0	0	1	0	14	0	0	2	0	2	7	0	1	2	2
c4e048de-1d43-4fbd-8289-9279b16c8a3a	426	0	0	0	0	1	10	2	0	0	0	0	24	0	0	2	0	0	3	0	0	0	0
c504d5a9-29b0-4b7e-ac7b-5e543449a0f4	422	1	0	7	0	1	7	5	0	8	0	0	21	0	0	3	0	0	4	2	2	0	0
c556f81b-8a6c-4bbb-876f-2e2ce570c185	174	0	0	0	0	439	1447	0	16	163	310	563	75	0	0	0	292	6	0	0	270	377	55
c56505cb-e150-408d-9df6-3af4e608c376	425	0	0	0	0	1	9	14	0	0	0	0	16	0	3	4	1	0	4	0	0	0	0
c569b867-dadd-4591-af17-7e9b74699561	371	13	42	5	0	1	8	14	0	3	0	1	24	0	2	1	0	0	5	0	0	2	0
c59188a8-c6bb-433c-97fe-69f79a126d03	426	0	0	0	0	1	10	2	0	0	0	0	24	0	0	2	0	0	3	0	0	0	0
c5ad7238-c622-11e3-bf01-24c6515278c0	110	81	194	45	22	36	12	38	25	48	0	12	21	25	0	25	8	8	12	22	0	4	0
c5bc0826-8037-4fe6-ad4e-b1b675e771fb	403	15	3	2	0	1	8	7	0	0	0	2	26	0	0	1	0	0	2	0	0	0	0
c612570a-881d-421f-98b9-0e4563133744	0	222	22	126	261	623	76	14	252	0	343	53	41	140	31	73	49	13	26	51	8	94	4
c61ded54-f80e-4da8-b1d8-e22551c96118	364	16	37	0	0	1	8	11	21	11	0	1	23	2	0	1	0	5	1	4	0	2	0
c6224ab0-74f5-4f0a-9fe0-c083f806c853	426	0	0	0	0	1	10	2	0	0	0	0	24	0	0	2	0	0	3	0	0	0	0
c642b9cc-bdb1-4796-9692-8be92398be17	311	16	101	0	6	2	11	19	0	6	0	3	24	0	2	1	0	1	3	3	1	1	0
c66926a8-474d-482c-bfb7-043029c8b737	152	41	238	18	10	2	8	42	24	13	0	12	29	0	2	1	1	1	5	3	0	2	0
c66c92d5-df65-46e6-861d-d8a98808e6a3	385	24	13	0	8	9	2	1	0	53	0	0	3	9	0	2	1	2	3	6	3	0	5
c67409b2-ac25-42a0-8543-4636ef132fe4	230	46	83	0	119	4	186	12	0	46	46	59	2	106	0	130	5	47	0	0	0	0	10
c6888be2-4517-41e4-a801-9c915f24e737	399	4	21	4	0	1	9	18	0	3	0	0	17	0	0	2	1	1	3	0	1	0	6
c691d6b3-8e70-4951-8551-2ee4e4d0d10b	48	88	208	100	139	90	37	46	41	76	19	3	35	63	37	16	5	1	31	0	0	50	6
c6a28615-1b92-4085-956e-eeedb2573c03	162	73	138	92	151	0	0	223	0	0	0	127	53	0	52	0	6	10	0	10	2	0	0
c6bb32f0-c622-11e3-bf01-24c6515278c0	302	31	57	36	58	17	90	28	8	41	0	16	33	8	37	1	2	1	7	7	0	0	0
c6d6f49e-6e95-4e41-8388-71f6fe017d80	430	0	0	0	0	0	9	20	0	0	0	0	6	0	0	4	1	0	6	1	0	0	0
c73f3f82-3091-46dd-b667-e96a1d8c501c	422	2	0	4	0	1	8	5	0	3	0	0	24	0	2	1	0	0	5	0	0	0	0
c741fb12-8160-43a7-bc70-2c545ea0031d	198	8	186	65	2	4	1	39	21	29	1	0	30	1	0	6	7	0	3	2	7	0	1
c75cc75a-7496-420f-b526-ea63c77e9839	0	349	0	115	660	5	0	131	24	169	0	0	123	38	46	8	34	8	33	0	14	26	13
c766274a-3c1e-443f-9ed4-c0e2b9c904d1	422	0	0	0	0	0	8	24	0	0	0	0	1	0	3	3	1	1	3	0	0	1	1
c767254e-b289-4904-a80f-050cf01ff8ba	0	52	0	729	546	362	0	149	0	308	0	307	119	240	47	76	80	49	24	52	66	32	0
c76f7fcc-2748-4b6d-805e-d21652dd5e3a	0	264	0	220	419	389	321	50	21	168	63	235	33	256	100	19	34	25	60	147	0	99	4
c79ce3d3-4758-4f52-9da1-38f994c99f4e	295	94	37	18	39	26	0	1	0	71	2	11	0	33	7	0	2	4	8	21	0	1	0
c7d798b8-c622-11e3-bf01-24c6515278c0	265	51	104	0	60	12	13	38	10	0	7	9	30	14	2	0	1	0	7	0	0	0	36
c8381701-31cb-465a-bdf2-1b8132be7a14	416	0	0	0	0	1	9	0	0	0	0	0	25	0	0	1	0	0	3	0	0	0	0
c8e961b4-e324-40a2-89f6-736ec3845bc9	357	38	22	0	10	6	8	1	5	5	0	1	30	5	0	3	0	7	4	2	0	0	0
c8f61136-0bea-4fb4-bb63-699af7f22146	416	8	0	3	0	1	9	2	0	4	0	0	25	0	0	1	0	0	3	2	0	0	0
c8f64a71-e545-4eb6-9da3-2d43ae0c2627	307	81	45	0	30	0	2	16	1	29	0	5	22	10	16	1	6	0	0	3	2	1	0
c906a13e-c622-11e3-bf01-24c6515278c0	146	117	162	3	54	56	19	0	0	10	0	0	0	93	0	19	2	7	5	6	10	11	15
c955387a-16e5-447c-8e69-e4c04a9861d5	426	0	0	0	0	1	10	2	0	0	0	0	24	0	0	2	0	0	3	0	0	0	0
c95a2b1b-726c-4608-9fff-d57b6f1aa75a	298	37	66	39	43	11	30	45	31	10	4	16	36	16	0	1	1	0	6	56	0	0	0
c971ffa7-ce37-4138-b028-598a30478e25	274	0	115	71	0	8	10	43	22	27	0	0	25	0	0	21	1	1	9	0	0	12	0
c9959f68-c385-4c1f-9188-8203844d288e	0	187	175	144	40	4	0	132	42	118	0	90	42	13	0	44	21	5	3	0	0	9	1
c9ad6b1c-baa0-45a7-b7c4-733728505b8a	231	70	127	1	57	17	8	6	0	0	8	3	17	89	0	23	6	7	5	0	0	4	11
c9ca979d-b3ad-4ff0-92d0-140105413d28	413	0	0	4	0	1	7	0	0	3	0	0	27	0	0	1	0	0	3	2	0	0	0
c9e7c629-7b57-4ede-b315-0cea8c97c48e	124	6	258	60	56	51	10	3	20	37	0	0	21	83	24	0	4	15	7	18	0	0	0
c9e7cff0-aec2-4ff2-8091-7cbea2bf5991	95	117	216	64	4	3	6	99	0	18	0	33	20	2	18	1	6	0	3	4	0	3	2
c9f87f0d-4967-4be2-8b92-a20f1980ea22	357	21	42	13	9	1	5	20	0	0	0	0	26	0	0	0	0	0	2	0	3	0	1
c9f91ded-3b04-4cd1-8ea6-bbc635a8a4f0	55	232	0	197	233	137	6	173	121	263	0	308	85	62	45	67	24	5	13	51	17	4	0
ca004926-f3ac-4824-8ed5-d84e62efdfae	54	56	0	335	579	432	177	72	346	144	0	276	133	302	0	3	48	30	86	154	38	159	38
ca137611-533a-4d20-a85d-8e4c3a1eab2d	247	14	158	14	0	6	17	2	0	1	0	0	4	67	0	1	4	1	4	5	0	3	14
ca284012-bd06-47a3-8a9d-c6b185d87d85	78	216	129	68	89	0	0	100	19	21	22	13	34	0	0	4	3	7	25	4	2	3	15
ca2b9fe2-97e0-4d4f-afd7-a5acf638800f	394	0	11	10	1	0	8	0	0	17	0	0	26	0	0	1	0	3	4	0	0	0	0
ca49fdb1-d55a-427c-9819-90980dcd956f	371	27	23	10	4	1	5	14	3	0	0	0	26	0	0	0	0	0	3	0	0	1	1
ca5ded1c-c622-11e3-bf01-24c6515278c0	162	90	174	5	15	0	0	46	27	13	0	24	29	11	8	1	3	3	11	1	5	1	0
ca8fa9f5-3190-440d-9879-22e33d05ca6c	289	40	99	7	0	0	4	38	0	2	0	7	16	0	2	3	0	3	4	0	3	0	2
caf2e99d-8f1f-4043-b567-c3fe28dc33ac	9	257	109	88	93	0	0	100	395	0	0	61	118	45	36	0	19	2	0	9	13	5	0
cafe9603-a804-48fb-9217-e2d1c3c346c5	107	114	125	127	59	38	2	55	32	151	21	89	50	53	0	0	12	24	10	15	0	1	35
cb381d49-4546-400c-af02-f877083caa0a	145	123	117	95	44	48	62	68	40	45	0	25	40	2	0	5	4	0	13	18	0	39	8
cb4608a7-6aec-4cba-b20f-489e214c9dbd	264	7	124	37	0	12	28	35	6	26	0	8	21	0	0	4	0	0	30	0	2	0	14
cb56e4c2-2fff-4f09-be34-fbdaa3794b35	323	3	92	0	10	12	15	14	1	12	0	0	21	7	0	1	1	15	8	2	0	0	0
