Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	436	1	4	0	0	3	5	4	0	0	0	2	23	0	0	0	1
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	384	4	0	0	28	39	0	0	0	0	4	41	0	2	8	0	2
aa2654f4-94f9-487a-b415-85df69261161	416	0	0	1	0	22	5	3	0	0	1	0	29	0	0	0	0
aa4a868a-df23-4eef-a618-e945aa2ce98a	171	139	112	96	14	109	142	14	39	44	11	3	20	0	2	0	42
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	427	0	0	0	2	0	0	5	0	0	0	53	0	0	1	1	3
aa58c09a-7799-4675-8310-d270224b163e	318	25	55	5	16	74	17	0	0	25	6	0	31	0	25	0	0
aa5907cb-3be3-4e23-982d-719417baeb37	400	0	13	3	0	28	5	1	0	3	0	4	23	0	0	0	0
aa847c3d-d3a7-46aa-a81b-db5099a458fb	383	30	0	0	0	34	13	3	15	0	3	2	24	0	0	0	1
aabddb20-c622-11e3-bf01-24c6515278c0	46	0	179	331	71	229	511	184	129	77	185	21	79	58	4	0	11
aacaba97-ecde-440b-aae0-0e9c608c4b24	99	0	121	0	498	211	0	467	354	0	243	1	23	0	81	0	284
aad8c8d6-d828-4aac-9cfb-cee893e36850	327	0	1	23	7	93	16	6	21	0	4	17	32	0	2	0	5
ab318624-db9d-41d8-b7b8-34712434f28f	395	19	0	15	0	20	25	0	0	0	1	0	28	0	0	0	3
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	170	93	17	0	6	107	24	3	295	81	70	7	99	1	0	4	0
ab923db7-54e8-4a50-b7fd-c2b4b300041e	237	99	33	15	58	94	5	12	0	45	33	78	4	4	14	9	1
abbbe65c-c622-11e3-bf01-24c6515278c0	151	136	90	53	80	165	77	41	8	0	0	14	20	21	9	0	2
abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	184	91	103	72	31	151	65	43	8	0	26	31	36	0	24	0	6
abd2d959-d5ed-4eb3-9759-67eb1aa23325	216	145	156	54	7	64	162	3	34	0	18	0	31	16	24	0	0
abe290ed-67c8-42bb-84f7-0d32a5f8f3db	33	150	70	220	278	176	27	141	52	44	73	45	10	77	17	84	15
abedd46c-47b8-4242-adb6-12835400cb3f	404	6	0	0	0	31	14	4	0	0	0	0	27	0	0	0	0
ac02c38e-5fca-4995-b0cc-39b6189976a3	281	0	246	110	32	88	205	3	38	49	30	0	45	8	42	0	3
ac1bd179-8285-468c-ab9f-7f91151ca0f2	430	0	0	3	0	0	4	19	0	0	0	0	29	0	0	0	0
ac23a8d2-ac42-4031-9dd4-9b56baeb246e	405	30	14	0	0	7	30	2	0	0	0	0	25	0	0	0	0
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	331	50	1	5	0	62	25	0	3	0	10	0	28	0	0	0	0
aca4d810-9540-4ce3-8ceb-72d396c9b704	396	0	10	0	0	44	0	1	0	3	0	28	3	9	1	0	8
acb5e263-111b-43d8-9bd1-adb9a54e0fc0	424	0	0	0	0	1	2	3	0	0	0	0	27	0	0	2	0
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	126	235	0	10	5	86	75	0	176	0	32	12	52	2	8	14	2
acc629cb-ad03-4cec-9b21-922e4932ef3e	239	142	17	26	0	81	84	0	0	0	6	0	22	0	1	3	1
accfc45b-eae0-4991-a488-e217cdb46655	240	115	47	0	0	90	10	0	2	0	8	4	44	1	2	0	0
acd510de-b732-4a1a-8b72-6d22e763540b	0	282	461	459	725	0	65	0	0	0	223	17	0	154	27	44	0
ad007b59-46f6-48b9-958a-2b9d28cca3b7	185	56	3	36	0	194	46	0	42	7	9	0	40	0	6	1	0
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	391	14	2	0	8	38	6	7	10	1	0	4	28	0	0	0	0
ad41f1f3-e38e-4418-9c16-52bca5719f39	196	113	60	84	114	117	33	58	9	30	59	66	11	0	18	8	6
ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f	72	275	146	41	5	103	222	2	63	0	137	0	44	0	13	9	16
ad874249-9964-4e48-aa3f-7e828ea28f3f	408	0	0	6	0	17	4	1	0	0	0	0	31	0	0	0	0
ad92f17f-11e6-49bd-9835-6b2f47053485	399	0	0	8	0	23	8	0	0	0	0	0	31	0	0	0	5
ad9455e9-7147-489e-9b1f-3540c457c260	157	120	21	11	16	174	28	0	0	0	46	76	7	0	3	0	3
add0b0f6-b4a8-4b73-b634-c3600dc567d5	433	0	0	1	0	3	3	4	0	0	0	0	27	3	0	0	0
adfbba82-c622-11e3-bf01-24c6515278c0	306	97	107	0	6	38	84	5	6	0	21	0	30	0	5	0	4
ae464652-2f8c-4d94-8b08-cd8f1d29256e	437	0	0	0	0	0	0	3	1	0	0	0	25	0	0	0	6
ae82fead-2671-4335-a342-67bb69935ad9	100	181	131	226	100	71	34	83	20	0	89	134	53	27	31	8	42
aed4363b-19b8-4cb5-aa34-a442410d0796	132	229	112	0	87	106	1	0	0	0	55	90	0	0	17	0	19
aeeb01b4-790e-4929-bd59-6aad837603b1	439	1	0	0	0	0	6	4	0	0	0	0	25	0	0	0	0
af2cbdb6-c622-11e3-bf01-24c6515278c0	363	30	0	0	0	48	10	0	12	0	8	4	33	2	0	0	2
af96db5a-684f-41d1-a910-5a5193393d9c	182	146	48	16	22	112	12	0	64	0	0	61	22	1	4	1	0
af9cfac8-7fbe-49cb-aeca-8d68aea57994	0	200	290	203	546	44	8	472	170	110	183	59	2	101	18	43	304
afd1f2e0-343c-416d-8e8f-2177f312c2f0	411	5	4	3	0	8	0	2	0	0	0	0	31	0	0	0	0
afee5b10-3dff-4e50-9575-bc9fe20c5dea	108	164	188	184	0	73	387	14	109	28	275	51	53	65	0	0	13
aff5793b-3197-4d1d-bf0a-9b0ded5f2937	423	0	0	0	0	0	0	2	0	0	0	0	30	0	0	0	0
affa4ef4-02ec-40f1-b6a2-739f8bf2afa9	266	103	167	24	50	35	88	0	0	24	31	0	25	52	76	0	0
b02b4bba-6e66-44fb-a48f-38c309aaaac5	196	228	135	87	4	0	274	0	28	0	59	0	13	0	0	3	0
b04624d2-d8f8-4b51-be1b-72c73d8055f9	359	0	142	207	17	0	288	16	48	11	0	0	17	0	0	8	4
b061cb06-e927-4f24-82bb-9e651f7ae0e3	414	0	0	0	20	19	0	3	0	0	0	30	0	3	2	2	2
b070af2a-c622-11e3-bf01-24c6515278c0	68	54	45	80	356	257	14	108	29	105	47	0	35	0	63	77	0
b07bad52-d44c-4b27-900a-960985bfadec	296	67	2	25	4	76	50	0	10	6	4	1	21	2	2	2	26
b0a83df8-dd2c-4c1b-b238-9081d2c22258	425	0	0	2	0	0	1	1	0	0	1	0	31	0	0	0	0
b0c61486-b061-4b6b-ac02-130a3ea0b080	389	0	0	10	0	33	12	2	0	0	0	0	28	0	0	0	0
b0d1fde4-928f-4f4c-bff6-33b885582bb5	438	0	0	0	0	1	2	4	1	0	0	0	25	0	0	0	1
b0f3087b-6f9c-47e9-b487-6726af1cb90b	406	14	0	0	0	22	8	3	5	0	0	0	30	0	0	0	0
b16780b0-75ba-4304-87e0-33f1e321b622	181	17	31	48	82	221	1	2	0	0	9	42	1	0	34	0	18
b1753e9c-29d0-4955-89d2-949cdabd1211	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	438	0	2	1	0	0	3	3	0	0	0	2	22	0	2	0	4
b1d2457d-3267-46ba-9fdf-663985e60538	417	1	0	3	0	7	0	0	4	0	0	0	33	0	0	2	0
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	242	172	92	0	0	44	11	23	0	0	0	21	34	6	0	0	0
b1f19de6-c622-11e3-bf01-24c6515278c0	244	115	42	25	0	94	131	0	16	0	9	0	8	8	15	0	0
b1f2442f-a973-47b4-9891-f028f0d44adc	292	17	0	8	0	128	44	0	4	7	0	0	21	0	0	1	0
b2190e26-1809-4aba-9f45-07c2edb3b4a4	352	0	15	0	0	78	0	1	0	5	0	46	2	0	2	3	1
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	19	52	1428	787	281	0	207	0	27	0	0	164	252	46	80	58	0
b24feafa-f2e9-4498-8471-a9e42c80cc9f	448	0	0	0	0	0	22	5	0	2	0	0	0	0	2	2	0
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	346	62	57	0	0	30	58	0	1	0	6	0	23	0	28	0	0
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	0	121	439	551	0	0	294	0	75	265	375	225	220	1	62	2	0
b28f7607-f162-425f-b44d-64e9633c8824	430	0	4	0	0	0	0	2	0	0	0	0	27	0	0	0	0
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	381	44	32	0	0	18	10	5	7	0	20	7	28	3	1	0	2
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	268	7	95	0	72	169	80	69	0	93	0	1	20	0	0	7	0
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	184	74	11	47	20	177	104	5	4	0	2	0	21	24	9	0	3
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	243	118	0	0	0	88	26	0	106	0	9	0	41	0	5	0	0
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	385	0	0	0	0	43	10	8	0	0	0	0	25	0	0	0	0
b32449c0-c622-11e3-bf01-24c6515278c0	3	28	105	145	126	343	40	45	24	8	47	140	51	0	40	18	5
b330c50b-c45f-413d-918f-33275d0d8f91	417	7	0	0	0	16	13	3	0	0	0	0	27	0	0	0	0
b33978c6-a855-4f9d-a0b0-d79453b9de41	289	125	0	0	0	43	28	0	36	0	6	0	32	0	0	0	0
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	211	130	0	0	0	112	44	0	101	0	5	0	42	0	0	5	0
b35d9a68-29f4-49ab-b83e-b5151679e3af	8	0	627	619	1160	0	242	372	192	4	900	133	245	78	97	288	54
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	288	28	0	15	6	119	52	3	7	26	0	0	18	17	0	1	0
b38d0777-4901-48b8-9cdc-33b7f13a424f	0	228	144	282	0	113	166	0	22	0	114	89	80	19	23	7	0
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	275	86	61	0	16	73	0	0	0	18	2	35	9	23	6	2	6
b3befa40-8f44-4eb6-ada0-ec395f460656	93	139	155	77	312	145	2	67	74	125	43	7	26	56	54	29	24
b3f1d232-4392-4258-9256-d38ff4b59f94	272	18	21	99	1	125	115	4	16	0	0	0	30	0	8	6	0
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	176	204	0	0	0	79	73	0	62	0	40	0	34	0	0	12	0
b421b9ca-c622-11e3-bf01-24c6515278c0	23	109	37	31	243	285	37	165	21	109	152	72	0	0	13	187	25
b42d183c-bc9c-4652-9e56-10c54c5ee96e	207	125	57	7	60	125	12	0	0	0	22	50	0	0	21	11	0
b47aa163-eec9-4225-940b-4373e78152e2	267	66	31	14	0	114	67	4	2	0	7	0	16	3	1	0	6
b4860b5f-0a80-4fb2-81e1-4bafeb525b1c	420	14	1	0	1	6	6	3	4	0	0	3	26	0	0	0	0
b499032c-6cb8-4646-a95b-10af2a21a289	432	0	1	0	0	0	0	5	0	0	0	10	13	0	1	0	1
b49d5310-3cc5-4386-9444-cf0d61b52376	104	124	111	143	1	132	137	0	114	58	26	57	23	38	57	0	0
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	272	101	1	29	0	75	67	0	0	0	2	0	26	0	0	0	0
b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d	412	18	0	0	0	19	33	1	0	7	0	0	0	4	2	3	0
b4f515ce-5bee-4e40-a66a-01f41e92181e	79	181	79	17	13	181	27	9	83	22	0	89	16	9	3	31	5
b51fa117-2c0a-4e1d-8ec4-9f039073a486	389	0	10	18	0	44	9	0	0	0	0	0	30	8	0	0	0
b537bc07-9998-49f4-bbbe-5b617152bfd9	266	135	5	0	2	67	65	0	15	1	17	6	11	0	1	7	4
b53dcb4d-f894-47b8-8a4e-17c7998d8120	23	155	361	100	100	147	180	139	127	109	145	230	19	19	10	25	19
b54b9433-ec10-4cb5-a860-4555da64917b	37	168	287	139	84	143	74	40	226	25	0	197	13	8	13	18	37
b55751c4-c622-11e3-bf01-24c6515278c0	294	74	27	11	0	76	46	19	11	9	4	0	28	0	0	24	0
b5cabba2-30a4-458e-897c-00ec3fefa6d2	378	28	20	30	20	11	10	0	20	3	3	10	29	1	0	2	7
b5cc4a6d-93a9-497c-a7bb-a5db82edc176	441	0	0	0	0	0	2	5	0	0	0	5	16	0	0	3	1
b5dd0bc9-6c1c-4272-b920-744de37d0aee	205	168	50	46	0	69	152	0	5	0	103	0	41	0	4	3	0
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	310	63	139	0	8	46	180	15	22	0	19	0	20	0	0	0	12
b60392fb-43d9-4c9c-b91b-ded40492e61c	311	44	46	0	66	58	0	9	96	0	19	112	0	2	11	4	0
b61f7f76-f365-4071-a28d-bf354d5a670d	414	0	2	1	1	15	0	2	0	0	0	5	26	1	0	0	0
b6365bdb-e6d5-4615-95b3-db12a0c2f3d9	414	0	0	0	0	12	4	3	0	0	0	0	27	0	2	0	0
b64173fc-abac-4695-902b-f0acf9444e9f	356	8	10	0	5	62	10	3	0	4	0	11	9	19	3	0	11
b67208c4-c622-11e3-bf01-24c6515278c0	301	56	0	16	3	76	51	7	9	6	0	3	16	4	16	0	5
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	436	2	0	0	1	0	0	2	4	0	0	0	29	0	0	0	0
b68f18e1-0117-420c-9405-e8d3a1e8caff	339	31	10	0	0	75	14	1	2	0	0	4	29	5	0	2	2
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	91	221	82	98	27	130	97	5	22	3	66	38	43	13	15	1	4
b7008a98-5aa0-4cc9-9bee-af2a422266db	70	196	116	70	56	168	158	11	23	0	112	48	46	5	6	1	52
b710b214-5666-4054-97ef-3b9ac2bd90ac	0	334	709	188	0	0	60	0	29	0	0	101	141	91	21	15	0
b73523d7-f5a5-4140-8537-4df4d1ecf465	0	227	205	132	256	170	18	152	30	50	51	87	9	40	49	31	23
b752b444-f033-4be4-9d24-e5e80b4181af	50	0	61	794	729	0	1	0	175	328	263	158	128	82	80	21	0
b757a040-3c9e-45e7-a045-9cd08db11d62	0	128	820	338	412	0	131	202	232	242	186	175	169	75	36	69	92
b75b2663-dcc6-411c-bfcc-574aa33cf388	38	142	13	76	0	258	105	0	24	0	44	35	37	0	21	0	0
b77084ab-8148-49e0-b3f9-90f7d9ea1862	0	308	852	122	76	0	51	98	29	18	22	87	144	16	27	65	152
b7722577-f200-4dec-97f6-4fab3a9ba52d	361	40	11	0	0	34	15	0	0	0	0	0	31	0	0	0	0
b77543e4-c622-11e3-bf01-24c6515278c0	39	172	73	41	32	229	43	19	88	5	0	47	67	28	4	0	12
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	235	99	0	91	36	90	91	22	41	0	33	28	16	0	22	12	0
b7f11036-7ac4-41bc-a9a4-64162725fdfc	140	85	311	128	75	132	71	325	54	0	51	67	56	119	7	0	7
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	421	0	7	0	0	4	0	2	0	7	0	24	4	1	3	8	3
b7fbd99c-dea0-4448-a430-7f94c611e702	282	16	9	18	17	131	19	0	9	2	8	34	12	6	0	3	2
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	438	0	0	0	0	0	0	4	0	0	0	0	25	0	0	2	0
b80ca528-2c5f-400c-8df3-9c47869a64c2	330	33	11	21	0	66	40	0	0	0	1	0	26	0	0	0	8
b8151614-b08f-49a3-ab6f-2e780f765a17	304	122	101	24	0	6	138	31	22	0	5	0	16	0	0	58	0
b8270565-9e02-4d46-9534-08206bfd027a	360	6	21	29	5	55	65	18	52	16	0	4	8	19	0	0	8
b86655a4-c622-11e3-bf01-24c6515278c0	290	0	9	0	58	138	12	22	27	8	0	66	0	0	10	2	2
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	138	175	451	27	286	91	22	157	0	14	88	153	0	29	0	0	49
b86e88e7-0d5f-4b32-a35f-dc97251ab990	272	110	37	0	0	75	43	12	9	4	4	15	24	0	2	7	4
b88f014e-bc0f-4775-8228-39e0b471c3b0	130	167	122	117	288	121	38	176	3	36	76	73	32	0	8	15	7
b8cd6882-be27-4742-bc63-3227d31bf704	397	19	2	0	0	14	0	0	5	0	2	0	34	0	0	0	0
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	91	71	106	122	104	248	75	52	12	60	46	22	55	0	14	7	29
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	263	105	34	10	0	92	56	0	0	0	17	8	19	0	8	0	1
b97941dd-9844-4db2-9e25-42c725f47d70	86	251	268	0	0	119	75	0	4	0	0	14	54	10	8	1	18
b994762c-c622-11e3-bf01-24c6515278c0	72	170	75	15	48	200	55	2	10	51	20	46	26	20	8	9	16
b9bcba3a-c9be-4305-b5f4-c861282921e0	15	320	222	16	169	89	0	0	128	124	30	84	7	50	6	11	0
b9d1a64e-d445-4174-a5b4-76dd6ea69419	287	32	18	0	21	99	0	4	43	0	0	86	0	26	11	0	0
b9d2e29e-8546-4310-aeea-e029f17c0516	397	13	0	0	0	33	8	5	0	0	0	1	25	0	0	1	1
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	251	102	48	18	0	82	84	0	13	0	24	0	31	5	1	4	0
b9f03936-1de5-4330-8b0f-6d0ab533876e	366	34	0	6	0	40	27	3	0	6	0	10	16	10	0	0	4
ba096d4f-5a6c-4c31-ae03-e7483cf58c38	193	119	72	0	0	151	47	0	26	0	25	43	20	6	2	2	5
ba5667da-7688-4931-bdb7-d65f391caf60	418	0	0	0	0	8	0	4	0	0	0	0	28	0	0	0	1
ba67c02a-180b-43f3-b53c-2b77d84fbe3c	426	2	0	0	0	15	4	2	5	0	0	4	24	0	0	0	0
ba686386-8113-4885-b20f-6ad09a295604	433	0	0	0	0	0	11	4	0	0	0	0	11	0	0	0	3
ba940092-c622-11e3-bf01-24c6515278c0	0	81	131	7	967	40	0	0	986	0	546	440	0	138	42	144	84
ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8	359	0	0	10	1	77	20	0	10	0	0	0	28	6	0	5	0
baa02e74-9cae-4996-858e-17d9f52d924b	364	28	4	0	0	51	5	3	11	4	1	7	30	0	0	2	0
bb02202f-d140-4bec-95ce-5c2b117a2167	206	116	82	58	2	100	214	1	10	0	48	0	40	0	20	0	0
bb45c6f5-49cb-418d-85bb-3ded165e2d07	432	0	0	14	0	0	9	1	0	0	0	0	28	0	0	0	0
bb567851-d4ff-4a93-8576-04a37aea68af	402	0	0	0	0	24	6	5	0	0	0	0	26	0	2	0	0
bb5bedd3-d8fc-4739-8e6b-9e37223f8be2	221	58	25	58	22	131	114	20	88	31	0	26	7	0	6	7	11
bb6150f7-23e4-40f2-b466-6b6edd19c502	244	61	70	17	41	117	16	1	50	44	1	45	0	11	19	2	6
bb659e7c-0b97-41b5-ac10-a66bb1f6f283	257	117	33	17	0	65	49	0	0	0	19	0	35	0	6	0	0
bb65d670-0411-4fc5-a6cb-019caec1ab36	59	174	283	108	177	150	89	92	113	85	0	84	42	13	17	10	8
bb66787e-e0b2-45b6-b452-98a6c32132e7	423	0	1	2	0	2	0	1	0	0	0	0	32	0	0	0	0
bb8176a7-ea7c-42d7-a85a-cec1ca386f2e	370	7	15	20	0	45	58	8	9	0	0	0	13	4	0	0	22
bb91765e-4c55-4e7d-93e8-77face8c91f4	419	11	5	1	0	6	3	0	5	2	0	0	31	0	0	0	3
bba106ce-c622-11e3-bf01-24c6515278c0	216	28	15	21	34	172	54	23	37	37	0	1	27	0	22	0	18
bbb2cf2f-8f32-43d4-846c-d1020e6329ec	71	182	222	70	230	139	3	152	0	21	77	44	39	15	3	29	107
bbbc531a-dd41-40b7-ae59-e35508aea0c7	409	0	4	30	37	19	44	53	0	16	0	3	19	0	3	0	6
bbdd7393-024b-4073-b5bc-ef7a68c15b8a	0	111	60	207	25	292	223	0	0	0	73	25	38	0	13	8	40
bbe59385-5f83-43f6-a485-517c860bef6f	0	302	285	68	226	137	7	41	5	0	66	174	0	4	14	22	13
bbff7954-95ec-455c-b0bc-92f67a09ee77	241	24	108	11	221	147	12	146	79	0	20	3	45	48	2	2	26
bc0dee07-de20-44d6-be65-05af7e63ac96	0	0	1855	647	678	0	204	10	200	127	75	172	225	37	234	24	15
bc1d5327-2e76-4e0e-b749-72a559469d0d	0	82	48	226	266	268	40	104	22	62	50	51	32	103	30	28	23
bc395326-1656-4ef2-bb19-0cb29194b91c	427	0	0	0	0	0	0	3	0	0	0	0	25	0	2	0	0
bc5160ae-d629-46c4-b068-7075876b9103	423	0	0	0	0	5	0	3	1	0	0	11	17	3	1	3	1
bc69c97c-65c1-4e1c-a241-d17d3130e024	408	17	0	2	0	16	2	2	0	0	2	0	30	1	0	0	0
bc9b66f5-fcb8-4545-ab2d-438bb810edc0	0	288	207	211	0	79	218	0	33	27	91	42	71	16	35	2	0
bc9f105f-6d99-44ac-9871-67defd5e85cd	86	296	0	70	5	49	136	0	228	0	96	1	75	0	17	9	0
bcc74a5e-c622-11e3-bf01-24c6515278c0	169	164	52	0	0	116	18	0	18	23	0	16	44	7	5	0	0
bcc819eb-f4d8-4ddc-9fdc-a6307fb6741b	371	27	3	0	0	27	0	4	22	0	0	0	33	1	2	0	0
bcd52bcb-6e35-4220-9775-96dabff926b4	439	0	0	0	0	0	0	5	0	0	0	0	25	0	0	0	0
bce88385-4a1b-4a8c-920c-060f6a2675d4	71	126	140	39	109	235	21	97	52	8	9	72	38	13	14	21	9
bcef0b6c-6584-4090-9d28-ef784a7e5fbb	158	56	106	65	78	207	25	14	9	3	19	50	33	0	42	0	2
bcefbf6a-80ff-4825-9d3a-492e2dceb35d	94	242	27	101	174	63	7	0	79	0	111	179	10	24	19	0	0
bcf54c96-2b62-4e24-926f-d77576250dd1	394	3	0	7	0	30	18	0	0	0	2	0	29	0	0	1	0
bcf76f1a-7109-422d-94c9-5e8364895fa0	0	0	1885	985	2670	0	137	850	0	0	662	0	0	91	165	198	0
bcf858fd-cc3b-4fde-ab10-eb96216f4366	424	0	3	0	0	0	0	1	0	0	0	0	29	4	0	0	0
bd1ce02b-bfaf-4cde-aaac-06097a12e248	399	0	0	1	0	38	7	5	0	0	0	0	26	0	0	0	4
bd2cc59d-f5ce-46ed-beb0-4c80b24cbe71	437	0	6	5	0	0	1	2	0	1	0	4	20	0	0	0	5
bd2ec47b-a120-4b3b-b10d-aee09805ab33	431	0	0	0	0	12	30	2	0	7	0	0	0	0	0	6	2
bd2f8133-3e71-4c5e-998f-0c1a9fdfb75f	64	199	81	34	272	133	30	75	60	132	0	27	69	0	4	56	16
bd3028c7-1fde-401d-a6b2-5f8e61eb4aa1	287	78	13	31	0	65	108	0	2	0	18	0	27	0	0	19	0
bd3e88b3-b37c-4641-85fa-d8125ba324ca	0	332	320	163	36	69	264	0	56	0	90	22	66	21	9	18	19
bd403458-5154-488b-931a-a7e737a6bf8c	392	16	5	2	0	21	8	0	0	0	2	0	30	0	0	0	0
bd6bd940-ef06-433a-80d9-dca5683e9cd2	297	103	30	19	0	33	103	0	13	0	30	0	28	0	0	0	0
bdbcffb0-c7da-4e7d-8002-9feffe48533c	349	86	29	0	0	24	56	1	0	0	5	0	24	0	0	0	0
bdc039d6-4817-4e6f-b8c6-a40b1e8e1a06	379	55	0	0	0	0	16	0	0	0	7	0	28	0	0	2	0
bdeeb1a6-c622-11e3-bf01-24c6515278c0	357	0	0	3	1	80	17	2	10	2	0	0	26	0	7	2	0
bea0e802-96d3-46e2-8030-17019a71e0bb	413	15	0	2	0	13	6	2	0	0	0	0	29	0	0	0	0
beafb7c6-ef39-478e-aa47-0f1ad39f95a3	106	277	0	7	0	68	76	0	208	0	62	19	59	13	3	11	0
bef21282-c622-11e3-bf01-24c6515278c0	0	312	444	87	0	116	109	0	1	0	8	40	92	12	4	15	17
bef23192-57cd-4301-b7a7-5e82ca62482d	407	4	6	10	0	25	0	2	1	0	0	27	13	0	1	0	4
bf24366f-fd91-4d84-8b3d-eed80064250d	415	2	0	0	0	23	9	2	0	0	0	0	29	0	0	0	0
bf7462a2-394f-4838-bcb6-4d0126fa48b1	63	8	170	86	515	294	0	47	0	96	74	0	0	224	0	0	0
bf91afc4-aa2b-4365-80c5-b98c9d118e10	418	0	5	1	0	11	0	2	0	0	0	29	1	0	3	0	6
bff518fb-6da7-4dfc-ae4c-bd3f641028e2	0	91	473	784	590	0	60	0	6	47	564	408	105	23	50	46	0
c00d925a-ca4d-4561-a8f2-d4542f218086	418	22	0	4	0	1	18	1	0	0	2	0	27	0	0	0	0
c00de7a0-0b09-4e07-988c-ef2a7f8e932a	341	0	658	0	0	0	21	0	0	0	169	318	12	0	0	0	0
c016d025-3c92-41c5-b846-493b1fcce79e	337	1	145	34	433	42	12	345	0	0	217	27	25	31	28	0	11
c021b61c-c622-11e3-bf01-24c6515278c0	59	105	20	68	19	255	113	3	72	15	0	32	37	0	10	11	9
c0523251-3ac2-4292-bb00-9ae9ea9009f6	248	14	0	50	87	151	15	25	20	15	0	15	10	0	9	0	58
c05adc19-2e01-4712-a35a-69eee4d40998	97	159	156	65	357	125	82	153	0	56	111	1	0	65	62	108	97
c065761d-f775-457f-bda0-4c7c257a701e	104	33	230	109	192	220	31	11	36	0	117	197	16	0	6	3	17
c0812962-a345-48b7-aec0-01336c2d1eed	381	3	6	11	11	39	4	3	0	0	0	0	34	0	0	1	10
c082dc34-457e-40ec-8258-e11e8ed362c2	411	0	14	7	0	14	0	0	0	0	0	0	32	0	1	0	0
c08f65a0-bf4c-462e-9d07-ad56b3adcac8	227	121	21	43	0	105	99	0	35	9	7	0	31	0	2	4	0
c121de15-78f7-4698-91bf-fd0485c466c2	423	0	0	0	2	3	0	3	0	0	0	0	30	0	0	0	0
c13d7ee5-2bf0-43e4-9cd3-9326ed9355cf	389	24	5	0	0	20	4	1	10	0	0	0	31	0	0	0	0
c13fb736-614c-4d5f-83bf-2d7586f4fb53	100	148	23	94	149	139	15	0	171	0	15	83	37	0	6	71	6
c14407ad-670e-4d1e-9417-2b76f4810fff	439	0	0	1	0	0	3	5	0	0	0	12	12	0	1	0	5
c14b2c74-447b-4526-a6e9-415d2728c7ca	341	46	0	10	0	56	41	0	12	0	8	0	30	0	1	0	2
c158ac2a-c622-11e3-bf01-24c6515278c0	391	18	5	1	4	22	0	1	0	0	0	0	33	0	0	3	0
c15a51cc-4fdc-4343-a410-13ddc238dac8	273	3	42	32	85	146	47	38	0	27	0	0	28	0	4	0	7
c19a1388-95e6-4708-a24c-3738f1908071	414	3	0	3	0	21	20	4	0	0	1	0	22	0	0	8	0
c1abb741-4fcd-4161-b057-c7efd619cc99	387	16	0	0	17	11	0	0	0	0	0	61	0	0	5	0	6
c1b44966-0f72-4c4f-8783-ab3ffe7f17b2	0	359	482	182	0	0	199	135	45	0	112	28	97	97	18	8	30
c1d9ed06-7498-4c6c-a0de-dbf28e868109	0	275	942	228	22	0	254	0	53	32	165	61	185	128	14	47	0
c20cb5c8-a6d0-4150-b72b-3f7e8909d72b	395	6	0	2	2	26	4	2	4	0	0	0	33	0	0	0	1
c2124bb2-30e1-4093-9a8a-3a188a6dc0a9	141	76	61	114	17	156	150	212	30	0	92	0	30	0	12	125	27
c21a5d55-9790-429f-a4e6-420293c07b53	341	45	34	0	23	42	13	0	3	34	0	26	2	42	2	3	2
