Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q
63fef3fe-c622-11e3-bf01-24c6515278c0	240	123	28	0	0	103	87	0	2	0	21	0	19	7	1	5	3
6400c324-2c94-477d-acb9-669d4ea46f1e	436	0	0	0	0	0	0	6	0	0	0	35	0	0	2	2	1
642e1379-1061-40bc-9a4c-f7c191e84d9d	37	255	221	102	201	110	28	50	95	0	160	131	38	27	15	7	40
64446aec-c125-4c81-b9cc-62482cb1aaed	393	0	0	24	0	38	31	0	1	0	11	0	30	0	5	0	0
644c669b-937b-4adc-81b9-6a1811cba9da	334	46	11	12	3	73	55	1	12	0	0	7	9	12	2	0	6
64623aaa-a274-4baa-8b71-958d9c8df733	38	71	558	510	327	31	120	135	156	102	140	198	163	95	22	25	59
6495e68e-1434-45d3-a03d-f286447dda79	20	249	196	43	145	153	54	10	40	73	49	64	36	0	34	9	34
649f2c20-5b50-40a8-a6fd-9a51f3d5b9df	0	290	199	149	180	107	76	172	18	21	193	118	62	16	26	25	35
64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff	423	0	8	0	0	0	0	2	0	0	0	0	31	0	0	0	0
64b80154-c623-11e3-bf01-24c6515278c0	282	104	28	0	10	74	26	0	0	2	0	3	26	18	0	2	8
64c2e6a0-2341-49c4-a6dd-656e7bb505dd	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
64dd81e1-35fa-4579-8a4c-f7486adbb949	290	46	139	68	249	47	6	15	0	0	50	0	0	110	0	0	88
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
64f696a6-58b2-40a8-b848-fd775cd52529	446	0	0	0	0	0	16	3	0	3	0	0	9	1	0	0	3
6507e084-c038-4ba6-a431-fb9a53190d5f	321	58	0	7	0	69	39	34	4	9	0	0	23	9	0	2	3
650fe009-da01-4717-89df-9c95fafe3d7e	228	178	65	0	4	49	42	6	24	1	0	12	28	0	4	6	0
6527aa5a-c622-11e3-bf01-24c6515278c0	339	37	5	21	3	54	23	2	16	0	0	5	24	31	9	2	0
654dba9f-cfe5-4121-97c7-868613cdef53	215	141	53	0	22	90	14	0	21	23	0	54	10	15	1	10	0
6551ec26-4166-4d4f-bee2-444ea2466978	344	48	0	0	0	56	14	1	17	0	3	3	30	0	0	1	1
65723119-bdfe-46f0-b629-c171023abd71	379	0	121	0	328	0	199	219	0	0	506	57	31	67	10	33	48
65be412d-46c3-4cbf-9b46-b35351e53065	0	261	205	198	294	137	54	0	0	0	175	109	13	17	30	20	0
65d2dbc3-a163-4696-b246-47a430e66572	261	119	21	25	0	74	89	0	0	0	0	0	17	1	5	3	9
65f702b8-c623-11e3-bf01-24c6515278c0	259	64	14	0	11	105	5	0	45	0	0	13	47	0	6	4	0
65f9a820-f026-4a10-8bb7-1fbc3b38321e	27	386	386	8	39	34	50	20	39	0	0	43	85	7	8	5	30
6622f932-c622-11e3-bf01-24c6515278c0	390	29	0	10	0	19	18	0	4	5	5	0	22	2	4	0	9
66290cc6-1f1f-4a0b-83d1-423952da4840	295	10	0	25	23	114	6	56	10	18	0	39	22	1	0	0	23
66701395-5a53-41bb-866b-3bbf08bc33ab	426	0	9	0	0	0	0	2	0	0	0	14	12	0	3	3	1
669f0e01-28f6-4ed8-bdb5-73f84ea28f78	0	231	154	220	0	144	347	0	31	0	185	19	66	0	14	28	2
66b4a1f3-480f-4050-96ac-920c1c080864	412	1	0	2	0	23	12	2	0	0	0	0	25	0	4	2	0
66d312fc-809d-428b-98e3-a29d211db35c	256	70	63	13	38	86	22	45	5	48	17	0	38	0	83	0	0
66eb4833-1b87-4fd9-a53d-26dc7ad6de29	440	0	0	0	0	0	6	4	0	0	0	0	19	0	0	2	0
670f971f-a525-4ef8-91ba-610cfbaeb914	201	157	32	26	0	98	83	0	0	0	24	0	30	0	2	1	0
67189cd8-c623-11e3-bf01-24c6515278c0	288	56	19	0	9	88	6	8	7	18	0	15	34	7	7	2	0
6726c157-f688-491d-8b56-35628645df89	251	89	62	98	9	72	97	0	0	6	0	4	7	96	5	0	0
674819dc-c622-11e3-bf01-24c6515278c0	283	45	51	10	0	102	63	0	8	0	16	1	32	4	4	1	13
675a5a32-b405-4f03-bfcd-756343d1dfaf	237	19	12	0	62	187	0	31	0	0	18	71	0	4	6	0	2
6763f295-f2bf-4975-bea5-c1a490d9a1fa	395	50	2	0	0	0	22	1	0	0	0	0	26	0	0	3	0
6764e0a2-7a78-45c1-9189-6001c6518ce4	0	163	494	497	215	12	219	0	61	141	376	177	152	63	42	42	0
6797443c-eb4a-4654-b957-c0056e5a4206	0	315	219	108	0	105	82	0	3	4	96	99	64	34	16	0	6
67a2e34f-454e-4253-8f22-262fc74d312c	423	0	1	2	0	2	0	1	0	0	0	0	32	0	0	0	0
67bb70b2-b6f8-4aa9-80ce-48829f9fec56	312	0	0	0	0	0	67	1457	161	0	485	93	19	365	0	0	0
67f88cd9-ab77-4227-a8d7-5512246f9772	437	0	0	0	0	0	7	4	0	0	0	0	25	1	0	0	0
68054218-c623-11e3-bf01-24c6515278c0	0	394	346	113	0	0	173	0	56	0	177	73	99	26	11	22	32
681e2301-2057-40e4-ab63-934775d63faa	309	39	20	0	10	87	22	5	3	8	0	0	29	21	0	0	0
6821446e-8e76-46fe-b0b9-47feb46d2585	43	213	286	220	80	118	101	13	0	0	64	157	47	1	6	7	0
6847e993-1414-4e6f-a2af-39ebe218dd7c	436	0	0	0	0	1	7	4	0	0	0	0	25	1	0	0	0
68509ede-3dcf-4a6e-9af0-4a9bb4dfa567	0	199	338	133	213	145	72	67	79	61	0	46	84	39	19	34	69
6867811f-ac89-47da-b5dc-1270033c36e7	280	7	197	104	22	111	84	6	3	0	4	69	32	0	0	1	9
687baf0b-aed9-4ab2-adb6-556a1d177a24	336	7	0	4	4	85	22	0	16	0	4	2	28	1	2	0	2
68956108-2606-4696-b038-462b6c432398	436	0	0	0	0	0	2	3	1	0	0	0	23	0	2	0	6
68b7fdb1-22b5-4152-9e69-a41151640cd8	256	121	64	0	0	73	18	0	0	0	0	8	41	0	1	0	0
68ba1105-569a-4209-9b45-0e2d64931806	324	21	21	24	1	93	81	4	23	9	0	0	10	0	17	0	8
68c2a355-862c-4657-b296-5776ed8447b0	360	8	40	27	0	33	19	0	49	9	0	25	28	3	0	3	17
690e481c-c623-11e3-bf01-24c6515278c0	0	232	17	133	351	174	6	49	42	95	0	84	15	20	5	2	27
692dfa4f-45e5-4183-b5da-6650a1fbcabd	233	57	12	87	39	127	119	24	27	0	37	34	4	9	7	15	9
6947cd78-0a51-4949-8383-343f9122d953	340	60	0	3	0	36	34	0	0	0	9	0	29	0	0	1	0
6962bc97-fbb8-4220-a600-e3c251e245cb	47	81	194	138	268	248	27	46	3	29	62	53	31	81	5	25	59
69c3c88c-d51e-4e03-b96b-ec4f1a0faa2d	218	143	221	33	54	76	179	36	47	23	14	6	20	0	3	5	18
69d6142c-3a16-46c9-8bed-1f4edc267c4d	408	0	0	1	2	29	3	4	4	0	0	0	29	0	0	0	0
69dbe6ef-f5de-4c1f-b2f2-963dcb6ccd3e	314	66	0	11	1	68	57	0	15	0	10	0	27	5	1	1	3
69f37546-c622-11e3-bf01-24c6515278c0	317	66	9	0	0	73	34	0	4	2	3	3	23	0	2	0	4
69fe982d-6ab8-49b7-9efa-8349d60eb076	430	0	0	0	0	0	0	3	0	0	0	0	24	0	0	0	1
6a0d0c42-1884-4c6a-936a-678a822c0936	178	103	63	88	6	115	62	62	56	8	36	57	47	0	47	7	0
6a129b50-c623-11e3-bf01-24c6515278c0	70	211	99	25	125	166	5	0	32	0	8	101	4	10	25	0	9
6a7cdaf6-211e-4eb8-a70e-1153d69c45e4	0	288	393	88	387	78	31	76	75	127	65	135	43	4	7	29	38
6aa00162-6294-4ce7-b6b7-0c3452e24cd6	273	91	0	3	0	87	65	2	0	0	10	0	20	0	0	0	2
6aba73ff-81e0-4f8d-ad12-e3136196e814	423	0	1	2	0	2	0	1	0	0	0	0	32	0	0	0	0
6ad44218-d34e-4126-bf56-1be2140cd3fb	334	0	16	15	20	86	40	0	25	20	0	0	18	0	5	0	20
6b20f942-7b89-497c-8a2e-ccce74d20ca9	249	49	107	13	61	132	52	9	31	0	18	8	28	0	3	0	32
6b25a78f-20dc-4ccc-b4c0-f9885d16725d	53	157	89	61	152	212	32	27	7	0	72	111	16	24	13	24	21
6b50391f-d890-4ca0-b942-beab0f8bf1c9	139	87	0	43	0	219	68	0	0	0	23	0	39	21	3	0	1
6ba5f81a-b7a0-4c18-a112-2e11094eec85	360	0	18	18	0	62	10	0	2	0	0	28	15	0	7	1	5
6baee028-c622-11e3-bf01-24c6515278c0	61	255	54	7	3	172	154	0	33	0	43	24	11	1	22	8	0
6bbd66dd-efee-4d6e-b02f-f88e98526b82	295	6	0	7	1	147	54	6	0	5	7	0	21	0	0	5	9
6bd4bca3-e568-4d1b-8b42-401fdf13d751	386	10	9	14	0	29	26	0	0	0	2	0	28	0	5	0	0
6bdf00f6-670f-466e-87fb-e853e41f000e	199	143	9	2	11	111	15	0	31	0	7	63	10	7	9	0	1
6c306cbe-c623-11e3-bf01-24c6515278c0	245	91	92	22	54	86	8	15	78	0	0	88	6	1	24	11	0
6c31d730-1734-44ac-92b3-760981528723	100	122	194	131	230	161	37	118	43	2	100	73	20	30	12	73	9
6c642c0b-4dd0-406c-ac68-ea376802d61b	396	9	10	3	0	20	4	0	0	2	0	0	31	0	2	0	0
6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	47	144	1075	57	959	35	128	431	48	55	160	0	42	798	23	130	0
6c884037-49f9-41c3-b0e5-9cbcd545aeb7	233	106	35	21	58	105	11	0	0	52	36	50	26	5	5	0	2
6c8e9197-fd16-4fed-bfda-e349cab26314	0	67	112	147	149	304	16	67	73	62	48	137	35	0	101	0	0
6c8f3dc9-21bf-4859-9599-231ac040eb7d	435	0	0	0	0	0	22	2	0	5	0	1	1	1	2	3	0
6ca5c1bb-275b-4d05-948a-3c6c7d03fab9	307	50	2	0	1	77	0	6	60	12	0	0	40	1	0	0	0
6ce42746-88aa-485f-a1c4-1759aad95914	129	131	256	15	185	188	23	21	0	45	54	9	7	6	8	7	21
6ce66be0-c623-11e3-bf01-24c6515278c0	268	54	3	9	17	107	43	9	0	34	0	0	25	0	7	17	8
6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f	417	11	0	2	0	0	0	0	9	0	0	0	32	0	0	0	0
6d0851ba-271a-408f-bcc3-c104b452c9e5	259	101	0	19	0	96	69	0	4	0	13	0	32	0	0	0	0
6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea	295	9	7	49	45	94	7	0	0	0	10	60	0	0	48	0	0
6d325c96-8f5c-4064-9806-4364016da8a4	357	36	0	14	0	40	23	0	0	0	0	0	27	1	0	0	0
6d3551d6-b5f4-4fd1-b8d7-8e5931096c19	316	34	42	9	0	90	28	0	21	11	0	23	16	4	2	1	4
6d3d5531-16b4-46ec-bd7e-394946855d62	379	0	0	0	20	48	0	1	0	0	0	45	0	0	0	2	3
6d4a548a-7e30-4b6b-9a13-72827eed439c	187	0	22	60	76	230	7	8	0	26	19	55	6	7	5	4	11
6d7f44df-e9f0-4542-a6d8-d14ee7804002	236	0	0	0	316	0	0	427	298	0	153	0	0	0	204	0	541
6d936ef9-b5df-44d3-831f-528bf8ddc131	221	173	0	0	0	55	17	0	175	0	18	0	57	0	0	2	0
6d9d7ffc-c622-11e3-bf01-24c6515278c0	144	103	10	6	56	209	3	0	4	32	3	62	0	3	8	3	9
6dac8ca0-f776-4ea2-85c4-aefba4966be7	34	195	122	89	118	167	65	238	40	58	113	29	61	0	137	22	0
6dbac113-d4cf-4db5-97c9-50fa400bb47e	56	141	88	73	0	230	45	0	34	11	19	69	32	6	6	4	25
6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	253	0	1	92	129	105	24	40	88	56	37	77	25	42	4	0	51
6dc43234-4f07-4c53-8b07-8d78d9dbad3b	380	0	0	0	0	71	43	5	0	4	0	0	0	0	1	3	4
6de41ac1-229b-40b9-a494-5588c284351d	322	66	85	40	0	52	71	2	4	2	0	0	33	2	1	0	1
6e26f98e-c623-11e3-bf01-24c6515278c0	285	86	18	0	8	80	27	0	22	19	0	0	30	0	1	1	0
6e516c4b-fee7-4336-8470-494588e645b3	435	0	2	3	0	3	0	2	0	0	0	10	17	1	3	4	0
6e599fcc-d79a-4e0f-b451-c20768c989f9	205	132	28	0	4	132	98	4	4	3	14	7	0	3	4	3	6
6e6ad1a2-f1eb-44d1-9852-f5752afcf5eb	0	290	887	256	698	0	31	0	0	0	60	153	0	114	2	16	0
6e776415-ddf4-4060-953f-08ef22441234	27	366	408	3	46	51	179	66	61	8	0	0	41	72	0	34	20
6e839eaf-1dbb-43f5-8846-c980e05540c7	0	144	720	609	1055	0	21	257	0	0	627	77	0	61	19	69	335
6ea6b5e4-cdc4-4e3a-bde2-8089d2a4d7eb	384	0	0	2	0	45	6	3	2	0	0	0	29	0	0	0	0
6ec4456e-c622-11e3-bf01-24c6515278c0	246	91	26	8	5	120	72	0	4	0	0	0	13	0	2	0	3
6f25ca85-4b4a-420f-b0cc-5a4f65a97da3	308	90	63	9	3	37	140	0	11	0	21	0	24	26	0	0	0
6f395380-c623-11e3-bf01-24c6515278c0	102	93	61	60	79	222	18	70	6	67	0	71	9	18	14	11	7
6f4d836f-e86f-4b12-9549-7117f59e3d4a	436	0	0	0	2	0	1	3	4	0	0	0	28	0	0	0	0
6f981023-4269-4e8e-a4ab-2c92bb27273c	0	244	77	193	0	154	215	0	13	0	132	34	58	0	12	31	0
6fc0cb07-9713-4355-8543-f85d1c5505c2	215	19	157	86	220	145	51	136	0	110	9	25	23	8	35	11	18
6fe135ef-54b4-4941-9bb9-872dc4d18d9f	334	47	0	11	0	65	39	0	12	6	0	0	25	0	3	0	0
6ff16b0d-5966-4119-9bec-c9ebff804a37	334	36	0	35	0	46	50	0	0	0	0	0	28	0	0	7	0
6fffe0cf-bb38-4e77-88ab-a256bd7fbbce	0	80	69	465	517	112	27	0	247	119	184	233	77	5	47	17	17
7034e5f6-c623-11e3-bf01-24c6515278c0	274	33	0	3	15	132	20	0	36	10	0	6	40	0	1	0	0
70422e6d-cb1f-4284-8be9-1d4517ffad60	269	25	0	38	5	125	72	8	22	11	10	0	16	0	10	0	54
706868b5-4920-433a-bea3-92e9bf83059b	93	48	161	185	224	196	83	230	43	71	92	8	81	0	79	68	0
706a1085-5994-4d04-b56b-d301c9ed5afa	392	2	0	0	0	33	4	2	0	0	0	0	32	0	0	2	0
7087a2b6-7fc4-45b0-8c48-248864f03deb	433	0	0	0	0	0	23	5	0	0	0	0	3	0	0	2	4
708e21ac-f529-4461-bc4f-d3a194a92b80	0	256	273	69	356	91	11	164	222	74	55	30	47	57	19	87	85
70990332-7702-45e2-84cb-8bbff773f160	415	0	3	0	0	12	4	2	0	1	0	3	20	2	3	0	7
70c2f91e-c622-11e3-bf01-24c6515278c0	352	72	9	0	0	17	23	0	24	0	2	9	28	0	4	0	6
70dd8453-11d3-4105-a8d0-6a755c52495d	216	126	20	0	75	69	6	0	148	0	17	114	34	0	5	0	19
7116cc90-f465-4e7e-aa27-48a83ed258e9	114	231	63	0	13	128	110	26	34	29	27	15	0	0	6	16	58
7117854b-6f0a-4a43-b66c-506a3e29377d	158	55	86	25	0	211	140	0	0	0	53	0	37	84	0	1	0
711c8a16-3cf8-42d8-b29e-fd1e9ef1c82b	391	30	4	1	0	8	21	4	0	0	15	0	30	0	0	1	0
712ba532-fb1a-43fa-a356-b446b509ceb7	362	60	0	0	0	0	0	0	32	0	0	11	32	0	0	0	0
712e5f3c-c623-11e3-bf01-24c6515278c0	143	243	64	26	35	54	36	17	27	32	20	6	74	7	12	18	0
7158c9fd-a633-4fef-aa23-bd285f2a87a8	383	3	0	6	2	50	14	4	4	17	0	0	20	0	9	3	0
715f59dd-a80f-422d-988c-f73f4b987baf	411	0	67	0	0	1	112	30	78	0	33	19	0	31	5	0	2
7163a0f7-2c69-40b8-8857-8ab3f46f0acf	181	257	151	0	0	34	79	0	13	0	16	0	37	0	6	11	26
7181dd10-1371-4cb6-9219-a9542c62b854	93	240	0	74	0	104	132	0	154	0	47	0	52	4	10	8	0
718c5a31-6b19-4f68-9fb9-79b0c00d64a5	411	21	1	0	2	6	3	3	4	0	0	0	31	0	0	0	0
71982a1b-52a4-440f-bd5d-62a0e6cc7fd9	318	46	26	37	47	44	35	49	11	12	0	0	32	0	54	19	0
71a2b4a2-88dd-4911-a67e-70b3309c4a12	40	204	465	244	410	84	106	0	6	0	255	230	21	48	74	10	4
71ef8379-03a0-4b81-92c9-1ba666fe4d7a	381	20	69	35	16	15	39	18	0	21	4	6	16	0	0	0	25
71fda5a9-7049-406f-9348-2c24f7ddf5f4	0	198	540	397	692	0	78	163	117	42	242	87	98	246	85	46	0
72108583-5320-46ec-945f-5ff173d7dc15	73	114	134	69	65	245	26	85	18	60	0	78	31	8	9	5	6
72293a70-9dc8-4e4a-acdc-c74587a90420	439	0	0	0	0	0	17	4	0	0	0	0	3	0	2	0	0
7243992d-0763-4b75-8066-e8e5309d0193	438	0	5	0	0	1	0	4	0	0	0	28	0	0	3	0	6
724bf2b8-a246-4b6f-85f8-95824c03896e	417	22	0	4	0	4	39	2	0	8	0	0	3	0	0	6	3
7260f57c-c623-11e3-bf01-24c6515278c0	244	122	41	0	21	76	16	8	38	26	8	30	10	16	23	7	0
7266ec7b-4824-4b88-910e-e9bfb848d55f	300	19	94	0	39	104	77	70	33	18	0	0	16	0	25	0	43
729229fe-92b9-439b-acd2-b49159116a41	353	73	15	0	0	21	25	0	15	0	26	7	25	0	7	0	0
72a27124-24b9-41f7-a065-774fdf5f7d19	424	0	2	12	0	0	16	0	0	0	0	0	28	0	0	0	0
72a5e569-99d4-47bc-be1b-6296a5025080	354	61	21	0	3	34	26	0	6	1	0	0	32	0	1	0	0
72b62805-76f9-476a-b876-a781e69a2c90	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
72c22a8c-c622-11e3-bf01-24c6515278c0	208	176	114	4	0	77	101	0	8	0	32	5	32	0	10	8	0
72f0a49a-aec8-47e5-846a-956c4da1507c	16	0	621	0	1287	0	29	1324	388	0	849	302	117	0	540	43	447
72f82fbd-9838-4082-b605-bc3d80226f16	82	141	0	60	168	225	2	44	1	34	26	19	28	35	9	9	1
7303f9fe-88bb-48ba-b9b4-ebf9e4770c1c	238	39	0	28	27	154	70	0	48	0	0	14	23	2	5	0	5
73058c80-607e-4b55-b112-8f8f6775d014	223	71	31	31	0	150	77	1	7	6	0	0	21	0	0	1	15
734a8251-9ecc-47f5-835f-846b67693ca6	246	133	0	0	5	63	42	6	82	1	41	13	44	2	4	11	0
7364a112-61b9-41c6-b85f-18c97c54cefd	408	12	6	3	0	8	4	1	0	0	0	0	31	2	0	0	0
73936e8b-c893-4afd-bd1f-be90c06a4869	130	91	42	86	104	192	0	0	35	58	0	51	0	53	26	9	0
73afad06-c623-11e3-bf01-24c6515278c0	183	132	140	89	93	65	32	0	121	9	0	48	67	0	78	0	0
73f7718b-f9b1-4a63-a561-0c9cc2abeb9f	366	69	0	4	0	13	28	0	0	0	3	0	26	0	0	2	0
74039acd-5aca-4c65-818c-3b577d295be0	175	117	20	106	58	87	25	382	8	0	67	0	2	0	204	0	0
7410c00d-ed0b-48dc-a4bf-eb76ac613980	0	287	310	89	22	122	90	40	63	0	39	65	74	22	10	9	38
741c4656-0fd0-416e-86c8-f6533b6c96f4	297	106	0	0	1	42	23	0	79	0	4	1	35	2	4	3	0
7456abd5-303e-4e6f-bf4e-47efefc7310f	0	82	409	48	213	228	108	403	132	178	1	114	13	23	76	45	15
745b8756-0eab-423f-8cde-e0ff1aaa6596	151	92	55	81	51	166	72	73	27	3	19	15	32	4	37	12	12
748d3ff3-8699-4519-8e0f-26b6a0581bff	254	65	73	21	93	79	114	31	12	0	38	0	18	113	0	0	10
74b57d2c-a83f-4798-b86b-a533975e4cc0	0	37	1598	531	982	0	168	353	87	105	0	63	116	133	69	37	279
74db46a8-a499-4951-af33-1d53b7d1c9b4	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
74e5905f-6350-498a-9454-9ea0593d2f56	98	0	402	0	761	210	111	305	71	309	286	0	25	0	102	0	140
74ec279a-c622-11e3-bf01-24c6515278c0	171	90	21	25	18	170	34	0	27	28	0	2	41	9	6	4	7
7512b38c-c623-11e3-bf01-24c6515278c0	210	70	103	68	12	118	157	36	59	23	0	0	2	2	71	0	10
754d26af-f184-497c-856a-cd1ea7a5115c	308	27	0	26	29	91	0	13	20	28	0	51	5	0	2	1	14
759d30b2-ddb8-49e2-a604-57ff9222d3a0	423	0	1	2	0	2	0	1	0	0	0	0	32	0	0	0	0
759e20be-6a2b-4c54-aca0-6d358598d6f5	415	0	0	0	0	12	0	3	0	0	1	0	30	0	0	0	0
75ad15b9-8f9c-40c1-9ca6-1e8454fbd310	172	196	78	99	150	38	14	3	23	0	123	146	7	0	19	0	0
75ba6722-1148-4a52-a9ed-68d890238205	79	169	135	62	103	164	9	0	111	3	19	138	28	23	0	0	0
75cd90ef-e884-4812-bbf3-5a524d95147e	16	274	159	70	0	167	116	0	0	0	21	22	59	8	4	2	0
75e1bdbc-474e-4367-9b4a-963b31f3b297	345	22	0	0	38	75	0	0	0	0	0	35	0	0	7	6	0
75fac59c-3346-4c5a-bb9f-fb67fec8d13b	95	63	63	60	19	278	92	14	20	0	4	19	29	10	5	6	17
760881cc-c623-11e3-bf01-24c6515278c0	282	71	204	0	39	33	308	0	95	0	153	0	57	0	0	0	0
7625877a-7a2b-466f-944b-9e56689ad47b	104	142	34	45	5	214	101	0	21	7	0	0	21	1	15	3	6
764ded9e-c622-11e3-bf01-24c6515278c0	322	22	10	6	0	108	47	4	19	0	0	6	11	3	5	0	0
767517f2-f94c-44bb-9af6-36b662b166ef	420	18	0	0	0	3	14	3	0	0	0	0	25	0	0	0	0
76788f17-257d-47c7-ad85-ac5f959216b5	433	6	1	0	0	0	11	4	2	0	0	0	27	0	0	0	0
769e2ac9-a121-4b2a-a0fd-5f755b579811	385	8	2	1	0	37	12	1	0	0	0	0	29	0	0	2	0
76a0d9c9-5e69-44e8-9ed2-6d2e387803fc	182	118	26	37	0	162	100	0	7	0	15	0	21	0	6	18	0
7731ef7f-25bd-42f5-9a20-be249306a711	27	251	293	121	313	119	52	105	0	0	95	18	0	0	83	18	108
7789ef18-c623-11e3-bf01-24c6515278c0	0	71	22	134	0	361	129	0	1	0	30	24	47	13	0	2	0
77bf9514-88da-473b-9a91-f669ef3cd343	0	368	445	36	0	43	40	9	45	0	140	99	138	12	26	1	4
77c022d3-2f29-49d3-a1df-cc2e9407fd7f	0	281	617	364	59	0	489	29	92	0	115	0	76	102	12	48	48
77ebe6d2-6537-49d3-849d-fe93e2cf52af	437	0	0	0	0	0	5	2	0	0	1	0	28	1	0	0	0
78100212-65aa-4365-8b64-4b33f77732d5	204	138	36	16	0	90	60	18	39	10	15	11	19	12	16	1	34
78103d9b-0b8a-431e-bb58-5c99fbea12e4	0	195	0	218	196	183	18	0	90	12	106	170	10	9	25	19	0
7815397b-aa39-4b79-bcaa-6859a3f115f8	440	0	0	0	0	0	0	4	0	0	0	5	17	0	3	0	4
783579bd-e29d-457c-8236-1a80b557600c	177	161	0	17	1	107	148	0	73	0	102	1	37	20	1	1	0
7866dfb2-46b3-42b4-905b-12f80593d6bd	0	37	27	323	282	282	17	120	27	5	15	40	33	12	57	48	2
786fc3e4-e2bf-4914-9251-41c800ebb2fa	183	113	24	21	0	155	63	0	3	0	12	4	29	5	6	4	1
78bc2608-c623-11e3-bf01-24c6515278c0	246	95	0	20	0	102	69	0	0	0	24	0	32	4	0	0	0
78bc4dfa-c622-11e3-bf01-24c6515278c0	344	31	0	0	0	60	15	0	8	1	13	5	21	3	5	4	0
78bd2aa8-e5f6-4b4b-96f0-d406fbdbcee8	345	13	11	17	0	80	28	0	4	2	0	0	28	7	0	0	2
79133e29-ba0b-4e2f-a6d9-bf294c5144f0	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
79169c46-7049-4576-9885-63973db76ab9	436	0	0	0	0	0	5	2	0	0	1	0	28	0	2	0	0
79353875-9d86-4063-a8ea-1d998acb1e81	367	24	3	8	0	39	20	0	0	0	2	0	33	2	0	0	0
79524d64-8f4a-4889-b345-33198808b9de	384	25	0	3	0	31	29	0	2	1	3	0	25	0	2	1	5
796a8782-6d7e-47c8-b322-fcfe1dd240c8	329	16	0	35	7	77	46	7	18	4	0	0	19	13	4	0	7
7981bbf3-dceb-4d89-900c-555967e97921	244	14	0	53	12	154	31	0	31	18	0	4	33	14	1	0	8
79914ce9-04d8-4b0d-9f16-2e528044966e	47	327	4	22	0	52	125	0	295	0	89	0	77	4	12	2	0
79b23f34-c623-11e3-bf01-24c6515278c0	272	25	11	14	2	158	57	1	0	12	1	0	24	14	0	0	0
79e81ab3-5466-4324-9387-2de00d62315c	382	40	4	0	0	23	14	1	5	0	0	0	29	4	0	0	0
79eb7bba-f0d8-462c-add7-20a2fb7843e1	55	195	87	124	13	176	152	138	37	0	47	15	14	77	10	0	6
79fa8423-2014-4536-a1f9-cb48aed3c45f	404	10	13	0	0	16	7	1	0	0	0	0	29	0	2	0	0
7a4f6014-f7a2-459b-bc43-df164e73cbba	34	32	293	165	435	263	42	122	2	144	150	38	64	13	21	143	36
7a5d3b6b-be5a-4e55-9255-32a069b8af3d	248	1	105	15	0	176	24	0	55	8	0	68	10	0	2	8	10
7a6cb147-a576-446d-a605-fa846ea3d1ad	185	225	79	3	7	63	40	0	9	8	0	25	18	16	12	0	0
7a86abdc-d554-43bd-ad47-22d439c930ef	428	0	0	4	0	8	4	2	0	0	0	0	28	0	0	0	0
7a921087-8e62-4a93-a757-fd8cdbe1eb8f	0	271	132	232	0	114	274	0	0	4	130	26	65	0	27	12	0
7a95af21-ca7c-4596-9c83-66d11ca0c417	35	316	0	0	0	90	80	1	282	0	75	0	74	0	8	3	0
7ac0b303-d685-4fa5-bfec-34d2ba1dbc8e	0	202	195	178	346	135	48	304	115	93	58	75	44	45	46	36	37
7ac3e543-3bc2-4a59-84fc-b5aa0def592c	349	19	26	0	0	59	2	0	24	11	0	31	3	0	3	19	1
7adcea71-1aed-450c-b0ff-b9d9820c6153	99	226	112	136	0	120	194	0	41	0	24	23	16	8	7	0	0
7ae3671f-bf98-4693-8f35-3b762c9121d4	442	2	0	0	0	0	31	2	0	8	0	0	0	0	2	3	0
7ae510f8-c622-11e3-bf01-24c6515278c0	263	125	55	0	5	70	23	0	0	14	0	4	25	11	6	0	0
7ae872a6-c623-11e3-bf01-24c6515278c0	209	0	2	60	18	169	92	26	55	27	39	20	34	0	3	16	20
7ae9b843-488f-459c-8c0d-c81dcae57f99	201	126	30	112	9	91	98	0	12	0	25	0	50	0	12	0	0
7b08e810-f3c9-4155-ac11-f45a3a4f8b41	36	61	135	165	46	275	53	0	68	33	7	115	29	9	32	11	0
7b0b60c7-5fa0-440e-937f-8d82119330d6	341	5	19	8	65	61	0	53	0	15	0	0	16	0	35	43	0
7b296706-b535-45a0-9a8e-4a34a8c33bb5	423	17	0	0	0	0	10	3	0	0	0	0	27	0	0	0	0
7b318282-5df4-42bc-b1e0-0e4a66ba9204	338	9	0	10	29	100	54	22	22	26	0	3	3	0	0	0	13
7b482f46-adcc-48ae-a4d6-17f4edd998dc	243	116	121	0	177	68	31	104	8	27	108	0	62	10	39	0	0
