Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y
99e7016a-c3c1-431c-8838-beb78a3cc017	341	68	16	4	11	0	0	1	17	0	0	25	0	0	0	15	0	0	0	1	0	0	0	2	0
9a015939-8810-4808-9dfa-fb60a1173bc7	385	23	4	4	9	0	0	0	13	0	0	24	0	0	0	16	0	4	0	0	0	0	0	0	0
9a5bb831-8cb8-4de0-b94b-088cb38def1a	0	0	77	285	1022	798	0	1	61	113	4	75	55	261	365	53	68	41	56	106	53	43	30	3	37
9a90f951-ad96-4883-b97f-ac43395dae5d	390	17	11	0	0	0	0	0	18	0	0	14	0	0	0	18	1	0	3	0	0	0	0	2	0
9aac83e4-c622-11e3-bf01-24c6515278c0	314	82	0	30	1	7	0	19	16	0	9	24	9	0	0	17	2	1	0	0	0	0	0	1	33
9ae0744a-9bc1-4cd7-b7cf-c6569ed9e4aa	281	0	0	721	0	0	102	0	1195	0	0	287	0	0	1625	102	0	0	0	0	0	0	0	0	0
9ae33a63-6b1a-43bf-9205-463c867bcbc4	72	169	146	57	36	34	64	0	28	38	31	21	0	85	51	33	5	1	9	20	8	3	26	1	6
9aecfc8f-62ea-4acf-aa00-d1f0fe6c6556	337	62	0	8	34	0	0	0	42	41	3	17	13	21	5	18	11	0	0	0	0	0	0	2	2
9b3e7a03-cf8c-4da8-bc36-20129d7783ba	123	229	39	30	17	1	40	0	31	19	0	29	7	7	0	17	1	3	1	0	6	1	0	0	5
9b75735b-705d-4ebf-92a0-fbb190b95285	391	17	5	0	0	0	9	0	7	0	0	22	0	0	0	22	0	0	0	1	0	0	0	0	0
9ba2c970-c622-11e3-bf01-24c6515278c0	266	119	40	27	0	0	0	0	14	12	1	24	0	20	0	12	3	6	10	0	0	1	0	0	0
9ba6be6d-2032-444b-ab3c-dbee8023759d	168	149	116	42	0	3	7	0	36	8	1	41	3	10	31	8	1	3	0	3	5	5	4	0	2
9bb9164e-ea1b-49ab-bbcc-f59cf8c32345	80	159	41	0	25	50	160	22	0	45	65	39	127	3	0	45	10	3	0	1	2	6	36	4	0
9be1246b-3dc1-4928-8b89-2d5ed0c866e8	390	15	7	0	0	0	17	0	8	0	0	25	0	0	0	18	0	0	0	0	0	0	0	0	0
9beb4126-0112-4c06-80a3-e5dd1c2b88d5	135	224	0	0	0	35	76	37	3	14	6	20	16	10	0	6	1	6	3	1	1	0	2	8	0
9c00828e-e9ae-4b9c-959e-34837ee2b230	50	21	262	309	156	76	58	27	183	108	171	58	0	87	116	69	14	48	0	39	0	12	152	0	0
9c181313-5b4c-41c5-9ad5-a5a86fe609aa	405	10	7	5	5	0	3	0	8	0	0	24	0	0	0	18	0	0	0	3	0	0	0	0	0
9c27fedd-b1b3-4af0-9e9b-20271854db08	53	222	62	52	17	3	128	0	58	24	1	32	4	11	3	27	1	3	2	6	13	1	2	0	0
9c399826-087f-44b9-98c0-bd881646b0f4	170	166	26	52	24	44	44	0	30	46	35	15	0	30	0	8	2	8	0	0	0	8	40	0	21
9c681cd9-25fb-42ac-aa6b-bb962882fa22	84	108	220	137	15	102	21	55	20	17	3	7	106	83	12	30	15	29	19	19	1	1	7	5	8
9c70688d-6e43-4520-9262-eaae4e4d597d	93	148	84	250	79	60	0	28	98	57	253	34	68	58	47	103	8	10	48	0	0	101	0	118	0
9c730cfb-3fd6-428a-a0a4-c061ca5db06c	419	0	6	0	0	0	0	0	6	0	1	22	0	1	0	19	0	0	0	0	0	0	1	0	0
9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	401	11	3	0	0	0	8	0	5	0	1	22	1	0	0	21	0	0	0	0	0	0	0	2	0
9c857452-c81d-4b9e-87a8-5b41f4394f7c	113	186	38	20	32	67	66	50	0	30	28	38	121	11	0	11	14	9	10	0	0	4	13	0	11
9c949c63-aa63-4a84-ac5a-b5260775cee6	407	4	1	2	1	0	0	0	2	0	1	26	0	0	0	17	0	0	0	0	0	0	0	0	0
9cb80280-c622-11e3-bf01-24c6515278c0	90	222	17	86	124	16	87	3	96	38	2	31	1	33	21	17	4	10	3	0	5	15	2	4	17
9cdb1905-8b0f-48bd-ba37-11e7ac9646a0	240	88	48	18	30	3	69	0	50	0	0	32	0	0	8	12	0	5	0	10	0	0	5	1	0
9cfa4e8f-ea4d-433b-8c2c-54f66ecb7e43	394	23	17	0	0	0	0	2	31	3	0	3	0	0	0	20	1	1	1	2	0	1	0	0	0
9d2671b9-bd30-4e3c-aa74-01e31dd2531e	411	1	0	0	0	0	0	0	0	0	0	23	3	1	0	19	1	1	0	0	0	0	0	0	0
9d29543e-8601-4fd0-8e76-3df3de465cab	421	0	7	0	0	0	0	0	17	0	0	11	0	0	0	20	1	1	2	0	0	0	0	2	0
9d3b0b87-5fc5-4d09-9c63-4d5fc4bc46d0	416	0	6	0	0	0	0	0	2	0	0	23	0	0	0	21	0	0	0	0	0	0	0	0	0
9d691fa3-5c32-4b98-85c4-f6e0fd4c37e0	300	0	0	60	0	410	0	108	152	110	612	110	0	26	456	182	69	3	11	0	0	0	380	9	0
9db994a0-c622-11e3-bf01-24c6515278c0	129	106	163	26	44	156	62	0	0	0	12	0	115	7	7	3	8	13	12	1	42	12	4	0	0
9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	0	0	317	224	295	26	94	0	223	69	0	73	0	109	193	7	23	27	15	35	12	10	19	9	16
9de495d1-55b2-4535-9b0a-a999df35977c	65	35	321	266	80	0	58	0	87	42	0	90	14	67	0	0	10	3	4	17	3	4	2	11	5
9df57388-7de1-4c90-910e-ef63a246dff1	228	131	38	66	27	21	22	2	51	7	37	22	0	0	8	21	18	2	2	9	0	0	19	5	0
9dfcbabf-2bc0-43a2-bdde-d0b2aaca3f6b	411	10	2	0	0	0	0	0	17	0	0	11	0	0	0	23	1	1	1	0	0	0	0	1	0
9e0009d1-c993-4247-9706-88ee84591dec	39	134	10	520	177	453	17	77	35	148	620	40	82	46	124	345	9	111	23	16	10	159	71	51	7
9e272bea-9193-4c10-a802-f7e18b2937a3	93	164	114	188	136	1	29	0	207	53	4	50	2	2	116	7	4	21	11	15	36	31	4	0	0
9e5f0a23-e184-4611-b42b-e882dcf23acd	116	112	174	134	38	15	46	0	113	20	0	49	20	8	89	12	5	24	5	13	8	4	2	4	2
9e6806c4-d331-4025-abee-2f576e3bf182	21	13	268	0	126	176	159	88	5	36	0	59	298	17	88	0	16	14	0	33	17	5	14	13	7
9e7b51fb-2249-451a-bf23-bb2a3d935928	76	130	0	502	268	278	112	55	89	0	22	44	215	106	0	111	24	4	0	41	0	6	1	3	168
9e842227-2bc6-4185-bedb-abeb03836b51	342	71	5	0	0	0	0	0	2	14	0	28	10	0	0	18	1	0	1	0	0	0	1	1	0
9e99b8d9-6f0d-4fe0-9c1e-d286c0714909	315	82	18	6	0	0	0	0	4	16	2	31	14	0	0	13	0	0	0	1	1	0	0	0	0
9ebac79d-8b38-4469-837e-b834725fe6d5	7	172	199	44	39	157	53	22	0	72	28	27	47	54	54	16	4	7	20	19	17	10	14	10	27
9ec31146-c622-11e3-bf01-24c6515278c0	248	83	66	10	0	82	52	13	10	12	7	0	32	10	2	15	15	7	1	9	14	1	0	3	0
9ed8f0b9-d615-44c4-9ec9-e07ecd744922	103	141	113	211	34	7	53	0	136	209	14	65	0	0	47	19	10	22	5	15	10	3	17	0	0
9f298806-77b6-4c76-bd38-3343e1a3c6f0	252	105	55	0	0	8	0	3	0	36	11	46	62	0	0	0	2	0	1	0	0	1	2	5	0
9f5e6063-d19e-4f56-b3f9-5c2260d3bfc9	421	0	0	0	0	0	0	0	3	0	0	23	0	0	0	21	0	0	0	0	0	0	0	0	0
9fb6b7be-0084-48f7-a256-6d170e72e97f	37	283	0	0	0	23	132	21	13	9	1	27	21	8	0	15	1	6	2	0	4	6	0	2	0
9fb73d89-f7c4-47b2-810b-3ce37cd8a3c9	423	0	0	0	0	0	0	0	16	0	0	11	0	0	0	22	1	0	1	0	0	0	0	1	0
9fba5db6-c622-11e3-bf01-24c6515278c0	198	164	52	13	0	15	23	0	15	20	1	27	4	18	12	13	10	2	0	0	9	3	0	3	0
9fc0e0e8-1b0f-400c-b4cf-126193283695	413	0	0	0	0	0	0	0	12	0	0	13	0	0	0	20	1	0	1	0	0	0	0	2	0
9fc5b5c7-3973-42b4-8710-454de0cb5b50	137	183	37	19	15	40	79	0	0	0	6	20	129	12	0	14	8	8	4	0	3	4	0	15	4
9ff21093-58d7-4b69-aade-c242a383ea56	142	201	49	63	0	23	3	23	13	57	17	39	0	43	19	35	0	0	0	34	0	10	0	14	0
9ffcb7fa-424c-4f93-87a7-ce5e9053c613	116	143	98	49	22	42	94	0	22	31	18	17	23	41	18	34	11	1	10	0	29	9	0	1	0
9ffe694e-b488-489e-bdbe-0800e505eec4	197	126	46	18	32	4	72	0	32	0	0	29	0	13	13	13	6	4	0	8	0	1	0	2	0
a0583407-712d-46f3-8c4e-4eeaa0149087	49	100	180	211	23	271	84	45	3	109	136	36	77	0	3	4	14	78	5	0	0	0	157	0	0
a08c196e-4f96-4b16-94b4-aa6a0153ac50	18	0	333	138	168	132	77	57	145	57	1	54	52	126	180	68	23	14	23	41	17	22	0	0	20
a08ec059-7592-4698-bb45-25a9c3680c23	140	107	182	156	57	0	0	0	173	41	2	63	0	0	116	0	4	2	5	17	19	1	25	0	0
a0bbb3b1-e774-4c75-9301-ba43fb803f20	60	6	230	145	197	233	147	0	49	0	0	23	0	53	112	4	25	38	10	0	11	17	5	0	63
a0e317b1-3f3b-4d25-b2d9-fcc2211dfda3	375	32	6	5	0	0	0	0	0	0	1	20	1	15	1	17	4	1	1	0	1	0	0	0	0
a0eb2611-1ca6-44b7-897e-ce18399eb7bc	394	13	0	0	0	0	5	0	2	0	0	25	0	1	1	19	0	0	0	1	0	0	0	0	0
a0f94565-9169-49ee-8e6a-21bdc43d9de6	368	24	19	2	17	0	0	0	11	0	0	27	0	3	5	12	0	1	0	2	0	1	0	3	0
a0fe80e0-e3ac-485b-8a1a-4c80c101b874	103	88	210	48	49	20	81	3	69	51	21	47	0	38	66	28	0	7	10	5	10	12	0	2	3
a13ee768-1423-4fcc-b663-caaf6694acb3	399	12	0	0	3	0	0	0	0	0	0	27	0	1	1	17	0	0	0	0	1	0	0	0	0
a1724132-f95c-4622-8987-fe3183b9dce3	392	6	5	0	0	0	29	0	9	0	0	24	0	0	0	18	0	0	1	0	0	0	0	0	0
a1a75f66-c622-11e3-bf01-24c6515278c0	29	140	207	44	82	106	94	0	18	0	0	14	15	67	55	0	22	8	10	0	14	9	1	6	7
a1af7c42-47af-435c-bb51-b932a3cd7b91	27	257	123	50	118	0	10	0	113	0	0	43	0	0	16	0	0	4	2	6	2	0	0	11	0
a1e3dc5b-b81f-4890-870c-ed3b8ac36dec	88	185	22	109	143	74	30	41	6	63	188	80	260	22	0	22	15	5	12	2	0	54	50	0	30
a1fc7064-abf5-477d-983e-576a784e1d40	69	171	155	14	34	95	0	21	0	117	11	31	119	19	29	6	8	5	0	0	20	14	18	0	45
a2034620-e4b5-4d4f-ac05-7fc1c098eb40	379	35	0	6	1	0	2	0	10	0	0	23	0	1	2	17	1	0	0	3	0	0	0	0	0
a2238b5f-0513-487a-9b1b-7bef85ebf336	145	152	34	121	14	39	83	74	5	34	8	32	54	64	0	29	2	8	14	8	2	2	0	31	0
a284fe9d-9afd-4472-8d70-243ca9be5c2c	106	86	137	95	60	48	111	0	61	78	51	42	21	50	46	22	8	6	8	20	21	2	0	43	0
a29278af-7ecf-403e-b6a9-623ea7879d05	326	68	42	39	8	0	0	1	24	0	0	30	0	3	0	12	1	1	0	5	0	0	0	0	0
a2a4021e-1273-4c18-907c-d20454ab898c	420	0	0	0	0	0	3	0	4	1	0	22	0	1	0	21	0	0	0	0	0	0	0	0	0
a2a67c8a-c622-11e3-bf01-24c6515278c0	152	205	36	31	0	4	30	11	26	11	13	31	5	9	0	19	3	3	1	1	3	7	1	3	0
a2e67393-50d7-4bcc-9bbd-c695086a936a	0	71	244	97	54	82	93	14	18	159	95	88	337	20	70	56	14	2	11	58	0	7	62	5	0
a2ee5dde-4342-4e78-88c5-3c9a8e10cbf5	297	100	21	12	27	0	0	5	19	0	4	30	0	8	9	6	1	0	0	0	0	0	1	0	8
a2f02ff7-8433-4cb5-9324-34f13edeaca1	255	7	0	137	74	99	0	0	44	168	501	126	373	58	163	137	0	19	26	23	0	151	96	0	18
a2f143d6-ba07-4ff0-960d-b29c3c716665	211	114	51	16	41	47	49	28	19	45	4	18	17	45	2	34	12	11	10	0	3	1	0	1	6
a3135834-3af0-4e98-bc6f-ad8ddf33db80	3	0	230	56	580	288	104	0	53	0	0	54	68	193	158	83	30	38	19	26	58	15	14	0	0
a315b798-f037-48d5-91ed-e733e3bbd6ee	114	167	128	51	43	16	29	15	59	25	17	34	6	33	38	26	1	7	2	3	6	31	0	0	1
a319188c-6b80-4228-8f2b-8f423c0fcf97	340	56	4	2	7	0	17	0	2	0	0	29	0	3	0	16	0	0	0	0	0	0	0	0	0
a31b6123-c1b7-4cd0-86d8-b2e640cce9da	229	148	41	3	11	0	0	0	19	0	18	32	12	0	14	12	2	5	0	0	10	0	0	0	0
a3210fd0-344c-468e-8ff2-2d0869a2fb75	281	64	40	14	40	9	38	5	33	23	9	30	0	11	16	18	2	1	0	0	18	0	0	5	0
a330a96e-9897-4605-b5f1-5b5ef45cd365	68	93	225	61	21	62	98	0	35	0	21	24	11	45	65	0	9	16	3	27	8	12	0	8	15
a335b03d-41ac-4d41-a2a9-3134b5b0a0a7	394	15	0	10	8	0	0	0	6	0	0	25	0	5	0	17	0	0	0	2	2	0	0	0	0
a37a825c-d74e-46cc-92ef-b65016857b4a	96	156	105	70	39	148	81	44	2	0	148	0	28	25	20	19	6	15	36	0	73	4	0	13	0
a3914a6c-c622-11e3-bf01-24c6515278c0	97	114	60	48	21	90	133	126	49	14	318	25	83	0	50	60	16	30	2	0	190	0	0	4	0
a3deafcb-b54f-4b7e-89ac-c92c16fb919f	282	92	9	2	32	20	47	0	3	0	1	14	39	18	3	4	1	4	0	0	7	3	14	0	0
a3edc9cc-f54a-4459-a5d0-097879c811e5	290	78	0	24	41	21	47	0	37	11	20	24	0	11	5	32	6	6	14	0	0	0	1	12	6
a441697c-4ca0-4eab-9b01-b9cb50223ce2	417	0	4	1	0	0	0	0	1	0	1	17	0	13	0	19	0	0	0	4	1	0	1	1	0
a46f1e20-9e97-4dcc-a5ed-532aad9f3236	362	43	5	0	0	4	0	8	0	0	3	27	0	0	0	16	1	0	0	0	2	0	0	0	0
a47c2012-c13d-48ac-88b6-e09bfd50122b	194	154	61	18	36	1	34	0	55	7	0	25	0	0	7	7	2	5	5	0	0	1	7	3	0
a492a32b-bf2f-4f8c-b06e-794a4baa2fe7	190	157	2	0	0	40	94	16	0	14	4	13	54	0	0	11	2	7	6	3	0	1	11	1	0
a4beedc3-0e96-4e1c-90b4-3674dfc01786	335	65	0	0	4	14	23	0	6	0	0	5	0	18	3	17	1	5	0	0	2	0	1	2	0
a4c838df-6ac4-455a-8096-8ec680064374	190	123	126	120	0	0	0	0	95	16	20	34	0	5	74	3	2	7	5	36	7	5	0	5	2
a4ca18dc-c622-11e3-bf01-24c6515278c0	333	46	5	1	5	0	58	0	21	0	0	20	0	4	6	17	1	0	0	0	4	0	0	1	0
a4f8305f-4409-4776-b34d-4878d18c8693	378	24	14	3	0	0	15	0	15	0	1	22	0	0	2	17	0	0	0	1	0	0	0	2	0
a5346247-3f30-470a-b4ab-732180786291	211	144	5	0	0	68	83	30	3	22	31	11	0	3	0	18	1	5	13	3	0	4	0	10	8
a54aac0e-4108-49cf-bf50-687031c7cda6	392	20	8	0	0	0	6	0	10	0	0	22	0	0	0	20	0	3	0	0	0	0	0	0	0
a56cd282-f6c5-4373-b3d8-676562894598	382	29	0	14	0	0	0	0	12	0	1	24	4	0	0	16	1	0	0	7	0	0	0	0	0
a592e80a-3b1a-46aa-be30-bcd87d6bca6f	421	0	7	0	0	0	0	0	1	0	0	11	0	21	0	20	0	1	0	0	1	1	1	0	0
a5d5c238-0447-47fa-9a81-3b823cbdcea6	242	128	0	17	45	18	0	0	33	90	7	15	34	39	9	1	0	3	0	0	0	3	15	0	49
a6045753-60bb-4e65-bc89-1ef0b47aab35	171	90	161	51	25	0	11	9	27	107	6	36	0	40	0	11	1	7	0	0	30	4	10	0	0
a612b654-c622-11e3-bf01-24c6515278c0	31	94	150	132	87	16	151	31	79	97	41	60	57	66	0	43	9	17	3	50	0	8	16	8	0
a64000df-16e5-4b88-865f-5c680adf60eb	205	110	0	178	105	36	65	49	102	13	1	48	31	2	0	22	0	27	1	11	1	1	0	6	5
a65bcd07-c47d-4bda-a2bf-21f68cef2f3b	356	52	6	0	2	0	4	0	4	0	19	29	3	0	2	14	0	0	0	3	0	0	0	0	0
a67f4531-99ef-43df-82f5-f6abc4b11826	0	250	55	13	93	71	138	0	4	42	3	18	32	86	17	19	18	4	1	0	20	7	0	2	0
a68389d4-431f-4582-b4df-e8ad200aa3be	321	56	57	7	0	5	0	8	2	4	10	34	12	3	0	5	0	1	3	1	0	0	1	0	1
a6957d15-453c-4f3b-ab8c-c38054dfe548	253	67	41	36	6	30	84	0	63	0	60	30	0	0	39	33	0	0	8	0	0	0	70	0	0
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	226	66	0	378	0	115	0	217	147	47	237	42	126	0	58	131	126	14	0	0	3	40	0	117	0
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	0	84	327	44	17	0	0	0	59	392	10	95	99	0	78	0	5	7	9	27	13	5	9	11	0
a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c	206	164	49	141	0	66	0	3	73	0	21	17	43	52	55	84	3	1	0	52	0	2	3	1	7
a6ebe0c0-8aab-4b9f-8328-4b795895a77d	131	143	83	29	48	68	87	0	7	0	41	9	97	46	29	31	11	8	8	0	0	4	0	3	38
a7314730-c622-11e3-bf01-24c6515278c0	156	161	53	55	74	118	47	0	18	0	86	7	12	28	27	13	11	35	22	0	4	28	1	2	7
a742a46d-2594-4efe-a701-4a2737ffae81	409	0	0	0	0	0	0	0	0	0	0	10	0	23	0	19	0	2	1	0	1	1	1	0	0
a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	31	132	145	82	187	250	100	20	8	89	70	30	32	39	19	64	43	10	3	0	66	3	0	46	5
a78544d7-65c6-4778-af62-ceec24c14056	165	154	45	62	43	0	85	4	54	3	2	36	3	14	0	15	0	0	0	0	0	7	31	1	0
a7a56d67-1bd7-4d69-9237-34c2d261261b	20	177	193	19	0	8	79	30	52	68	13	39	69	19	7	9	1	3	11	4	6	5	2	5	1
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	407	6	14	2	0	0	0	0	8	0	1	24	0	0	0	18	0	0	0	0	0	0	0	0	0
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	401	11	0	0	0	0	0	0	0	2	0	27	2	0	0	17	0	0	0	0	1	0	0	0	0
a8041e86-071e-46cd-8fb5-7ecdc1ab0553	134	60	209	166	29	82	56	0	34	20	51	39	14	102	99	44	2	14	17	31	8	12	0	0	11
a83e247a-8f65-4be4-9c6e-a72c4abffae8	396	23	5	5	0	0	0	0	10	0	1	20	0	4	0	19	1	0	0	0	0	0	1	0	1
a846f5e8-c622-11e3-bf01-24c6515278c0	120	145	97	58	9	4	132	0	57	20	0	27	7	17	6	16	4	1	1	0	3	4	4	1	8
a84915de-6562-4836-86f9-f2a05598296e	30	213	193	0	0	152	5	60	0	69	55	14	88	10	40	6	17	10	8	18	19	20	13	0	2
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	0	0	0	502	493	758	0	600	10	281	184	137	466	204	312	365	57	63	159	124	51	47	61	32	0
a876398c-5b1d-444f-a360-5fe2db697480	36	0	207	189	254	31	192	0	157	82	12	73	50	71	60	37	27	25	19	0	10	8	21	5	0
a89a2341-263d-4e7f-87fa-18d9692d6b2b	384	28	2	6	0	0	0	0	2	0	0	28	0	0	0	16	0	0	0	1	0	0	0	0	0
a8f86b64-914c-4d89-897b-33bcdd1759f7	317	74	27	3	44	0	0	0	34	0	63	26	0	14	0	0	2	0	0	0	6	0	35	0	0
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	0	0	166	1496	215	211	0	36	94	214	66	294	0	548	290	148	119	36	35	87	1	43	50	70	45
a94d63fa-c622-11e3-bf01-24c6515278c0	123	184	97	3	47	0	27	22	55	28	0	36	23	3	26	8	3	4	5	0	0	4	0	1	0
a96eddfc-3afb-4bf8-a440-c91778113fbd	82	162	85	38	121	76	77	24	18	30	75	37	52	44	0	70	14	6	11	0	25	16	1	0	0
a971ac23-0664-405d-9f5c-9ca892af003e	343	62	12	0	8	0	13	0	15	0	0	26	0	0	3	14	0	0	0	1	0	0	0	1	0
a9a240f3-d237-4bb8-b968-e4a3cc7c2633	378	29	6	0	0	0	0	0	4	0	0	27	0	0	5	17	0	0	0	0	0	1	0	0	0
a9c29edd-2ef1-46ef-93c6-796cf0332a2b	409	11	0	0	4	0	0	0	8	0	0	23	0	0	2	20	0	0	0	0	0	0	0	0	0
a9d055c6-6c53-4e85-8270-34883a1342a9	392	16	2	0	3	0	0	0	0	11	1	27	2	1	0	22	0	0	0	0	0	0	0	0	0
a9dbd55c-5dcc-48db-8785-6baef3fdd7db	363	21	28	8	0	0	22	0	4	0	0	23	0	16	3	16	0	0	0	0	2	0	1	3	0
a9ec7d9e-b179-4782-a589-43c7d1642be9	392	14	16	0	5	0	4	0	15	0	0	26	0	0	10	17	0	0	1	0	0	0	0	0	0
aa018d90-5250-4313-9f7c-a3f196765e07	316	74	40	24	0	0	0	0	8	2	0	28	0	21	12	15	1	1	0	4	0	0	0	5	0
aa06ae46-2336-4666-a3af-fc790daf8da4	82	214	47	434	131	60	5	46	49	3	4	99	0	144	4	2	34	4	2	0	0	2	122	5	4
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	404	14	3	3	0	0	0	0	6	0	1	21	0	5	0	20	0	0	0	0	2	0	0	0	0
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	343	63	0	0	1	19	8	0	0	0	0	7	25	11	3	15	2	5	1	0	3	0	2	2	2
aa2654f4-94f9-487a-b415-85df69261161	391	17	3	0	0	0	14	0	5	0	0	24	0	0	1	20	0	0	0	1	1	0	0	0	0
aa4a868a-df23-4eef-a618-e945aa2ce98a	159	82	109	108	80	8	89	29	91	52	0	30	0	27	6	34	5	1	1	6	11	1	0	14	15
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	422	0	0	0	0	6	0	0	0	0	0	0	18	15	0	20	1	1	1	1	1	1	1	2	2
aa58c09a-7799-4675-8310-d270224b163e	297	69	16	35	20	24	36	10	11	0	0	30	0	7	9	9	0	18	0	0	0	2	0	0	4
aa5907cb-3be3-4e23-982d-719417baeb37	349	60	0	5	7	0	0	0	6	0	0	21	0	10	0	19	0	0	1	0	1	0	1	0	0
aa847c3d-d3a7-46aa-a81b-db5099a458fb	335	77	16	1	0	0	0	0	11	15	1	23	0	7	3	18	0	0	1	0	0	0	0	0	0
aabddb20-c622-11e3-bf01-24c6515278c0	22	137	0	262	301	64	167	73	325	110	122	84	25	23	110	48	6	6	83	28	20	0	94	5	0
aacaba97-ecde-440b-aae0-0e9c608c4b24	97	152	0	206	0	302	0	0	0	284	451	35	175	5	102	41	1	52	0	323	0	12	0	144	0
aad8c8d6-d828-4aac-9cfb-cee893e36850	258	138	0	1	22	0	15	0	12	2	2	28	28	7	4	24	1	1	0	9	0	0	1	1	0
ab318624-db9d-41d8-b7b8-34712434f28f	368	36	12	0	19	0	7	0	17	0	1	26	0	0	3	14	0	0	0	0	0	0	0	3	0
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	81	200	57	35	0	1	16	40	10	262	12	85	59	0	48	17	10	1	1	37	0	5	0	0	0
ab923db7-54e8-4a50-b7fd-c2b4b300041e	170	162	76	16	7	44	18	29	8	0	0	10	36	54	31	36	6	8	0	9	13	6	1	1	0
abbbe65c-c622-11e3-bf01-24c6515278c0	90	206	79	81	56	52	72	8	47	6	35	28	27	18	0	18	12	4	5	0	8	2	9	4	0
abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	131	169	63	80	70	25	62	0	44	17	35	34	0	46	14	23	1	15	3	18	16	0	0	4	1
abd2d959-d5ed-4eb3-9759-67eb1aa23325	183	98	104	160	74	0	40	0	101	27	0	44	16	8	5	14	12	15	7	11	2	0	8	1	0
abe290ed-67c8-42bb-84f7-0d32a5f8f3db	32	120	128	46	184	204	116	36	15	73	134	18	62	56	50	51	33	12	2	4	51	46	30	9	0
abedd46c-47b8-4242-adb6-12835400cb3f	369	45	3	3	0	0	11	0	10	0	0	24	0	0	0	20	0	0	0	0	0	0	1	0	0
ac02c38e-5fca-4995-b0cc-39b6189976a3	223	108	0	231	142	16	34	43	129	27	0	56	19	10	10	19	0	27	13	0	51	0	14	2	6
ac1bd179-8285-468c-ab9f-7f91151ca0f2	409	4	0	0	4	0	0	1	5	0	18	25	0	0	0	16	0	0	0	0	0	0	0	0	3
ac23a8d2-ac42-4031-9dd4-9b56baeb246e	375	34	23	20	0	0	0	0	20	0	0	25	0	0	0	16	0	0	0	0	0	0	0	0	0
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	276	109	26	3	10	0	16	0	17	3	0	26	0	1	8	14	0	0	2	2	0	0	1	0	1
aca4d810-9540-4ce3-8ceb-72d396c9b704	370	40	1	0	0	2	19	0	4	0	0	8	0	27	0	18	4	0	1	0	5	0	1	3	0
acb5e263-111b-43d8-9bd1-adb9a54e0fc0	398	13	0	0	0	0	0	0	3	0	0	23	0	0	0	20	0	0	0	1	0	1	0	0	0
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	88	152	178	8	25	0	19	0	46	127	9	55	65	0	26	1	4	5	5	0	10	8	0	4	0
acc629cb-ad03-4cec-9b21-922e4932ef3e	191	139	96	24	37	0	26	0	54	0	0	28	0	0	5	6	1	1	3	0	1	3	4	3	0
accfc45b-eae0-4991-a488-e217cdb46655	175	178	70	25	15	0	7	0	9	2	0	39	0	23	9	4	1	1	0	0	3	0	1	1	0
acd510de-b732-4a1a-8b72-6d22e763540b	4	0	309	376	451	575	0	0	47	0	6	11	9	94	112	79	69	24	27	42	79	25	40	7	71
ad007b59-46f6-48b9-958a-2b9d28cca3b7	113	226	13	7	36	0	82	4	28	46	0	36	0	5	6	8	0	5	0	4	1	3	2	0	0
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	353	57	8	4	0	2	11	2	5	8	3	25	7	1	0	22	1	0	0	0	0	0	0	0	0
ad41f1f3-e38e-4418-9c16-52bca5719f39	106	208	78	43	70	86	25	9	26	32	42	14	19	63	44	48	4	12	5	29	4	6	2	3	4
ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f	111	51	215	172	52	7	93	0	137	63	0	53	0	11	86	5	1	9	11	29	12	6	0	6	18
ad874249-9964-4e48-aa3f-7e828ea28f3f	381	23	0	0	5	0	9	0	4	0	0	26	0	0	1	18	0	0	0	0	0	0	0	0	0
ad92f17f-11e6-49bd-9835-6b2f47053485	364	43	0	1	10	0	3	0	6	0	0	26	0	0	1	17	0	0	0	0	0	0	0	3	0
ad9455e9-7147-489e-9b1f-3540c457c260	108	196	75	10	14	25	71	0	18	0	0	14	16	43	34	1	2	2	5	12	7	0	4	5	0
