Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y
5c3def3a-b515-41f6-8157-681b963534e7	103	187	0	147	0	188	0	113	89	121	30	62	132	191	421	145	13	1	1	0	0	4	0	321	25
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	230	94	90	34	25	0	17	0	37	19	0	33	0	16	11	5	0	0	0	0	11	3	4	3	1
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	351	63	0	4	7	0	9	0	8	1	0	23	0	10	0	17	0	0	0	0	1	1	0	3	0
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	142	139	115	86	59	2	48	0	82	26	0	49	0	0	11	0	3	1	6	6	6	2	3	10	0
5c9b8a2c-c623-11e3-bf01-24c6515278c0	174	165	32	6	31	0	65	0	41	0	0	27	0	0	9	15	1	4	2	0	0	9	1	0	0
5cbd429f-ffab-41ad-8016-422f1c922e99	331	61	2	4	7	10	37	0	1	0	0	3	36	24	5	14	3	1	1	0	4	1	1	3	0
5cc7c966-499e-49e3-b509-4eeb00ee03d4	44	4	176	0	129	224	207	93	0	137	0	45	240	0	34	0	26	11	18	0	14	14	13	4	31
5cf21488-c622-11e3-bf01-24c6515278c0	283	98	44	8	6	8	5	0	10	2	0	18	5	14	0	12	2	3	4	0	9	0	1	3	0
5d58b984-e0b8-4237-a576-0e9d4079599e	105	137	177	0	0	58	0	12	0	12	4	13	128	28	41	0	10	1	4	18	8	3	17	3	14
5d6ad982-bb01-4233-b8fa-d129460eec79	213	83	79	39	46	4	32	0	44	0	0	28	9	9	11	3	6	3	0	0	0	7	0	24	0
5d922e48-aa70-454d-9417-c9af686feebc	114	112	174	126	33	10	53	0	76	9	0	36	0	27	10	17	7	11	7	7	8	6	2	4	12
5d9ff58c-5702-48fc-a66a-d1276327fd49	0	132	194	101	124	217	31	51	0	145	117	58	351	0	0	0	32	12	67	5	25	15	47	1	0
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	18	0	1	234	1036	657	0	177	77	34	0	107	201	327	424	24	101	79	61	63	34	43	41	48	24
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	176	138	131	83	27	0	0	0	58	14	21	41	3	16	13	5	8	3	8	3	5	1	0	0	1
5dce221a-c623-11e3-bf01-24c6515278c0	120	184	0	19	60	5	156	0	85	14	0	26	8	0	23	1	3	12	1	0	0	1	4	4	0
5deeaa45-4c1b-4ab2-a487-93c548838f68	411	0	0	0	0	0	0	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	387	26	6	0	0	2	10	0	2	3	2	26	2	0	0	18	0	0	0	0	0	0	0	0	0
5df489bc-6178-49e4-8a42-506f70300dff	141	165	50	16	0	125	74	88	16	52	6	11	4	23	20	14	9	3	9	16	14	5	4	1	11
5e9c69d2-c622-11e3-bf01-24c6515278c0	274	125	23	21	0	24	0	12	10	12	8	10	35	42	22	10	9	13	0	6	4	1	1	1	7
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	0	75	367	39	23	187	1	25	0	91	0	25	298	0	44	0	19	3	33	0	19	7	14	6	28
5ecc88f7-8391-4168-af11-07a6bf9b3652	422	0	2	0	0	0	0	0	1	0	0	21	0	7	3	19	0	0	0	2	0	0	0	0	0
5eddfb26-c623-11e3-bf01-24c6515278c0	7	155	231	67	0	27	77	69	63	63	37	51	49	37	41	14	20	10	9	2	10	9	17	0	1
5ee1dda9-2e84-4617-af09-2ae02873b44d	228	130	86	20	1	0	0	2	17	3	0	33	0	15	14	9	2	1	1	0	0	0	1	0	2
5ee28a35-7aa0-48e3-9c14-daca7b0241fe	422	0	0	0	0	0	0	0	3	0	0	22	0	0	0	21	0	0	0	0	0	1	0	0	0
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	217	133	47	0	78	55	6	0	0	0	118	20	93	17	0	13	4	7	5	22	6	1	0	24	3
5f096d7b-a1ea-4cc2-af73-10108089ae84	276	117	15	17	1	0	14	0	7	1	0	28	5	13	1	12	0	0	0	0	1	0	1	9	0
5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e	371	18	5	0	0	0	42	0	11	0	0	16	0	8	0	20	3	0	1	0	0	2	0	0	0
5f18b334-6616-406f-8f33-0592b56c14e6	321	86	3	7	13	0	3	0	11	0	0	28	0	0	2	13	4	1	0	1	0	0	0	0	0
5f53bcda-2fd3-4574-9cc2-5efe353372b2	405	7	17	0	1	0	0	0	8	0	0	23	0	1	0	18	0	0	0	0	0	0	1	0	0
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	217	87	63	0	59	5	81	0	54	29	1	26	0	28	27	14	5	11	3	0	0	0	2	0	4
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	357	35	6	0	0	0	39	0	10	0	0	24	0	0	0	17	0	0	0	0	1	0	0	0	0
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf	76	119	231	36	42	55	45	7	35	55	22	29	6	45	27	22	11	4	10	0	15	13	0	9	13
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	189	136	55	20	28	0	64	0	49	4	17	25	0	14	16	9	2	3	0	0	1	0	16	7	0
5fe83740-0688-46fe-97b4-4c7c8cfa206e	384	27	1	4	3	0	0	0	0	0	0	28	0	2	0	16	0	0	0	1	1	0	0	0	0
5fe8a231-bbac-4f91-a47a-0de4fee752d3	376	31	9	0	0	1	0	0	1	0	3	25	0	0	0	19	0	0	0	0	0	0	0	0	0
6012cb02-c623-11e3-bf01-24c6515278c0	146	212	25	0	46	23	22	8	46	12	9	21	8	1	17	22	18	4	0	18	0	1	0	3	0
603594e3-e427-494c-b9ee-e872d6629563	367	20	18	29	10	0	17	0	32	0	0	24	0	8	19	13	0	6	1	14	0	0	1	0	0
60413de1-6cd2-4f74-8180-3bdd394d6d16	55	245	0	430	0	325	0	133	26	105	162	36	74	0	0	120	4	1	0	0	79	242	40	0	0
6051f40a-99e5-4461-9255-0e70d757b4d5	106	150	100	136	140	52	74	0	43	0	0	29	25	90	18	3	0	9	9	0	18	0	0	3	24
60525b38-c34b-479b-86d3-013c7e567b8f	0	21	179	594	288	193	25	107	58	173	71	117	194	188	0	82	27	23	7	85	18	43	35	26	46
606111e3-6b7d-42a6-b7d0-9d6c3e33acd6	421	0	0	0	0	0	0	0	3	0	0	23	0	0	0	21	0	0	0	0	0	0	0	0	0
606d7f5e-ff98-4245-a9ac-281f5074f97a	350	60	22	0	0	0	4	0	34	2	0	3	0	2	0	19	1	1	1	6	1	2	0	0	0
60aff7a0-4960-4ed1-922b-3233ccbfdba1	138	204	0	58	75	39	39	27	75	45	47	18	0	9	26	58	3	7	0	0	2	1	1	4	60
60c33e32-7e19-4e71-b075-a63fcf27e660	201	163	0	129	118	14	16	0	55	0	0	32	29	57	2	32	0	1	41	3	0	0	0	2	10
60e78c80-41a5-456a-9a81-9007d18fd72c	0	174	170	124	59	0	69	12	48	158	4	26	118	127	0	0	20	5	3	0	9	13	0	4	22
60f81dba-c623-11e3-bf01-24c6515278c0	237	99	43	35	14	7	55	13	35	23	5	26	24	18	0	22	21	2	6	0	0	4	0	0	0
616ff577-c5c3-432e-a857-f29901de119c	387	29	5	1	2	0	0	0	11	12	1	24	0	3	6	19	0	0	1	1	0	0	0	0	0
6172ca02-c622-11e3-bf01-24c6515278c0	212	128	59	0	31	3	53	0	55	21	21	19	0	16	26	8	2	1	0	2	1	3	7	3	0
61973578-4c0d-4a3f-b9c4-f96ceab24629	85	144	193	73	81	2	0	0	109	147	0	73	18	0	77	0	0	2	3	39	3	9	2	0	3
61a48c69-4f7d-4dc6-aff7-88a6c33137df	320	61	27	0	25	0	11	0	17	22	1	29	0	0	0	17	0	1	0	0	0	3	9	0	0
61cad26a-cbc6-4977-83b9-dc61e49f2861	82	128	206	170	0	17	62	2	77	21	9	42	0	55	27	12	5	24	5	8	8	8	0	16	5
61d941f1-87df-43af-8a29-b6809c809275	193	193	23	54	39	1	8	6	68	29	0	33	0	0	16	16	0	2	1	0	0	3	7	9	6
6218f366-d5d2-4289-a95e-eeedfae7523a	70	154	140	143	0	19	9	57	103	273	43	45	8	2	14	49	2	72	6	4	3	5	3	0	29
622eaa04-b8f9-471b-98b0-7befd119f14c	55	81	214	22	196	69	28	2	39	131	2	41	124	189	147	21	23	34	32	18	32	12	0	15	2
6239e340-d50c-45b1-a7ca-e1135671ae0f	393	17	2	0	1	0	14	0	5	0	0	24	0	0	0	20	0	0	0	0	1	0	0	0	0
626c9788-d70c-449b-b9dc-5e3f6fc00991	294	76	42	13	0	4	22	8	25	30	6	23	0	18	9	23	0	4	0	3	2	1	2	3	0
627823ec-c623-11e3-bf01-24c6515278c0	0	120	286	67	0	264	30	44	0	97	44	8	225	0	0	0	14	12	16	38	17	17	29	14	6
6297aa77-37a0-4f46-987b-32bd8653c0c2	280	102	17	9	14	1	19	0	18	13	0	26	5	8	0	14	1	6	1	0	1	0	1	3	0
62ac7c91-da99-4144-b927-e90528dcd8d4	380	20	15	3	0	0	0	0	6	0	1	24	0	0	0	17	0	0	0	0	2	0	0	0	0
62ea1264-47b6-4a6b-9fa6-779837f8e905	389	12	10	45	0	0	0	0	28	16	5	31	1	0	3	15	18	0	0	0	0	0	0	0	0
62fceb56-8c6e-4d20-9d2f-5b7042854d23	393	14	4	0	8	0	0	0	4	0	0	27	0	0	0	16	0	0	0	0	1	0	0	0	0
631ab9d0-5400-400c-b0bc-c3e576bcfe06	237	85	24	45	90	0	89	0	65	17	0	32	0	8	0	12	10	4	18	0	0	0	3	0	0
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	421	0	0	0	0	0	0	0	3	0	0	23	0	0	0	21	0	0	0	0	0	0	0	0	0
632f3eb0-c623-11e3-bf01-24c6515278c0	273	102	60	1	4	6	1	0	14	10	0	23	0	17	16	17	5	0	5	0	3	0	0	1	0
637208b2-d8b6-45a3-a389-6f34db18fea4	355	50	0	7	0	0	7	0	2	0	0	23	0	8	1	19	1	1	0	0	0	1	0	5	0
63762458-902a-4329-a823-703b54cb5f9d	214	156	20	19	30	3	31	0	40	10	1	26	0	2	6	12	1	0	0	12	0	1	0	0	5
638e80c7-9a6e-4a32-a621-fc4168e72343	408	3	0	0	0	0	0	0	0	0	0	25	0	1	1	19	1	0	0	0	0	0	0	0	0
63a907ff-1042-4f9c-a385-55a32b3e103b	366	33	16	5	3	0	20	0	10	10	0	10	0	24	0	21	0	1	0	0	1	1	1	2	0
63adc09c-e1b1-40dd-9c35-2f8276b656fc	175	187	20	25	63	15	19	6	41	20	3	33	27	17	13	14	3	0	24	0	1	0	0	12	0
63bc376e-5a3d-44fd-8d77-686dfc41e458	344	54	0	6	0	0	17	0	3	0	1	24	0	4	0	19	1	0	0	0	1	0	0	0	0
63d0c49d-918d-41fb-808a-1f8001981917	421	0	0	0	1	0	1	0	1	0	0	21	0	5	0	21	0	0	0	0	1	0	0	1	0
63db50d6-5ef2-44d0-9906-26eae74ecf44	129	107	0	0	84	597	0	138	0	0	1139	130	0	130	519	0	2	67	0	0	0	0	727	0	62
63ea274b-d42b-4787-9c54-8ee95ea376ec	411	0	0	0	0	0	0	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0
63f5bb12-1b20-49d4-9e98-570e368f947d	409	6	0	2	9	0	4	0	4	0	0	26	0	4	0	19	0	0	0	0	1	0	0	0	0
63faa59e-6649-412e-823a-338d0662ec72	345	46	37	13	4	0	6	0	22	0	1	25	0	0	0	14	0	1	0	1	0	1	0	0	0
63fef3fe-c622-11e3-bf01-24c6515278c0	168	184	73	33	21	0	15	0	58	1	0	26	0	6	19	6	5	1	10	1	0	3	1	3	5
6400c324-2c94-477d-acb9-669d4ea46f1e	420	0	0	0	0	2	0	0	0	0	0	8	9	15	0	21	0	1	0	0	1	1	1	0	3
642e1379-1061-40bc-9a4c-f7c191e84d9d	56	79	234	176	87	146	62	0	21	93	38	41	79	112	100	45	19	10	12	29	40	5	2	20	11
64446aec-c125-4c81-b9cc-62482cb1aaed	364	35	1	0	22	0	24	0	23	1	0	26	0	0	12	20	0	4	0	0	1	0	0	0	0
644c669b-937b-4adc-81b9-6a1811cba9da	312	56	34	18	8	0	48	0	36	9	0	16	9	4	1	15	6	1	1	0	0	0	1	1	7
64623aaa-a274-4baa-8b71-958d9c8df733	4	29	138	409	462	204	36	108	87	120	79	132	192	217	107	143	61	17	43	25	13	18	32	18	56
6495e68e-1434-45d3-a03d-f286447dda79	36	115	205	163	24	99	101	67	38	56	0	36	33	80	31	37	5	21	22	9	7	5	1	18	0
649f2c20-5b50-40a8-a6fd-9a51f3d5b9df	36	52	268	165	113	140	82	6	55	60	125	46	18	116	128	74	17	16	19	62	23	13	8	8	37
64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff	393	17	0	6	0	0	0	0	0	0	1	27	0	2	0	18	0	0	0	0	0	0	0	0	0
64b80154-c623-11e3-bf01-24c6515278c0	233	124	75	27	0	7	15	0	19	4	1	26	0	16	0	14	8	0	2	0	3	1	3	5	0
64c2e6a0-2341-49c4-a6dd-656e7bb505dd	411	0	0	0	0	0	0	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0
64dd81e1-35fa-4579-8a4c-f7486adbb949	221	149	0	125	100	188	0	0	4	1	44	6	53	14	40	24	66	1	9	0	7	0	0	56	0
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	421	0	0	0	0	0	0	0	3	0	0	23	0	0	0	21	0	0	0	0	0	0	0	0	0
64f696a6-58b2-40a8-b848-fd775cd52529	423	0	4	0	0	0	0	0	16	1	0	12	0	0	0	20	1	0	1	1	0	0	0	2	0
6507e084-c038-4ba6-a431-fb9a53190d5f	278	97	36	5	6	0	31	8	27	5	27	23	0	0	3	21	7	0	1	0	0	2	0	1	0
650fe009-da01-4717-89df-9c95fafe3d7e	175	140	126	59	0	1	0	4	28	20	0	31	7	19	0	15	0	3	0	8	3	4	4	0	0
6527aa5a-c622-11e3-bf01-24c6515278c0	315	54	34	2	17	1	23	0	17	13	2	23	8	13	4	20	14	6	4	0	0	1	0	0	0
654dba9f-cfe5-4121-97c7-868613cdef53	199	101	114	33	2	17	40	21	12	1	0	18	40	36	0	5	10	1	5	0	2	7	5	0	0
6551ec26-4166-4d4f-bee2-444ea2466978	287	106	29	0	0	0	11	0	11	9	0	28	9	1	5	16	0	0	0	0	0	1	4	1	0
65723119-bdfe-46f0-b629-c171023abd71	318	23	5	238	0	265	0	0	123	0	188	42	0	0	301	44	0	0	0	0	340	0	0	0	111
65be412d-46c3-4cbf-9b46-b35351e53065	37	35	251	153	168	253	163	0	34	0	2	26	30	97	109	13	19	22	35	4	46	12	3	1	0
65d2dbc3-a163-4696-b246-47a430e66572	221	115	81	33	33	0	30	0	56	0	0	25	0	0	0	10	5	4	3	0	0	2	0	6	0
65f702b8-c623-11e3-bf01-24c6515278c0	220	123	47	10	0	3	42	0	4	16	7	41	43	2	0	4	1	4	2	0	0	4	0	0	0
65f9a820-f026-4a10-8bb7-1fbc3b38321e	40	83	318	267	51	28	0	0	37	46	7	76	0	108	0	23	10	5	4	11	4	4	0	11	34
6622f932-c622-11e3-bf01-24c6515278c0	353	48	19	0	13	1	0	1	14	5	1	22	0	6	5	15	0	3	0	0	0	0	6	5	0
66290cc6-1f1f-4a0b-83d1-423952da4840	256	103	3	0	10	16	63	20	6	0	44	20	35	15	0	24	2	0	1	0	0	1	12	11	0
66701395-5a53-41bb-866b-3bbf08bc33ab	407	2	0	2	0	0	0	0	0	0	1	15	0	21	0	17	0	1	1	0	1	1	1	0	0
669f0e01-28f6-4ed8-bdb5-73f84ea28f78	21	67	209	167	217	7	157	0	224	8	0	75	27	34	142	3	8	12	21	12	0	18	2	10	0
66b4a1f3-480f-4050-96ac-920c1c080864	378	38	0	0	5	0	6	0	10	0	0	23	0	0	0	19	0	3	0	0	0	1	0	0	0
66d312fc-809d-428b-98e3-a29d211db35c	206	145	39	41	35	39	16	30	14	15	51	36	0	16	22	13	2	54	2	0	0	0	0	8	0
66eb4833-1b87-4fd9-a53d-26dc7ad6de29	423	0	0	0	0	0	0	0	8	0	0	18	0	0	0	21	0	0	0	0	0	1	0	0	0
670f971f-a525-4ef8-91ba-610cfbaeb914	106	238	86	31	53	0	0	0	54	0	0	35	0	7	20	1	2	3	0	9	5	2	1	0	1
67189cd8-c623-11e3-bf01-24c6515278c0	250	102	45	13	0	9	27	8	6	11	6	28	0	19	0	18	3	4	5	0	8	1	1	0	0
6726c157-f688-491d-8b56-35628645df89	205	137	57	51	122	15	10	0	64	0	0	23	9	28	5	4	44	5	6	0	0	2	9	0	0
674819dc-c622-11e3-bf01-24c6515278c0	253	95	28	47	20	0	52	0	41	1	0	32	6	8	13	10	4	3	9	0	0	1	3	7	0
675a5a32-b405-4f03-bfcd-756343d1dfaf	175	190	4	11	0	52	71	0	4	0	15	0	23	37	4	28	1	4	1	1	11	1	10	2	4
6763f295-f2bf-4975-bea5-c1a490d9a1fa	370	19	40	6	2	0	0	0	15	0	1	25	0	0	1	15	1	0	3	0	0	1	0	0	0
6764e0a2-7a78-45c1-9189-6001c6518ce4	0	0	208	329	510	215	49	46	156	125	0	132	0	282	285	57	43	32	12	63	46	34	16	2	12
6797443c-eb4a-4654-b957-c0056e5a4206	0	88	288	134	106	16	110	0	58	0	0	60	15	121	79	0	21	11	0	16	6	2	10	10	0
67a2e34f-454e-4253-8f22-262fc74d312c	399	12	0	0	3	0	0	0	0	0	0	27	0	1	1	17	0	0	0	0	1	0	0	0	0
67bb70b2-b6f8-4aa9-80ce-48829f9fec56	307	0	0	0	0	29	0	0	117	63	1123	20	117	50	387	214	41	1	0	0	52	2	436	0	0
67f88cd9-ab77-4227-a8d7-5512246f9772	417	0	0	0	0	0	5	0	8	0	0	22	0	0	0	21	1	0	0	0	0	0	0	0	0
68054218-c623-11e3-bf01-24c6515278c0	0	0	456	260	142	17	0	0	118	54	0	93	0	135	129	0	19	9	23	1	12	14	13	27	0
681e2301-2057-40e4-ab63-934775d63faa	255	123	20	16	5	8	25	2	16	6	4	26	0	10	2	18	9	0	4	0	3	0	1	0	0
6821446e-8e76-46fe-b0b9-47feb46d2585	43	98	197	208	210	74	72	0	64	0	0	49	40	115	29	25	7	7	33	38	12	5	14	3	13
6847e993-1414-4e6f-a2af-39ebe218dd7c	415	2	0	0	0	0	5	0	8	0	0	22	0	0	0	21	1	0	0	0	0	0	0	0	0
68509ede-3dcf-4a6e-9af0-4a9bb4dfa567	31	71	174	275	97	108	108	99	49	66	37	71	91	91	0	74	32	12	0	37	15	19	3	29	9
6867811f-ac89-47da-b5dc-1270033c36e7	198	164	0	142	120	10	22	0	57	0	0	35	30	60	4	29	0	1	42	2	0	0	0	2	11
687baf0b-aed9-4ab2-adb6-556a1d177a24	268	134	0	0	12	0	12	0	16	2	0	26	17	0	5	15	1	1	0	0	2	0	1	1	0
68956108-2606-4696-b038-462b6c432398	419	2	0	0	0	0	0	0	4	2	0	21	0	0	0	21	0	1	0	0	0	0	0	3	0
68b7fdb1-22b5-4152-9e69-a41151640cd8	174	181	78	52	0	0	0	0	14	1	0	38	0	22	0	8	1	1	1	0	0	0	3	1	7
68ba1105-569a-4209-9b45-0e2d64931806	253	140	0	28	39	1	18	3	53	16	10	20	7	1	0	8	0	11	4	0	1	0	0	3	20
68c2a355-862c-4657-b296-5776ed8447b0	332	51	2	16	40	0	0	0	16	47	4	29	5	37	5	4	4	0	18	0	0	1	0	10	0
690e481c-c623-11e3-bf01-24c6515278c0	8	97	185	43	24	200	173	148	0	2	56	18	155	0	0	26	13	6	33	9	20	3	12	17	4
692dfa4f-45e5-4183-b5da-6650a1fbcabd	138	196	33	45	70	19	38	0	79	26	1	14	22	17	18	49	1	3	0	16	51	4	0	0	0
6947cd78-0a51-4949-8383-343f9122d953	296	93	34	5	13	0	0	0	22	0	0	28	0	0	8	11	0	0	0	0	0	1	0	1	0
6962bc97-fbb8-4220-a600-e3c251e245cb	46	148	72	144	126	186	146	8	18	34	39	28	53	87	39	54	39	5	0	26	8	15	33	24	19
69c3c88c-d51e-4e03-b96b-ec4f1a0faa2d	101	233	70	225	53	23	0	39	116	49	0	38	12	26	1	52	0	3	40	0	0	1	7	7	0
69d6142c-3a16-46c9-8bed-1f4edc267c4d	380	30	0	0	0	0	14	0	5	2	1	24	3	0	0	20	0	0	0	0	1	0	0	0	0
69dbe6ef-f5de-4c1f-b2f2-963dcb6ccd3e	259	118	38	12	19	1	17	0	37	13	0	28	2	0	9	14	3	1	1	0	0	1	3	1	2
69f37546-c622-11e3-bf01-24c6515278c0	275	99	45	12	2	0	26	0	23	5	0	23	0	5	3	14	0	1	3	0	2	0	0	2	0
69fe982d-6ab8-49b7-9efa-8349d60eb076	411	0	0	0	0	0	0	0	1	0	0	22	0	3	0	19	0	0	0	0	2	0	0	0	0
6a0d0c42-1884-4c6a-936a-678a822c0936	144	118	93	45	80	9	56	0	43	35	51	41	40	39	30	30	3	30	28	9	7	4	0	0	0
6a129b50-c623-11e3-bf01-24c6515278c0	62	151	173	65	26	84	85	0	2	0	0	16	97	45	4	8	11	16	8	0	6	1	7	6	17
6a7cdaf6-211e-4eb8-a70e-1153d69c45e4	21	0	287	325	19	263	139	119	24	108	40	38	73	114	18	76	7	7	122	0	23	8	14	19	0
6aa00162-6294-4ce7-b6b7-0c3452e24cd6	222	124	59	15	6	0	30	0	42	0	0	23	0	0	7	14	1	0	1	6	0	0	2	1	0
6aba73ff-81e0-4f8d-ad12-e3136196e814	399	12	0	0	3	0	0	0	0	0	0	27	0	1	1	17	0	0	0	0	1	0	0	0	0
6ad44218-d34e-4126-bf56-1be2140cd3fb	273	109	0	9	30	20	7	1	27	27	2	21	0	3	6	11	1	4	2	0	0	0	0	6	40
6b20f942-7b89-497c-8a2e-ccce74d20ca9	177	154	29	83	32	36	21	0	34	36	2	28	8	15	13	27	2	3	0	0	0	0	0	1	91
6b25a78f-20dc-4ccc-b4c0-f9885d16725d	15	203	127	82	44	100	119	0	19	0	11	20	92	61	46	44	17	8	1	5	25	14	7	9	2
6b50391f-d890-4ca0-b942-beab0f8bf1c9	101	189	53	1	39	3	116	0	44	0	0	33	0	9	24	7	11	3	3	0	1	1	2	3	0
6ba5f81a-b7a0-4c18-a112-2e11094eec85	340	45	0	9	14	0	36	0	8	0	0	17	10	22	0	15	1	4	0	0	1	1	0	3	0
6baee028-c622-11e3-bf01-24c6515278c0	64	141	200	73	10	1	107	0	98	17	0	26	25	13	29	5	5	13	3	0	10	5	2	0	1
6bbd66dd-efee-4d6e-b02f-f88e98526b82	277	80	2	3	1	1	98	0	37	0	5	20	3	0	10	15	0	0	0	3	0	3	0	5	0
6bd4bca3-e568-4d1b-8b42-401fdf13d751	352	54	0	9	21	0	4	0	18	0	0	26	0	1	2	10	1	4	3	4	0	0	0	0	0
6bdf00f6-670f-466e-87fb-e853e41f000e	142	175	103	0	7	12	31	0	11	4	0	18	49	27	10	5	6	5	1	1	6	1	1	3	0
6c306cbe-c623-11e3-bf01-24c6515278c0	181	150	64	54	40	37	0	0	8	37	22	21	72	45	0	6	2	15	5	13	24	6	0	0	19
6c31d730-1734-44ac-92b3-760981528723	38	198	89	122	161	163	18	0	24	44	124	30	65	60	75	15	26	11	0	10	12	38	9	0	123
6c642c0b-4dd0-406c-ac68-ea376802d61b	355	56	0	5	9	0	0	0	4	0	0	27	0	3	0	16	1	1	0	0	0	0	0	0	0
6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	0	97	105	992	96	602	0	124	70	173	291	64	183	177	171	308	385	16	189	0	22	67	0	0	0
6c884037-49f9-41c3-b0e5-9cbcd545aeb7	145	214	59	10	37	55	4	34	10	2	3	27	16	37	37	7	6	4	8	8	7	0	0	3	12
6c8e9197-fd16-4fed-bfda-e349cab26314	0	167	80	47	123	114	205	38	12	15	75	37	140	79	45	16	9	67	1	1	8	2	17	0	20
6c8f3dc9-21bf-4859-9599-231ac040eb7d	412	6	0	0	0	0	0	0	21	0	0	7	0	0	0	19	1	1	1	2	0	2	0	0	0
6ca5c1bb-275b-4d05-948a-3c6c7d03fab9	216	177	14	0	8	0	0	6	0	57	8	36	6	3	0	16	2	0	0	4	2	0	0	0	1
6ce42746-88aa-485f-a1c4-1759aad95914	101	154	89	170	56	144	55	30	15	0	27	21	0	29	38	0	9	8	0	0	0	5	3	0	151
6ce66be0-c623-11e3-bf01-24c6515278c0	209	147	34	9	6	10	32	26	31	6	3	23	0	8	5	26	1	4	6	0	1	9	0	2	3
6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f	392	17	8	0	2	0	0	0	0	8	0	27	1	0	0	16	0	0	0	0	0	0	0	0	0
6d0851ba-271a-408f-bcc3-c104b452c9e5	212	136	63	8	28	1	36	0	44	3	0	32	0	0	12	7	2	1	0	3	2	1	0	0	2
6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea	241	131	0	3	47	33	29	0	5	0	0	5	42	23	7	16	0	31	0	0	0	1	5	5	0
6d325c96-8f5c-4064-9806-4364016da8a4	318	64	24	0	17	0	14	0	17	0	0	25	0	0	0	15	2	0	0	2	0	0	0	0	0
6d3551d6-b5f4-4fd1-b8d7-8e5931096c19	264	123	18	25	20	4	20	0	22	21	0	20	0	33	0	10	1	1	0	8	0	1	7	3	0
6d3d5531-16b4-46ec-bd7e-394946855d62	344	67	0	0	0	19	8	0	0	0	0	1	13	17	0	17	1	0	1	2	2	1	1	2	2
6d4a548a-7e30-4b6b-9a13-72827eed439c	140	181	0	1	47	68	112	4	7	0	13	8	13	45	15	18	6	4	6	12	12	2	0	5	4
6d7f44df-e9f0-4542-a6d8-d14ee7804002	256	0	0	71	0	241	0	0	0	205	479	24	267	0	141	38	1	137	0	0	0	0	0	315	0
6d936ef9-b5df-44d3-831f-528bf8ddc131	195	90	127	14	0	0	14	0	6	171	9	53	5	0	2	5	1	1	8	9	1	3	4	0	0
6d9d7ffc-c622-11e3-bf01-24c6515278c0	73	249	62	0	2	50	76	14	4	4	6	5	26	40	5	5	6	6	8	0	1	3	0	7	3
6dac8ca0-f776-4ea2-85c4-aefba4966be7	91	43	172	125	44	87	143	65	43	56	188	47	26	44	77	63	9	84	12	28	21	15	2	3	0
6dbac113-d4cf-4db5-97c9-50fa400bb47e	3	238	104	40	77	8	97	0	34	30	0	32	15	78	21	10	6	4	0	2	7	4	4	11	14
6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	198	127	0	23	39	67	42	78	21	53	11	24	101	48	30	70	21	2	0	30	2	1	15	21	0
6dc43234-4f07-4c53-8b07-8d78d9dbad3b	339	68	0	0	0	0	32	0	40	0	0	2	0	0	0	23	1	1	1	1	0	1	1	1	0
6de41ac1-229b-40b9-a494-5588c284351d	248	129	30	64	64	0	0	0	46	3	11	36	0	10	0	4	1	1	3	0	14	0	0	0	17
6e26f98e-c623-11e3-bf01-24c6515278c0	207	171	44	23	0	7	4	19	18	22	5	30	0	5	0	6	0	1	3	0	9	2	0	0	1
6e516c4b-fee7-4336-8470-494588e645b3	415	1	0	0	0	0	5	0	3	0	0	17	0	12	0	19	0	1	1	0	5	1	0	0	0
6e599fcc-d79a-4e0f-b451-c20768c989f9	120	219	79	50	0	2	31	0	67	8	0	10	0	8	7	13	1	3	0	7	8	1	4	1	8
6e6ad1a2-f1eb-44d1-9852-f5752afcf5eb	0	0	329	698	335	562	0	0	19	0	0	0	123	84	0	0	70	16	46	44	27	23	45	20	66
