MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M
SS[>6 & <=7]	0.0	0.05954776065889746	0.17840886153280736	0.001783891525119543	0.055375017625176104	0.001709105615737961	0.06799617912620307	0.028361971881240608	0.03894355395575985	0.03806234538555145	0.010817209522938355	0.028747982127869748	0.03014828751096502
SS[>7 & <=8]	0.016064573992043734	0.00870299352100119	0.07089055001735688	0.13024479921907187	0.008310087658210251	0.10144809488207102	0.013247612256091088	0.0009768535287596825	0.04011179253458977	0.04459012478474181	0.011139115875121206	0.014423937648382321	0.014207661076388494
SS[>8]	0.03576417826116085	1.6290082283099138e-10	0.0	0.0009218709025158045	1.8969968884618994e-09	0.00727054940808884	0.0	6.445293188050982e-10	0.0	2.3211322286442738e-09	1.0873683569112558e-08	3.284466034259026e-08	1.8160160664137948e-09
NC50[<=2]	0.0012412817729637027	3.49684530220884e-10	6.707974731234856e-12	0.0	1.4588528465697692e-07	3.518961788628872e-11	2.7024161147748415e-09	7.14108881526343e-05	1.401298464324817e-47	4.65006011474145e-09	6.819664793038527e-06	3.096693485480362e-06	1.4176132403065368e-07
NC50[3]	0.0005776530111324973	5.944681788605522e-07	2.249075148341717e-11	4.5907211732565404e-06	1.966911989086384e-06	0.00022078491347574447	4.175022454349531e-05	8.839972836483412e-05	0.0	1.296192487911796e-06	1.199527309516668e-05	6.7686206035055814e-06	2.915247738457083e-05
NC50[4]	0.00017460298440710175	2.7517522539710625e-07	0.0	0.00026586051825788103	3.1165595464699436e-06	0.0008362718773423694	0.00013907672768426194	2.586912174592726e-05	1.7000918160192668e-06	3.7504387478115577e-06	8.379691190043559e-06	4.825305227793564e-06	0.0002480969631442065
NC50[5]	2.3042347762967095e-05	8.286644928134912e-06	4.914218146767624e-07	0.000613701013244281	3.692291013980831e-06	0.0007796509400577634	1.9516872284519593e-07	4.4933633034816013e-07	2.4289481889827603e-06	2.0710646941981546e-05	6.224004661474769e-06	1.112567239278217e-05	3.982929658974399e-07
NC50[6]	3.78030813070751e-06	3.384214982711908e-05	0.00018265123743749	0.0005966509212157689	1.535448422175456e-05	0.0004457253814325668	9.717474307890939e-08	0.0	0.0001475995848678302	7.991657594018875e-05	4.5018574059116915e-05	6.900258043202712e-05	9.225352985358093e-06
NC50[7]	8.407305241817653e-06	1.081887813143112e-05	0.00037181061596609056	4.7485610358606325e-05	4.18903291802053e-05	0.0001265673516421373	2.290497178591977e-09	0.0	0.00023009610389493674	0.00012153681166410024	4.2531515941810485e-05	5.930027362140766e-05	3.788425431316966e-06
NC50[>7]	2.4909011131057923e-05	1.0244776821505265e-06	6.466650050331424e-05	5.0711641029899116e-06	2.959290470035958e-06	2.0856081562357076e-05	1.7618762115256814e-06	1.640742430808473e-11	9.276473729993739e-05	2.7389064298550813e-05	6.635887767592053e-06	3.934086325957153e-05	4.064140333825961e-08
BoChr[1]	3.887531514976672e-06	0.015247616257997372	0.01444165445322028	0.01025744994264599	0.011744085583383095	0.0032881899520867818	0.002463353274587767	0.006068079931296793	0.023473738235188647	0.0010344067365100785	0.06920299521852144	0.01883028302197154	0.013195187933743
