Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S
a319188c-6b80-4228-8f2b-8f423c0fcf97	365	6	9	53	5	0	1	1	0	0	0	0	36	0	0	0	0	0	0
a31b6123-c1b7-4cd0-86d8-b2e640cce9da	285	64	4	89	4	2	26	16	0	7	1	10	34	0	2	7	0	0	5
a3210fd0-344c-468e-8ff2-2d0869a2fb75	298	42	43	78	21	8	44	7	19	19	0	11	30	10	1	2	0	6	18
a330a96e-9897-4605-b5f1-5b5ef45cd365	21	260	23	170	72	66	48	9	0	0	48	80	15	59	10	21	18	7	0
a335b03d-41ac-4d41-a2a9-3134b5b0a0a7	423	0	6	4	13	0	7	0	0	0	0	0	27	2	0	0	0	0	2
a37a825c-d74e-46cc-92ef-b65016857b4a	77	100	54	237	80	176	0	143	58	0	20	20	0	0	5	17	9	31	101
a3914a6c-c622-11e3-bf01-24c6515278c0	73	54	80	230	24	150	79	357	112	36	0	22	2	0	13	39	2	0	257
a3deafcb-b54f-4b7e-89ac-c92c16fb919f	298	17	39	115	7	20	6	0	0	7	60	8	7	0	0	4	1	0	6
a3edc9cc-f54a-4459-a5d0-097879c811e5	313	0	48	89	19	29	50	28	0	4	0	8	25	34	8	7	0	24	0
a441697c-4ca0-4eab-9b01-b9cb50223ce2	437	0	0	0	4	0	0	2	0	0	7	0	16	7	0	1	0	2	4
a46f1e20-9e97-4dcc-a5ed-532aad9f3236	395	12	0	17	0	8	0	2	6	0	0	0	30	0	1	0	0	0	0
a47c2012-c13d-48ac-88b6-e09bfd50122b	229	89	36	133	9	0	76	0	0	7	0	11	19	0	2	6	1	4	0
a492a32b-bf2f-4f8c-b06e-794a4baa2fe7	182	15	8	240	0	65	0	5	14	35	37	0	12	0	2	8	1	2	0
a4beedc3-0e96-4e1c-90b4-3674dfc01786	362	0	8	65	1	9	5	1	1	0	21	4	0	16	1	7	0	0	0
a4c838df-6ac4-455a-8096-8ec680064374	236	173	0	62	94	0	128	19	0	14	0	94	21	0	0	8	7	7	12
a4ca18dc-c622-11e3-bf01-24c6515278c0	340	3	16	91	0	0	28	2	0	0	1	5	22	11	1	0	0	1	1
a4f8305f-4409-4776-b34d-4878d18c8693	400	17	2	25	0	0	19	3	0	0	0	1	22	3	0	0	0	2	0
a5346247-3f30-470a-b4ab-732180786291	217	23	0	190	0	90	5	28	44	0	0	0	9	38	0	5	7	17	0
a54aac0e-4108-49cf-bf50-687031c7cda6	414	7	0	17	0	0	12	4	0	0	0	0	24	0	0	3	0	0	0
a56cd282-f6c5-4373-b3d8-676562894598	416	1	0	12	11	4	16	1	0	3	0	0	25	0	1	0	0	0	0
a592e80a-3b1a-46aa-be30-bcd87d6bca6f	435	1	0	0	4	0	0	2	0	0	18	0	4	16	0	2	2	0	1
a5d5c238-0447-47fa-9a81-3b823cbdcea6	295	0	9	77	35	4	39	0	29	107	41	6	0	92	0	3	1	0	10
a6045753-60bb-4e65-bc89-1ef0b47aab35	188	185	24	72	61	0	38	1	21	95	10	0	26	5	0	10	7	0	54
a612b654-c622-11e3-bf01-24c6515278c0	0	170	121	179	144	38	105	60	25	121	47	0	70	99	10	23	10	6	18
a64000df-16e5-4b88-865f-5c680adf60eb	220	15	116	138	181	76	141	4	24	20	0	0	49	0	0	33	0	2	0
a65bcd07-c47d-4bda-a2bf-21f68cef2f3b	386	8	1	37	1	0	4	18	1	2	0	0	36	0	0	0	0	0	0
a67f4531-99ef-43df-82f5-f6abc4b11826	0	63	111	316	54	75	5	0	24	36	79	12	15	47	22	6	9	0	19
a68389d4-431f-4582-b4df-e8ad200aa3be	356	79	0	14	8	11	2	1	7	11	4	0	37	0	0	1	0	0	0
a6957d15-453c-4f3b-ab8c-c38054dfe548	240	44	25	141	0	29	84	100	0	0	9	65	41	0	0	0	0	0	42
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	285	21	0	5	313	243	205	333	115	79	0	93	2	0	165	19	46	166	0
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	0	412	31	41	0	0	97	0	0	443	17	108	88	0	5	9	6	18	16
a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c	288	50	0	85	119	119	88	63	1	0	48	76	19	62	0	2	3	5	15
a6ebe0c0-8aab-4b9f-8328-4b795895a77d	158	93	57	147	41	101	8	41	0	21	99	33	0	96	11	10	2	3	0
a7314730-c622-11e3-bf01-24c6515278c0	162	65	72	192	68	132	22	78	0	0	33	42	0	0	13	44	42	0	0
a742a46d-2594-4efe-a701-4a2737ffae81	423	0	0	0	1	0	0	3	0	0	16	0	2	11	0	3	3	0	5
a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	13	176	236	195	80	370	23	61	12	15	0	43	30	0	55	13	2	70	80
a78544d7-65c6-4778-af62-ceec24c14056	172	58	50	200	64	0	72	14	5	4	11	8	45	0	0	0	9	0	12
a7a56d67-1bd7-4d69-9237-34c2d261261b	14	229	0	204	18	23	69	12	36	105	40	3	34	30	0	4	8	10	1
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	428	14	0	0	0	0	10	3	0	0	0	0	25	0	0	0	0	0	0
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	425	0	0	0	0	2	0	0	0	3	0	0	31	0	0	0	0	0	0
a8041e86-071e-46cd-8fb5-7ecdc1ab0553	138	247	13	36	191	98	42	61	0	2	81	121	32	134	0	20	18	0	0
a83e247a-8f65-4be4-9c6e-a72c4abffae8	429	9	0	2	4	0	12	3	0	0	1	0	18	6	2	0	0	0	0
a846f5e8-c622-11e3-bf01-24c6515278c0	113	128	12	197	53	6	78	2	0	21	5	10	21	83	4	2	6	0	0
a84915de-6562-4836-86f9-f2a05598296e	48	237	0	181	0	209	0	34	75	76	57	43	0	0	19	11	27	0	25
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	0	0	726	0	474	1298	0	304	502	248	285	403	223	3	65	77	82	127	89
a876398c-5b1d-444f-a360-5fe2db697480	0	208	299	103	202	31	213	21	0	102	58	83	70	98	35	31	9	3	0
a89a2341-263d-4e7f-87fa-18d9692d6b2b	411	4	0	11	6	0	2	1	0	0	0	0	32	0	0	0	0	0	0
a8f86b64-914c-4d89-897b-33bcdd1759f7	340	39	29	58	9	0	45	56	0	0	9	0	24	0	4	0	0	0	32
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	0	114	4	0	1808	233	93	155	76	143	278	388	388	217	155	52	58	102	0
a94d63fa-c622-11e3-bf01-24c6515278c0	164	125	49	142	1	0	73	0	29	40	8	21	33	0	3	5	5	1	0
a96eddfc-3afb-4bf8-a440-c91778113fbd	122	102	161	152	43	126	27	101	2	29	39	0	43	51	17	8	26	0	15
a971ac23-0664-405d-9f5c-9ca892af003e	369	19	8	50	0	0	19	0	2	0	0	1	30	0	0	0	0	0	0
a9a240f3-d237-4bb8-b968-e4a3cc7c2633	407	8	0	12	0	0	5	0	0	0	0	2	31	0	0	0	2	0	0
a9c29edd-2ef1-46ef-93c6-796cf0332a2b	436	0	4	0	0	0	9	3	0	0	0	0	25	0	0	0	0	0	0
a9d055c6-6c53-4e85-8270-34883a1342a9	418	0	5	4	0	2	0	4	0	10	0	0	33	1	0	0	0	0	0
a9dbd55c-5dcc-48db-8785-6baef3fdd7db	374	29	0	35	18	0	3	0	0	0	6	1	24	14	0	1	0	3	2
a9ec7d9e-b179-4782-a589-43c7d1642be9	414	17	5	9	0	0	19	0	0	0	0	8	28	0	0	0	0	0	0
aa018d90-5250-4313-9f7c-a3f196765e07	361	59	0	28	33	0	8	0	0	0	11	11	29	2	1	2	0	6	0
aa06ae46-2336-4666-a3af-fc790daf8da4	114	50	49	196	533	38	53	29	65	3	97	36	129	0	46	3	0	0	56
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	434	2	0	2	3	0	6	4	0	0	1	0	22	4	0	0	0	0	1
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	375	0	3	53	0	27	0	0	0	0	39	5	0	0	2	7	0	1	0
aa2654f4-94f9-487a-b415-85df69261161	412	1	2	22	0	0	5	4	0	0	0	0	28	3	0	0	0	0	0
aa4a868a-df23-4eef-a618-e945aa2ce98a	178	140	80	72	107	12	123	9	38	39	0	10	13	105	4	2	0	19	7
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	433	0	0	0	0	2	0	4	0	0	48	0	0	0	0	1	2	2	0
aa58c09a-7799-4675-8310-d270224b163e	304	17	12	91	53	16	14	0	26	0	0	5	32	5	0	21	1	0	0
aa5907cb-3be3-4e23-982d-719417baeb37	390	0	5	35	10	0	6	2	2	0	4	0	23	3	0	0	0	0	0
aa847c3d-d3a7-46aa-a81b-db5099a458fb	376	27	0	44	0	0	14	3	0	14	2	1	22	5	0	0	0	0	0
aabddb20-c622-11e3-bf01-24c6515278c0	0	0	354	259	200	81	445	170	74	109	6	163	97	3	9	5	1	40	99
aacaba97-ecde-440b-aae0-0e9c608c4b24	18	0	0	293	138	515	0	457	0	303	0	199	51	12	0	68	0	237	91
aad8c8d6-d828-4aac-9cfb-cee893e36850	303	0	26	113	3	8	14	7	0	19	15	1	35	5	0	2	0	3	0
ab318624-db9d-41d8-b7b8-34712434f28f	390	16	18	27	0	0	23	0	0	0	0	1	28	0	0	0	0	3	0
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	137	71	2	162	29	7	18	6	92	268	3	49	116	0	10	1	6	0	0
ab923db7-54e8-4a50-b7fd-c2b4b300041e	220	87	16	113	29	60	6	9	42	0	67	27	1	25	6	11	9	0	13
abbbe65c-c622-11e3-bf01-24c6515278c0	115	123	65	208	89	77	68	42	0	6	24	0	21	0	16	7	2	3	1
abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	150	70	76	192	102	31	57	39	3	7	20	15	41	17	0	20	0	7	24
abd2d959-d5ed-4eb3-9759-67eb1aa23325	200	133	67	95	161	8	138	3	0	33	2	19	36	0	15	20	0	0	0
abe290ed-67c8-42bb-84f7-0d32a5f8f3db	13	153	219	181	56	275	27	132	39	47	48	68	3	50	41	15	67	0	78
abedd46c-47b8-4242-adb6-12835400cb3f	396	5	2	37	0	0	13	5	0	0	0	0	27	1	0	0	0	0	0
ac02c38e-5fca-4995-b0cc-39b6189976a3	257	0	123	104	245	30	177	0	48	34	0	14	46	0	0	32	0	2	68
ac1bd179-8285-468c-ab9f-7f91151ca0f2	428	0	1	0	0	0	5	18	0	0	0	0	27	6	0	0	0	0	0
ac23a8d2-ac42-4031-9dd4-9b56baeb246e	404	27	0	14	16	0	26	2	0	0	0	0	24	0	0	0	0	0	0
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	316	42	9	81	2	0	22	0	0	3	0	7	29	4	0	0	0	0	0
aca4d810-9540-4ce3-8ceb-72d396c9b704	390	0	0	42	7	0	2	0	2	0	24	0	0	18	6	1	0	4	7
acb5e263-111b-43d8-9bd1-adb9a54e0fc0	423	0	0	2	0	0	3	3	0	0	0	0	26	0	0	0	2	0	0
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	113	224	23	119	0	9	68	0	0	162	11	27	51	0	4	6	13	5	0
acc629cb-ad03-4cec-9b21-922e4932ef3e	223	126	33	112	21	0	72	0	0	0	0	6	22	0	0	1	3	3	0
accfc45b-eae0-4991-a488-e217cdb46655	216	96	0	130	46	0	9	0	6	1	6	3	46	0	1	2	0	0	1
acd510de-b732-4a1a-8b72-6d22e763540b	0	283	451	0	403	678	51	0	0	0	57	200	0	74	88	25	31	0	116
ad007b59-46f6-48b9-958a-2b9d28cca3b7	140	36	46	246	7	0	40	0	10	38	0	6	47	0	0	6	3	0	0
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	382	11	0	48	3	9	6	7	1	9	2	0	29	1	1	0	0	0	0
ad41f1f3-e38e-4418-9c16-52bca5719f39	175	92	80	146	54	112	29	51	31	8	56	50	13	44	3	16	8	6	8
ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f	77	264	44	97	150	2	192	0	0	59	0	113	40	74	0	11	8	9	8
ad874249-9964-4e48-aa3f-7e828ea28f3f	405	0	7	19	0	0	4	2	0	0	0	0	30	0	0	0	0	0	0
ad92f17f-11e6-49bd-9835-6b2f47053485	392	0	9	28	1	0	8	1	0	0	0	0	31	0	0	0	0	4	0
ad9455e9-7147-489e-9b1f-3540c457c260	118	98	23	230	22	16	24	0	0	0	67	38	8	0	1	3	0	6	8
add0b0f6-b4a8-4b73-b634-c3600dc567d5	434	0	0	0	0	0	3	3	0	0	0	0	25	7	2	0	0	0	0
adfbba82-c622-11e3-bf01-24c6515278c0	287	79	0	81	110	9	73	5	0	5	0	19	33	0	0	5	0	3	0
ae464652-2f8c-4d94-8b08-cd8f1d29256e	437	0	0	0	0	0	1	4	0	1	0	0	24	0	0	0	0	5	0
ae82fead-2671-4335-a342-67bb69935ad9	94	173	226	88	116	96	32	83	0	18	140	80	52	27	20	27	9	42	7
aed4363b-19b8-4cb5-aa34-a442410d0796	99	192	6	180	103	83	0	0	0	0	92	50	0	0	7	15	0	21	0
aeeb01b4-790e-4929-bd59-6aad837603b1	439	2	0	0	0	0	6	4	0	0	0	0	24	0	0	0	0	0	0
af2cbdb6-c622-11e3-bf01-24c6515278c0	352	29	1	61	0	1	10	1	0	11	4	6	33	0	1	0	0	2	0
af96db5a-684f-41d1-a910-5a5193393d9c	158	127	23	156	41	23	11	0	0	58	53	0	23	0	4	3	2	0	9
af9cfac8-7fbe-49cb-aeca-8d68aea57994	5	207	134	0	243	544	10	450	93	157	73	195	0	281	90	18	33	198	22
afd1f2e0-343c-416d-8e8f-2177f312c2f0	409	4	4	11	3	0	0	2	0	0	0	0	31	0	0	0	0	0	0
afee5b10-3dff-4e50-9575-bc9fe20c5dea	99	147	206	96	188	0	336	12	33	90	84	248	73	26	8	0	0	0	66
aff5793b-3197-4d1d-bf0a-9b0ded5f2937	422	1	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
affa4ef4-02ec-40f1-b6a2-739f8bf2afa9	260	85	37	65	165	57	75	0	23	2	0	39	26	0	44	63	0	0	0
b02b4bba-6e66-44fb-a48f-38c309aaaac5	179	187	99	67	150	1	233	0	0	27	0	55	24	0	1	0	2	2	0
b04624d2-d8f8-4b51-be1b-72c73d8055f9	358	0	212	0	158	14	251	11	15	47	0	0	19	23	0	0	9	0	0
b061cb06-e927-4f24-82bb-9e651f7ae0e3	412	0	0	20	0	18	0	2	0	0	27	0	0	8	3	2	2	1	0
b070af2a-c622-11e3-bf01-24c6515278c0	11	53	98	306	35	360	13	105	92	20	24	53	42	0	3	51	72	0	0
b07bad52-d44c-4b27-900a-960985bfadec	285	60	29	93	7	6	45	2	4	9	2	3	20	3	4	2	2	18	0
b0a83df8-dd2c-4c1b-b238-9081d2c22258	424	1	2	0	0	0	2	1	0	0	0	0	31	0	0	0	0	0	0
b0c61486-b061-4b6b-ac02-130a3ea0b080	380	0	12	40	0	0	12	3	0	0	0	0	27	0	0	0	0	0	0
b0d1fde4-928f-4f4c-bff6-33b885582bb5	436	0	0	0	0	0	3	4	0	1	0	0	23	5	0	0	0	0	0
b0f3087b-6f9c-47e9-b487-6726af1cb90b	403	16	0	23	0	0	8	4	0	5	0	0	29	0	0	0	0	0	0
b16780b0-75ba-4304-87e0-33f1e321b622	144	11	53	240	26	79	2	1	0	0	41	9	1	34	0	27	0	10	9
b1753e9c-29d0-4955-89d2-949cdabd1211	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	440	0	1	0	1	0	4	4	0	0	2	0	21	0	0	2	0	2	0
b1d2457d-3267-46ba-9fdf-663985e60538	411	1	4	11	0	1	0	0	0	4	0	0	33	0	0	0	2	0	0
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	218	142	0	94	81	0	11	22	4	0	19	0	34	0	1	0	0	0	19
b1f19de6-c622-11e3-bf01-24c6515278c0	226	102	36	125	51	0	113	0	0	15	0	10	8	0	6	12	0	0	3
b1f2442f-a973-47b4-9891-f028f0d44adc	267	10	16	149	0	0	40	0	4	3	0	0	23	9	0	0	1	0	0
b2190e26-1809-4aba-9f45-07c2edb3b4a4	339	0	0	82	11	0	0	0	3	0	38	0	0	26	2	2	2	0	0
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	16	36	822	26	1307	227	168	0	5	26	250	0	295	0	41	71	52	11	48
b24feafa-f2e9-4498-8471-a9e42c80cc9f	448	0	0	0	0	0	22	5	0	0	0	0	0	0	1	2	3	0	0
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	339	53	3	49	61	0	50	0	2	2	0	2	23	0	0	22	0	0	5
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	0	111	565	23	434	0	256	0	284	65	222	303	247	4	38	56	7	15	0
b28f7607-f162-425f-b44d-64e9633c8824	429	1	0	0	4	0	0	2	0	0	0	0	27	0	0	0	0	0	0
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	374	39	0	27	29	0	12	5	0	7	8	16	26	8	2	1	1	0	3
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	220	0	2	208	95	70	67	67	85	0	0	0	31	0	0	2	6	0	28
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	150	62	55	206	19	20	90	7	0	5	0	7	23	16	17	8	0	0	0
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	217	106	0	131	0	0	25	0	0	98	2	8	44	0	0	5	0	0	0
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	372	0	0	53	0	0	11	9	0	0	0	0	25	0	1	0	0	0	0
b32449c0-c622-11e3-bf01-24c6515278c0	0	40	150	291	98	122	38	35	2	23	127	38	49	94	12	31	18	0	0
b330c50b-c45f-413d-918f-33275d0d8f91	412	7	0	20	0	0	13	4	0	0	0	0	26	1	0	0	0	0	0
b33978c6-a855-4f9d-a0b0-d79453b9de41	275	110	0	73	1	0	26	0	4	33	0	4	32	0	0	0	1	0	0
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	180	118	0	158	5	0	39	0	0	95	0	3	46	0	0	0	6	0	0
b35d9a68-29f4-49ab-b83e-b5151679e3af	27	0	616	0	653	1167	230	293	79	156	22	668	235	43	23	78	237	22	470
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	263	19	24	145	0	7	48	6	22	7	0	0	19	7	12	0	1	0	0
b38d0777-4901-48b8-9cdc-33b7f13a424f	0	275	273	73	140	0	145	0	0	20	85	92	75	59	23	22	5	0	0
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	254	71	0	108	55	15	0	0	19	0	41	7	9	0	14	6	3	8	2
b3befa40-8f44-4eb6-ada0-ec395f460656	62	122	89	186	131	312	4	64	118	62	24	48	27	0	32	44	25	29	49
b3f1d232-4392-4258-9256-d38ff4b59f94	244	9	107	157	30	1	98	4	0	14	0	2	36	0	0	7	6	0	0
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	162	193	2	112	4	0	66	0	0	59	0	34	32	0	0	1	12	0	3
b421b9ca-c622-11e3-bf01-24c6515278c0	0	104	22	262	16	239	37	146	96	22	65	149	0	159	18	13	156	5	0
b42d183c-bc9c-4652-9e56-10c54c5ee96e	183	109	18	162	51	57	10	0	0	0	48	20	0	3	4	17	11	4	0
b47aa163-eec9-4225-940b-4373e78152e2	246	54	15	131	30	0	58	2	0	3	0	8	16	31	2	1	0	1	0
b4860b5f-0a80-4fb2-81e1-4bafeb525b1c	419	13	0	7	0	2	6	2	0	4	1	0	25	5	0	0	0	0	0
b499032c-6cb8-4646-a95b-10af2a21a289	430	0	0	0	0	0	0	4	0	0	7	0	12	7	0	1	0	0	2
b49d5310-3cc5-4386-9444-cf0d61b52376	81	114	158	164	109	1	120	0	58	107	70	32	27	7	29	48	0	0	0
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	249	80	34	115	7	0	57	0	1	0	0	1	29	0	0	0	0	0	0
b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d	405	15	0	24	0	0	31	1	6	0	0	0	0	8	4	2	3	0	0
b4f515ce-5bee-4e40-a66a-01f41e92181e	63	178	15	183	67	14	29	3	17	78	70	0	6	65	9	2	26	10	9
b51fa117-2c0a-4e1d-8ec4-9f039073a486	384	0	18	43	9	0	9	0	0	0	0	0	29	11	5	0	0	0	0
b537bc07-9998-49f4-bbbe-5b617152bfd9	251	119	1	98	10	3	57	0	2	14	5	15	10	7	0	1	7	2	0
b53dcb4d-f894-47b8-8a4e-17c7998d8120	45	165	73	73	327	99	165	108	106	122	174	128	0	219	23	8	23	36	14
b54b9433-ec10-4cb5-a860-4555da64917b	35	176	137	126	260	74	69	31	28	211	198	2	6	92	14	10	20	20	0
b55751c4-c622-11e3-bf01-24c6515278c0	278	64	16	100	28	1	40	18	9	10	0	4	29	5	0	0	21	0	0
b5cabba2-30a4-458e-897c-00ec3fefa6d2	376	28	20	0	15	18	11	0	3	21	3	1	24	49	2	0	1	0	0
b5cc4a6d-93a9-497c-a7bb-a5db82edc176	442	0	0	0	0	0	3	4	0	0	4	0	14	2	0	0	3	0	1
b5dd0bc9-6c1c-4272-b920-744de37d0aee	187	147	58	111	57	0	132	0	0	4	4	91	44	0	4	4	3	0	0
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	288	46	0	92	157	11	155	13	0	21	0	19	26	2	0	0	0	4	0
b60392fb-43d9-4c9c-b91b-ded40492e61c	274	16	0	128	49	69	0	6	0	89	92	11	0	0	1	8	3	0	32
b61f7f76-f365-4071-a28d-bf354d5a670d	409	0	2	15	1	2	0	2	0	0	2	0	26	5	0	0	1	1	1
b6365bdb-e6d5-4615-95b3-db12a0c2f3d9	410	0	0	15	0	0	5	4	0	0	0	0	26	0	0	2	0	0	0
b64173fc-abac-4695-902b-f0acf9444e9f	350	8	0	64	11	5	11	4	1	2	12	0	6	14	13	3	0	6	1
b67208c4-c622-11e3-bf01-24c6515278c0	293	56	18	77	0	4	47	7	0	9	2	1	13	24	4	13	0	1	0
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	434	3	0	0	0	2	1	2	0	4	0	0	28	0	0	0	0	0	0
b68f18e1-0117-420c-9405-e8d3a1e8caff	320	24	0	98	12	0	13	3	0	2	5	0	30	0	3	0	2	2	0
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	85	205	93	135	81	27	86	0	5	22	26	50	38	64	11	13	1	0	14
b7008a98-5aa0-4cc9-9bee-af2a422266db	53	179	75	186	122	57	138	8	0	22	40	92	45	55	5	5	1	37	18
b710b214-5666-4054-97ef-3b9ac2bd90ac	0	370	201	0	648	0	52	0	2	24	141	0	141	0	71	21	15	0	3
b73523d7-f5a5-4140-8537-4df4d1ecf465	0	232	114	135	173	253	17	132	43	28	73	49	0	141	32	39	25	12	32
b752b444-f033-4be4-9d24-e5e80b4181af	44	0	771	0	16	712	7	0	305	156	190	250	145	83	95	70	24	2	0
b757a040-3c9e-45e7-a045-9cd08db11d62	0	116	315	0	750	395	118	187	242	216	200	175	179	164	79	31	63	77	0
b75b2663-dcc6-411c-bfcc-574aa33cf388	0	122	98	305	20	0	92	0	0	22	35	37	42	0	1	18	0	1	0
b77084ab-8148-49e0-b3f9-90f7d9ea1862	0	339	125	0	794	58	43	102	25	29	140	12	141	23	29	24	57	118	8
b7722577-f200-4dec-97f6-4fab3a9ba52d	349	33	0	52	12	0	14	1	0	0	0	0	31	0	0	0	0	0	0
b77543e4-c622-11e3-bf01-24c6515278c0	24	180	43	218	66	32	39	17	0	82	44	0	65	62	20	3	0	4	0
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	211	80	97	135	6	37	79	22	0	37	25	30	21	0	6	19	11	0	0
b7f11036-7ac4-41bc-a9a4-64162725fdfc	110	92	139	155	293	85	63	307	0	47	50	30	54	5	31	8	0	3	156
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	420	0	0	3	6	0	0	1	6	1	21	0	1	11	2	2	7	0	3
b7fbd99c-dea0-4448-a430-7f94c611e702	248	5	23	163	11	18	18	0	2	8	24	4	14	8	2	0	2	1	17
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	437	0	0	0	0	0	2	4	0	0	0	0	24	0	0	0	2	0	0
b80ca528-2c5f-400c-8df3-9c47869a64c2	315	25	26	85	14	0	35	0	0	0	0	1	27	0	1	0	0	7	0
b8151614-b08f-49a3-ab6f-2e780f765a17	300	114	32	28	103	0	121	27	1	22	0	9	15	0	0	0	50	5	0
b8270565-9e02-4d46-9534-08206bfd027a	355	13	27	40	20	5	59	15	14	46	7	0	7	35	0	0	0	0	23
b86655a4-c622-11e3-bf01-24c6515278c0	252	0	0	173	13	60	12	21	7	23	56	0	0	0	5	8	3	11	0
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	108	133	43	157	430	264	12	138	46	0	153	59	0	0	0	0	0	36	101
b86e88e7-0d5f-4b32-a35f-dc97251ab990	254	100	0	99	40	0	39	11	6	9	14	2	23	9	0	2	7	3	0
b88f014e-bc0f-4775-8228-39e0b471c3b0	131	140	77	94	111	282	30	138	47	0	10	50	34	190	7	8	8	2	50
b8cd6882-be27-4742-bc63-3227d31bf704	394	17	0	20	2	0	1	0	0	5	0	0	33	0	1	0	0	0	0
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	91	81	92	178	87	101	70	37	48	17	3	39	46	199	8	13	4	0	0
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	246	95	12	105	31	0	50	0	0	0	5	15	17	29	1	7	0	0	0
b97941dd-9844-4db2-9e25-42c725f47d70	64	227	5	165	249	0	66	0	0	2	26	0	55	8	13	8	2	18	0
b994762c-c622-11e3-bf01-24c6515278c0	44	162	23	226	68	49	51	3	42	9	41	21	21	28	15	6	8	26	0
b9bcba3a-c9be-4305-b5f4-c861282921e0	2	282	27	140	194	164	3	0	127	115	72	20	1	0	24	6	9	0	85
b9d1a64e-d445-4174-a5b4-76dd6ea69419	264	21	4	134	21	19	0	7	0	42	84	0	0	0	22	9	0	0	0
b9d2e29e-8546-4310-aeea-e029f17c0516	392	14	0	30	0	0	9	4	0	0	0	0	23	11	0	0	1	0	0
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	236	90	27	112	50	0	73	0	0	12	0	21	32	0	4	1	4	1	0
b9f03936-1de5-4330-8b0f-6d0ab533876e	357	30	10	53	2	0	25	4	4	0	10	0	14	0	7	0	0	6	0
ba096d4f-5a6c-4c31-ae03-e7483cf58c38	162	102	0	183	68	0	43	0	1	25	38	21	19	35	6	2	2	2	2
ba5667da-7688-4931-bdb7-d65f391caf60	417	0	0	7	0	0	1	4	0	0	0	0	27	3	0	0	0	0	0
ba67c02a-180b-43f3-b53c-2b77d84fbe3c	421	2	0	16	0	1	5	2	0	4	1	0	23	6	0	0	0	0	1
ba686386-8113-4885-b20f-6ad09a295604	434	0	0	0	0	0	12	4	0	0	0	0	8	0	1	0	0	3	0
ba940092-c622-11e3-bf01-24c6515278c0	0	111	61	55	97	958	0	0	0	913	497	522	0	0	118	34	131	75	34
ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8	342	0	14	88	1	1	19	2	0	9	0	0	29	2	5	0	4	0	0
baa02e74-9cae-4996-858e-17d9f52d924b	351	23	0	68	5	0	5	4	5	10	7	0	30	0	0	0	2	0	0
bb02202f-d140-4bec-95ce-5c2b117a2167	181	95	73	143	101	3	183	0	0	8	0	42	49	0	1	17	1	0	0
bb45c6f5-49cb-418d-85bb-3ded165e2d07	432	0	15	0	0	0	9	1	0	0	0	0	27	0	0	0	0	0	0
