Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S
10136472-c623-11e3-bf01-24c6515278c0	435	0	0	0	0	0	8	5	0	0	0	0	23	2	1	0	0	0	0
1021b60d-f7b2-43b0-b2cc-f282d619d533	0	209	499	0	733	112	447	0	0	105	152	307	101	20	80	58	23	68	10
105a51c4-cc7e-4d0f-9cf8-e4d64a31d14d	0	323	103	91	339	8	121	9	37	44	31	4	81	44	25	5	3	12	17
108749d2-5c62-4ef1-92df-aec6941ba53b	359	60	4	38	0	0	38	0	3	0	0	4	7	5	1	0	0	2	5
108b67d4-5d66-46da-8675-6acae643b76f	261	127	6	69	27	0	61	5	0	40	0	10	30	0	9	1	5	0	0
10ad692b-4c3d-42de-9b5e-4968441388b3	277	57	15	107	22	0	42	0	0	23	1	6	26	0	0	4	0	4	1
10bb1a92-901e-4a14-80f4-5e88f997754b	230	28	54	157	78	23	32	0	0	13	35	0	5	0	5	7	4	0	70
10cb8ac6-c622-11e3-bf01-24c6515278c0	100	93	22	253	33	62	7	0	28	24	48	15	20	0	5	10	6	0	6
10d15b7a-16d1-4953-aaef-f193ffa97f42	224	73	29	136	22	85	15	0	2	0	87	43	0	0	8	11	0	1	10
10db2142-c623-11e3-bf01-24c6515278c0	296	17	29	105	22	39	0	4	0	0	50	3	0	0	6	1	50	0	0
110b5f05-ded7-45ec-b0f6-a941c92d77dd	0	0	684	0	531	914	286	254	388	206	0	260	152	145	95	335	53	8	107
1127b561-ea40-4d5e-95df-daa0a5ebc1e4	376	42	0	26	13	0	10	0	0	4	1	3	32	0	1	2	0	1	0
11473a98-d953-45f9-abf5-709b68a4bae8	231	6	14	186	0	1	28	6	0	7	2	0	28	15	7	0	0	0	0
1157a548-6770-4c89-a84c-bcf6f0e96ea8	340	25	8	65	0	5	13	1	0	8	4	7	32	0	0	0	0	1	0
1168944c-5451-4a18-8758-88bf5723bdd9	26	92	59	326	15	0	74	0	0	7	8	16	44	21	2	2	4	5	0
1193a9c4-5aab-4cd7-a690-60c96bd1172d	385	0	0	39	3	0	8	1	5	10	1	0	26	0	0	6	0	0	0
11ae45fb-05f6-425a-9295-d50d13407006	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
120f01d1-8884-4aca-a1cb-36b207b2aa3a	46	303	116	48	333	62	445	6	0	165	0	294	100	5	0	24	35	1	46
122bf0a9-8052-49da-a9d7-0e5de9ab7032	379	43	6	25	1	0	20	1	0	0	0	4	28	0	0	0	0	0	0
123c9d1c-72ba-4d82-8e57-d5caa52a40ba	71	165	63	206	24	78	14	8	25	19	70	31	31	5	3	8	0	15	0
124d5b04-4588-44c3-9c00-61e064cf1bdb	101	111	22	178	72	51	48	58	16	42	8	5	40	118	0	9	23	0	0
126ee433-d345-4cac-882a-c91831a24690	65	296	43	98	88	0	133	3	0	167	0	11	55	0	0	3	3	4	0
127b0f7d-d24e-48b7-ac25-d3f14a43952d	0	331	178	68	96	0	143	0	0	0	78	163	75	53	8	19	12	0	0
12874085-a596-41ae-b4cd-817cb1ebb278	0	300	32	112	503	486	10	0	0	0	80	54	0	75	65	7	14	27	33
1292e13b-d7c6-447b-a227-9a8113215580	0	166	341	134	97	158	34	0	0	4	166	144	46	89	23	24	28	24	0
129459c1-38be-45da-bb87-18848c97c544	146	101	148	147	113	7	143	0	0	20	0	1	41	21	0	0	31	7	0
1295947c-c623-11e3-bf01-24c6515278c0	376	25	4	38	0	4	12	2	0	5	0	0	29	6	0	5	0	0	0
129d2c6c-6688-4b29-bfa7-8df3fe77b25a	423	0	3	2	1	0	0	1	0	0	0	0	31	0	0	0	0	0	0
129de5b2-d9b0-4762-9ef8-72d98231fb50	35	292	19	122	190	10	129	15	15	22	22	27	28	75	16	5	14	12	0
12ae2ba1-9484-47fe-8a3f-bba94a6abe0c	424	0	0	0	6	0	0	0	0	0	13	0	3	14	2	1	0	2	8
12d7121a-0345-4808-a819-09d6e3227bd5	396	0	0	41	0	33	0	0	0	0	18	0	0	2	1	1	2	7	0
12f038e1-00af-4c64-a2e0-9e63323492ef	95	38	98	196	137	225	72	79	78	112	33	66	37	65	81	11	26	44	0
12f1ae2f-2666-45be-9742-f502d212373d	198	104	4	146	25	0	30	0	21	20	11	17	37	0	4	2	3	0	0
131332b2-ff51-4bd7-a626-aff2ecea6135	303	97	35	44	27	0	77	0	0	0	0	0	21	0	0	2	0	7	0
1327bbd4-a466-4e26-905f-cf91315f1cc8	194	103	46	123	94	88	0	0	0	0	105	26	0	74	11	2	0	0	0
132f7f2a-b902-4343-aa08-cf6a7af10b9a	403	2	0	30	2	2	16	5	0	1	0	0	24	8	0	2	0	0	0
13446fc4-9fa6-4bb3-a00a-b9265b41eb12	426	0	0	0	0	0	2	3	0	0	0	0	24	0	0	0	0	5	0
134c9a92-e91e-4347-a9c4-727279edebb1	49	246	93	144	83	2	99	24	0	37	22	65	42	47	17	14	2	0	6
1358ff92-4db9-4e42-b63a-984a7bea425a	422	4	5	0	2	0	1	1	0	0	0	1	33	0	0	0	0	0	0
13642cf8-9840-4a7d-a26a-95f65b2c70c3	430	10	0	0	13	1	3	0	0	4	1	0	31	0	0	0	0	0	0
13bd2b30-c623-11e3-bf01-24c6515278c0	244	87	5	93	104	56	69	41	32	31	17	0	29	1	10	6	9	9	0
13c312ec-0add-4758-ab8d-c193e2e08c6d	295	3	0	126	3	14	0	1	0	0	45	1	0	20	5	4	2	0	0
13c62975-9f5e-4d40-a461-dceab08a31ec	180	90	41	163	57	22	56	0	0	0	9	8	19	0	36	3	2	0	0
13c7065e-6780-4571-978e-a7c13078ff50	361	0	0	71	0	0	19	3	0	0	0	0	19	11	0	2	0	7	0
13d05f7a-e16a-40ef-9a15-21257da2cf89	345	7	0	44	0	0	38	0	46	48	0	7	7	0	0	6	4	59	0
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	253	63	17	127	3	22	39	1	0	17	9	2	26	14	0	0	2	3	3
140d6ef7-0217-4d16-9add-215d0d14ba06	335	0	10	86	11	0	9	6	0	5	0	0	29	6	0	0	0	0	0
141918cd-3e23-45bc-96e1-b208c80f69e7	400	11	0	23	41	1	12	5	0	1	0	5	35	5	0	0	0	0	9
142b6dbf-c943-4a7d-8ab6-13a975f48d7a	141	92	24	210	36	28	75	3	29	14	0	0	20	23	0	5	12	11	3
14334aea-2dae-428c-9d4a-1a37878dfc3f	197	87	5	127	117	8	30	7	20	34	38	13	24	48	2	27	0	0	6
1447c8cb-25d4-4092-8919-4df08f898d2d	364	19	0	48	21	0	28	0	0	0	0	0	18	30	1	4	0	1	0
145f2b89-8878-4390-b0f6-f09b02fb138a	132	92	58	199	79	18	71	0	0	29	15	0	17	9	0	13	12	4	47
145f6dbb-9744-44f7-8485-e440689de3fd	281	70	0	106	41	2	79	0	1	6	0	5	11	0	4	1	0	0	11
14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0	35	192	118	215	109	310	33	50	0	0	27	136	0	35	0	2	0	0	116
147e3496-514e-4da7-be42-7cd9be78ed04	428	2	0	0	0	0	2	45	0	4	0	7	33	0	0	19	0	0	0
148536ce-ee2a-4952-a19d-10d6f44146b9	372	16	2	45	0	6	11	0	0	7	37	9	6	0	0	1	2	0	0
1494bb16-f1f0-42a4-b10e-c383574cbc8b	385	0	0	37	12	3	13	5	0	3	0	0	27	3	1	2	0	0	0
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	39	147	100	222	143	0	30	0	23	12	115	14	14	2	14	6	0	47	0
14bf9bfb-14d6-4cac-a556-828f680e8a15	64	68	254	213	173	99	38	0	0	0	133	46	36	14	29	32	31	2	0
14c5b81d-da49-4db1-9834-77711c2b1d38	29	372	41	73	154	0	70	0	0	19	54	150	109	0	3	3	11	0	0
14cbcbb1-028b-471a-bb4f-8b29cfa5e4eb	418	26	0	0	0	0	13	2	0	0	0	2	25	0	0	0	0	0	0
14dd86c1-dfb3-4124-a453-4d64223bc048	414	12	0	13	0	0	11	4	0	0	0	0	20	8	0	0	0	0	0
14ed7388-41ed-43d4-afb2-04cd6410d5d2	35	215	151	86	398	190	33	132	0	0	57	81	35	183	19	22	25	0	62
14f41457-25c3-4979-8515-4f33322039a5	430	0	0	0	0	3	12	3	0	9	4	0	14	0	0	0	0	1	1
153a64ee-6322-4f2e-b3df-77ef7d3a4cf0	0	211	97	159	48	212	20	91	89	61	81	101	35	141	15	5	7	11	0
154f80bd-984c-4792-bb89-20c4da0c08e0	407	21	0	0	3	0	5	2	0	0	0	0	29	0	0	0	0	0	0
15563a10-47a8-401d-a507-2c7101f7ae60	341	15	20	64	13	0	1	0	0	0	0	0	43	0	3	0	0	0	0
1558629a-770a-4dcb-b0bf-9a8bcea9d80b	218	62	62	158	1	0	108	0	0	5	0	36	39	0	0	2	0	0	0
155873b2-e5de-405f-87f6-6de0d238b160	384	22	10	33	2	0	21	0	0	0	0	11	28	7	1	0	0	0	0
15678c3d-ce61-454d-849e-1d4ca358909b	283	25	8	113	29	14	24	2	10	26	6	0	29	17	3	0	0	0	0
15895218-c623-11e3-bf01-24c6515278c0	169	62	9	206	49	34	9	0	6	20	67	21	10	10	0	8	0	5	0
15a93657-0521-430a-a816-bf0842374b75	395	1	0	28	0	0	7	2	0	0	0	0	28	4	1	2	0	0	0
15abb2a3-10a2-4e04-8eb9-6eadbd976af0	423	1	0	0	1	0	2	2	0	0	0	0	30	0	0	0	2	0	0
15d597de-d26c-4ce1-b0cb-077e39b55f30	0	209	88	174	117	278	0	0	7	193	103	16	6	57	11	18	21	17	38
15daadb0-6b24-4248-9225-470dc08f1552	280	13	6	147	18	1	30	2	3	4	7	0	21	0	1	6	5	2	6
15dd024e-c0da-461a-84db-d01e60a22210	421	0	0	7	1	0	1	2	0	0	0	0	29	0	1	0	0	0	0
15e097e3-e468-466c-8e57-b59fba90bbf2	407	0	5	16	16	2	18	1	0	1	0	0	32	0	0	0	0	0	0
15e7d981-8c27-4b2b-b4f8-626e22021895	19	200	136	0	1202	206	201	48	64	140	244	165	146	229	36	58	22	74	0
15f90ef0-831b-40a3-98bd-ec226a9e8b26	85	124	99	190	105	13	106	0	0	45	15	33	37	33	19	16	10	13	0
15fd8dc8-c622-11e3-bf01-24c6515278c0	334	19	0	78	31	7	48	7	0	10	0	0	15	27	1	2	0	5	0
1659bae5-3140-4d05-891c-81b48277b2fc	47	178	112	67	579	441	39	47	48	62	135	25	0	176	32	17	212	0	0
16c6f975-48fd-4cda-946a-777cb922949d	303	68	47	52	48	0	109	0	0	4	0	30	35	0	8	0	0	0	0
16d33e09-2e21-4da2-8e57-e78ce28c4408	36	61	242	147	318	274	116	0	149	73	80	0	27	206	0	34	1	9	47
16d5519e-ecb9-4fc8-81f1-e0e4adf722a8	24	160	112	230	105	92	31	47	0	19	121	0	0	0	6	11	80	2	0
16df7888-2480-4394-8856-d57a6ef371d2	23	224	0	187	287	216	0	175	0	0	78	49	0	114	9	11	12	0	26
170ad241-9e24-469b-b7ca-3fd783a89b21	0	303	144	114	260	231	38	3	53	36	97	0	25	44	23	15	5	26	0
1727e88b-df0a-4af2-9191-8c6061d98ad0	117	28	61	273	0	78	17	18	0	10	60	15	5	0	2	3	8	12	18
172c9864-c26d-4e9b-947a-e8ce761e996d	237	65	0	94	36	37	6	75	33	48	61	34	0	96	12	2	0	1	14
1776f326-b12f-4355-8107-80fa6fcd2159	285	53	32	94	11	4	72	1	0	12	0	9	10	36	0	0	1	1	0
178d0486-cb0d-4979-8bdf-bb3fe99149bd	423	0	0	0	1	2	1	2	0	4	0	0	30	0	1	0	0	0	0
17a66d24-de77-4f2a-a8ad-d2c6a69e7671	424	2	0	0	0	0	2	1	0	0	0	1	31	0	0	0	0	0	0
17de5b12-c623-11e3-bf01-24c6515278c0	196	128	86	71	141	11	109	28	31	66	64	13	26	7	32	10	10	36	0
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	81	129	261	84	300	158	64	138	32	32	95	8	30	116	4	61	17	0	59
183b04f5-107f-496c-8e9a-8263dd00cffa	61	148	78	214	128	48	63	0	26	13	59	18	28	4	5	7	3	11	38
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	300	77	39	65	10	0	67	0	0	0	0	13	29	0	0	0	0	0	0
18ec066e-8510-4921-9e35-45d85fb01e38	335	25	0	17	97	77	18	505	0	76	0	97	70	3	65	0	0	0	66
18f5e75e-c623-11e3-bf01-24c6515278c0	334	17	0	71	24	45	40	6	0	22	3	5	10	40	0	8	0	9	0
18f9240e-7acd-41eb-a154-c2a67a1cbe9b	351	4	0	80	0	3	11	6	0	2	0	0	28	6	1	0	0	0	0
19085f7d-e6a6-406f-bd09-520a27e0283d	303	58	0	91	0	0	29	2	0	5	3	12	25	0	0	2	0	9	0
190eb791-383d-4e27-870d-e470630843e7	18	198	0	209	81	240	72	215	35	0	37	97	3	114	0	11	71	4	34
19233fd1-5229-466e-acf3-5882165758e0	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
1924d200-6929-4eef-8a7f-317f8fbab915	435	0	0	0	0	0	5	4	0	0	0	0	25	2	0	0	0	0	0
199bbb0f-996c-40c1-b06d-2066f04be778	373	15	0	37	7	0	7	0	0	17	7	0	22	0	4	9	0	3	0
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c	347	37	0	61	4	0	16	3	0	0	0	0	27	2	0	2	0	2	0
19b6b9d6-6912-4b85-a4bf-52014bcb170b	303	62	4	82	50	0	10	15	2	0	23	0	21	0	9	1	2	5	8
19c1c97f-a3ec-44a8-8a20-6f97caed1a4f	64	265	0	122	346	0	18	15	9	34	65	6	98	8	27	6	10	12	0
19cd4360-8392-4bc2-ae88-fdc1335d886b	392	8	0	27	2	0	8	3	0	0	0	0	30	0	0	0	0	0	0
19d6cf34-1cd7-4242-a4d1-5d3e11f428aa	441	0	0	0	0	0	1	4	0	0	9	0	9	6	0	1	0	2	3
19def402-fb8d-4b27-90dd-ce9135a3c0a2	424	0	0	0	0	0	0	3	0	0	0	0	27	0	0	2	0	0	0
19fe27d8-c623-11e3-bf01-24c6515278c0	219	62	6	155	49	7	43	6	0	18	5	0	34	0	2	7	6	4	0
1a0ef226-41a5-4b56-9078-4b7834f0c976	223	0	52	131	8	79	13	38	49	44	40	0	0	137	2	2	2	11	0
1a134c18-ced3-4bae-9f15-5f0f09526639	406	9	2	11	1	0	1	2	0	0	0	0	29	4	0	0	0	0	0
1a319682-f55e-4e0b-8476-48a0bea6c265	264	101	26	84	42	0	85	1	0	15	0	9	33	0	4	3	1	0	0
1a391468-fbf3-451a-b88e-a257a26d047f	0	91	248	0	409	1425	0	551	318	266	0	214	0	85	111	72	136	130	151
1a4633c4-72a0-4e30-8c4c-345e04337627	242	58	7	126	46	0	35	0	11	33	14	3	26	34	1	0	10	3	0
1a5bf97e-3d49-4d3f-b385-ffa7a295be9c	405	30	0	11	3	0	16	2	0	0	0	0	23	0	0	0	4	0	0
1a841850-fca0-48ab-8c78-db0bd5a64435	127	87	39	190	143	52	51	0	43	16	35	0	14	73	0	8	5	0	37
1ac15380-04a2-42dd-8ade-28556a570e80	102	169	0	0	324	99	330	1113	0	138	231	623	119	0	258	4	0	0	278
1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6	300	5	116	59	91	70	74	28	0	60	9	0	24	27	82	1	0	0	0
1aff91a6-1b0f-4575-8f4b-4e064a50b886	65	222	151	107	205	119	16	29	0	0	121	28	0	80	1	16	9	32	0
1b06afe2-c623-11e3-bf01-24c6515278c0	293	0	44	108	55	52	35	0	4	26	17	0	23	23	3	3	12	0	11
1b0fe1d5-b286-4f49-ae92-94d9c6db9657	280	105	22	61	19	0	48	0	0	0	0	2	28	0	2	0	0	0	0
1b1780d5-06da-40ee-9e15-02631a68027b	148	146	44	152	16	0	100	0	0	0	0	23	26	0	12	0	0	0	0
1b7838c9-c685-41c3-b184-a2e40c7c4dc7	394	0	0	29	0	0	27	2	8	4	0	0	0	18	2	2	3	1	1
1b8fe07d-859c-4d91-ade1-6b2bcb5774ce	365	18	24	26	46	28	9	1	28	11	7	0	41	6	1	5	10	9	0
1bb2bdb7-8a89-4e7d-903d-03a6f8018efb	177	180	5	67	71	125	14	28	6	126	88	58	9	52	0	45	3	3	10
1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa	0	158	368	111	252	125	202	56	22	179	116	37	109	36	62	32	0	10	6
1bbb522d-e224-4b3f-9e10-3a47d06b2b05	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
1bbfe6f2-ad19-4d29-895b-973f5a91c707	112	146	213	128	48	0	266	0	0	58	0	91	48	0	0	0	0	9	10
1bd47e40-d708-4ca2-b4b3-eb8d996c916b	420	7	7	8	0	0	9	2	0	0	0	0	27	0	0	0	0	0	0
1bd74f92-47f6-427e-af6f-299c3a7fe023	434	0	0	0	0	0	0	4	0	1	0	0	27	0	0	0	0	5	0
1bdfaa8a-1b7e-4251-b135-ce5e4568371b	383	15	0	38	2	0	13	5	0	1	0	0	26	5	0	0	7	0	0
1be81ade-7ad6-4e7e-90d0-f986b3fb0a25	355	29	24	50	14	0	33	0	0	0	0	0	32	0	0	0	0	1	0
1be8fa2c-8fea-4e8c-90db-c04d9fcdbf49	0	130	137	222	170	154	38	71	0	0	49	34	35	155	10	24	0	0	10
1bea3a72-3b73-4072-a6bb-96a90119d3ac	212	0	4	156	0	9	0	10	1	12	20	0	17	0	0	2	5	5	0
1c00925b-7328-4db0-b930-04aab2d80719	90	85	90	254	123	175	12	8	0	0	56	29	0	0	32	21	4	0	0
1c0e384f-7254-4afe-93c0-b3fc6c6a7894	15	95	317	228	145	336	20	8	4	0	149	146	0	19	29	17	1	0	77
1c10ab52-01a3-11e4-8395-af1f6b7ba88c	293	21	10	114	7	0	13	0	0	5	4	3	35	0	3	0	2	1	0
1c188bf5-2c99-4eb4-a774-59c75d53e643	14	0	0	0	1651	1188	253	709	231	146	378	887	255	396	330	60	84	42	31
1c1c6494-c623-11e3-bf01-24c6515278c0	367	8	21	53	0	0	30	2	0	7	0	0	20	1	0	3	0	5	0
1c28e44a-6e6c-44ed-b58a-e3262c0e6759	130	209	43	131	167	2	196	0	0	8	0	76	40	0	2	1	4	6	0
1c300960-e51c-4477-8fdd-026c7e545dc4	425	1	0	0	0	0	0	3	0	0	0	0	27	0	0	0	0	0	0
1c3df485-8e75-4378-87f6-c6463a520624	24	176	100	244	25	0	112	0	0	6	21	40	23	43	3	2	8	0	3
1c9fbe26-1447-4335-aaab-06d6bb3e2741	146	53	66	204	43	110	27	19	13	50	36	13	20	47	0	5	1	32	18
1cb25b72-3726-4f12-9e22-f5c7e4b05681	324	42	0	68	21	3	7	0	18	20	15	0	14	0	2	6	0	0	17
1cd0acf2-3116-4dfa-a063-0a435b9f6da3	0	321	257	3	389	683	29	477	0	0	37	225	0	33	16	48	300	42	0
1d0617e8-2725-4411-b50f-e46ea1d43242	336	104	0	16	37	0	32	0	0	1	1	8	23	0	0	7	9	0	0
1d1eeba2-4d7b-4380-b0b6-26d246bc4158	381	47	0	7	7	0	14	0	0	0	0	0	28	0	0	0	1	0	0
1d2d355a-8409-4c8a-9f07-ac62885e228d	0	196	170	0	128	912	0	266	257	76	0	220	0	323	50	24	55	33	80
1d325d84-a3a0-4802-9842-76cb21cecb1c	407	10	4	16	51	0	16	0	0	0	29	5	3	3	1	0	0	0	25
1d4a091d-fe65-49c0-8810-5a95243b108a	165	81	76	158	89	54	24	0	5	1	81	18	4	46	2	9	0	13	0
1d6c9181-a02f-4c35-85b3-65dc5808f50e	237	28	33	161	0	0	53	0	0	0	0	0	26	0	0	2	3	0	0
1d91f9c7-67ba-4606-9f0a-01ec6fc08262	157	142	37	145	10	0	75	2	0	137	0	26	42	0	0	13	15	0	0
1d97ba51-d981-4986-9f71-c2b6cb9961c3	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
1daefc49-5248-4948-87ce-0ec19a248ef9	99	93	0	246	25	153	15	29	0	137	81	9	0	0	1	14	12	7	37
1db83e80-bdf7-4d8d-8008-bd8406d641fc	181	132	21	120	34	0	39	62	0	22	14	15	26	53	3	7	7	0	6
1dbdbb2c-c623-11e3-bf01-24c6515278c0	172	132	18	142	10	103	2	13	42	26	77	29	0	0	45	6	23	0	0
1dc9e7fd-fc62-4b32-9619-4e02a266a385	0	297	430	0	223	632	26	0	0	0	0	211	0	129	55	39	12	42	33
1dd96495-5f83-4d36-96cf-b77cd0cbbfda	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
1de83d45-8492-4b83-9055-a9f43b823f91	401	25	0	17	9	1	13	4	0	0	0	0	28	1	0	0	0	0	0
1df8939c-c622-11e3-bf01-24c6515278c0	142	45	72	207	56	104	16	28	50	6	0	0	40	0	2	34	0	60	18
1e046ab9-fa4c-4c15-8d78-ed0048c80ebf	381	7	0	44	15	0	0	0	7	0	42	0	0	13	2	3	2	1	9
1e181878-c640-4e91-a620-3fc4b08a4de1	31	161	98	239	15	0	122	0	0	0	4	52	41	28	12	4	2	0	0
1e27cc8a-5394-4958-9af6-5ece1fe24516	183	202	0	74	119	0	151	6	22	29	21	152	64	0	7	1	3	5	0
1e2dcbcc-771c-43c5-8c8d-e0eb77cb3494	51	31	0	247	469	802	67	30	0	0	0	219	0	0	459	0	0	0	0
1e8ae8dd-74c1-44d5-a74e-bfdce801c736	356	6	0	66	11	5	0	2	0	0	59	2	0	1	0	3	2	0	0
1ea7e01c-c623-11e3-bf01-24c6515278c0	185	111	0	151	48	7	37	0	14	45	26	0	31	0	3	21	6	5	0
1eb1bc62-18f6-4bcb-a16d-aa6a91914031	397	22	3	34	0	0	53	3	2	0	0	5	0	0	2	1	7	0	3
1eb37b28-fac2-477a-88b3-e04291a07926	248	22	25	148	0	46	4	0	0	1	85	25	0	0	0	7	6	0	0
1eb62abc-7928-405b-84cc-f091ca5347b2	0	80	136	294	40	252	29	71	0	11	81	100	60	0	11	18	13	25	67
1f04210a-0c2e-4bb8-ac8e-86198e5f1d34	285	83	55	64	39	0	95	0	0	4	0	1	29	0	3	2	0	0	0
1f2a8889-4374-4037-bb56-0f20733380e3	0	314	77	0	950	525	0	18	27	140	379	55	0	0	124	24	86	63	50
1f5e70c1-c5de-49e7-941a-46e11a4f4416	224	26	21	177	0	49	0	0	0	15	65	5	2	0	4	9	1	3	0
1f81a1b0-8089-44ef-87b5-b3359a407ad2	135	97	121	128	180	99	22	119	0	26	115	6	13	148	0	8	21	3	0
1f8d8720-30ca-4057-90f7-a34b8383eafe	400	8	2	17	3	0	2	1	0	0	0	0	32	0	0	2	0	0	0
1f967003-82d6-4932-a445-24fc25723594	0	250	0	119	196	386	0	0	165	122	65	0	0	74	36	7	32	33	2
1fd69adc-c623-11e3-bf01-24c6515278c0	330	42	12	64	0	2	41	0	7	0	1	6	17	0	6	7	0	0	0
1fdab6a6-7346-4229-aa8d-5dbd258f0c60	22	151	40	242	100	249	26	57	70	77	88	60	0	68	5	6	27	7	10
1ff155dd-deb4-44e0-b3a2-e4875b618435	224	89	9	135	11	0	46	4	0	3	2	13	15	20	1	2	8	0	0
1fff8b62-534b-4d71-a65f-e5f93b8b50ed	64	229	84	149	146	62	45	23	0	0	103	48	0	23	8	15	39	8	31
2009e5e7-1796-445b-8677-46b3804fe0bf	344	12	1	85	3	0	22	3	0	0	0	0	21	0	3	2	5	3	0
2045c788-9ea8-4ea5-a5e3-65fc16a62adb	40	108	362	85	229	232	90	40	63	29	97	108	98	178	42	13	57	0	14
207f8a42-5b05-4876-b0ae-ebfaeea27844	0	183	650	0	114	648	44	0	119	112	246	276	81	0	70	51	21	25	0
209a9b10-7129-48fe-a899-d14ba17efe6f	344	0	7	81	5	2	6	6	0	0	23	11	11	25	5	2	0	0	0
20d1b88b-3ff6-4201-a748-6a993500c652	312	55	0	77	0	0	0	1	6	60	12	0	27	0	0	0	0	0	13
20e02396-e676-412d-9724-44a428919cdb	78	188	176	36	215	439	16	258	18	252	70	48	66	69	19	10	112	30	16
2102558b-87b0-447b-bb9a-e4ae9df8b75e	195	147	122	95	98	0	164	0	0	3	0	4	17	0	0	4	9	0	0
2109e1d4-c623-11e3-bf01-24c6515278c0	293	36	61	71	55	31	95	36	0	25	0	0	25	0	0	6	2	0	60
21205681-a0c7-48d0-81d4-0b7ef31158cf	32	193	109	157	136	116	41	79	0	45	75	74	44	113	8	3	38	0	31
2182ce2c-5941-4b65-9419-fc7966d5e6d5	358	77	0	23	24	0	39	5	0	16	0	30	27	0	0	0	0	0	0
21b1a37f-e91e-4ce1-83cf-bb89b8d0fb35	154	199	0	122	9	158	17	8	14	90	60	15	0	0	11	10	1	11	4
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68	388	13	0	29	4	0	14	2	0	0	0	0	27	0	0	0	0	0	0
221d0290-c623-11e3-bf01-24c6515278c0	199	82	10	177	14	70	0	1	0	0	40	13	0	0	4	2	17	0	14
22578b9f-78dc-464c-9bb9-382f033283d0	391	16	5	33	7	1	22	3	0	1	0	0	25	0	0	0	0	0	2
228fb827-c05e-494c-8a21-e1d925e100cb	363	0	54	36	35	54	36	1	11	11	0	0	17	24	0	22	0	20	0
2290b078-6a5b-4c83-9dfb-b525bbf14e4e	22	157	120	148	384	237	70	92	25	30	50	82	77	93	85	58	24	3	0
22cd3875-a123-4f0d-8cd1-371958208ad6	399	0	5	24	7	2	11	8	0	0	0	0	29	0	0	0	0	2	0
22d67778-61fc-4f15-95b8-7e7c6cc7112b	282	61	0	112	14	18	35	3	0	2	6	6	19	0	0	1	8	5	0
22edd867-dcd6-42b5-92bb-025ceb84b106	131	107	0	140	261	274	36	0	120	137	59	74	26	0	147	8	0	0	0
230f53ef-be3f-495e-9b95-b0f670bd6908	407	9	0	6	15	12	0	4	0	0	2	0	33	15	0	0	1	0	0
2316ee90-c623-11e3-bf01-24c6515278c0	338	28	0	61	4	8	7	0	8	1	0	0	33	0	0	2	1	1	0
2321c412-7730-4694-bc8f-199d7e51a7f8	412	3	0	11	0	4	0	4	0	7	0	0	33	0	0	0	0	0	0
232b7754-b3c3-4530-9d24-3af40d9b2816	324	25	9	81	9	2	28	2	0	4	0	10	31	0	1	3	0	0	0
2399ab13-abfa-480e-9fda-7947edc420be	164	108	36	173	1	13	110	0	4	0	2	53	32	12	0	0	3	2	0
23cc70c4-b744-4fa0-a0de-b25c0fdf212f	400	25	0	4	21	0	1	0	0	0	8	0	24	0	0	9	0	0	0
23d77176-dfed-4bee-ac96-9934377d8d81	0	103	653	115	0	750	3	101	0	0	0	160	0	86	70	45	3	0	46
23d86395-9e20-4cf9-bf7e-f76544a1f772	390	0	90	0	14	49	36	6	10	9	0	0	26	7	0	46	0	0	0
23eb72d8-c622-11e3-bf01-24c6515278c0	329	60	0	58	20	0	9	0	0	0	3	1	32	0	3	4	0	0	0
23fa90d5-b273-4e2c-9c88-68aa57b60e97	425	1	0	0	0	0	0	3	0	0	0	0	27	0	0	0	0	0	0
241abdfd-e6de-4830-a233-4bbc5f622725	204	88	25	134	54	10	104	0	29	5	0	38	14	50	4	1	2	11	4
2425a532-f562-423a-88f5-228642f53875	385	1	1	51	10	0	12	6	2	0	7	0	15	6	0	0	1	3	8
2439ec74-1713-4d47-a5d9-886f69dddcb6	166	153	21	135	49	19	73	18	0	30	0	0	40	0	18	0	0	4	0
2468e58c-c623-11e3-bf01-24c6515278c0	25	210	68	207	47	255	31	42	0	0	36	107	0	0	8	19	75	7	1
