NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
68	157.874	14.064	33.358	8.747	0.052	0.994	120000.0
69	156.243	14.006	32.282	8.508	0.052	0.995	90000.0
70	155.603	13.967	32.212	8.513	0.051	0.995	70000.0
71	149.181	13.362	31.686	8.312	0.051	0.995	130000.0
72	161.102	14.65	33.131	8.741	0.051	0.994	140000.0
73	157.656	14.065	33.546	8.763	0.052	0.994	120000.0
74	158.472	14.245	32.379	8.525	0.053	0.995	90000.0
75	155.851	14.034	32.706	8.566	0.051	0.995	60000.0
76	164.545	14.89	34.876	9.166	0.051	0.994	100000.0
77	157.152	14.043	32.687	8.588	0.052	0.994	100000.0
78	155.376	13.842	32.899	8.618	0.051	0.994	80000.0
79	152.72	13.747	31.545	8.303	0.051	0.995	80000.0
80	155.162	13.872	32.41	8.522	0.052	0.994	90000.0
81	163.023	14.65	33.951	8.879	0.052	0.994	80000.0
82	156.422	14.175	32.552	8.596	0.051	0.995	90000.0
83	158.379	14.318	33.331	8.77	0.051	0.994	60000.0
84	161.374	14.594	33.491	8.815	0.052	0.994	160000.0
85	154.977	13.802	32.484	8.525	0.052	0.994	80000.0
86	147.061	13.233	30.564	8.079	0.052	0.995	80000.0
87	160.234	14.377	32.812	8.612	0.052	0.994	90000.0
88	162.763	14.435	33.547	8.746	0.053	0.994	90000.0
89	162.823	14.729	33.306	8.765	0.052	0.994	120000.0
90	152.335	13.496	31.36	8.225	0.053	0.995	100000.0
91	155.089	14.048	31.856	8.437	0.052	0.995	90000.0
92	155.638	13.915	32.688	8.585	0.051	0.994	80000.0
93	156.541	13.946	32.25	8.462	0.052	0.994	130000.0
94	154.878	13.98	32.763	8.627	0.05	0.995	100000.0
95	152.85	13.844	31.77	8.4	0.052	0.995	120000.0
96	162.402	14.699	34.198	9.008	0.052	0.994	130000.0
97	155.818	14.149	32.494	8.611	0.051	0.995	90000.0
98	154.91	13.937	31.932	8.414	0.052	0.995	100000.0
99	164.016	14.731	34.094	8.961	0.052	0.994	100000.0
100	149.022	13.411	31.167	8.222	0.051	0.995	110000.0
