Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N
1327bbd4-a466-4e26-905f-cf91315f1cc8	199	71	119	60	183	75	0	56	0	0	0	103	0	0
132f7f2a-b902-4343-aa08-cf6a7af10b9a	423	0	0	11	18	3	21	0	7	7	0	1	0	4
13446fc4-9fa6-4bb3-a00a-b9265b41eb12	437	0	0	0	0	0	6	0	2	9	0	0	6	0
134c9a92-e91e-4347-a9c4-727279edebb1	82	101	7	264	131	77	135	92	26	39	0	22	0	16
1358ff92-4db9-4e42-b63a-984a7bea425a	427	0	0	12	0	14	6	0	1	9	0	0	0	0
13642cf8-9840-4a7d-a26a-95f65b2c70c3	435	0	0	13	0	25	6	0	0	14	0	0	0	0
13bd2b30-c623-11e3-bf01-24c6515278c0	259	0	70	78	96	103	88	0	43	32	33	5	22	14
13c312ec-0add-4758-ab8d-c193e2e08c6d	311	0	21	0	136	0	0	0	0	0	0	46	0	5
13c62975-9f5e-4d40-a461-dceab08a31ec	218	37	10	92	137	36	80	13	1	0	0	62	0	0
13c7065e-6780-4571-978e-a7c13078ff50	389	0	0	0	64	0	24	0	2	6	0	0	7	1
13d05f7a-e16a-40ef-9a15-21257da2cf89	359	0	0	0	41	0	27	0	0	58	53	0	70	3
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	284	5	27	81	107	0	56	0	1	24	0	10	6	0
140d6ef7-0217-4d16-9add-215d0d14ba06	367	5	0	0	69	22	15	0	5	14	0	0	0	0
141918cd-3e23-45bc-96e1-b208c80f69e7	419	0	0	20	12	59	18	7	6	7	0	0	0	0
142b6dbf-c943-4a7d-8ab6-13a975f48d7a	183	20	35	109	189	14	103	0	6	15	24	0	20	8
14334aea-2dae-428c-9d4a-1a37878dfc3f	209	18	31	70	163	144	27	23	4	28	20	8	0	45
1447c8cb-25d4-4092-8919-4df08f898d2d	383	0	0	21	57	24	37	0	2	0	0	0	4	6
145f2b89-8878-4390-b0f6-f09b02fb138a	167	63	30	83	209	74	91	4	0	29	0	9	15	21
145f6dbb-9744-44f7-8485-e440689de3fd	311	0	6	75	87	11	106	18	0	2	0	0	0	2
14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0	70	135	353	181	221	76	40	249	53	0	0	0	0	0
147e3496-514e-4da7-be42-7cd9be78ed04	430	0	0	11	0	0	8	0	46	13	0	0	0	32
148536ce-ee2a-4952-a19d-10d6f44146b9	385	0	10	13	43	0	7	9	0	5	0	40	0	2
1494bb16-f1f0-42a4-b10e-c383574cbc8b	412	0	0	0	23	18	18	0	5	12	0	0	0	3
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	73	114	18	113	237	156	28	14	0	0	32	109	30	4
14bf9bfb-14d6-4cac-a556-828f680e8a15	109	289	118	35	208	177	47	71	0	0	0	125	5	48
14c5b81d-da49-4db1-9834-77711c2b1d38	49	20	0	429	36	227	98	188	0	41	0	0	0	0
14cbcbb1-028b-471a-bb4f-8b29cfa5e4eb	425	0	0	31	0	2	20	0	2	6	0	0	0	0
14dd86c1-dfb3-4124-a453-4d64223bc048	429	0	0	22	7	0	15	0	5	4	0	0	0	0
14ed7388-41ed-43d4-afb2-04cd6410d5d2	21	226	252	144	220	457	30	170	141	0	0	0	45	18
14f41457-25c3-4979-8515-4f33322039a5	439	0	2	0	0	0	12	0	3	14	0	7	0	0
153a64ee-6322-4f2e-b3df-77ef7d3a4cf0	1	132	260	208	229	86	17	121	102	64	103	52	7	2
154f80bd-984c-4792-bb89-20c4da0c08e0	412	0	0	27	0	9	10	0	2	7	0	0	0	0
15563a10-47a8-401d-a507-2c7101f7ae60	367	11	0	44	29	32	9	0	0	8	0	0	0	0
1558629a-770a-4dcb-b0bf-9a8bcea9d80b	262	29	0	93	113	0	156	20	0	13	5	0	0	0
155873b2-e5de-405f-87f6-6de0d238b160	403	4	0	40	18	11	31	8	0	4	0	0	0	0
15678c3d-ce61-454d-849e-1d4ca358909b	312	5	19	33	105	40	31	0	3	36	5	0	0	0
15895218-c623-11e3-bf01-24c6515278c0	201	4	57	58	203	60	2	31	0	14	7	37	0	11
15a93657-0521-430a-a816-bf0842374b75	415	0	0	17	10	3	13	0	2	5	0	0	0	3
15abb2a3-10a2-4e04-8eb9-6eadbd976af0	429	0	0	7	0	9	6	0	2	8	0	0	0	0
15d597de-d26c-4ce1-b0cb-077e39b55f30	0	122	370	132	277	96	0	72	0	194	0	42	20	28
15daadb0-6b24-4248-9225-470dc08f1552	317	0	0	20	126	16	40	0	2	9	3	7	2	10
15dd024e-c0da-461a-84db-d01e60a22210	432	0	0	8	0	9	5	0	1	7	0	0	0	0
15e097e3-e468-466c-8e57-b59fba90bbf2	425	0	0	10	0	22	29	0	2	10	0	0	0	0
15e7d981-8c27-4b2b-b4f8-626e22021895	0	247	432	98	171	1421	213	298	6	37	30	20	120	97
15f90ef0-831b-40a3-98bd-ec226a9e8b26	127	106	17	127	176	95	144	43	3	46	0	31	4	24
15fd8dc8-c622-11e3-bf01-24c6515278c0	352	0	9	16	84	23	63	0	9	11	0	0	14	3
1659bae5-3140-4d05-891c-81b48277b2fc	0	218	595	56	271	566	17	156	40	0	27	14	230	27
16c6f975-48fd-4cda-946a-777cb922949d	332	26	0	99	18	31	160	32	0	6	0	0	0	0
16d33e09-2e21-4da2-8e57-e78ce28c4408	25	322	416	23	278	375	145	18	0	37	131	0	0	50
16d5519e-ecb9-4fc8-81f1-e0e4adf722a8	55	138	139	133	245	62	33	23	30	0	0	72	92	18
16df7888-2480-4394-8856-d57a6ef371d2	19	35	269	137	313	279	0	120	179	0	0	0	60	0
170ad241-9e24-469b-b7ca-3fd783a89b21	0	175	316	274	176	296	35	21	0	0	46	23	38	17
1727e88b-df0a-4af2-9191-8c6061d98ad0	171	53	98	23	255	0	16	21	10	8	5	55	7	3
172c9864-c26d-4e9b-947a-e8ce761e996d	231	4	63	37	177	43	0	56	82	37	45	75	1	0
1776f326-b12f-4355-8107-80fa6fcd2159	305	28	9	55	100	0	97	10	3	12	0	0	2	0
178d0486-cb0d-4979-8bdf-bb3fe99149bd	433	0	0	1	0	9	4	0	2	15	0	0	0	0
17a66d24-de77-4f2a-a8ad-d2c6a69e7671	430	0	0	7	0	8	6	0	1	9	0	0	0	0
17de5b12-c623-11e3-bf01-24c6515278c0	215	91	11	105	76	117	138	13	31	56	35	156	0	21
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	80	339	252	90	168	331	70	61	138	0	12	18	11	99
183b04f5-107f-496c-8e9a-8263dd00cffa	99	81	79	155	206	133	79	46	0	2	22	40	3	7
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	328	24	0	106	32	0	102	7	0	1	0	0	0	0
18ec066e-8510-4921-9e35-45d85fb01e38	352	0	36	27	0	115	28	145	554	103	0	91	0	0
18f5e75e-c623-11e3-bf01-24c6515278c0	352	0	54	9	86	14	51	3	5	21	0	0	26	13
18f9240e-7acd-41eb-a154-c2a67a1cbe9b	378	0	0	20	55	0	18	0	7	11	0	3	0	0
19085f7d-e6a6-406f-bd09-520a27e0283d	333	0	0	74	64	0	38	9	1	11	0	0	7	2
190eb791-383d-4e27-870d-e470630843e7	28	20	270	182	273	53	79	157	236	0	41	0	86	14
19233fd1-5229-466e-acf3-5882165758e0	435	0	0	0	0	7	2	0	3	8	0	0	0	0
1924d200-6929-4eef-8a7f-317f8fbab915	444	0	0	6	0	0	10	0	5	6	0	0	0	0
199bbb0f-996c-40c1-b06d-2066f04be778	391	0	0	22	23	12	5	0	0	23	0	10	0	15
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c	372	0	0	54	36	5	24	0	2	3	0	0	2	3
19b6b9d6-6912-4b85-a4bf-52014bcb170b	326	7	0	64	76	69	5	0	15	0	4	28	3	0
19c1c97f-a3ec-44a8-8a20-6f97caed1a4f	83	0	0	262	135	455	12	14	19	38	10	46	27	4
19cd4360-8392-4bc2-ae88-fdc1335d886b	415	0	0	26	0	7	14	0	2	6	0	0	0	0
19d6cf34-1cd7-4242-a4d1-5d3e11f428aa	454	3	0	0	0	0	0	0	4	0	0	10	5	0
19def402-fb8d-4b27-90dd-ce9135a3c0a2	437	0	0	0	0	8	0	0	2	7	0	0	0	2
19fe27d8-c623-11e3-bf01-24c6515278c0	261	0	8	80	117	47	59	0	4	23	0	0	12	12
1a0ef226-41a5-4b56-9078-4b7834f0c976	232	92	116	0	189	11	6	0	46	39	42	45	13	0
1a134c18-ced3-4bae-9f15-5f0f09526639	422	0	0	21	0	11	3	0	2	6	0	0	0	0
1a319682-f55e-4e0b-8476-48a0bea6c265	288	6	0	121	60	30	123	7	3	18	4	0	0	8
1a391468-fbf3-451a-b88e-a257a26d047f	0	363	1626	66	27	278	0	408	601	202	279	0	262	95
1a4633c4-72a0-4e30-8c4c-345e04337627	271	7	5	60	127	55	44	2	0	40	11	12	15	0
1a5bf97e-3d49-4d3f-b385-ffa7a295be9c	418	0	0	41	0	4	23	0	2	3	0	0	3	0
1a841850-fca0-48ab-8c78-db0bd5a64435	149	60	94	74	239	163	60	21	0	0	38	12	0	10
1ac15380-04a2-42dd-8ade-28556a570e80	65	0	0	100	100	290	407	881	1269	182	0	494	0	0
1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6	321	131	54	0	42	62	104	0	38	53	0	141	0	0
1aff91a6-1b0f-4575-8f4b-4e064a50b886	67	204	171	145	205	228	0	62	20	0	0	53	28	18
1b06afe2-c623-11e3-bf01-24c6515278c0	314	45	68	0	108	62	45	0	0	29	3	8	23	4
1b0fe1d5-b286-4f49-ae92-94d9c6db9657	308	8	0	132	29	18	71	0	0	1	0	0	0	0
1b1780d5-06da-40ee-9e15-02631a68027b	188	21	0	177	115	0	143	23	0	0	0	0	0	0
1b7838c9-c685-41c3-b184-a2e40c7c4dc7	411	0	3	0	38	0	25	0	3	0	10	0	0	1
1b8fe07d-859c-4d91-ade1-6b2bcb5774ce	384	23	30	37	4	63	14	0	5	21	24	15	6	9
1bb2bdb7-8a89-4e7d-903d-03a6f8018efb	165	20	183	141	143	68	0	96	14	123	8	28	0	78
1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa	27	382	167	150	105	259	278	44	56	204	19	141	3	46
1bbb522d-e224-4b3f-9e10-3a47d06b2b05	435	0	0	0	0	7	2	0	3	8	0	0	0	0
1bbfe6f2-ad19-4d29-895b-973f5a91c707	167	169	0	173	64	0	374	106	0	76	0	0	0	0
1bd47e40-d708-4ca2-b4b3-eb8d996c916b	430	2	0	20	0	1	17	0	3	7	0	0	0	0
1bd74f92-47f6-427e-af6f-299c3a7fe023	446	0	0	0	0	3	3	0	3	11	0	0	5	0
1bdfaa8a-1b7e-4251-b135-ce5e4568371b	406	0	0	27	21	5	17	0	5	7	0	0	7	0
1be81ade-7ad6-4e7e-90d0-f986b3fb0a25	383	13	0	53	18	16	51	0	0	4	0	0	0	0
1be8fa2c-8fea-4e8c-90db-c04d9fcdbf49	0	174	196	98	323	205	53	57	84	0	0	5	8	36
1bea3a72-3b73-4072-a6bb-96a90119d3ac	250	2	15	6	135	0	0	0	8	21	0	13	1	2
1c00925b-7328-4db0-b930-04aab2d80719	137	97	203	56	244	111	12	60	1	0	0	33	0	25
1c0e384f-7254-4afe-93c0-b3fc6c6a7894	56	363	413	52	247	135	18	243	0	0	11	64	0	4
1c10ab52-01a3-11e4-8395-af1f6b7ba88c	327	0	0	43	82	20	21	0	0	15	0	3	0	0
1c188bf5-2c99-4eb4-a774-59c75d53e643	0	34	1365	0	105	1970	267	1243	806	0	275	513	0	77
1c1c6494-c623-11e3-bf01-24c6515278c0	388	14	0	17	37	0	40	0	1	12	0	1	1	6
1c28e44a-6e6c-44ed-b58a-e3262c0e6759	159	12	8	222	107	126	274	107	0	0	0	0	0	0
1c300960-e51c-4477-8fdd-026c7e545dc4	431	0	0	8	0	2	4	0	4	7	0	0	0	0
1c3df485-8e75-4378-87f6-c6463a520624	75	107	1	192	223	0	155	51	0	8	5	3	10	0
1c9fbe26-1447-4335-aaab-06d6bb3e2741	183	75	145	44	215	46	31	25	16	57	14	8	40	4
1cb25b72-3726-4f12-9e22-f5c7e4b05681	345	0	5	42	66	33	0	0	0	24	20	14	0	8
1cd0acf2-3116-4dfa-a063-0a435b9f6da3	0	336	731	247	56	270	42	383	502	0	0	0	216	77
1d0617e8-2725-4411-b50f-e46ea1d43242	349	0	0	117	3	36	41	14	0	0	0	0	2	12
1d1eeba2-4d7b-4380-b0b6-26d246bc4158	391	0	0	57	0	10	22	0	0	5	0	0	0	0
1d2d355a-8409-4c8a-9f07-ac62885e228d	0	319	1067	237	51	89	0	359	333	26	238	0	52	19
1d325d84-a3a0-4802-9842-76cb21cecb1c	409	11	3	0	32	50	8	28	0	0	0	29	0	0
1d4a091d-fe65-49c0-8810-5a95243b108a	182	93	80	49	198	104	19	25	0	0	10	38	19	9
1d6c9181-a02f-4c35-85b3-65dc5808f50e	279	12	0	51	123	0	74	0	0	3	0	0	0	1
1d91f9c7-67ba-4606-9f0a-01ec6fc08262	195	16	0	151	115	0	102	29	2	168	0	0	0	23
1d97ba51-d981-4986-9f71-c2b6cb9961c3	435	0	0	0	0	7	2	0	3	8	0	0	0	0
1daefc49-5248-4948-87ce-0ec19a248ef9	136	0	205	63	257	0	0	46	16	139	0	64	6	26
1db83e80-bdf7-4d8d-8008-bd8406d641fc	207	29	0	144	125	37	53	19	71	24	0	20	2	11
1dbdbb2c-c623-11e3-bf01-24c6515278c0	199	11	116	128	132	0	0	40	7	8	56	131	6	6
1dc9e7fd-fc62-4b32-9619-4e02a266a385	0	530	684	215	90	167	60	330	27	0	0	0	0	26
1dd96495-5f83-4d36-96cf-b77cd0cbbfda	447	0	0	0	0	1	8	0	5	7	0	0	0	0
1de83d45-8492-4b83-9055-a9f43b823f91	418	0	0	40	0	14	19	0	4	4	0	0	0	0
1df8939c-c622-11e3-bf01-24c6515278c0	196	77	107	65	157	45	25	0	26	12	51	0	65	54
1e046ab9-fa4c-4c15-8d78-ed0048c80ebf	387	9	0	0	64	0	0	10	0	0	8	44	1	3
1e181878-c640-4e91-a620-3fc4b08a4de1	86	86	0	199	195	0	177	55	0	4	0	5	0	2
1e27cc8a-5394-4958-9af6-5ece1fe24516	214	0	0	234	25	100	208	189	2	37	30	0	0	0
1e2dcbcc-771c-43c5-8c8d-e0eb77cb3494	74	0	799	0	258	384	115	386	98	0	0	261	0	0
1e8ae8dd-74c1-44d5-a74e-bfdce801c736	360	0	13	0	74	0	0	4	0	0	0	58	0	4
1ea7e01c-c623-11e3-bf01-24c6515278c0	218	0	10	118	131	43	45	0	0	51	11	26	0	37
1eb1bc62-18f6-4bcb-a16d-aa6a91914031	416	0	0	9	36	0	57	1	1	0	10	0	2	0
1eb37b28-fac2-477a-88b3-e04291a07926	269	12	63	14	148	0	0	28	0	0	0	72	0	11
1eb62abc-7928-405b-84cc-f091ca5347b2	39	125	283	93	288	67	41	125	83	33	19	19	45	28
1f04210a-0c2e-4bb8-ac8e-86198e5f1d34	315	37	0	111	27	19	140	0	0	5	0	0	0	6
1f2a8889-4374-4037-bb56-0f20733380e3	0	192	708	183	87	852	0	252	0	0	0	377	149	32
1f5e70c1-c5de-49e7-941a-46e11a4f4416	250	8	67	21	172	0	0	0	0	9	0	61	0	13
1f81a1b0-8089-44ef-87b5-b3359a407ad2	133	168	170	48	234	221	14	23	113	0	0	53	54	10
1f8d8720-30ca-4057-90f7-a34b8383eafe	417	0	0	23	0	12	6	0	0	7	0	0	0	2
1f967003-82d6-4932-a445-24fc25723594	0	51	505	204	211	210	0	0	0	91	147	23	42	3
1fd69adc-c623-11e3-bf01-24c6515278c0	353	0	0	54	44	0	53	0	0	0	12	9	0	10
1fdab6a6-7346-4229-aa8d-5dbd258f0c60	44	60	343	138	285	75	27	117	46	53	62	10	39	6
1ff155dd-deb4-44e0-b3a2-e4875b618435	257	6	0	100	123	0	63	18	6	3	0	0	3	3
1fff8b62-534b-4d71-a65f-e5f93b8b50ed	84	114	83	179	193	130	37	109	17	0	0	92	16	23
2009e5e7-1796-445b-8677-46b3804fe0bf	372	0	0	25	62	0	30	0	1	1	0	0	10	3
2045c788-9ea8-4ea5-a5e3-65fc16a62adb	50	448	276	104	132	295	125	130	54	33	84	82	66	6
207f8a42-5b05-4876-b0ae-ebfaeea27844	0	674	747	182	0	139	73	332	0	114	146	178	0	55
209a9b10-7129-48fe-a899-d14ba17efe6f	365	13	3	0	83	11	3	12	5	0	2	27	1	3
20d1b88b-3ff6-4201-a748-6a993500c652	340	0	1	63	60	0	0	4	2	79	3	11	0	0
20e02396-e676-412d-9724-44a428919cdb	72	201	541	176	74	219	18	97	268	262	0	32	137	19
2102558b-87b0-447b-bb9a-e4ae9df8b75e	227	111	0	152	68	49	232	12	0	0	0	0	3	4
2109e1d4-c623-11e3-bf01-24c6515278c0	319	52	42	48	63	39	134	9	42	30	0	0	3	15
21205681-a0c7-48d0-81d4-0b7ef31158cf	42	151	162	184	216	166	44	129	85	44	0	42	28	1
2182ce2c-5941-4b65-9419-fc7966d5e6d5	373	0	0	92	0	19	53	37	5	20	0	0	0	0
21b1a37f-e91e-4ce1-83cf-bb89b8d0fb35	179	0	199	192	117	0	1	36	0	83	18	38	4	16
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68	411	0	0	30	4	5	21	0	1	5	0	0	0	0
221d0290-c623-11e3-bf01-24c6515278c0	230	11	86	69	179	0	0	36	0	0	0	21	10	1
22578b9f-78dc-464c-9bb9-382f033283d0	412	0	0	30	14	10	30	0	3	7	0	0	0	0
228fb827-c05e-494c-8a21-e1d925e100cb	381	60	63	0	32	23	50	0	1	8	12	0	18	36
2290b078-6a5b-4c83-9dfb-b525bbf14e4e	33	153	265	131	197	429	89	116	102	0	39	69	42	92
22cd3875-a123-4f0d-8cd1-371958208ad6	421	0	0	11	5	14	18	0	8	7	0	0	3	0
22d67778-61fc-4f15-95b8-7e7c6cc7112b	313	0	17	71	86	2	48	8	3	4	0	8	9	3
22edd867-dcd6-42b5-92bb-025ceb84b106	148	0	287	69	153	268	29	116	0	112	141	197	0	0
230f53ef-be3f-495e-9b95-b0f670bd6908	422	0	9	20	0	33	0	0	7	9	0	4	0	0
2316ee90-c623-11e3-bf01-24c6515278c0	372	0	3	54	24	9	12	0	1	12	3	0	0	2
2321c412-7730-4694-bc8f-199d7e51a7f8	425	0	0	13	0	7	4	0	5	20	0	0	0	0
232b7754-b3c3-4530-9d24-3af40d9b2816	354	0	0	45	51	13	42	5	2	12	0	0	0	5
2399ab13-abfa-480e-9fda-7947edc420be	205	3	7	134	138	0	153	47	0	7	19	0	0	0
23cc70c4-b744-4fa0-a0de-b25c0fdf212f	412	0	0	31	0	33	0	0	0	0	0	1	0	15
23d77176-dfed-4bee-ac96-9934377d8d81	0	702	798	86	158	0	22	214	131	0	0	0	0	24
23d86395-9e20-4cf9-bf7e-f76544a1f772	393	89	48	0	0	0	50	0	5	12	10	0	0	76
23eb72d8-c622-11e3-bf01-24c6515278c0	355	0	0	79	31	33	11	0	0	5	0	0	0	5
23fa90d5-b273-4e2c-9c88-68aa57b60e97	431	0	0	8	0	2	4	0	4	7	0	0	0	0
241abdfd-e6de-4830-a233-4bbc5f622725	225	24	12	87	142	32	143	42	5	0	42	0	23	0
2425a532-f562-423a-88f5-228642f53875	406	0	0	3	48	16	13	0	6	1	3	10	2	0
2439ec74-1713-4d47-a5d9-886f69dddcb6	203	0	18	184	94	40	107	0	23	35	0	22	0	0
2468e58c-c623-11e3-bf01-24c6515278c0	60	69	278	200	194	0	40	165	40	0	0	0	68	24
248fd0ed-f14c-40b8-9f14-e9c7adf16e22	435	0	0	0	0	7	2	0	3	8	0	0	0	0
24badf07-8615-48a3-8d6e-45c3d783f18d	372	64	42	43	14	27	63	40	124	20	0	12	3	0
24f887e1-ce82-40f3-9674-11102bd076c0	443	0	0	0	1	0	12	0	4	0	1	3	1	0
25103371-28ac-4f43-b0e2-2d376d0dcb84	159	0	111	136	167	59	0	9	148	76	0	91	11	3
25224aa0-cfdd-48ec-92e5-8f3992a3e574	53	505	926	153	0	358	63	327	644	0	85	0	0	303
252a1c43-f954-44d7-8e31-6bcd0157a05c	417	0	0	17	18	0	13	0	7	5	0	0	0	0
2564a262-03e8-467b-9ea2-f3ab38d75ae1	343	93	258	19	45	144	3	11	0	0	17	0	39	0
2572b0bc-c622-11e3-bf01-24c6515278c0	302	13	7	38	105	27	19	0	0	4	8	0	0	19
2584b428-c623-11e3-bf01-24c6515278c0	127	178	506	51	186	48	24	0	165	214	23	0	2	67
25bee010-cc99-4af0-ba2f-fe4dd308be33	411	19	5	0	39	0	0	0	0	0	0	28	6	1
25c002f7-e972-421a-b32d-7dd675d81931	431	0	0	8	0	2	4	0	4	7	0	0	0	0
25c32aca-6738-43ef-a103-243f2f9a3b43	160	191	307	0	201	204	16	66	17	54	47	123	0	1
25c76a8f-77c0-4650-bddf-45ed0c10a2e6	22	127	15	152	282	39	128	9	14	0	4	45	5	29
25c99312-bf63-4654-a73a-03c3c1cd50b6	390	0	17	43	16	45	15	0	21	10	6	0	0	52
25cf7449-8c5b-403e-aa75-e2af158598e8	159	98	10	180	135	11	239	11	3	0	0	0	4	6
25e20393-752b-4796-9001-0e22ee04c586	335	0	0	79	58	25	36	2	0	4	5	4	0	6
25e4cad7-2403-4992-9cbc-433574673549	278	0	19	26	124	0	44	0	0	95	0	32	10	3
25e68b09-7d62-4449-a14a-8d09edd96db6	432	0	0	4	0	14	1	0	1	12	0	0	0	0
25f07374-313a-4100-9a60-3d21d2988fca	16	211	72	310	84	264	216	151	106	128	0	11	19	36
25f73b03-4ba8-47ba-ad80-6ccb82105c98	90	233	398	129	167	103	39	165	45	0	0	54	0	0
2660825c-68f0-4631-948e-6da158edbe9e	316	0	43	55	82	0	0	26	0	44	0	38	2	4
267a9862-17bd-4056-ba4a-1f373736ffbb	387	0	0	12	43	0	18	0	5	5	0	0	0	3
26c301a6-a597-4c24-9f6c-2293e5ae41c7	395	0	0	55	2	12	13	0	1	13	3	0	0	0
26de406e-c623-11e3-bf01-24c6515278c0	380	7	7	16	52	16	27	0	11	1	15	4	16	0
274723ac-2bc1-4e2c-b31a-1907217b9f84	434	1	0	1	16	12	0	0	4	0	0	17	1	0
27847313-3b1e-47f2-84f1-acadaf265cf3	250	14	30	32	185	13	0	15	0	9	0	34	1	6
278b2498-1d64-493b-ac43-3489ec86f313	372	0	0	58	13	0	67	18	0	0	10	7	0	0
2790b964-63e3-49aa-bf8c-9a00d3448c25	244	13	0	93	139	37	74	6	0	0	5	5	1	0
27b56bf2-7a9d-4061-98d4-61fe2761578c	45	0	187	169	259	283	61	143	167	103	7	0	0	31
27f87d1e-2c32-4beb-9677-62f7a286673d	28	507	736	0	167	546	67	296	739	0	0	47	61	204
27fcccdc-c622-11e3-bf01-24c6515278c0	299	0	0	114	57	67	0	2	0	40	0	37	0	9
280a069c-38e5-4300-a15c-2612301b70e3	254	17	0	78	137	0	100	0	0	9	0	0	1	5
2828e5e6-c623-11e3-bf01-24c6515278c0	328	0	0	46	95	34	16	2	0	2	3	0	0	3
282b45ee-4af2-4c61-9acc-286eaf8d661a	67	103	90	129	243	109	22	74	0	46	0	76	0	15
28839c75-90a8-493f-b658-8c63e0ebd324	57	65	0	162	221	302	227	100	0	24	0	0	20	19
289790a5-77bd-49a9-a1ec-478a8ecacd7f	299	21	0	87	75	0	75	0	7	22	6	0	12	6
28e81540-4744-4865-b627-c7c9d8a3c2b8	0	266	117	160	197	121	205	41	61	79	68	0	101	0
28f41a20-b6d6-4ecc-888f-72f779ad9af7	338	20	0	11	61	28	71	0	38	13	43	112	0	2
28f8d45f-4763-472e-9c4d-6787ba00164b	442	0	0	8	0	2	15	0	4	6	0	0	0	0
29127cde-548f-4c42-96cf-6f0020c3db9a	405	29	0	21	9	0	62	0	0	3	0	0	17	0
293a2f0a-4846-4c7c-b8b1-bb741c8d3275	244	79	144	36	135	285	0	98	0	34	31	45	2	20
29548b5f-c88a-4908-8c46-e86483e75067	289	7	33	0	163	3	4	0	0	0	15	24	0	11
29578759-9ccb-4a24-b5b8-c45ebd4339d9	427	0	0	12	0	11	5	0	1	8	0	0	0	0
295aac88-c623-11e3-bf01-24c6515278c0	0	180	0	342	71	465	191	84	0	13	25	122	21	10
29a00d78-b9bb-4c6b-b142-d5b8bfa63455	339	8	28	0	90	98	104	9	170	38	67	41	0	11
29b92b51-7ba3-42a9-97d3-6a9b5e43f928	72	76	137	242	153	309	77	43	0	0	29	36	11	11
29fc38aa-f367-46a3-a14d-a5f657ad0caa	316	2	0	60	92	0	58	0	0	7	0	0	0	0
2a5a5840-a834-47a1-b1f4-dc8fed620f5c	443	7	0	0	8	4	0	0	2	7	0	10	1	0
2a7f6aac-8f94-4815-8b94-0ea7db71135c	417	0	0	38	0	2	23	0	4	12	0	0	1	0
2a8d63eb-0174-4213-9214-413f391f512c	0	358	469	251	46	734	94	181	22	0	1	50	137	24
2abe2e53-ad9b-4fbc-b9a7-93444f1bea87	396	0	0	49	0	5	14	0	0	13	0	0	0	2
2aeaab9f-4459-4be8-91e7-e0746cbd671c	317	0	25	59	89	42	65	0	9	7	0	0	0	0
2b000af3-2c9d-4eaa-af3f-8101b7425c37	194	98	223	0	118	31	204	140	122	185	216	4	100	67
2b02e3ad-4423-491e-993a-561e80dc7bcf	399	0	0	31	20	51	21	0	3	18	2	13	0	0
2b142863-b963-4cc9-8f8f-c72503c93390	118	244	122	0	222	157	52	65	197	0	0	112	87	30
2b36ac4b-eed3-4591-8b4f-b44049dfc5ed	409	0	0	31	15	4	14	0	5	17	0	0	0	0
2b3837b3-ee29-4a08-848e-1206404da986	292	48	73	0	133	90	27	3	0	85	25	65	9	5
2b40a733-7a63-4bb8-a953-95a4ee28f962	0	201	0	257	177	71	202	96	0	0	39	0	0	21
2b41746a-95c0-4875-afb5-c6d3d3ad30d9	151	13	133	45	179	97	64	107	66	0	131	0	284	33
2b4feb84-89e4-4c38-8561-5ffab02c8132	0	206	6	352	86	148	161	217	0	13	9	47	0	58
2b54d668-7585-4bf4-9fdd-aea3c5cd4fa4	256	31	0	122	83	42	113	0	0	11	0	0	1	4
2b569b88-c622-11e3-bf01-24c6515278c0	216	12	0	137	123	43	67	0	20	17	26	5	17	0
2b6d4d66-7f0b-4bc0-b3d6-171956a937c5	213	74	6	143	86	49	273	50	13	17	0	0	4	0
2b78de4e-4c8b-4adf-a058-3dae797e7881	0	446	552	212	68	446	0	89	97	0	58	136	11	121
2bd56bba-c623-11e3-bf01-24c6515278c0	210	0	0	85	177	0	87	0	4	16	4	0	5	5
2bd9ccca-3fae-4b66-a762-6f30d6276222	148	52	16	185	143	82	91	30	11	34	0	31	5	7
2bde43e2-fd4e-413e-adc7-c50bca75d358	203	77	257	49	166	8	1	104	136	0	122	0	33	4
2bf5b018-9f19-4fbd-9e1f-7d958aabe5d1	0	594	680	108	93	680	157	335	69	0	79	0	71	68
2bff30d5-be79-4686-8164-7a7d9619d3c0	0	395	1036	201	9	0	0	902	0	181	0	516	0	30
2c2e5f87-bd22-4a5e-be71-3bcc2aefaf74	433	0	0	4	0	13	2	0	0	9	0	0	0	0
2c316b7e-6a82-4ba1-9f34-d8bfcf82d41e	302	23	0	90	76	36	35	13	4	5	2	11	18	0
2c3ada8b-9650-4859-9857-43209c0f7cea	357	2	0	77	19	22	19	0	0	13	3	2	0	0
2c48eefe-2a08-47bf-8e4d-cbaab6777150	216	17	125	0	205	135	258	21	104	11	50	0	74	7
2c581a74-7716-4c20-b366-a8e1d9a901f6	340	0	0	49	84	2	43	11	9	7	0	8	2	0
