Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N
9ffe694e-b488-489e-bdbe-0800e505eec4	246	35	0	89	127	30	65	7	1	1	1	4	3	7
a0583407-712d-46f3-8c4e-4eeaa0149087	0	9	405	229	209	162	14	140	176	84	4	0	0	153
a08c196e-4f96-4b16-94b4-aa6a0153ac50	0	245	222	326	63	151	233	257	4	26	127	74	17	21
a08ec059-7592-4698-bb45-25a9c3680c23	186	0	0	270	13	28	338	216	10	47	0	0	0	2
a0bbb3b1-e774-4c75-9301-ba43fb803f20	0	252	274	189	199	143	94	222	0	0	0	0	0	55
a0e317b1-3f3b-4d25-b2d9-fcc2211dfda3	415	0	0	10	12	16	0	0	0	1	0	23	0	3
a0eb2611-1ca6-44b7-897e-ce18399eb7bc	431	0	0	6	0	9	5	0	3	7	0	0	0	0
a0f94565-9169-49ee-8e6a-21bdc43d9de6	405	6	0	39	0	16	21	0	0	4	0	0	2	2
a0fe80e0-e3ac-485b-8a1a-4c80c101b874	114	65	20	260	112	47	127	88	35	54	17	0	18	14
a13ee768-1423-4fcc-b663-caaf6694acb3	433	0	0	4	0	13	2	0	0	9	0	0	0	0
a1724132-f95c-4622-8987-fe3183b9dce3	421	0	0	18	17	0	20	0	2	6	0	0	0	0
a1a75f66-c622-11e3-bf01-24c6515278c0	29	112	113	202	223	53	24	105	0	0	0	82	0	5
a1af7c42-47af-435c-bb51-b932a3cd7b91	145	72	0	216	103	4	228	10	0	0	0	0	0	4
a1e3dc5b-b81f-4890-870c-ed3b8ac36dec	162	126	181	15	160	191	10	0	201	246	3	142	57	7
a1fc7064-abf5-477d-983e-576a784e1d40	127	37	183	175	137	0	0	72	0	173	21	64	7	5
a2034620-e4b5-4d4f-ac05-7fc1c098eb40	425	0	0	14	6	10	19	0	1	3	0	2	0	0
a2238b5f-0513-487a-9b1b-7bef85ebf336	180	42	106	18	220	177	0	0	5	43	72	15	60	17
a284fe9d-9afd-4472-8d70-243ca9be5c2c	92	82	80	143	198	89	112	81	48	79	20	0	89	9
a29278af-7ecf-403e-b6a9-623ea7879d05	382	0	0	75	10	46	45	0	0	1	0	0	0	1
a2a4021e-1273-4c18-907c-d20454ab898c	448	0	0	2	0	0	8	0	5	9	0	0	0	0
a2a67c8a-c622-11e3-bf01-24c6515278c0	250	0	6	84	126	24	48	0	22	21	4	0	13	7
a2e67393-50d7-4bcc-9bbd-c695086a936a	0	104	238	222	142	109	25	132	122	394	0	166	0	3
a2ee5dde-4342-4e78-88c5-3c9a8e10cbf5	375	7	0	71	9	38	34	0	0	3	11	0	0	0
a2f02ff7-8433-4cb5-9324-34f13edeaca1	253	40	209	0	0	167	48	236	634	461	0	162	210	55
a2f143d6-ba07-4ff0-960d-b29c3c716665	256	77	77	42	134	25	20	0	10	38	40	43	0	23
a3135834-3af0-4e98-bc6f-ad8ddf33db80	26	736	366	146	56	188	87	222	0	0	81	114	0	48
a315b798-f037-48d5-91ed-e733e3bbd6ee	181	40	22	168	114	42	100	51	23	22	34	0	39	16
a319188c-6b80-4228-8f2b-8f423c0fcf97	389	0	0	30	23	19	7	0	0	8	0	0	0	0
a31b6123-c1b7-4cd0-86d8-b2e640cce9da	318	0	0	93	46	3	40	7	16	13	0	9	0	11
a3210fd0-344c-468e-8ff2-2d0869a2fb75	323	42	5	52	64	26	60	12	11	31	23	0	7	1
a330a96e-9897-4605-b5f1-5b5ef45cd365	37	35	83	255	201	59	58	118	6	0	0	21	24	30
a335b03d-41ac-4d41-a2a9-3134b5b0a0a7	436	2	0	3	0	27	10	0	1	5	0	0	0	0
a37a825c-d74e-46cc-92ef-b65016857b4a	123	77	202	95	226	35	0	84	159	0	44	53	5	25
a3914a6c-c622-11e3-bf01-24c6515278c0	109	72	160	68	227	0	80	102	401	35	117	94	0	65
a3deafcb-b54f-4b7e-89ac-c92c16fb919f	318	37	32	11	112	3	6	12	0	5	0	52	0	7
a3edc9cc-f54a-4459-a5d0-097879c811e5	340	51	25	0	86	13	70	0	33	10	8	7	33	10
a441697c-4ca0-4eab-9b01-b9cb50223ce2	451	0	0	2	0	11	0	0	2	0	2	9	3	0
a46f1e20-9e97-4dcc-a5ed-532aad9f3236	413	0	4	32	0	2	4	0	5	10	1	0	0	0
a47c2012-c13d-48ac-88b6-e09bfd50122b	265	18	0	104	107	0	103	6	0	9	0	0	0	10
a492a32b-bf2f-4f8c-b06e-794a4baa2fe7	225	0	90	18	224	0	0	0	0	41	9	10	0	9
a4beedc3-0e96-4e1c-90b4-3674dfc01786	372	12	15	0	71	0	0	7	0	0	1	13	0	10
a4c838df-6ac4-455a-8096-8ec680064374	258	0	0	189	32	46	172	138	18	3	0	0	7	12
a4ca18dc-c622-11e3-bf01-24c6515278c0	366	13	0	14	77	0	41	1	2	2	0	3	3	0
a4f8305f-4409-4776-b34d-4878d18c8693	417	0	0	29	12	0	27	0	3	4	0	0	2	0
a5346247-3f30-470a-b4ab-732180786291	253	0	100	31	184	0	5	0	35	0	45	0	16	4
a54aac0e-4108-49cf-bf50-687031c7cda6	432	0	0	20	0	0	17	0	3	3	0	0	0	6
a56cd282-f6c5-4373-b3d8-676562894598	430	0	1	10	0	14	23	0	2	10	0	0	0	0
a592e80a-3b1a-46aa-be30-bcd87d6bca6f	439	5	0	0	11	1	0	0	3	0	1	19	2	4
a5d5c238-0447-47fa-9a81-3b823cbdcea6	296	35	45	0	130	30	33	25	0	112	18	21	0	3
a6045753-60bb-4e65-bc89-1ef0b47aab35	202	38	0	176	91	69	35	22	7	118	16	8	0	15
a612b654-c622-11e3-bf01-24c6515278c0	2	146	71	158	251	170	138	0	69	148	20	11	24	38
a64000df-16e5-4b88-865f-5c680adf60eb	256	103	89	27	100	157	202	0	7	11	15	0	0	52
a65bcd07-c47d-4bda-a2bf-21f68cef2f3b	412	0	0	31	4	9	9	0	18	11	0	0	0	0
a67f4531-99ef-43df-82f5-f6abc4b11826	55	139	101	49	321	60	0	29	0	35	24	79	0	1
a68389d4-431f-4582-b4df-e8ad200aa3be	371	0	7	97	0	23	2	0	3	24	3	0	0	1
a6957d15-453c-4f3b-ab8c-c38054dfe548	273	0	16	63	125	0	121	77	123	20	0	2	0	0
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	264	0	228	0	24	192	255	110	339	32	160	139	321	26
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	0	1	22	396	60	0	114	150	0	535	0	0	0	13
a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c	287	0	152	37	132	124	101	115	64	0	5	0	26	0
a6ebe0c0-8aab-4b9f-8328-4b795895a77d	169	79	142	70	203	45	3	45	36	1	8	103	0	17
a7314730-c622-11e3-bf01-24c6515278c0	199	85	146	44	184	31	27	76	77	0	0	11	14	71
a742a46d-2594-4efe-a701-4a2737ffae81	436	3	0	0	2	0	0	0	3	0	0	18	1	4
a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	64	268	405	192	150	58	32	87	65	8	22	19	98	6
a78544d7-65c6-4778-af62-ceec24c14056	219	34	0	76	168	71	106	5	20	14	6	0	5	0
a7a56d67-1bd7-4d69-9237-34c2d261261b	45	0	38	233	209	6	84	5	11	126	34	28	13	8
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	433	0	0	19	0	3	16	0	3	6	0	0	0	0
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	435	0	0	1	0	7	1	0	1	16	0	0	0	0
a8041e86-071e-46cd-8fb5-7ecdc1ab0553	117	51	139	215	142	236	38	182	65	0	0	16	3	30
a83e247a-8f65-4be4-9c6e-a72c4abffae8	440	0	0	13	0	9	14	0	4	2	0	4	0	0
a846f5e8-c622-11e3-bf01-24c6515278c0	140	17	12	128	224	45	108	15	10	21	0	8	11	2
a84915de-6562-4836-86f9-f2a05598296e	74	0	254	223	195	0	0	65	35	72	88	29	0	7
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	0	774	1544	0	0	674	0	481	313	277	573	86	66	118
a876398c-5b1d-444f-a360-5fe2db697480	0	331	52	190	158	185	294	108	30	110	0	61	0	47
a89a2341-263d-4e7f-87fa-18d9692d6b2b	424	0	0	15	0	15	6	0	0	7	0	0	0	0
a8f86b64-914c-4d89-897b-33bcdd1759f7	369	21	0	52	48	17	59	0	65	6	0	8	0	0
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	0	115	401	132	44	2273	70	591	152	78	22	122	198	66
a94d63fa-c622-11e3-bf01-24c6515278c0	207	32	0	146	103	0	99	13	0	53	37	4	0	5
a96eddfc-3afb-4bf8-a440-c91778113fbd	158	190	142	112	141	58	34	0	111	39	0	45	24	10
a971ac23-0664-405d-9f5c-9ca892af003e	395	0	0	41	24	0	31	0	0	7	0	0	0	0
a9a240f3-d237-4bb8-b968-e4a3cc7c2633	421	0	0	21	0	7	10	0	0	8	0	0	0	0
a9c29edd-2ef1-46ef-93c6-796cf0332a2b	445	0	0	5	0	1	16	0	3	7	0	0	0	0
a9d055c6-6c53-4e85-8270-34883a1342a9	426	0	0	8	0	14	0	0	5	24	0	0	0	0
a9dbd55c-5dcc-48db-8785-6baef3fdd7db	393	0	0	36	35	35	2	0	0	2	0	1	6	0
a9ec7d9e-b179-4782-a589-43c7d1642be9	428	0	0	29	0	5	30	2	0	6	0	0	0	0
aa018d90-5250-4313-9f7c-a3f196765e07	377	0	0	71	16	52	6	12	0	5	0	4	5	3
aa06ae46-2336-4666-a3af-fc790daf8da4	143	40	75	33	221	701	67	66	48	0	56	47	0	0
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	445	0	0	7	0	11	7	0	4	4	0	1	0	0
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	379	0	32	0	54	0	0	0	0	0	0	37	0	10
aa2654f4-94f9-487a-b415-85df69261161	429	0	0	17	5	3	12	0	4	7	0	0	0	0
aa4a868a-df23-4eef-a618-e945aa2ce98a	186	111	28	115	129	81	165	19	16	32	41	0	35	0
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	431	0	12	0	9	0	0	0	0	0	0	40	0	0
aa58c09a-7799-4675-8310-d270224b163e	331	4	14	29	70	63	25	0	0	0	28	0	0	33
aa5907cb-3be3-4e23-982d-719417baeb37	413	3	0	6	23	22	6	0	1	4	1	1	0	0
aa847c3d-d3a7-46aa-a81b-db5099a458fb	395	0	0	36	30	6	16	0	3	22	0	0	0	0
aabddb20-c622-11e3-bf01-24c6515278c0	57	325	86	0	226	125	625	206	207	153	94	6	0	5
aacaba97-ecde-440b-aae0-0e9c608c4b24	68	0	596	0	262	74	0	252	451	317	0	0	259	103
aad8c8d6-d828-4aac-9cfb-cee893e36850	342	18	8	0	92	12	24	0	6	34	0	14	1	3
ab318624-db9d-41d8-b7b8-34712434f28f	412	10	0	36	4	0	36	0	0	6	0	0	2	0
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	191	0	8	108	86	66	34	34	8	352	89	1	0	0
ab923db7-54e8-4a50-b7fd-c2b4b300041e	237	31	77	67	138	21	0	45	4	0	48	53	3	17
abbbe65c-c622-11e3-bf01-24c6515278c0	159	59	93	119	191	77	92	12	43	0	0	11	0	11
abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	193	80	47	87	168	116	77	27	40	5	0	0	0	31
abd2d959-d5ed-4eb3-9759-67eb1aa23325	224	56	19	131	84	132	192	34	3	21	0	0	0	34
abe290ed-67c8-42bb-84f7-0d32a5f8f3db	43	272	312	143	190	12	29	141	147	37	40	74	59	13
abedd46c-47b8-4242-adb6-12835400cb3f	419	0	0	20	15	3	20	0	4	5	0	0	0	0
ac02c38e-5fca-4995-b0cc-39b6189976a3	283	112	53	0	94	221	249	44	4	22	43	0	0	55
ac1bd179-8285-468c-ab9f-7f91151ca0f2	436	0	0	5	0	4	11	0	20	9	0	0	0	0
ac23a8d2-ac42-4031-9dd4-9b56baeb246e	419	0	0	37	0	15	37	0	2	3	0	0	0	0
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	343	0	0	63	54	9	35	1	0	10	0	0	0	0
aca4d810-9540-4ce3-8ceb-72d396c9b704	399	9	0	0	54	0	0	0	0	0	1	34	6	0
acb5e263-111b-43d8-9bd1-adb9a54e0fc0	432	0	0	6	0	1	8	0	4	7	0	0	1	0
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	142	0	12	235	96	0	87	30	0	200	0	15	7	11
acc629cb-ad03-4cec-9b21-922e4932ef3e	254	21	0	146	84	6	103	4	0	0	0	0	3	1
accfc45b-eae0-4991-a488-e217cdb46655	256	0	0	126	86	69	16	0	0	10	0	0	0	0
acd510de-b732-4a1a-8b72-6d22e763540b	0	557	782	185	93	358	68	397	0	0	0	0	17	0
ad007b59-46f6-48b9-958a-2b9d28cca3b7	201	30	0	71	181	8	66	0	0	58	3	0	0	7
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	403	0	6	25	26	8	10	0	8	19	0	4	0	0
ad41f1f3-e38e-4418-9c16-52bca5719f39	204	102	150	93	152	61	28	73	47	0	35	7	8	22
ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f	87	36	15	269	122	108	267	162	2	53	0	0	12	15
ad874249-9964-4e48-aa3f-7e828ea28f3f	426	1	0	8	4	10	10	0	1	7	0	0	0	0
ad92f17f-11e6-49bd-9835-6b2f47053485	416	1	0	18	5	9	15	0	0	7	0	0	3	0
ad9455e9-7147-489e-9b1f-3540c457c260	157	17	27	98	216	17	27	53	0	0	0	48	0	2
add0b0f6-b4a8-4b73-b634-c3600dc567d5	447	0	0	1	0	8	6	0	4	6	0	2	0	0
adfbba82-c622-11e3-bf01-24c6515278c0	316	0	8	89	49	105	98	26	6	1	0	0	4	7
ae464652-2f8c-4d94-8b08-cd8f1d29256e	448	0	0	0	0	0	5	0	3	10	0	0	6	0
ae82fead-2671-4335-a342-67bb69935ad9	117	260	128	166	93	153	33	91	77	14	14	118	25	41
aed4363b-19b8-4cb5-aa34-a442410d0796	121	16	110	154	205	78	0	93	0	0	0	49	4	18
aeeb01b4-790e-4929-bd59-6aad837603b1	445	0	0	6	0	4	10	0	4	6	0	0	0	0
af2cbdb6-c622-11e3-bf01-24c6515278c0	377	0	0	47	34	0	20	3	1	22	0	8	0	0
af96db5a-684f-41d1-a910-5a5193393d9c	185	20	40	127	149	54	7	0	0	62	0	43	0	4
af9cfac8-7fbe-49cb-aeca-8d68aea57994	0	292	653	100	147	189	0	287	466	125	108	34	350	2
afd1f2e0-343c-416d-8e8f-2177f312c2f0	420	0	0	17	0	17	0	0	2	8	0	0	0	0
afee5b10-3dff-4e50-9575-bc9fe20c5dea	115	193	0	119	123	168	452	316	23	124	79	0	0	0
aff5793b-3197-4d1d-bf0a-9b0ded5f2937	428	0	0	9	0	5	2	0	3	8	0	0	0	0
affa4ef4-02ec-40f1-b6a2-739f8bf2afa9	271	39	44	65	69	151	94	50	0	0	37	19	0	102
b02b4bba-6e66-44fb-a48f-38c309aaaac5	205	71	22	214	26	80	322	84	0	3	0	0	0	0
b04624d2-d8f8-4b51-be1b-72c73d8055f9	365	201	40	0	0	95	347	0	14	33	9	0	13	0
b061cb06-e927-4f24-82bb-9e651f7ae0e3	412	0	28	0	35	0	0	0	0	0	0	20	0	0
b070af2a-c622-11e3-bf01-24c6515278c0	74	91	380	80	244	11	29	66	115	23	94	0	45	86
b07bad52-d44c-4b27-900a-960985bfadec	311	22	3	66	76	0	58	0	0	15	11	2	28	2
b0a83df8-dd2c-4c1b-b238-9081d2c22258	430	0	0	7	0	8	6	0	1	9	0	0	0	0
b0c61486-b061-4b6b-ac02-130a3ea0b080	407	7	0	5	23	0	22	0	2	8	0	0	0	0
b0d1fde4-928f-4f4c-bff6-33b885582bb5	447	0	0	3	0	0	8	0	5	9	0	0	0	0
b0f3087b-6f9c-47e9-b487-6726af1cb90b	420	0	0	30	5	0	15	0	4	14	0	0	0	0
b16780b0-75ba-4304-87e0-33f1e321b622	181	64	97	0	247	17	0	15	0	0	0	13	9	44
b1753e9c-29d0-4955-89d2-949cdabd1211	447	0	0	0	0	1	8	0	5	7	0	0	0	0
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	449	0	0	1	0	8	4	0	3	5	0	2	2	3
b1d2457d-3267-46ba-9fdf-663985e60538	425	0	0	13	0	12	1	0	0	16	0	0	0	0
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	251	0	0	160	75	121	7	0	25	0	3	3	0	0
b1f19de6-c622-11e3-bf01-24c6515278c0	251	23	6	103	113	7	155	23	0	6	0	0	0	20
b1f2442f-a973-47b4-9891-f028f0d44adc	304	1	0	27	121	0	55	0	1	10	3	0	0	0
b2190e26-1809-4aba-9f45-07c2edb3b4a4	350	7	0	0	94	5	0	1	0	0	3	42	0	3
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	46	901	385	0	30	1622	232	46	0	0	0	28	15	96
b24feafa-f2e9-4498-8471-a9e42c80cc9f	459	0	0	0	0	0	14	0	5	0	3	0	0	0
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	354	0	0	58	37	50	68	4	0	0	2	0	0	38
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	8	565	0	132	0	610	365	260	0	121	381	126	0	62
b28f7607-f162-425f-b44d-64e9633c8824	436	0	0	5	0	13	2	0	1	6	0	0	0	0
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	392	0	0	45	23	48	10	21	5	13	0	0	1	0
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	267	0	78	1	189	97	91	0	80	0	78	0	0	0
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	197	41	16	77	177	0	128	0	10	7	2	13	5	12
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	257	0	0	122	87	0	32	6	0	126	0	0	0	6
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	400	0	0	7	32	0	18	0	9	5	0	0	0	0
b32449c0-c622-11e3-bf01-24c6515278c0	7	167	162	22	366	122	51	39	31	25	11	95	13	57
b330c50b-c45f-413d-918f-33275d0d8f91	431	0	0	22	1	1	20	0	3	5	0	0	0	0
b33978c6-a855-4f9d-a0b0-d79453b9de41	306	0	0	133	39	0	36	1	0	44	0	0	0	0
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	229	0	0	136	107	0	56	0	0	122	0	0	0	0
b35d9a68-29f4-49ab-b83e-b5151679e3af	26	682	1309	13	0	660	318	1134	360	217	40	0	161	99
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	301	11	3	32	118	0	61	0	7	13	25	9	0	0
b38d0777-4901-48b8-9cdc-33b7f13a424f	0	308	0	267	118	156	205	107	0	34	0	68	0	24
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	272	0	18	55	116	57	0	15	0	0	22	46	4	7
b3befa40-8f44-4eb6-ada0-ec395f460656	91	106	367	124	184	130	0	94	71	55	112	0	25	69
b3f1d232-4392-4258-9256-d38ff4b59f94	291	95	0	29	108	5	145	0	7	24	0	0	0	11
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	197	0	0	210	78	0	83	40	0	72	0	0	0	0
b421b9ca-c622-11e3-bf01-24c6515278c0	11	62	270	85	339	0	26	189	156	9	148	33	171	10
b42d183c-bc9c-4652-9e56-10c54c5ee96e	207	26	68	85	173	29	9	44	0	0	0	31	0	25
b47aa163-eec9-4225-940b-4373e78152e2	277	12	0	61	125	22	81	9	6	2	0	0	2	1
b4860b5f-0a80-4fb2-81e1-4bafeb525b1c	431	0	0	21	0	6	8	0	3	12	0	3	0	0
b499032c-6cb8-4646-a95b-10af2a21a289	444	1	0	0	0	4	0	0	4	0	0	9	0	1
b49d5310-3cc5-4386-9444-cf0d61b52376	111	172	13	83	169	75	151	40	0	111	65	62	0	73
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	287	16	0	112	70	0	84	0	0	3	1	0	0	0
b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d	420	0	0	6	33	0	29	0	1	0	10	0	0	0
b4f515ce-5bee-4e40-a66a-01f41e92181e	80	42	36	147	235	66	18	13	0	78	16	85	24	4
b51fa117-2c0a-4e1d-8ec4-9f039073a486	408	17	0	5	33	19	16	0	0	4	0	6	0	0
b537bc07-9998-49f4-bbbe-5b617152bfd9	277	0	4	125	83	0	69	20	0	13	4	0	6	1
b53dcb4d-f894-47b8-8a4e-17c7998d8120	0	150	188	60	282	337	178	207	113	85	104	182	8	14
b54b9433-ec10-4cb5-a860-4555da64917b	21	195	172	54	279	277	45	42	6	204	28	129	40	17
b55751c4-c622-11e3-bf01-24c6515278c0	305	9	0	82	76	25	57	3	21	15	8	0	22	0
b5cabba2-30a4-458e-897c-00ec3fefa6d2	390	29	23	32	9	31	13	0	0	27	4	11	3	0
b5cc4a6d-93a9-497c-a7bb-a5db82edc176	453	0	0	0	0	0	4	0	4	1	0	8	3	0
b5dd0bc9-6c1c-4272-b920-744de37d0aee	221	35	0	183	63	37	189	110	0	6	0	0	0	2
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	318	0	16	43	65	111	212	30	13	10	0	0	16	0
b60392fb-43d9-4c9c-b91b-ded40492e61c	290	0	109	0	137	13	0	51	0	79	0	85	0	14
b61f7f76-f365-4071-a28d-bf354d5a670d	429	0	0	1	9	13	0	0	2	8	0	5	0	0
b6365bdb-e6d5-4615-95b3-db12a0c2f3d9	428	0	0	11	0	0	11	0	4	5	0	0	0	3
b64173fc-abac-4695-902b-f0acf9444e9f	364	6	1	0	70	8	9	0	4	0	6	31	9	3
b67208c4-c622-11e3-bf01-24c6515278c0	314	12	2	53	79	0	55	0	8	11	8	6	0	21
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	440	0	0	9	0	1	6	0	4	14	0	0	0	0
b68f18e1-0117-420c-9405-e8d3a1e8caff	354	0	0	40	66	16	19	0	1	9	0	7	2	0
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	110	110	40	220	142	82	116	72	2	20	8	17	0	17
b7008a98-5aa0-4cc9-9bee-af2a422266db	81	71	79	192	194	107	193	123	8	19	0	23	42	6
b710b214-5666-4054-97ef-3b9ac2bd90ac	0	253	8	378	2	820	47	0	0	0	0	161	0	20
b73523d7-f5a5-4140-8537-4df4d1ecf465	0	182	309	179	237	171	4	104	144	0	42	72	26	60
b752b444-f033-4be4-9d24-e5e80b4181af	51	834	789	0	0	135	28	208	0	211	396	136	0	82
b757a040-3c9e-45e7-a045-9cd08db11d62	6	421	535	118	27	905	125	244	187	205	226	129	138	41
b75b2663-dcc6-411c-bfcc-574aa33cf388	52	75	0	145	265	12	133	30	0	34	11	10	0	26
b77084ab-8148-49e0-b3f9-90f7d9ea1862	0	195	138	296	51	947	24	62	81	0	10	11	220	32
b7722577-f200-4dec-97f6-4fab3a9ba52d	375	0	0	54	19	17	22	0	0	5	0	0	0	0
b77543e4-c622-11e3-bf01-24c6515278c0	57	46	33	182	230	88	54	0	24	108	0	65	8	4
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	247	89	50	93	102	0	100	31	16	40	10	8	0	30
b7f11036-7ac4-41bc-a9a4-64162725fdfc	141	159	103	40	192	327	74	127	336	48	0	79	0	2
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	422	4	1	0	16	0	0	0	0	0	7	23	8	3
b7fbd99c-dea0-4448-a430-7f94c611e702	288	22	24	8	148	10	21	11	0	11	1	24	0	0
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	449	0	0	0	0	0	7	0	5	7	0	0	1	0
b80ca528-2c5f-400c-8df3-9c47869a64c2	347	16	0	43	57	12	53	0	0	4	0	0	4	0
b8151614-b08f-49a3-ab6f-2e780f765a17	312	28	0	109	30	67	159	28	33	15	4	6	36	0
b8270565-9e02-4d46-9534-08206bfd027a	366	37	14	0	71	14	70	0	23	55	15	0	1	0
b86655a4-c622-11e3-bf01-24c6515278c0	283	0	82	0	163	0	8	0	13	13	5	61	0	16
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	108	61	374	20	284	451	0	188	135	0	18	12	29	0
b86e88e7-0d5f-4b32-a35f-dc97251ab990	280	0	3	107	88	38	50	3	11	10	7	6	11	4
b88f014e-bc0f-4775-8228-39e0b471c3b0	126	115	351	160	168	146	43	88	170	0	36	0	0	6
b8cd6882-be27-4742-bc63-3227d31bf704	409	0	0	33	0	11	5	0	0	15	0	0	0	0
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	107	136	112	74	247	126	97	20	56	19	66	0	42	12
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	271	11	0	98	106	31	65	19	0	0	3	0	0	9
b97941dd-9844-4db2-9e25-42c725f47d70	90	0	9	218	176	299	83	0	0	0	0	0	24	9
b994762c-c622-11e3-bf01-24c6515278c0	81	25	54	157	226	64	64	23	5	4	52	62	16	10
b9bcba3a-c9be-4305-b5f4-c861282921e0	1	58	237	249	203	179	0	99	0	95	106	44	0	0
b9d1a64e-d445-4174-a5b4-76dd6ea69419	281	4	31	0	146	0	0	0	0	32	0	118	0	15
b9d2e29e-8546-4310-aeea-e029f17c0516	411	0	0	26	20	3	13	0	5	3	0	2	0	1
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	266	12	0	105	86	45	104	27	0	16	0	2	0	0
b9f03936-1de5-4330-8b0f-6d0ab533876e	378	3	0	36	39	0	30	0	3	0	6	26	1	0
ba096d4f-5a6c-4c31-ae03-e7483cf58c38	195	1	7	97	191	75	50	34	0	24	2	31	2	2
ba5667da-7688-4931-bdb7-d65f391caf60	429	0	0	10	0	7	3	0	4	6	0	0	0	0
ba67c02a-180b-43f3-b53c-2b77d84fbe3c	438	0	0	12	5	2	8	0	2	11	0	4	0	0
ba686386-8113-4885-b20f-6ad09a295604	447	0	0	0	0	0	11	0	4	0	0	0	0	0
ba940092-c622-11e3-bf01-24c6515278c0	0	52	1196	0	130	0	0	755	0	935	0	425	82	31
ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8	374	7	0	5	70	4	29	0	1	20	0	5	1	0
baa02e74-9cae-4996-858e-17d9f52d924b	379	0	0	39	43	14	7	0	4	21	1	2	0	0
bb02202f-d140-4bec-95ce-5c2b117a2167	219	35	4	133	93	57	268	45	5	6	0	0	0	32
bb45c6f5-49cb-418d-85bb-3ded165e2d07	444	10	0	1	0	3	17	0	1	8	0	0	0	0
bb567851-d4ff-4a93-8576-04a37aea68af	416	0	0	11	11	2	12	0	5	5	0	0	0	3
bb5bedd3-d8fc-4739-8e6b-9e37223f8be2	220	67	52	38	169	3	129	0	14	87	25	0	14	7
bb6150f7-23e4-40f2-b466-6b6edd19c502	240	45	69	23	171	51	5	29	0	42	35	13	0	22
bb659e7c-0b97-41b5-ac10-a66bb1f6f283	273	10	0	130	60	41	64	13	0	0	0	0	0	7
bb65d670-0411-4fc5-a6cb-019caec1ab36	51	132	247	123	234	309	88	7	84	94	83	23	7	22
bb66787e-e0b2-45b6-b452-98a6c32132e7	433	0	0	4	0	13	2	0	0	9	0	0	0	0
bb8176a7-ea7c-42d7-a85a-cec1ca386f2e	382	21	0	1	51	6	67	0	10	12	1	0	20	0
bb91765e-4c55-4e7d-93e8-77face8c91f4	432	0	0	20	0	14	6	0	0	14	0	0	0	0
bba106ce-c622-11e3-bf01-24c6515278c0	224	22	40	31	175	4	68	0	28	45	28	0	10	30
bbb2cf2f-8f32-43d4-846c-d1020e6329ec	73	95	258	136	198	227	0	92	149	0	30	4	142	0
bbbc531a-dd41-40b7-ae59-e35508aea0c7	422	26	44	5	15	0	54	0	54	1	12	0	5	5
bbdd7393-024b-4073-b5bc-ef7a68c15b8a	0	208	34	130	301	27	281	59	0	0	12	0	49	14
