Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I
973d0577-8ca4-44a1-817f-1d3c1bada151	13	303	527	414	158	438	0	503	0
9749a9a5-cb7f-4038-a5f9-5e2d6b97c689	132	269	91	23	222	106	49	118	134
978ae91e-6ebe-4efa-97ff-cfad511ae7b3	326	151	79	0	0	25	0	0	0
97a6f44a-c622-11e3-bf01-24c6515278c0	456	0	0	1	2	0	5	4	0
97c1a300-978d-4df1-9e97-ce2f92b9eff1	449	0	0	0	2	0	0	4	0
97c46ede-b280-4344-8dbb-e860c6472239	94	342	166	47	51	82	101	0	0
97f451e5-a1cc-4f29-8318-0e6ae74efe2f	384	37	31	20	28	0	0	20	76
982b58c4-02b3-4e7d-8af0-4b133d0c7e50	143	262	0	24	308	95	75	25	0
983c14b8-f35b-497b-9fd4-5e5f5f0a7aa7	315	113	23	57	118	40	34	26	0
987528ac-437a-4eb8-a335-4f2076d5c006	0	0	987	753	179	768	507	118	0
987d41ee-6bab-490c-b0f2-bf28c0089de9	108	34	225	0	16	79	0	820	1094
9880c3c9-5685-42a7-8fe9-7585ea1a1d37	356	106	0	6	103	87	0	0	23
98bb3025-0637-4106-8621-12df7b5d662f	368	77	19	18	40	0	10	16	26
98d27916-c622-11e3-bf01-24c6515278c0	140	315	34	37	122	42	8	0	54
98e8f23c-5970-4fce-9551-4b11a772fe1b	0	294	848	186	104	445	30	166	213
98f54445-b151-4aeb-b8cf-91d743ba066e	358	73	3	0	159	26	33	0	0
992d9566-b1da-421a-bf36-d23382b115fa	233	162	38	44	152	57	96	21	23
995a1ad2-faca-4a37-a59d-e62455985afb	343	90	6	14	48	31	32	0	0
99696731-c88f-427b-975b-1d90013e63ff	88	149	172	337	321	452	0	35	313
9988eb07-01f6-4f83-8699-bb63e0525f08	0	335	525	248	70	52	125	692	0
99bdc3da-c622-11e3-bf01-24c6515278c0	38	372	0	49	312	175	90	0	0
99e7016a-c3c1-431c-8838-beb78a3cc017	407	45	0	0	38	0	11	0	0
9a015939-8810-4808-9dfa-fb60a1173bc7	439	7	0	7	28	0	1	0	0
9a5bb831-8cb8-4de0-b94b-088cb38def1a	54	4	1169	1263	195	881	32	0	9
9a90f951-ad96-4883-b97f-ac43395dae5d	441	17	0	0	15	0	0	1	0
9aac83e4-c622-11e3-bf01-24c6515278c0	391	43	24	0	38	5	0	11	53
9ae0744a-9bc1-4cd7-b7cf-c6569ed9e4aa	218	0	0	0	2372	1616	107	0	0
9ae33a63-6b1a-43bf-9205-463c867bcbc4	127	313	66	94	43	165	74	62	0
9aecfc8f-62ea-4acf-aa00-d1f0fe6c6556	398	34	30	39	58	11	46	0	0
9b3e7a03-cf8c-4da8-bc36-20129d7783ba	236	214	15	8	91	10	31	1	0
9b75735b-705d-4ebf-92a0-fbb190b95285	439	19	0	0	9	0	2	5	0
9ba2c970-c622-11e3-bf01-24c6515278c0	343	112	3	0	31	25	21	0	20
9ba6be6d-2032-444b-ab3c-dbee8023759d	246	175	0	0	97	60	68	0	0
9bb9164e-ea1b-49ab-bbcc-f59cf8c32345	131	262	198	66	34	0	133	99	0
9be1246b-3dc1-4928-8b89-2d5ed0c866e8	436	24	0	0	14	0	5	1	0
9beb4126-0112-4c06-80a3-e5dd1c2b88d5	235	246	85	6	8	0	21	3	0
9c00828e-e9ae-4b9c-959e-34837ee2b230	13	270	80	219	441	409	215	369	0
9c181313-5b4c-41c5-9ad5-a5a86fe609aa	452	7	0	8	19	0	2	0	0
9c27fedd-b1b3-4af0-9e9b-20271854db08	131	324	21	27	168	10	24	20	0
9c399826-087f-44b9-98c0-bd881646b0f4	237	215	84	31	59	66	22	55	0
9c681cd9-25fb-42ac-aa6b-bb962882fa22	90	299	248	87	14	152	50	0	184
9c70688d-6e43-4520-9262-eaae4e4d597d	172	67	87	84	243	92	0	398	602
9c730cfb-3fd6-428a-a0a4-c061ca5db06c	459	0	0	2	7	1	3	3	0
9c7b3ac8-1352-49cd-8a8c-df6b19f6fd64	446	15	4	0	4	0	1	5	0
9c857452-c81d-4b9e-87a8-5b41f4394f7c	198	202	221	60	14	38	128	11	0
9c949c63-aa63-4a84-ac5a-b5260775cee6	446	0	0	0	8	1	4	2	0
9cb80280-c622-11e3-bf01-24c6515278c0	185	247	44	134	240	48	0	6	40
9cdb1905-8b0f-48bd-ba37-11e7ac9646a0	283	173	0	13	135	0	12	3	0
9cfa4e8f-ea4d-433b-8c2c-54f66ecb7e43	440	37	1	0	19	0	0	2	0
9d2671b9-bd30-4e3c-aa74-01e31dd2531e	450	0	6	2	0	0	0	2	0
9d29543e-8601-4fd0-8e76-3df3de465cab	460	10	0	0	6	0	0	5	1
9d3b0b87-5fc5-4d09-9c63-4d5fc4bc46d0	456	0	0	1	2	0	5	4	0
9d691fa3-5c32-4b98-85c4-f6e0fd4c37e0	264	0	305	0	229	612	346	1242	0
9db994a0-c622-11e3-bf01-24c6515278c0	110	359	318	42	0	78	15	0	0
9ddf2119-a222-4fa5-a9f3-0bec7eeea36b	0	235	0	389	513	411	248	0	0
9de495d1-55b2-4535-9b0a-a999df35977c	43	309	2	113	340	199	146	0	32
9df57388-7de1-4c90-910e-ef63a246dff1	290	145	18	7	124	39	0	64	49
9dfcbabf-2bc0-43a2-bdde-d0b2aaca3f6b	452	13	1	0	5	0	0	7	0
9e0009d1-c993-4247-9706-88ee84591dec	157	0	639	334	197	484	0	1158	355
9e272bea-9193-4c10-a802-f7e18b2937a3	147	241	0	73	496	226	83	22	0
9e5f0a23-e184-4611-b42b-e882dcf23acd	151	252	11	12	289	185	99	14	0
9e6806c4-d331-4025-abee-2f576e3bf182	0	258	430	222	14	149	400	0	0
9e7b51fb-2249-451a-bf23-bb2a3d935928	163	144	681	440	271	496	0	60	0
9e842227-2bc6-4185-bedb-abeb03836b51	417	23	10	0	7	0	37	0	0
9e99b8d9-6f0d-4fe0-9c1e-d286c0714909	382	43	10	0	20	0	48	0	0
9ebac79d-8b38-4469-837e-b834725fe6d5	44	355	275	71	0	170	171	33	0
9ec31146-c622-11e3-bf01-24c6515278c0	261	216	156	2	0	22	0	3	32
9ed8f0b9-d615-44c4-9ec9-e07ecd744922	169	147	55	0	366	184	286	27	0
9f298806-77b6-4c76-bd38-3343e1a3c6f0	333	43	46	0	17	0	150	0	0
9f5e6063-d19e-4f56-b3f9-5c2260d3bfc9	460	0	0	0	3	0	0	5	0
9fb6b7be-0084-48f7-a256-6d170e72e97f	152	323	63	8	41	0	19	5	0
9fb73d89-f7c4-47b2-810b-3ce37cd8a3c9	467	0	1	0	2	0	0	5	0
9fba5db6-c622-11e3-bf01-24c6515278c0	287	172	27	0	30	38	48	0	0
9fc0e0e8-1b0f-400c-b4cf-126193283695	455	0	1	0	2	0	0	4	0
9fc5b5c7-3973-42b4-8710-454de0cb5b50	198	254	184	23	7	34	21	0	16
9ff21093-58d7-4b69-aade-c242a383ea56	259	141	59	17	49	79	101	37	43
9ffcb7fa-424c-4f93-87a7-ce5e9053c613	163	286	103	67	46	93	37	34	0
9ffe694e-b488-489e-bdbe-0800e505eec4	256	199	0	45	95	13	5	3	0
a0583407-712d-46f3-8c4e-4eeaa0149087	17	355	424	40	70	270	163	246	0
a08c196e-4f96-4b16-94b4-aa6a0153ac50	0	259	205	277	293	320	248	41	123
a08ec059-7592-4698-bb45-25a9c3680c23	188	186	0	0	423	188	125	0	0
a0bbb3b1-e774-4c75-9301-ba43fb803f20	0	392	297	276	145	316	0	2	0
a0e317b1-3f3b-4d25-b2d9-fcc2211dfda3	426	25	5	5	0	12	0	0	7
a0eb2611-1ca6-44b7-897e-ce18399eb7bc	446	0	0	5	5	1	2	2	0
a0f94565-9169-49ee-8e6a-21bdc43d9de6	417	20	0	17	27	3	11	0	0
a0fe80e0-e3ac-485b-8a1a-4c80c101b874	127	267	3	74	180	101	169	50	0
a13ee768-1423-4fcc-b663-caaf6694acb3	446	0	0	6	4	1	4	0	0
a1724132-f95c-4622-8987-fe3183b9dce3	431	31	0	1	18	0	2	1	0
a1a75f66-c622-11e3-bf01-24c6515278c0	26	424	143	121	42	145	0	0	47
a1af7c42-47af-435c-bb51-b932a3cd7b91	127	298	0	39	303	0	15	0	0
a1e3dc5b-b81f-4890-870c-ed3b8ac36dec	197	93	353	169	99	141	250	199	0
a1fc7064-abf5-477d-983e-576a784e1d40	138	208	247	26	0	104	278	0	0
a2034620-e4b5-4d4f-ac05-7fc1c098eb40	434	19	0	2	19	6	0	0	0
a2238b5f-0513-487a-9b1b-7bef85ebf336	212	179	134	86	32	78	30	1	203
a284fe9d-9afd-4472-8d70-243ca9be5c2c	113	260	97	89	167	125	122	67	82
a29278af-7ecf-403e-b6a9-623ea7879d05	378	71	0	1	71	19	9	0	11
a2a4021e-1273-4c18-907c-d20454ab898c	459	0	1	2	2	0	4	4	0
a2a67c8a-c622-11e3-bf01-24c6515278c0	259	185	10	0	75	8	30	26	12
a2e67393-50d7-4bcc-9bbd-c695086a936a	20	181	426	82	93	241	533	81	0
a2ee5dde-4342-4e78-88c5-3c9a8e10cbf5	379	59	0	21	50	17	22	0	0
a2f02ff7-8433-4cb5-9324-34f13edeaca1	219	0	491	38	182	377	427	741	0
a2f143d6-ba07-4ff0-960d-b29c3c716665	272	162	113	98	21	20	53	14	32
a3135834-3af0-4e98-bc6f-ad8ddf33db80	22	213	451	834	132	309	45	1	63
a315b798-f037-48d5-91ed-e733e3bbd6ee	189	220	8	48	139	54	82	38	74
a319188c-6b80-4228-8f2b-8f423c0fcf97	400	41	0	12	15	0	8	0	0
a31b6123-c1b7-4cd0-86d8-b2e640cce9da	327	112	0	0	54	9	38	16	0
a3210fd0-344c-468e-8ff2-2d0869a2fb75	335	93	11	51	77	22	54	14	0
a330a96e-9897-4605-b5f1-5b5ef45cd365	47	403	75	41	95	147	42	20	57
a335b03d-41ac-4d41-a2a9-3134b5b0a0a7	446	0	0	15	13	10	0	0	0
a37a825c-d74e-46cc-92ef-b65016857b4a	117	343	228	73	0	117	0	201	49
a3914a6c-c622-11e3-bf01-24c6515278c0	104	315	211	85	89	118	106	502	0
a3deafcb-b54f-4b7e-89ac-c92c16fb919f	326	140	63	40	0	26	0	0	0
a3edc9cc-f54a-4459-a5d0-097879c811e5	352	85	31	58	83	0	0	45	32
a441697c-4ca0-4eab-9b01-b9cb50223ce2	458	1	0	8	0	2	0	1	10
a46f1e20-9e97-4dcc-a5ed-532aad9f3236	422	17	6	0	3	0	19	4	0
a47c2012-c13d-48ac-88b6-e09bfd50122b	263	199	0	9	133	0	18	0	0
a492a32b-bf2f-4f8c-b06e-794a4baa2fe7	240	239	124	0	0	0	23	0	0
a4beedc3-0e96-4e1c-90b4-3674dfc01786	382	76	22	14	0	7	0	0	0
a4c838df-6ac4-455a-8096-8ec680064374	264	168	0	0	214	157	57	15	0
a4ca18dc-c622-11e3-bf01-24c6515278c0	378	88	0	15	40	0	0	1	0
a4f8305f-4409-4776-b34d-4878d18c8693	423	37	0	0	28	0	4	2	0
a5346247-3f30-470a-b4ab-732180786291	263	223	107	2	0	0	0	57	21
a54aac0e-4108-49cf-bf50-687031c7cda6	441	19	0	0	16	0	1	4	0
a56cd282-f6c5-4373-b3d8-676562894598	440	8	7	0	29	5	1	0	0
a592e80a-3b1a-46aa-be30-bcd87d6bca6f	448	16	3	9	0	0	0	2	7
a5d5c238-0447-47fa-9a81-3b823cbdcea6	324	84	98	47	34	55	106	0	0
a6045753-60bb-4e65-bc89-1ef0b47aab35	222	151	17	57	65	70	215	0	0
a612b654-c622-11e3-bf01-24c6515278c0	33	303	128	188	250	79	193	72	0
a64000df-16e5-4b88-865f-5c680adf60eb	260	100	87	127	297	39	0	9	100
a65bcd07-c47d-4bda-a2bf-21f68cef2f3b	419	26	0	0	15	0	15	19	0
a67f4531-99ef-43df-82f5-f6abc4b11826	75	369	159	172	0	82	36	0	0
a68389d4-431f-4582-b4df-e8ad200aa3be	378	52	6	0	17	7	62	0	9
a6957d15-453c-4f3b-ab8c-c38054dfe548	281	172	7	0	148	52	14	146	0
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	225	0	235	0	319	171	0	437	703
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	54	83	93	0	185	114	762	0	0
a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c	309	134	142	6	121	194	0	83	54
a6ebe0c0-8aab-4b9f-8328-4b795895a77d	179	282	202	93	0	96	0	37	32
a7314730-c622-11e3-bf01-24c6515278c0	213	233	155	99	24	104	0	115	22
a742a46d-2594-4efe-a701-4a2737ffae81	450	1	0	12	0	0	0	4	0
a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	58	306	395	254	62	102	49	125	123
a78544d7-65c6-4778-af62-ceec24c14056	230	224	0	48	157	30	11	24	0
a7a56d67-1bd7-4d69-9237-34c2d261261b	64	326	76	0	124	20	230	0	0
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	453	2	0	0	16	0	8	0	1
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	444	0	3	1	2	0	11	0	0
a8041e86-071e-46cd-8fb5-7ecdc1ab0553	146	270	133	102	98	314	54	86	31
a83e247a-8f65-4be4-9c6e-a72c4abffae8	448	10	0	0	11	4	0	1	12
a846f5e8-c622-11e3-bf01-24c6515278c0	151	325	20	20	155	33	29	8	0
a84915de-6562-4836-86f9-f2a05598296e	64	359	271	0	0	58	217	73	0
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	0	0	1835	958	140	884	444	555	90
a876398c-5b1d-444f-a360-5fe2db697480	0	286	103	361	436	184	160	36	0
a89a2341-263d-4e7f-87fa-18d9692d6b2b	438	5	0	0	10	6	8	0	0
a8f86b64-914c-4d89-897b-33bcdd1759f7	375	91	0	30	75	2	5	67	0
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	11	0	460	536	617	1837	113	202	488
a94d63fa-c622-11e3-bf01-24c6515278c0	211	197	3	33	132	2	121	0	0
a96eddfc-3afb-4bf8-a440-c91778113fbd	164	231	172	210	81	18	51	137	0
a971ac23-0664-405d-9f5c-9ca892af003e	399	54	0	0	34	0	11	0	0
a9a240f3-d237-4bb8-b968-e4a3cc7c2633	433	8	0	0	12	3	11	0	0
a9c29edd-2ef1-46ef-93c6-796cf0332a2b	456	0	0	4	12	0	3	2	0
a9d055c6-6c53-4e85-8270-34883a1342a9	437	0	5	8	3	0	21	3	0
a9dbd55c-5dcc-48db-8785-6baef3fdd7db	406	58	0	16	4	22	4	0	0
a9ec7d9e-b179-4782-a589-43c7d1642be9	436	18	0	0	34	4	8	0	0
aa018d90-5250-4313-9f7c-a3f196765e07	380	67	0	0	19	49	22	0	14
aa06ae46-2336-4666-a3af-fc790daf8da4	204	145	99	209	240	456	0	44	100
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	457	2	0	5	3	5	0	3	4
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	386	67	53	0	0	6	0	0	0
aa2654f4-94f9-487a-b415-85df69261161	440	17	0	4	9	0	4	3	0
aa4a868a-df23-4eef-a618-e945aa2ce98a	183	208	26	111	231	34	50	19	96
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	435	24	33	0	0	0	0	0	0
aa58c09a-7799-4675-8310-d270224b163e	351	75	9	32	43	18	0	0	69
aa5907cb-3be3-4e23-982d-719417baeb37	426	23	0	17	5	8	0	0	1
aa847c3d-d3a7-46aa-a81b-db5099a458fb	404	50	1	0	16	6	30	1	0
aabddb20-c622-11e3-bf01-24c6515278c0	31	230	137	303	823	188	148	255	0
aacaba97-ecde-440b-aae0-0e9c608c4b24	154	94	732	0	9	346	299	559	189
aad8c8d6-d828-4aac-9cfb-cee893e36850	362	88	35	25	35	0	9	0	0
ab318624-db9d-41d8-b7b8-34712434f28f	416	34	0	9	40	0	7	0	0
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	221	0	90	0	79	79	508	0	0
ab923db7-54e8-4a50-b7fd-c2b4b300041e	245	206	98	37	0	50	5	7	93
abbbe65c-c622-11e3-bf01-24c6515278c0	161	289	97	64	144	46	0	51	15
abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	213	223	49	114	128	80	3	50	11
abd2d959-d5ed-4eb3-9759-67eb1aa23325	224	176	20	66	282	87	27	0	48
abe290ed-67c8-42bb-84f7-0d32a5f8f3db	34	335	353	271	30	165	105	219	0
abedd46c-47b8-4242-adb6-12835400cb3f	427	33	0	0	21	0	1	4	0
ac02c38e-5fca-4995-b0cc-39b6189976a3	296	70	67	148	359	133	0	3	104
ac1bd179-8285-468c-ab9f-7f91151ca0f2	449	0	0	4	8	0	4	20	0
ac23a8d2-ac42-4031-9dd4-9b56baeb246e	423	32	0	0	48	6	3	0	1
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	349	101	0	0	47	1	17	0	0
aca4d810-9540-4ce3-8ceb-72d396c9b704	410	61	11	14	0	7	0	0	0
acb5e263-111b-43d8-9bd1-adb9a54e0fc0	448	0	0	1	5	0	2	3	0
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	156	179	47	0	138	14	301	0	0
acc629cb-ad03-4cec-9b21-922e4932ef3e	248	209	0	11	138	0	16	0	0
accfc45b-eae0-4991-a488-e217cdb46655	262	167	0	9	48	37	40	0	0
acd510de-b732-4a1a-8b72-6d22e763540b	0	268	776	574	128	622	0	89	0
ad007b59-46f6-48b9-958a-2b9d28cca3b7	223	205	0	32	87	0	78	0	0
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	413	44	15	0	14	1	17	5	0
ad41f1f3-e38e-4418-9c16-52bca5719f39	216	217	148	120	33	103	28	71	46
ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f	89	299	3	26	370	206	148	7	0
ad874249-9964-4e48-aa3f-7e828ea28f3f	439	6	0	10	10	0	2	0	0
ad92f17f-11e6-49bd-9835-6b2f47053485	428	16	0	9	17	0	4	0	0
ad9455e9-7147-489e-9b1f-3540c457c260	171	315	49	25	27	75	0	0	0
add0b0f6-b4a8-4b73-b634-c3600dc567d5	459	0	0	7	3	1	0	4	0
adfbba82-c622-11e3-bf01-24c6515278c0	318	109	0	0	149	77	4	2	50
ae464652-2f8c-4d94-8b08-cd8f1d29256e	461	0	0	2	0	0	4	5	0
ae82fead-2671-4335-a342-67bb69935ad9	132	212	177	322	76	185	77	101	48
aed4363b-19b8-4cb5-aa34-a442410d0796	128	345	129	25	0	159	0	0	62
aeeb01b4-790e-4929-bd59-6aad837603b1	459	0	0	2	7	1	3	3	0
af2cbdb6-c622-11e3-bf01-24c6515278c0	388	63	2	0	23	3	33	0	0
af96db5a-684f-41d1-a910-5a5193393d9c	194	227	72	37	33	36	92	0	0
af9cfac8-7fbe-49cb-aeca-8d68aea57994	0	168	681	278	0	417	182	630	397
afd1f2e0-343c-416d-8e8f-2177f312c2f0	436	3	0	11	3	2	8	1	0
afee5b10-3dff-4e50-9575-bc9fe20c5dea	120	150	0	201	561	383	255	42	0
aff5793b-3197-4d1d-bf0a-9b0ded5f2937	444	0	0	1	1	0	6	3	0
affa4ef4-02ec-40f1-b6a2-739f8bf2afa9	295	79	33	77	139	109	0	0	209
b02b4bba-6e66-44fb-a48f-38c309aaaac5	181	216	9	48	439	100	34	0	0
b04624d2-d8f8-4b51-be1b-72c73d8055f9	359	0	57	195	460	10	0	11	25
b061cb06-e927-4f24-82bb-9e651f7ae0e3	417	42	36	0	0	0	0	0	0
b070af2a-c622-11e3-bf01-24c6515278c0	82	302	387	84	44	42	44	189	164
b07bad52-d44c-4b27-900a-960985bfadec	320	127	6	19	69	0	22	1	30
b0a83df8-dd2c-4c1b-b238-9081d2c22258	446	0	0	2	7	0	6	0	0
b0c61486-b061-4b6b-ac02-130a3ea0b080	419	25	0	9	20	0	0	1	0
b0d1fde4-928f-4f4c-bff6-33b885582bb5	459	0	1	2	2	0	4	4	0
b0f3087b-6f9c-47e9-b487-6726af1cb90b	429	24	0	0	14	0	19	2	0
b16780b0-75ba-4304-87e0-33f1e321b622	204	248	116	77	0	35	0	7	0
b1753e9c-29d0-4955-89d2-949cdabd1211	460	0	0	0	3	0	0	5	0
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	460	0	0	7	0	1	0	3	6
b1d2457d-3267-46ba-9fdf-663985e60538	438	0	0	8	3	0	18	0	0
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	252	185	0	15	54	62	31	17	29
b1f19de6-c622-11e3-bf01-24c6515278c0	249	215	6	8	201	12	1	0	15
b1f2442f-a973-47b4-9891-f028f0d44adc	318	142	0	0	61	0	1	0	0
b2190e26-1809-4aba-9f45-07c2edb3b4a4	364	99	16	16	0	10	0	0	0
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	57	0	463	1225	712	881	0	0	63
b24feafa-f2e9-4498-8471-a9e42c80cc9f	472	0	1	0	2	0	0	6	0
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	360	78	0	7	95	27	0	0	44
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	0	0	2	790	565	520	411	0	342
b28f7607-f162-425f-b44d-64e9633c8824	449	0	0	3	1	6	3	1	0
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	401	46	0	5	15	57	30	4	0
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	282	182	73	24	124	40	0	104	52
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	199	256	25	30	162	0	0	13	0
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	268	117	16	0	54	0	181	0	0
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	411	37	0	0	14	0	0	9	0
b32449c0-c622-11e3-bf01-24c6515278c0	37	387	241	212	90	119	0	41	41
b330c50b-c45f-413d-918f-33275d0d8f91	439	19	0	0	20	0	3	2	0
b33978c6-a855-4f9d-a0b0-d79453b9de41	305	114	0	0	50	0	90	0	0
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	244	142	3	0	79	0	182	0	0
b35d9a68-29f4-49ab-b83e-b5151679e3af	0	0	1359	703	478	1472	369	638	0
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	311	152	14	9	69	0	16	9	0
b38d0777-4901-48b8-9cdc-33b7f13a424f	0	306	0	353	299	175	154	0	0
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	287	162	31	18	0	55	0	0	59
b3befa40-8f44-4eb6-ada0-ec395f460656	109	231	378	133	15	165	142	123	132
b3f1d232-4392-4258-9256-d38ff4b59f94	295	142	8	83	179	0	1	7	0
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	200	194	0	0	116	20	150	0	0
b421b9ca-c622-11e3-bf01-24c6515278c0	19	399	272	62	0	156	65	254	282
b42d183c-bc9c-4652-9e56-10c54c5ee96e	219	256	87	37	3	80	0	0	15
b47aa163-eec9-4225-940b-4373e78152e2	284	176	0	14	104	15	0	5	0
b4860b5f-0a80-4fb2-81e1-4bafeb525b1c	441	13	4	3	9	0	12	0	2
b499032c-6cb8-4646-a95b-10af2a21a289	452	0	2	6	0	0	0	3	0
b49d5310-3cc5-4386-9444-cf0d61b52376	126	204	80	210	200	95	177	0	33
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	283	160	0	5	105	0	20	0	0
b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d	423	51	0	0	22	0	0	3	0
b4f515ce-5bee-4e40-a66a-01f41e92181e	99	327	94	71	39	82	132	0	0
b51fa117-2c0a-4e1d-8ec4-9f039073a486	421	34	0	32	17	4	0	0	0
b537bc07-9998-49f4-bbbe-5b617152bfd9	280	178	0	0	86	13	45	0	0
b53dcb4d-f894-47b8-8a4e-17c7998d8120	25	286	312	233	256	449	159	121	67
b54b9433-ec10-4cb5-a860-4555da64917b	54	257	321	262	118	259	236	0	2
b55751c4-c622-11e3-bf01-24c6515278c0	314	134	0	16	80	13	30	27	9
b5cabba2-30a4-458e-897c-00ec3fefa6d2	398	25	37	40	22	17	33	0	0
b5cc4a6d-93a9-497c-a7bb-a5db82edc176	463	0	2	3	0	0	0	5	0
b5dd0bc9-6c1c-4272-b920-744de37d0aee	216	206	0	22	244	108	50	0	0
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	318	94	18	0	285	89	0	9	21
b60392fb-43d9-4c9c-b91b-ded40492e61c	298	144	189	0	0	88	59	0	0
b61f7f76-f365-4071-a28d-bf354d5a670d	441	9	3	11	0	2	0	1	0
b6365bdb-e6d5-4615-95b3-db12a0c2f3d9	439	10	0	0	9	0	0	4	0
b64173fc-abac-4695-902b-f0acf9444e9f	379	71	11	14	0	8	0	1	27
b67208c4-c622-11e3-bf01-24c6515278c0	324	128	10	15	66	0	16	10	0
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	453	0	3	0	3	0	13	2	0
b68f18e1-0117-420c-9405-e8d3a1e8caff	364	98	2	2	28	8	9	1	2
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	120	290	32	129	169	107	99	10	0
b7008a98-5aa0-4cc9-9bee-af2a422266db	89	330	83	74	272	168	58	19	45
b710b214-5666-4054-97ef-3b9ac2bd90ac	0	238	30	439	297	427	98	0	160
b73523d7-f5a5-4140-8537-4df4d1ecf465	0	387	334	212	44	198	27	190	138
b752b444-f033-4be4-9d24-e5e80b4181af	7	0	977	925	27	255	456	61	162
b757a040-3c9e-45e7-a045-9cd08db11d62	9	0	652	591	365	742	352	251	345
b75b2663-dcc6-411c-bfcc-574aa33cf388	69	371	0	87	180	19	67	0	0
b77084ab-8148-49e0-b3f9-90f7d9ea1862	37	133	98	364	299	490	0	88	558
b7722577-f200-4dec-97f6-4fab3a9ba52d	380	64	0	0	35	3	10	0	0
b77543e4-c622-11e3-bf01-24c6515278c0	84	316	85	73	115	51	166	9	0
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	252	175	66	88	129	18	64	24	0
b7f11036-7ac4-41bc-a9a4-64162725fdfc	160	206	152	216	174	316	27	377	0
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	432	19	11	10	0	0	0	0	12
b7fbd99c-dea0-4448-a430-7f94c611e702	302	159	42	28	15	22	0	0	0
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	463	0	0	0	1	0	0	5	0
b80ca528-2c5f-400c-8df3-9c47869a64c2	353	95	0	19	69	0	0	0	0
b8151614-b08f-49a3-ab6f-2e780f765a17	307	115	0	31	221	46	25	38	44
b8270565-9e02-4d46-9534-08206bfd027a	374	65	37	37	83	7	43	20	0
b86655a4-c622-11e3-bf01-24c6515278c0	300	174	133	0	0	20	0	7	10
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	137	256	381	120	52	485	0	168	81
b86e88e7-0d5f-4b32-a35f-dc97251ab990	287	163	3	0	74	22	28	7	34
b88f014e-bc0f-4775-8228-39e0b471c3b0	125	308	361	120	115	146	0	215	19
b8cd6882-be27-4742-bc63-3227d31bf704	418	18	0	1	9	3	24	0	0
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	125	281	108	168	155	50	21	82	124
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	279	186	0	20	88	32	8	0	0
b97941dd-9844-4db2-9e25-42c725f47d70	107	296	0	57	203	129	1	0	115
b994762c-c622-11e3-bf01-24c6515278c0	93	336	66	43	93	50	47	4	111
b9bcba3a-c9be-4305-b5f4-c861282921e0	33	309	270	116	0	261	282	0	0
b9d1a64e-d445-4174-a5b4-76dd6ea69419	288	189	110	7	0	32	0	0	1
b9d2e29e-8546-4310-aeea-e029f17c0516	419	44	0	3	13	0	0	5	0
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	270	163	0	14	145	41	30	0	0
