Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T
f92a34fa-014e-4b41-a6d0-3b46b8c8a3ee	326	23	45	38	66	0	50	0	0	0	8	20	27	0	1	0	1	2	0	13
f92a78d1-90ff-70c8-e040-11ac0d485eca	429	0	1	0	6	0	5	5	0	0	0	0	24	0	3	0	0	0	1	0
f92b2c52-ed64-4594-e040-11ac0d48425c	417	0	2	0	7	0	0	4	0	0	0	0	26	0	2	0	0	0	1	0
f92b8fda-350b-17d5-e040-11ac0c480ce8	435	2	0	1	0	0	4	4	0	0	0	0	26	0	1	0	0	0	1	0
f92c8821-daba-3727-e040-11ac0d480224	422	1	0	0	0	2	0	2	0	4	0	0	28	0	0	0	0	0	0	2
f92fde51-6a19-6641-e040-11ac0c484074	424	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0	0	0	0
f937fc8b-6fa7-12fd-e040-11ac0d4850f9	422	10	0	0	4	2	3	4	0	3	2	0	28	0	3	0	0	0	1	0
f938b6f4-a457-c624-e040-11ac0c486fad	435	0	0	0	0	0	2	5	0	0	0	0	25	0	0	0	0	0	1	0
f939f757-a415-ad44-e040-11ac0d4868e5	435	0	0	0	0	0	2	5	0	0	0	0	25	0	0	0	0	0	1	0
f93abbbf-5e13-9b85-e040-11ac0d485718	424	6	0	0	6	6	1	4	2	0	0	0	27	1	0	0	0	0	0	0
f93c9e35-c76c-2b59-e040-11ac0d485dee	435	0	0	0	0	0	2	5	0	0	0	0	25	0	0	0	0	0	1	0
f93dd46d-4611-e84e-e040-11ac0c483323	424	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0	0	0	0
f93f4445-6f19-403c-e040-11ac0d48556f	424	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0	0	0	0
f940cea2-7e79-e422-e040-11ac0d483224	435	0	0	0	0	0	2	5	0	0	0	0	25	0	0	0	0	0	1	0
f942b732-7c0b-7ec6-e040-11ac0c483f86	437	0	0	0	0	0	2	5	0	0	0	0	23	0	1	0	0	0	1	0
f94c4f69-8119-4eaf-97c1-5106890c14d4	149	22	64	5	230	59	9	84	5	0	51	10	14	0	43	30	0	5	0	0
f9718c44-c622-11e3-bf01-24c6515278c0	215	53	35	0	163	72	13	8	0	35	51	6	13	0	0	24	0	5	2	7
f9837a56-7244-4846-a63d-266e6a92f168	192	96	23	7	157	31	47	4	0	17	6	9	22	26	0	6	0	3	5	1
f9854144-d92c-46da-ac87-9d1fd7efe67d	123	146	128	101	143	0	178	0	0	6	0	0	47	9	0	5	13	0	0	1
f988e698-9b34-45ce-ba4c-74e06e9cae4a	0	222	240	64	144	0	126	0	15	12	61	92	66	16	8	16	21	11	3	12
f98de26b-c7d6-435d-81fa-1f1869da9087	162	123	0	299	112	0	150	0	0	14	19	111	69	35	75	4	23	2	12	3
f9a81200-5381-496a-8062-099f9e793618	295	72	0	104	68	6	77	1	0	3	17	31	22	0	0	0	13	0	0	42
f9c07ba7-152a-f624-e040-11ac0c484cd5	359	2	13	0	61	0	10	5	3	4	0	0	27	0	0	0	0	0	2	0
f9c0a08b-d1e5-4c18-e040-11ac0c4864df	248	118	37	22	80	0	68	0	0	0	0	4	29	1	0	1	0	2	0	0
f9c0a0d9-5af6-4476-e040-11ac0d4830d3	250	61	59	14	100	0	75	0	0	0	0	28	38	4	0	0	0	7	0	0
f9c0a12c-2651-d9ea-e040-11ac0d483201	319	51	23	84	57	9	68	6	1	23	8	4	22	7	12	0	0	4	0	23
f9c1df10-25b8-c8ae-e040-11ac0d486375	351	38	3	10	45	0	15	0	3	0	0	2	30	0	0	0	0	3	2	0
f9c23ce8-7f1c-9417-e040-11ac0d482562	288	74	42	13	70	0	70	0	0	0	0	21	31	3	0	4	0	4	0	0
f9c23d09-74e4-07f9-e040-11ac0d482577	435	0	0	0	0	0	2	5	0	0	0	0	25	0	0	0	0	0	1	0
f9c26646-d2b0-cf30-e040-11ac0d483918	175	184	56	111	57	0	201	0	0	39	0	107	42	8	0	6	7	37	0	2
f9c39eb7-39a9-6626-e040-11ac0d4870c2	204	154	150	72	39	0	192	0	0	0	0	44	43	0	0	13	0	7	0	0
f9c3bc8e-dbc4-1ed0-e040-11ac0d4803a9	328	72	33	27	27	0	70	0	0	0	0	5	26	12	0	13	0	1	0	0
f9c3e4e3-1b95-b71a-e040-11ac0d4819e7	280	101	88	79	38	0	133	0	0	2	0	21	34	10	0	0	0	8	0	0
f9c3eaad-a0d9-8bf8-e040-11ac0d481d8e	127	0	0	38	138	145	6	0	0	640	313	138	144	0	0	3	12	20	0	5
f9c4e06c-e8a6-613b-e040-11ac0d4828ba	365	37	13	11	32	0	30	0	2	0	0	0	27	0	0	1	0	0	6	0
f9c51617-3fcb-91c5-e040-11ac0d484abf	283	72	43	38	55	0	133	0	0	0	0	88	40	18	0	0	4	8	0	1
f9c52187-2e82-d58a-e040-11ac0d484fc4	361	27	42	21	33	0	44	0	0	0	0	13	31	0	1	0	0	11	0	0
f9c52414-385d-8cc7-e040-11ac0d485037	342	33	27	10	50	0	36	0	1	2	0	6	30	0	0	0	0	1	11	0
f9c650e7-9053-78eb-e040-11ac0d4874bb	142	111	0	220	126	94	204	0	153	0	0	69	99	8	0	60	0	17	0	0
f9c65e3d-f3f7-dd5f-e040-11ac0d487b1f	364	36	12	0	41	3	20	0	0	6	0	1	28	2	0	0	0	0	2	0
f9c6f4ca-4bb8-26b4-e040-11ac0d485600	416	0	0	0	8	1	3	5	0	0	0	0	25	0	0	0	0	0	1	0
f9c70e38-dd99-3fe2-e040-11ac0d4862f2	293	68	35	23	71	0	60	0	0	1	0	3	28	0	0	0	0	4	0	1
f9dc999f-6dde-448d-9cf1-2897ddcf7b0b	0	0	555	3632	0	925	157	99	0	0	690	404	398	137	0	186	220	131	131	104
f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	336	33	0	79	19	47	40	158	0	0	0	40	16	0	0	41	0	0	0	101
fa2c3620-7e82-4b12-b135-87986f0f2890	226	0	0	147	44	13	163	33	0	560	131	0	0	0	0	13	0	369	0	0
fa4d35e3-fc38-4e26-a9e0-521a648acec1	279	103	3	2	75	1	44	0	0	0	12	31	23	5	4	4	4	2	0	0
fa54205f-7e51-4e5a-9f0a-5e8a2e40235f	155	165	3	0	140	0	61	0	0	32	25	41	29	19	1	3	5	4	5	2
fa5e2900-95e7-4700-9707-a329cd0c77fd	437	0	0	0	0	0	14	4	1	0	0	0	14	4	2	0	0	2	1	0
fa676301-902f-473f-8313-5bff34ae549a	254	25	0	52	142	0	2	1	21	15	69	4	0	3	17	0	1	5	2	3
fa6a60f5-8949-4e01-9435-d3117601627f	131	35	54	0	226	174	0	133	85	18	24	26	30	0	0	48	8	23	13	0
fa718a69-7d09-424b-90a3-4839ba7dc9b2	344	84	0	0	10	14	0	5	1	42	14	0	38	0	0	4	0	0	0	0
fa837b4d-55a7-4dcf-9fdf-cf9c13644df7	425	1	0	0	0	0	1	3	0	0	0	2	28	0	0	0	1	0	0	0
fa8844f8-c4b6-487a-8187-e30c12a7a453	163	186	18	15	90	51	18	7	0	66	76	22	28	0	0	1	13	9	9	1
fa9996c3-b874-4424-a5a6-f1c7c0f42b9b	437	0	0	0	0	1	1	4	0	8	1	0	25	0	0	0	0	0	1	0
fa9a3247-a465-4fdf-bb64-5afaa83a5d76	337	24	15	1	72	5	26	16	0	4	0	0	26	0	18	0	0	0	3	0
fab0be4b-c84a-45cd-a76f-44d9a8bf1846	157	0	318	639	42	330	172	114	114	27	230	145	42	196	0	16	77	31	41	12
fab3d6f4-de1c-4d6c-bdea-ac39a7884657	180	76	0	113	131	98	92	43	20	104	0	39	15	192	0	5	0	7	0	0
fabf1f6c-c622-11e3-bf01-24c6515278c0	61	101	27	77	242	111	48	55	11	20	83	40	10	55	43	5	0	8	14	3
fae88d21-171c-4df4-b258-3c5948a1034b	391	0	0	0	33	1	17	9	1	8	4	0	10	3	2	2	8	0	4	1
faff4626-615b-416a-b7a6-9d177dcc94a9	87	228	78	31	109	161	9	0	42	40	67	25	2	10	5	21	7	11	27	5
fb0c6353-a90c-45e2-9355-7cd16cf756ff	41	106	73	161	199	281	47	23	77	167	129	68	40	45	70	15	35	11	0	5
fb194ca3-10aa-4dc5-8d08-619ddbd6d1b6	356	11	4	26	59	0	5	1	0	0	4	2	31	8	0	0	1	0	0	0
fb74cca4-ac9c-4be0-80e3-e71592f96aae	382	25	0	9	28	0	15	6	0	12	0	0	25	0	3	0	0	0	0	0
fb8b5ff5-4164-4276-b75b-b0ee6bda7329	251	122	4	50	76	3	57	1	10	24	0	19	32	6	8	0	6	0	2	0
fb9135d9-2acf-41dd-8552-359e6b8c9470	0	32	364	390	95	1116	15	969	143	0	0	263	0	194	0	0	64	287	85	1
fbd899a0-c622-11e3-bf01-24c6515278c0	104	104	69	76	208	53	53	0	26	21	5	0	33	0	27	0	11	22	7	3
fbea74b5-b1a8-4767-af7c-e179ce8da071	424	0	0	0	11	0	11	6	0	0	0	0	20	0	1	2	0	0	1	2
fbf937f1-5f30-470c-8a77-46cd1c41e073	343	13	24	11	65	4	36	5	0	3	4	6	21	17	0	1	10	0	1	1
fc009c3d-66fc-4b9c-ae43-014607e3723a	295	52	4	0	104	0	34	0	3	3	0	2	23	0	0	0	1	0	6	0
fc249113-83d4-4abe-8c80-a4f7305dcd91	253	0	32	192	52	602	0	88	53	242	56	178	104	96	0	0	114	3	0	80
fc447d4f-2532-c8ea-e040-11ac0c48469f	0	96	174	21	298	7	155	4	0	8	12	39	37	28	10	11	6	1	9	5
fc447d51-cdc2-a180-e040-11ac0c4846a4	52	0	456	558	0	633	156	278	266	107	184	165	125	46	56	121	35	110	41	96
fc447d53-24d1-c83d-e040-11ac0c4846a6	165	44	61	275	111	451	70	154	47	21	6	148	58	0	221	0	0	5	73	80
fc447d55-95d8-0b34-e040-11ac0d483afa	0	81	108	105	276	214	0	0	0	251	159	0	56	0	0	13	10	7	0	14
fc447d56-0d53-e0c3-e040-11ac0c4846a8	0	349	113	143	74	3	144	0	0	54	52	53	50	9	20	19	15	7	1	18
fc453f67-6623-4e8c-b519-0bd79e4d4651	65	263	0	229	117	119	33	2	0	0	172	202	9	59	0	0	12	8	1	15
fc5dc6d8-62d2-76d8-e040-11ac0d4863c3	27	85	148	0	251	277	0	260	26	9	0	42	1	17	113	31	13	22	0	0
fc639186-8302-798e-e040-11ac0c484cec	85	157	94	75	192	65	104	49	0	1	15	54	24	0	7	6	0	2	16	13
fc63cbab-d27a-5ebb-e040-11ac0c48724f	0	226	254	166	75	145	80	27	13	153	163	82	58	32	13	27	73	29	9	20
fc68c24d-47ad-7961-e040-11ac0c48595c	0	186	406	142	105	33	182	2	0	42	60	88	88	11	19	27	20	29	16	12
fc68e599-6a40-61dc-e040-11ac0d48700d	105	116	166	174	113	425	18	159	94	8	0	50	45	41	45	43	29	33	8	87
fc6d77a9-121b-48ab-a899-713c3d1319a2	0	222	317	110	111	0	180	0	12	3	78	135	76	0	37	21	4	20	0	18
fc78685a-7053-152a-e040-11ac0c480ded	77	169	33	46	190	165	0	0	17	0	44	18	0	63	0	8	2	7	0	15
fc7eb420-5c13-20bd-e040-11ac0d484574	2	211	421	217	32	0	217	0	76	80	133	224	127	28	9	21	34	14	0	43
fc7f8eeb-9c40-123e-e040-11ac0c484061	164	1	102	461	52	208	71	183	58	237	168	8	92	172	135	0	0	40	37	40
fc806c50-2f6e-418d-e040-11ac0d485f01	0	202	286	59	100	250	89	264	71	54	38	109	59	0	25	81	26	52	13	45
fc812906-d3b6-4210-a842-96f095280cbf	421	3	2	7	0	0	0	1	2	0	0	0	30	0	1	0	0	0	0	0
fc8130df-18fe-c74d-e040-11ac0d485df2	372	5	12	2	46	26	23	6	10	2	10	2	17	0	0	0	0	16	0	6
fc8130df-1bc2-c537-e040-11ac0d485de6	301	16	56	111	66	73	51	17	61	35	13	0	22	0	32	1	0	2	1	27
fc8130df-1cdd-cade-e040-11ac0d485dec	419	0	3	0	4	1	3	3	0	3	3	0	25	0	0	5	0	0	1	0
fc8130df-1e8f-c879-e040-11ac0d485df4	320	18	124	65	38	0	122	0	0	0	0	0	32	0	0	27	0	0	0	2
fc8130df-1f21-c8f9-e040-11ac0d485dfc	295	11	21	5	115	21	1	0	0	2	67	8	0	0	0	4	5	7	1	1
fc8130df-2211-cfcc-e040-11ac0d485dde	0	262	186	2	150	0	157	0	0	0	32	115	55	3	0	8	5	12	0	6
fc8130df-24d9-32f1-e040-11ac0d485df0	406	0	13	0	5	4	10	8	11	0	15	0	14	12	8	5	0	2	2	1
fc8130df-2628-304a-e040-11ac0d485dfa	285	62	73	31	61	4	62	0	0	15	13	0	26	0	8	16	0	14	2	0
fc8130df-297f-34a3-e040-11ac0d485e02	368	23	6	18	36	2	25	2	2	10	4	0	24	8	1	0	0	8	0	0
fc8130df-2ca4-39d2-e040-11ac0d485e00	398	7	3	6	20	0	5	0	1	1	9	0	20	0	0	6	0	4	5	0
fc8130df-2d5f-3b53-e040-11ac0d485dee	221	30	88	325	92	94	171	29	23	63	0	0	37	45	41	0	0	32	34	11
fc8130df-2e39-3814-e040-11ac0d485de0	262	16	18	131	113	0	62	0	0	0	0	44	56	0	0	0	75	0	1	0
fc8130df-30a5-3e6a-e040-11ac0d485de2	0	181	230	145	173	46	139	0	14	42	60	39	45	36	9	18	27	21	7	11
fc8130df-3147-3e94-e040-11ac0d485df8	362	30	26	72	17	0	42	0	1	8	0	0	31	0	0	0	45	0	0	0
fc8130df-3225-3f96-e040-11ac0d485dfe	155	187	14	226	87	33	79	14	1	4	0	3	38	13	0	5	0	0	104	5
fc8130df-3361-3c8a-e040-11ac0d485dea	254	64	23	129	101	7	103	0	1	3	0	4	23	0	0	3	0	5	6	40
fc8130df-34f8-22c6-e040-11ac0d485de8	239	52	48	104	99	47	70	0	0	19	16	51	29	0	0	71	0	29	0	0
fc8130df-35ac-2304-e040-11ac0d485dda	0	156	408	814	0	196	138	0	0	0	235	719	257	0	0	34	0	50	0	335
fc8130df-6860-7677-e040-11ac0d485ddc	0	114	155	0	284	154	0	5	0	40	98	33	11	0	0	21	1	34	5	0
fc8130df-6977-7704-e040-11ac0d485de4	300	8	6	29	82	33	21	101	0	22	8	23	24	0	0	1	0	49	0	39
fc8130df-6bec-7627-e040-11ac0d485e04	0	274	324	245	24	115	126	0	91	14	80	163	112	0	30	8	20	116	0	12
fc8130df-897d-5404-e040-11ac0d485e0a	276	22	64	222	56	122	100	45	2	23	3	46	47	62	94	0	0	2	16	4
fc8130df-8e4e-586b-e040-11ac0d485e08	289	0	23	37	83	73	3	184	0	66	45	31	14	0	0	7	0	56	0	57
fc8130df-8ec8-5b1e-e040-11ac0d485e06	0	257	82	74	132	140	23	4	48	177	93	52	73	19	0	31	24	4	7	19
fc8130df-90ba-5d94-e040-11ac0d485e0c	0	80	217	253	214	187	10	0	153	64	109	74	108	65	0	26	2	46	4	17
fc8130df-e399-e34d-e040-11ac0c483279	302	20	54	46	88	0	70	1	0	5	0	0	30	16	0	1	0	0	0	5
fc8130e0-08dd-b996-e040-11ac0c48327b	174	101	105	211	21	322	104	517	21	14	39	270	41	0	133	0	0	57	24	187
fc8130e0-095f-b953-e040-11ac0c483287	340	30	21	1	57	1	24	0	0	9	0	1	30	0	0	1	0	0	5	0
fc8130e0-096a-b991-e040-11ac0c48327d	326	19	0	0	75	9	25	12	13	14	11	5	24	0	0	25	0	2	0	0
fc8130e0-09f1-b964-e040-11ac0c48326e	150	0	165	94	144	182	46	392	0	110	46	0	0	0	130	10	8	21	38	1
fc8130e0-0b9c-bbc9-e040-11ac0c483266	314	6	0	69	63	35	56	144	0	26	0	13	17	0	0	0	0	8	0	118
fc8130e0-0bc1-bba7-e040-11ac0c483289	310	0	6	27	105	55	0	5	15	0	15	0	14	0	21	2	2	2	7	2
fc8130e0-0bfa-bba4-e040-11ac0c48328d	369	1	7	6	51	0	7	0	0	1	3	0	27	0	0	4	0	2	5	0
fc8130e0-0c53-b432-e040-11ac0c483283	406	1	15	0	16	6	1	0	2	0	11	0	21	0	0	5	0	1	0	0
fc8130e0-0d25-b475-e040-11ac0c483277	411	0	0	0	17	0	2	3	0	8	3	0	23	0	0	0	0	3	1	0
fc8130e0-0db6-b568-e040-11ac0c483281	380	0	12	0	40	2	6	0	0	3	2	0	27	0	0	3	0	0	5	0
fc8130e0-0dcf-b558-e040-11ac0c483285	218	19	36	5	177	33	10	12	8	6	31	4	9	9	15	5	0	18	6	3
fc8130e0-0e1f-b54d-e040-11ac0c48326c	73	66	270	595	0	527	78	518	154	117	179	207	98	44	196	0	101	86	68	51
fc8130e0-0f1a-b6eb-e040-11ac0c48328f	0	0	412	388	250	155	75	7	28	0	203	91	82	29	0	6	53	34	30	3
fc8130e0-0fde-b756-e040-11ac0c48328b	206	0	8	0	156	132	0	9	0	208	127	59	60	5	0	0	0	27	19	3
fc8130e0-a38a-23b9-e040-11ac0c48327f	0	30	553	203	168	260	92	31	69	14	194	155	85	0	0	1	96	30	61	41
fc8130e0-a39a-23b5-e040-11ac0c483270	318	31	15	11	80	0	41	0	0	0	0	17	29	0	0	3	0	1	0	1
fc8130e0-a538-dda3-e040-11ac0c483264	46	60	227	109	200	222	34	377	48	45	84	107	41	3	39	22	0	35	120	0
fc8130e0-a539-dda8-e040-11ac0c48326a	272	0	34	219	32	193	47	143	86	94	61	40	14	167	87	0	2	7	67	11
fc8130e0-a774-d834-e040-11ac0c483268	87	140	151	181	152	71	167	52	0	22	0	24	31	18	26	9	0	45	0	30
fc8130e0-a8b4-d80d-e040-11ac0c483272	216	5	6	21	204	68	2	0	9	23	26	8	12	0	3	2	4	8	33	1
fc8130e0-a94d-d9d0-e040-11ac0c483262	246	25	0	239	80	169	63	387	52	42	0	135	51	0	16	18	0	16	215	3
fc8130e0-ad63-b804-e040-11ac0d485e10	186	233	0	0	23	9	30	2	0	136	34	28	55	11	0	2	7	1	0	11
fc8130e0-ad66-b82e-e040-11ac0d485e0e	280	7	51	16	107	115	5	0	0	0	14	16	8	0	0	6	0	0	91	0
fc8130e0-ad8a-b832-e040-11ac0d485e14	397	0	27	14	7	59	31	54	31	24	0	0	18	0	28	0	0	1	2	0
fc8130e0-aed2-bb2f-e040-11ac0d485e12	155	77	83	136	169	50	72	0	3	22	36	7	32	0	17	9	0	19	5	26
fc8130e2-f2ef-d096-e040-11ac0c483293	216	43	39	16	169	1	5	3	0	0	70	2	3	0	0	6	19	1	8	1
fc8130e3-01ba-c740-e040-11ac0c483291	0	174	413	0	71	442	36	0	134	74	141	154	48	31	9	53	34	47	41	13
fc8130e3-023d-c7d4-e040-11ac0c483295	44	68	132	186	265	318	13	70	0	0	36	84	12	75	0	56	60	8	1	1
fc8130e5-18b8-ef38-e040-11ac0c483297	145	18	34	103	191	152	41	215	96	0	0	65	39	16	33	0	0	46	0	99
fc81312a-99ae-7672-e040-11ac0c4832a2	261	0	150	67	73	209	6	204	18	15	1	0	23	9	27	8	81	14	0	80
fc81312a-d451-38fb-e040-11ac0c4832a4	307	0	20	10	107	3	6	5	0	0	12	0	24	0	7	7	0	2	1	0
fc813235-5ed8-7695-e040-11ac0d485e3e	0	44	630	129	63	306	112	190	116	151	168	35	42	133	27	37	35	62	67	19
fc876f51-0577-3b53-e040-11ac0d48515e	413	2	17	20	0	0	22	0	0	0	0	3	31	6	0	0	0	0	0	2
fc876f5c-8339-bc9c-e040-11ac0d485160	302	66	86	103	0	0	239	0	0	0	0	143	55	45	0	7	0	0	0	0
fc876f66-ff0d-f338-e040-11ac0d485162	339	54	0	6	9	0	0	0	22	0	5	9	35	0	0	3	0	0	0	5
fc8edf46-2005-1af4-e040-11ac0d481414	106	0	398	184	0	190	130	44	373	304	187	127	188	0	70	68	0	35	98	9
fc93369d-3ffb-1b53-e040-11ac0c4852ba	424	1	0	0	0	0	0	4	0	0	0	0	26	0	0	0	0	0	1	0
fc93b9ab-760a-5223-e040-11ac0c482177	6	144	128	86	217	248	26	80	31	112	25	43	46	0	55	20	23	16	6	23
fc93bd81-a3f9-2f8e-e040-11ac0d48306f	424	1	0	0	0	0	0	4	0	0	0	0	26	0	0	0	0	0	1	0
fc93e38d-6bd5-9912-e040-11ac0c4838cd	424	1	0	0	0	0	0	4	0	0	0	0	26	0	0	0	0	0	1	0
fc9404ed-1ba3-2638-e040-11ac0c484da2	411	17	0	0	1	0	1	4	0	0	0	0	26	0	0	0	1	0	1	0
fc9469d0-4d0e-bb59-e040-11ac0d481e59	416	10	0	0	0	2	0	3	0	4	1	0	26	0	0	0	0	0	0	0
fc94ea15-2d98-0c5b-e040-11ac0c48569b	419	4	0	0	4	0	2	4	0	0	0	0	25	0	0	0	0	0	1	0
fc94ec40-2cf2-7ce8-e040-11ac0d4871fb	313	18	3	11	94	0	20	2	6	6	0	0	27	0	0	0	0	0	5	0
fc9500f3-e7d0-9820-e040-11ac0c48617e	345	0	4	0	76	0	11	8	0	15	0	0	23	0	0	0	0	1	3	0
fc950c33-faa4-0241-e040-11ac0c486786	306	28	0	75	35	85	29	137	0	24	0	27	16	132	0	0	0	0	30	3
fc95d5ce-6899-62f1-e040-11ac0c486011	86	148	40	11	212	0	70	0	0	0	15	34	23	0	0	3	18	3	3	6
fc962061-8ab0-42b3-e040-11ac0c4810cc	149	33	58	81	231	12	96	0	0	1	7	29	33	0	15	0	4	6	5	13
fc9650a1-9aef-ab3b-e040-11ac0c4829a7	197	103	93	80	105	0	177	0	0	8	0	48	33	0	21	9	0	3	0	0
fc968a86-32e3-ee88-e040-11ac0d487adb	202	118	5	57	123	3	50	3	12	31	17	0	24	7	8	4	3	3	1	2
fc969f27-bdc6-cd03-e040-11ac0c48577e	251	94	58	77	84	0	109	0	6	5	0	0	11	0	2	0	4	2	13	0
fc96e36c-67f1-4c02-e040-11ac0d48393d	417	10	1	6	1	0	6	1	0	0	6	0	18	0	5	0	3	0	3	0
fc96f0df-ef04-411e-e040-11ac0d484291	424	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0	0	0	0
fc975588-6e70-b496-e040-11ac0c484689	282	26	17	24	124	0	19	0	2	0	10	1	21	0	14	2	9	2	0	0
fc97c1c5-9f4a-be90-e040-11ac0c480992	228	104	7	36	111	13	48	0	4	17	0	11	31	6	12	0	7	0	0	1
fc990cee-3a1e-9d45-e040-11ac0c484ab3	290	0	19	10	131	6	10	0	23	5	8	0	32	0	4	0	6	3	2	0
fc99832e-a4ae-8259-e040-11ac0c48131c	368	0	12	0	53	2	9	7	0	1	2	0	25	0	3	0	0	2	1	0
fc998aec-57dd-eab2-e040-11ac0d48680a	423	0	0	0	0	1	1	5	0	0	0	0	27	0	0	0	0	0	1	0
fc99b734-7f61-88d1-e040-11ac0c482e88	408	0	0	0	12	4	0	5	0	2	3	0	27	0	0	0	0	0	1	2
fc99bbb0-e5c7-fb9e-e040-11ac0d4807e1	424	1	0	0	0	0	0	4	0	0	0	0	26	0	0	0	0	0	1	0
fc9d5fc6-546f-27b7-e040-11ac0d485f87	428	0	5	0	7	0	4	4	0	0	0	0	26	0	0	0	0	0	0	0
fc9d5fc6-719b-0525-e040-11ac0d485f83	399	7	10	0	31	0	13	2	0	0	0	3	28	0	0	0	0	0	0	0
fc9d5fc6-7f7d-1313-e040-11ac0d485f85	221	103	82	118	89	0	1	0	0	0	146	10	0	2	20	0	0	2	0	7
fc9d5fc7-a87b-c5e7-e040-11ac0c4850aa	438	0	0	0	0	0	2	7	0	0	0	0	27	0	0	0	0	0	0	0
fc9d704c-0cfb-0407-e040-11ac0d486980	312	34	28	0	82	0	40	0	1	1	0	7	22	5	0	0	0	1	0	0
fc9d93b6-77c6-8719-e040-11ac0d487dec	307	37	23	17	81	0	29	0	10	0	0	4	32	2	0	0	0	1	0	0
fc9d93b6-92e8-acb7-e040-11ac0d487dee	262	156	23	41	35	3	79	0	0	21	0	0	29	0	0	4	0	5	4	0
fc9dbf68-4599-3c64-e040-11ac0d481623	147	109	100	227	126	23	128	1	45	20	20	0	40	0	0	11	47	1	13	36
fc9ef456-75a2-5967-e040-11ac0c484477	133	26	23	27	246	0	34	8	2	20	29	1	20	6	6	5	13	2	4	0
fc9f6916-da31-ab17-e040-11ac0c4808f3	0	120	543	244	86	311	49	60	0	18	183	92	77	61	43	51	34	27	12	10
fc9f6cb0-ceb9-790d-e040-11ac0c480ad1	82	0	710	324	0	326	90	28	129	107	265	115	126	112	41	63	24	30	20	23
fc9f9295-01f6-a9e0-e040-11ac0d4845af	270	126	9	38	60	0	65	0	0	17	0	0	29	0	0	5	0	0	5	0
fc9f998b-cc72-f6ea-e040-11ac0c482425	354	70	0	40	16	0	73	0	0	0	0	34	25	14	0	0	0	0	0	10
fca04929-586a-0594-e040-11ac0c48099d	342	26	19	5	56	0	33	0	3	2	0	12	30	0	0	0	0	1	0	0
fca07e09-1fd2-9ef5-e040-11ac0d485bbd	0	371	260	233	0	0	308	1	0	65	17	144	43	51	0	13	22	37	10	3
fca08ee9-b480-4dc7-be56-f1eb03b56f7c	113	175	10	244	142	0	69	0	18	0	32	40	54	0	53	19	23	0	5	2
fca1c663-dec0-db39-e040-11ac0c486140	437	0	1	0	0	0	6	3	2	0	0	0	25	0	0	0	0	0	0	0
fca2d62f-2756-939e-e040-11ac0d4865e6	383	8	11	0	32	0	8	1	2	0	0	0	28	0	0	0	0	1	0	0
fca3f7d0-2231-661c-e040-11ac0c4832fd	69	3	68	47	243	338	3	646	163	47	0	133	23	0	94	44	15	45	0	23
fca6150f-d555-a29e-e040-11ac0d4873b2	20	161	204	356	124	374	127	352	99	8	143	157	49	118	0	64	20	32	39	1
fccb865d-83ed-4bfe-ad84-0689813ae977	342	0	1	0	83	0	11	6	0	0	0	0	22	0	0	0	3	3	7	0
fce8d8c6-f2a0-43a8-9a7a-b9c519a6686c	14	219	51	122	204	0	62	4	0	4	50	61	57	13	5	16	20	10	1	6
fd163b56-1c2d-4e63-9fad-ba3221ae274b	402	22	0	0	17	0	6	4	0	0	0	0	26	0	0	0	2	0	1	0
fd504153-3cf6-44b9-99d5-21961ebac188	50	334	59	247	0	69	136	40	39	89	52	43	61	88	33	8	0	24	19	8
fd74de4d-6973-4597-a541-e8a13d80ad55	382	8	4	16	43	0	18	2	0	0	0	0	26	12	0	1	0	2	0	0
fdbd0277-ddbf-4cc5-8ec3-3644b9553627	137	29	82	9	231	103	16	30	14	30	55	0	22	0	36	1	1	10	10	0
fdf7dfb7-9285-46b3-be60-672164507705	212	46	4	58	168	0	69	2	0	0	0	18	34	0	0	23	0	0	0	0
fdf9a814-c622-11e3-bf01-24c6515278c0	348	39	6	3	40	18	14	0	0	5	2	8	21	0	0	5	0	19	0	0
fe04d042-a4cc-4a14-8197-415ea40951aa	0	158	274	88	181	0	177	0	0	58	65	74	61	57	3	22	0	9	0	2
fe083d2d-d088-4ac1-825b-8c5bbfe974ac	290	29	5	6	101	9	12	10	2	42	0	0	32	11	16	0	0	0	0	0
fe4611c2-bd37-4605-adfe-60efe0392b03	420	0	0	3	12	0	2	4	2	2	8	0	18	0	3	1	9	0	0	2
fe63d42b-d471-45b6-9bdf-1a3b55465d37	415	12	0	0	15	0	30	2	5	0	0	0	0	7	0	2	0	2	0	2
fe8c62a6-c113-46e8-ab91-fdb90bb6a59f	161	78	79	332	115	243	3	205	26	0	0	44	23	16	0	158	57	31	0	36
fe96d91c-3686-4125-af71-b8703a011ad4	113	36	101	339	191	183	19	7	56	15	128	64	34	0	55	0	0	28	28	112
