MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W
BoChr[2]	1.1446657324452048e-05	0.0021979632309902897	3.500331460600137e-05	0.016916465069024618	0.0021551130516810945	0.013171220841759266	8.283008767762112e-10	0.003410563983558177	0.005046036282368505	0.006693067301191604	0.001786516008281751	0.0005221737262427339	0.006201306725062112	0.03512174553937689	0.13591972395018953	0.017791363914989113	0.006663514375162549	0.0001579173859727234	0.004767316016368568	0.011557622265266403	0.011645995271436149	0.008900310124736278	7.820768223609776e-07
BoChr[3]	2.460764717823527e-05	0.0008956595713606319	0.0001816862320748669	0.005911614274684913	0.001335680258665377	0.011597179173041263	0.00012208530786988802	0.004971157188131846	0.004832108287100603	0.004413989372975795	0.0009136134676902508	0.003230284508555235	0.0004811465808383275	0.006957000150193937	0.30433210325758864	0.020371040220740183	0.0001570066604836029	1.454088192076597e-07	3.82909905018991e-05	0.01305685070214409	7.038282978577115e-05	0.0005708324494677442	0.0001676192226659623
BoChr[4]	3.568991000180155e-08	0.00042037823767172356	0.0001310110881479476	0.0024674224059257456	0.0003538122757799274	0.0027294998881273575	0.001243379262998321	0.003381330282664752	0.006935168911648973	0.006957242274601694	0.005867712759213881	0.002475760594420633	0.0020032115334966604	0.022943844140083113	0.02456706442845583	0.055255981489950055	0.018026184924164766	0.012704170736188623	0.011145215070190173	0.044398256798735394	0.051804037923579925	0.0025763526973457828	0.012415578862719413
BoChr[5]	2.9611201177370816e-06	0.00020325227307798954	3.950196454196586e-05	0.0018999079900699884	0.001515579700545837	0.0007628940567189233	0.0014658643702194745	0.0009761350660756518	0.001981875360668328	0.0018386388833053146	0.0023255354390078133	0.005667754366940692	0.0021935787744063974	0.01643973930843319	0.0426003270710061	0.011692917835948294	0.011448225520541054	9.003727131226213e-05	0.004574775243695477	0.17033094263040222	0.10595666399863722	0.02013204638280694	0.012085926526150849
BoChr[6]	1.8204833347867933e-06	0.0001757890926087491	0.0002662528557036126	0.0025145100312085945	0.0016066909900675447	0.0008294868028373357	0.000251186580303715	0.00084415736624039	0.0014826112964988524	0.002063561407112298	0.0024906669228418644	0.0006700878687217105	4.3384215567598974e-07	0.01095942212365474	0.0002258723438887067	0.4565755196487817	0.009992720393531086	0.0027652823546528205	0.003993430658911699	3.0095029344446854e-05	0.00022687220442379463	0.022140440619946123	4.263056157484888e-05
BoChr[7]	7.4109506850073e-06	0.0003829800309671727	2.5582517351017132e-05	0.0016132771704959557	0.0014340076086452017	0.0029079891814190306	0.00010186948353412495	0.00015023493559981042	0.0021462908326425278	0.006803991247175239	0.000782210215723396	0.0036979473016031505	3.47335849744636e-05	0.008258262470753121	0.01616257962699301	0.005435166825126299	0.005909377741103149	0.004912917357852179	1.1627199734251891e-07	0.36313249936566533	0.002387230507052065	0.03182187214360898	2.940004634500591e-05
BoChr[8]	2.392026125974667e-07	1.7435405149690554e-06	9.133257420437246e-05	0.001995446362765504	5.283052045044378e-06	0.00037076920408178	0.00022682234400412958	9.76580658020393e-06	0.000251229142889247	0.00012065628136217132	8.352499997538455e-06	8.90774626772187e-05	4.7872768555860845e-08	0.0005428559497592303	0.000290784468569493	7.597601520282928e-05	8.071508082062418e-06	0.667835443019867	3.9356154234993105e-05	8.251395002530177e-05	0.00119380432822374	2.038404222138324e-05	2.8565925893753013e-08
BoChr[9]	2.79222977073168e-08	0.0005516469880796773	0.0006140949950895447	0.0009776014671886025	0.0017242462895140742	0.0033191808711228532	0.00013088159323316974	0.002696382260753769	0.006013081261486066	0.009440035033285596	0.0034790455903302587	0.0006936027901093311	0.00023731749001569823	0.003964263925279239	0.03764270660540426	0.01155925964578877	0.00533713445545061	5.850093436926329e-05	0.01267318101740159	0.02675788954148281	0.004451629107407769	0.0006516611505020364	0.1580849772953364
BoChr[10]	6.6290011435632405e-06	0.00102594144615773	0.0007288517306632116	0.016736833521615608	0.0013083654172862096	0.00240655786092411	4.0958767044685375e-09	0.0051044790435364005	0.003994723866817722	0.008171329409200113	0.007933537892240565	0.0004143010888038745	0.002370448878465803	0.03312113345601574	0.03378972893464379	0.01738032053135779	2.859516371245263e-08	0.009556240378145588	0.009002558032518095	1.3468046972633374e-05	0.0037199142148347164	0.00686089015692815	0.004718304774723947
BoChr[11]	7.739145649177103e-07	7.765294135523959e-05	2.7746718470389455e-07	0.000887328914507477	9.822896223585787e-05	0.00064888307544771	0.0005865043902207152	0.0003076373188716497	0.003614544152245521	2.0913717349273496e-05	0.0010686243619584706	1.8009025704857073e-06	0.00031063020490587796	0.0007894385097753859	0.00010787717170223705	2.4781342325533557e-05	0.025726371514695635	0.010394282826578047	0.0003820720279845742	0.00017019735703366175	0.01316030689757385	0.5279162798542529	3.964937604526655e-07
BoChr[12]	3.164053501475417e-07	0.00010681328223505204	0.0004139055840750316	0.002874710685295696	0.0013445186054259705	3.962380156366407e-05	0.026320492318224354	0.0022217105676462937	0.003833510189489635	0.012525264669352266	0.00012512982836915043	0.0018526426605097912	2.1594762031895697e-08	0.006693761259956704	4.993813875700409e-06	0.0007722296030541961	0.003476716546035479	3.346019754602633e-07	4.3765259828296985e-05	3.302147376142983e-06	0.36706242203712464	0.008177562626020842	3.838812716487894e-06
BoChr[13]	9.662747271566019e-07	0.0006235476690384472	0.0021275776585359197	0.0021806841088982763	0.001631350699473444	0.0014714869228191674	1.401298464324817e-47	0.005213540122883842	0.0013916251491480126	0.00547292674935667	0.004650512725535805	0.00013491500460077076	0.006033288662438281	0.016994060411931855	0.012401988695364708	0.04011426126780236	0.002621020703809336	0.0002514463486676277	0.002978445871021904	0.004623415618867739	0.009307814828195794	0.009238245954038575	0.021276119740846297
BoChr[14]	8.401966130214378e-05	0.0007559400544184669	0.002199215741433136	0.005645063830608592	0.002881561493281235	0.0030473466414660776	0.0004485799179497274	0.0006861620661743295	0.0020626887365190784	0.0041621117112488545	0.006324886930572973	2.062289975583553e-05	0.004332335924641101	0.012955054091708655	0.017991209461463643	0.004403561719245772	0.010516098909559162	0.00020301691135529154	0.01619248299257606	0.008210471720833255	0.016785080323071497	0.01695258038512236	0.023539178845121835
BoChr[15]	3.025048344262871e-08	0.0003461034166895333	0.0007714672671716016	0.004200650164926145	0.001305905346949281	0.0027236344186067642	0.00018848049885757944	0.0007612823372949151	0.0012523096842559866	0.003534045429548769	0.009400482346536591	0.0007944762911959913	0.0016267157413503953	0.010559544308807461	0.015146855671977022	0.00269756073613749	0.008413337519896657	1.1657942877718596e-09	0.012199049271193871	0.006182684102252551	0.011771389266020832	0.008451391870330553	0.024578632635109444
BoChr[16]	9.276983351336199e-07	0.004346404098905623	0.002788217610764434	0.0024000006317501056	0.003725494259608695	0.006338045306886499	0.0003796509579101232	0.0005046507822417182	0.006855999112158615	0.018663359491038135	0.0057656315765417954	3.236533697486257e-31	0.0005107681781373686	0.007909452113235602	0.008245863466386475	0.0032079609903902908	0.005599711090326309	6.589714030269533e-05	0.006176993257082132	0.000547386892897308	0.0006841145421418559	0.0065917099069338295	0.010180202444666974
BoChr[17]	2.402950442004226e-07	6.184246415438465e-05	3.044777003968768e-07	4.227137998615046e-07	1.1200358186760362e-07	6.4154155843427e-07	3.222596580389623e-05	3.3195761900994826e-05	7.459679703837465e-08	0.0003004086035460726	0.0003184295503141941	2.3726070812699958e-08	1.0367113966158824e-07	1.335169116180765e-05	0.0001886523299149323	1.9345424085197477e-08	0.01206606718932334	0.02818424918774853	0.47014445952257927	8.569262568806913e-09	0.003278459694505682	0.04782738898109582	0.0005630274583624799
BoChr[18]	1.2573425624440305e-07	2.4439914358964643e-09	0.0005183678020823973	0.0009204952585012252	0.00026500802325401195	0.0026377053764767653	0.0002079142783263377	0.0007467618609442761	0.0005846335040288509	0.004124870272850068	0.003930824327471214	0.00022239432257359582	0.003984882397783167	0.0034983108216704293	0.011806903829966799	0.018601898058684226	0.0018447901367808228	2.802596928649634e-47	0.00678781454502356	0.019693401685441286	0.0032836098129750725	0.0029985245680239814	0.15327956348749694
BoChr[19]	1.8923600329401323e-07	0.0002572797113679037	0.0005550323691528125	2.461963804776035e-05	0.0008398317367960573	0.011867852844264842	0.00017728808397052376	7.629054994231055e-05	0.00012233564020009525	0.011614176279110638	0.00014623489433070346	0.00035955317393040256	0.0041371551268588914	0.002024084484181779	0.013692682258874527	0.007577734737133888	0.006628902287420999	3.8804642432666015e-09	0.03700615867193411	0.018076601835254422	0.007742980473774228	0.011813601560894256	0.11030820503589553
BoChr[20]	5.575713582284259e-08	0.00025984198579575234	0.00019694949624032176	0.0010238224257771832	0.0007854459509886072	0.00770201652348998	0.001925636785336704	0.00014210183257676312	0.0003923863525275806	0.02771999962837441	0.0009564569389220878	1.983541957351065e-09	0.0022795324156908237	0.005665056933927417	0.03245016362088791	0.010372675137833767	0.0029114362597465514	9.80908925027372e-47	0.005613475637223644	0.02104251355096494	0.0025395565365065663	0.020973898703320337	0.041779287384725625
BoChr[21]	1.2642240606037803e-05	3.3355946361552926e-05	0.0021127348336023744	0.001687597778250165	0.00019807877368293702	0.0020115172734011823	0.0008288227390221436	0.0013930851493154251	0.0006022727062554623	0.0021043338770346054	0.003367391429528652	0.005278728030843922	0.005381144708007923	0.006341390044733544	0.011266731214482207	0.006578908312854468	3.937704488635063e-05	8.624050379964388e-05	0.0021995443820725315	0.005513108688319335	0.002857240766908262	0.008684685658413894	0.04524465151596815
BoChr[22]	1.6500394559617605e-05	0.00015813290130147983	0.0016889546928836375	0.0006468826700222508	0.000947749345422464	0.0016879545562392196	2.0409989284972952e-05	0.0002359558731990319	0.000782825301901866	0.0022682384516423326	0.0021166112658102063	0.00017062221731038108	0.0023370007561176465	0.0011608147072593056	0.0072637805939615415	0.005553128157750962	0.00287395720914148	1.3426623332435384e-06	0.009826919769210463	0.004244798264355438	0.007694641097355088	0.005834811497993542	0.07931179187504313
BoChr[23]	0.0010046029686335877	4.5028591493689873e-05	0.00020538183525786735	0.005599530701031839	0.0014113592761489714	0.0005668904294816457	0.002255622273080906	0.006645267640479631	0.0017999012762178902	0.0077035597336781335	0.017327976059528113	0.011916186727230525	0.012059238706715405	0.018605625835135697	0.035944349164983576	0.009927835931412768	3.2062746703331867e-06	1.765098718919944e-05	0.005285497287448409	0.016235186672502094	0.0017385765636572614	0.013793552010073791	3.803301851235119e-10
